node_id,x_coord,y_coord,zone_id,geometry
21604,-111.346107,33.016514,,POINT (-111.346107 33.016514)
4263,-111.346987,33.023317,4263.0,POINT (-111.346987 33.023317)
3782,-111.353418,32.915546,3782.0,POINT (-111.353418 32.915546)
21553,-111.317841,32.942006,,POINT (-111.317841 32.942006)
3787,-111.369561,32.933227,3787.0,POINT (-111.369561 32.933227)
3765,-111.353413,32.886062,3765.0,POINT (-111.353413 32.886062)
3766,-111.353422,32.901018,3766.0,POINT (-111.353422 32.901018)
3767,-111.337255,32.886033,3767.0,POINT (-111.337255 32.886033)
3768,-111.337267,32.901009,3768.0,POINT (-111.337267 32.901009)
3785,-111.353414,32.933096,3785.0,POINT (-111.353414 32.933096)
3783,-111.33282,32.915525,3783.0,POINT (-111.33282 32.915525)
3786,-111.332784,32.933087,3786.0,POINT (-111.332784 32.933087)
3455,-111.363382,32.951132,3455.0,POINT (-111.363382 32.951132)
32344,-111.320532,32.944829,,POINT (-111.320532 32.944829)
4280,-111.347045,32.964452,4280.0,POINT (-111.347045 32.964452)
21599,-111.342397,32.958398,,POINT (-111.342397 32.958398)
21555,-111.333459,32.958378,,POINT (-111.333459 32.958378)
21600,-111.340446,32.965703,,POINT (-111.340446 32.965703)
21554,-111.330326,32.958378,,POINT (-111.330326 32.958378)
4144,-111.329287,32.963454,4144.0,POINT (-111.329287 32.963454)
4713,-111.312823,32.929444,4713.0,POINT (-111.312823 32.929444)
32318,-111.319655,32.943905,,POINT (-111.319655 32.943905)
21556,-111.321411,32.945754,,POINT (-111.321411 32.945754)
21559,-111.316023,32.940112,,POINT (-111.316023 32.940112)
21549,-111.311193,32.943884,,POINT (-111.311193 32.943884)
21551,-111.327194,32.958378,,POINT (-111.327194 32.958378)
4193,-111.383137,33.02633,4193.0,POINT (-111.383137 33.02633)
29340,-111.383218,33.031297,,POINT (-111.383218 33.031297)
29336,-111.379118,33.026129,,POINT (-111.379118 33.026129)
21574,-111.379125,33.02271,,POINT (-111.379125 33.02271)
29337,-111.379106,33.031288,,POINT (-111.379106 33.031288)
4147,-111.379926,32.965866,4147.0,POINT (-111.379926 32.965866)
21564,-111.367007,32.972859,,POINT (-111.367007 32.972859)
4282,-111.379807,32.980897,4282.0,POINT (-111.379807 32.980897)
4204,-111.363288,32.965658,4204.0,POINT (-111.363288 32.965658)
21568,-111.360957,32.972895,,POINT (-111.360957 32.972895)
13171,-111.370791,32.972833,,POINT (-111.370791 32.972833)
21569,-111.363224,32.972885,,POINT (-111.363224 32.972885)
21567,-111.364097,32.991529,,POINT (-111.364097 32.991529)
4205,-111.389448,32.982467,4205.0,POINT (-111.389448 32.982467)
21585,-111.367201,32.996037,,POINT (-111.367201 32.996037)
4201,-111.382107,32.997446,4201.0,POINT (-111.382107 32.997446)
21566,-111.36082,32.987114,,POINT (-111.36082 32.987114)
4206,-111.36265,32.979641,4206.0,POINT (-111.36265 32.979641)
21562,-111.358691,32.972896,,POINT (-111.358691 32.972896)
21565,-111.354138,32.980063,,POINT (-111.354138 32.980063)
21563,-111.354653,32.972897,,POINT (-111.354653 32.972897)
21601,-111.347434,32.973028,,POINT (-111.347434 32.973028)
4265,-111.346841,32.981708,4265.0,POINT (-111.346841 32.981708)
21560,-111.373689,33.005451,,POINT (-111.373689 33.005451)
21586,-111.371183,33.001816,,POINT (-111.371183 33.001816)
21561,-111.376202,33.009084,,POINT (-111.376202 33.009084)
21589,-111.378263,33.011486,,POINT (-111.378263 33.011486)
21588,-111.378171,33.012697,,POINT (-111.378171 33.012697)
12932,-111.387406,33.019093,,POINT (-111.387406 33.019093)
12926,-111.387371,33.018931,,POINT (-111.387371 33.018931)
12925,-111.387241,33.019011,,POINT (-111.387241 33.019011)
12924,-111.387006,33.018979,,POINT (-111.387006 33.018979)
12923,-111.386912,33.01887,,POINT (-111.386912 33.01887)
12930,-111.3868,33.01899,,POINT (-111.3868 33.01899)
12922,-111.386799,33.01899,,POINT (-111.386799 33.01899)
12934,-111.387775,33.019937,,POINT (-111.387775 33.019937)
12937,-111.3879,33.020021,,POINT (-111.3879 33.020021)
12936,-111.387762,33.020115,,POINT (-111.387762 33.020115)
12928,-111.387761,33.020115,,POINT (-111.387761 33.020115)
21572,-111.387576,33.021504,,POINT (-111.387576 33.021504)
21580,-111.396183,33.02553,,POINT (-111.396183 33.02553)
21579,-111.391835,33.02622,,POINT (-111.391835 33.02622)
4255,-111.394451,33.022582,4255.0,POINT (-111.394451 33.022582)
21573,-111.387567,33.022757,,POINT (-111.387567 33.022757)
4256,-111.391887,33.028689,4256.0,POINT (-111.391887 33.028689)
21570,-111.390579,33.026397,,POINT (-111.390579 33.026397)
29342,-111.391836,33.031285,,POINT (-111.391836 33.031285)
21571,-111.387527,33.026429,,POINT (-111.387527 33.026429)
29327,-111.387489,33.028658,,POINT (-111.387489 33.028658)
29328,-111.387464,33.031316,,POINT (-111.387464 33.031316)
21581,-111.385271,33.016815,,POINT (-111.385271 33.016815)
12933,-111.387047,33.018458,,POINT (-111.387047 33.018458)
21590,-111.38346,33.015423,,POINT (-111.38346 33.015423)
21575,-111.385193,33.019249,,POINT (-111.385193 33.019249)
21584,-111.380042,33.014123,,POINT (-111.380042 33.014123)
21587,-111.379131,33.018714,,POINT (-111.379131 33.018714)
21583,-111.379998,33.013844,,POINT (-111.379998 33.013844)
29325,-111.404908,33.031262,,POINT (-111.404908 33.031262)
29324,-111.404852,33.027294,,POINT (-111.404852 33.027294)
31490,-111.404864,33.014903,,POINT (-111.404864 33.014903)
21578,-111.396105,33.017351,,POINT (-111.396105 33.017351)
21582,-111.396287,33.020414,,POINT (-111.396287 33.020414)
21576,-111.404809,33.023326,,POINT (-111.404809 33.023326)
29334,-111.39627,33.027625,,POINT (-111.39627 33.027625)
29335,-111.396309,33.031252,,POINT (-111.396309 33.031252)
4199,-111.398274,32.998776,4199.0,POINT (-111.398274 32.998776)
21577,-111.392084,33.018472,,POINT (-111.392084 33.018472)
20212,-111.389026,33.019326,,POINT (-111.389026 33.019326)
12931,-111.388361,33.01964,,POINT (-111.388361 33.01964)
12940,-111.388169,33.019653,,POINT (-111.388169 33.019653)
12941,-111.388248,33.019772,,POINT (-111.388248 33.019772)
12935,-111.388361,33.019639,,POINT (-111.388361 33.019639)
12929,-111.387919,33.019604,,POINT (-111.387919 33.019604)
12938,-111.387785,33.01968,,POINT (-111.387785 33.01968)
12927,-111.387753,33.019519,,POINT (-111.387753 33.019519)
12939,-111.387754,33.01952,,POINT (-111.387754 33.01952)
12920,-111.387205,33.018585,,POINT (-111.387205 33.018585)
12919,-111.387046,33.018457,,POINT (-111.387046 33.018457)
12921,-111.387045,33.018604,,POINT (-111.387045 33.018604)
25425,-111.962831,33.004249,,POINT (-111.962831 33.004249)
25383,-111.972144,33.009997,,POINT (-111.972144 33.009997)
4312,-111.96959,33.011397,4312.0,POINT (-111.96959 33.011397)
15142,-111.962804,33.007581,,POINT (-111.962804 33.007581)
15138,-111.962807,33.008902,,POINT (-111.962807 33.008902)
15137,-111.962791,33.01428,,POINT (-111.962791 33.01428)
15141,-111.94999,32.996185,,POINT (-111.94999 32.996185)
4317,-111.95451,33.007147,4317.0,POINT (-111.95451 33.007147)
25352,-111.944306,32.999189,,POINT (-111.944306 32.999189)
15136,-111.94588,33.006868,,POINT (-111.94588 33.006868)
15289,-111.945582,33.014111,,POINT (-111.945582 33.014111)
3439,-111.943234,32.995722,3439.0,POINT (-111.943234 32.995722)
25174,-111.936624,32.99918,,POINT (-111.936624 32.99918)
4316,-111.940462,33.006812,4316.0,POINT (-111.940462 33.006812)
4313,-111.952777,33.021746,4313.0,POINT (-111.952777 33.021746)
15325,-111.945216,33.021579,,POINT (-111.945216 33.021579)
4302,-111.941001,33.021523,4302.0,POINT (-111.941001 33.021523)
15288,-111.932998,33.013591,,POINT (-111.932998 33.013591)
15287,-111.928106,33.029202,,POINT (-111.928106 33.029202)
15132,-111.87905,32.631885,,POINT (-111.87905 32.631885)
15131,-111.916118,32.651987,,POINT (-111.916118 32.651987)
4549,-111.876721,32.711853,4549.0,POINT (-111.876721 32.711853)
4515,-111.827706,32.590222,4515.0,POINT (-111.827706 32.590222)
28213,-111.825945,32.792753,,POINT (-111.825945 32.792753)
15330,-111.672028,32.631562,,POINT (-111.672028 32.631562)
3991,-111.714445,32.563989,3991.0,POINT (-111.714445 32.563989)
15329,-111.672399,32.587431,,POINT (-111.672399 32.587431)
13630,-111.455547,32.973911,,POINT (-111.455547 32.973911)
32602,-111.455527,32.97034,,POINT (-111.455527 32.97034)
13631,-111.46427,32.973886,,POINT (-111.46427 32.973886)
15388,-111.455583,32.977459,,POINT (-111.455583 32.977459)
15398,-111.455702,32.981123,,POINT (-111.455702 32.981123)
15387,-111.44765,32.973839,,POINT (-111.44765 32.973839)
3737,-111.446983,32.978878,3737.0,POINT (-111.446983 32.978878)
15389,-111.443787,32.973816,,POINT (-111.443787 32.973816)
3793,-111.464091,32.984136,3793.0,POINT (-111.464091 32.984136)
15399,-111.463938,32.988333,,POINT (-111.463938 32.988333)
21629,-111.455736,32.988366,,POINT (-111.455736 32.988366)
21632,-111.45571,32.99703,,POINT (-111.45571 32.99703)
21636,-111.447087,32.988371,,POINT (-111.447087 32.988371)
4198,-111.446911,32.984138,4198.0,POINT (-111.446911 32.984138)
4202,-111.446994,32.99197,4202.0,POINT (-111.446994 32.99197)
21626,-111.473212,33.002632,,POINT (-111.473212 33.002632)
15400,-111.473205,32.995351,,POINT (-111.473205 32.995351)
15403,-111.479462,33.002665,,POINT (-111.479462 33.002665)
21640,-111.468071,33.002727,,POINT (-111.468071 33.002727)
21641,-111.473235,33.011778,,POINT (-111.473235 33.011778)
3792,-111.466377,32.993689,3792.0,POINT (-111.466377 32.993689)
21627,-111.463155,33.00276,,POINT (-111.463155 33.00276)
21625,-111.462289,33.002759,,POINT (-111.462289 33.002759)
21628,-111.460411,33.002743,,POINT (-111.460411 33.002743)
3733,-111.461408,33.011875,3733.0,POINT (-111.461408 33.011875)
21642,-111.473208,33.017353,,POINT (-111.473208 33.017353)
29331,-111.473194,33.020386,,POINT (-111.473194 33.020386)
3457,-111.463377,33.019852,3457.0,POINT (-111.463377 33.019852)
4258,-111.449629,33.029565,4258.0,POINT (-111.449629 33.029565)
3459,-111.460284,32.998778,3459.0,POINT (-111.460284 32.998778)
13674,-111.506503,32.98077,,POINT (-111.506503 32.98077)
13676,-111.50643,32.988111,,POINT (-111.50643 32.988111)
13739,-111.497882,32.988251,,POINT (-111.497882 32.988251)
13679,-111.50647,32.995367,,POINT (-111.50647 32.995367)
3741,-111.498631,32.980197,3741.0,POINT (-111.498631 32.980197)
12978,-111.489409,32.982806,,POINT (-111.489409 32.982806)
13738,-111.489523,32.98833,,POINT (-111.489523 32.98833)
3828,-111.489484,32.995565,3828.0,POINT (-111.489484 32.995565)
3740,-111.489677,32.966504,3740.0,POINT (-111.489677 32.966504)
13743,-111.489558,32.973808,,POINT (-111.489558 32.973808)
13742,-111.48137,32.973848,,POINT (-111.48137 32.973848)
3832,-111.48268,32.965333,3832.0,POINT (-111.48268 32.965333)
13628,-111.473183,32.973919,,POINT (-111.473183 32.973919)
15393,-111.47318,32.988293,,POINT (-111.47318 32.988293)
15402,-111.506518,33.002708,,POINT (-111.506518 33.002708)
18366,-111.506656,33.006525,,POINT (-111.506656 33.006525)
18365,-111.506876,33.010341,,POINT (-111.506876 33.010341)
16355,-111.506958,33.012516,,POINT (-111.506958 33.012516)
16008,-111.507065,33.014692,,POINT (-111.507065 33.014692)
15401,-111.48985,33.002766,,POINT (-111.48985 33.002766)
3826,-111.48686,33.010293,3826.0,POINT (-111.48686 33.010293)
15404,-111.507263,33.020398,,POINT (-111.507263 33.020398)
29326,-111.507565,33.030632,,POINT (-111.507565 33.030632)
3458,-111.491635,33.016623,3458.0,POINT (-111.491635 33.016623)
4261,-111.490697,33.025978,4261.0,POINT (-111.490697 33.025978)
3739,-111.542559,32.989999,3739.0,POINT (-111.542559 32.989999)
14063,-111.545088,32.987737,,POINT (-111.545088 32.987737)
14062,-111.54125,32.987752,,POINT (-111.54125 32.987752)
13560,-111.57541,33.002477,,POINT (-111.57541 33.002477)
32491,-111.566993,33.002451,,POINT (-111.566993 33.002451)
3823,-111.569851,33.007368,3823.0,POINT (-111.569851 33.007368)
16023,-111.558577,33.002415,,POINT (-111.558577 33.002415)
16019,-111.558666,33.016745,,POINT (-111.558666 33.016745)
3825,-111.563214,33.023987,3825.0,POINT (-111.563214 33.023987)
13799,-111.558546,32.995048,,POINT (-111.558546 32.995048)
16014,-111.541117,33.002441,,POINT (-111.541117 33.002441)
3734,-111.552107,33.013236,3734.0,POINT (-111.552107 33.013236)
14355,-111.54995,32.777761,,POINT (-111.54995 32.777761)
14069,-111.532705,32.77781,,POINT (-111.532705 32.77781)
13773,-111.53281,32.78507,,POINT (-111.53281 32.78507)
13774,-111.52465,32.777829,,POINT (-111.52465 32.777829)
3867,-111.540615,32.784861,3867.0,POINT (-111.540615 32.784861)
13779,-111.532649,32.792363,,POINT (-111.532649 32.792363)
20102,-111.532625,32.799626,,POINT (-111.532625 32.799626)
3864,-111.523895,32.799614,3864.0,POINT (-111.523895 32.799614)
14351,-111.515434,32.777845,,POINT (-111.515434 32.777845)
31710,-111.515476,32.77047,,POINT (-111.515476 32.77047)
4092,-111.507244,32.770515,4092.0,POINT (-111.507244 32.770515)
31271,-111.515549,32.785093,,POINT (-111.515549 32.785093)
13778,-111.508225,32.777862,,POINT (-111.508225 32.777862)
3866,-111.523813,32.784964,3866.0,POINT (-111.523813 32.784964)
31387,-111.515408,32.79964,,POINT (-111.515408 32.79964)
31361,-111.515479,32.792366,,POINT (-111.515479 32.792366)
3863,-111.540771,32.806786,3863.0,POINT (-111.540771 32.806786)
20101,-111.532604,32.806952,,POINT (-111.532604 32.806952)
13772,-111.53257,32.814113,,POINT (-111.53257 32.814113)
4095,-111.523655,32.814219,4095.0,POINT (-111.523655 32.814219)
13791,-111.59375,33.002607,,POINT (-111.59375 33.002607)
13798,-111.588165,33.002534,,POINT (-111.588165 33.002534)
13797,-111.580842,33.002493,,POINT (-111.580842 33.002493)
16942,-111.57549,32.995029,,POINT (-111.57549 32.995029)
13801,-111.575725,32.973088,,POINT (-111.575725 32.973088)
13800,-111.558447,32.973183,,POINT (-111.558447 32.973183)
3822,-111.567129,32.965843,3822.0,POINT (-111.567129 32.965843)
13883,-111.558498,32.965929,,POINT (-111.558498 32.965929)
3820,-111.568421,32.985717,3820.0,POINT (-111.568421 32.985717)
13796,-111.575695,32.977169,,POINT (-111.575695 32.977169)
13306,-111.567221,32.987631,,POINT (-111.567221 32.987631)
16943,-111.57557,32.987581,,POINT (-111.57557 32.987581)
3750,-111.567238,32.995042,3750.0,POINT (-111.567238 32.995042)
13787,-111.558376,32.980371,,POINT (-111.558376 32.980371)
13788,-111.558516,32.987682,,POINT (-111.558516 32.987682)
13785,-111.558472,32.969587,,POINT (-111.558472 32.969587)
13789,-111.550931,32.976859,,POINT (-111.550931 32.976859)
13786,-111.550455,32.973318,,POINT (-111.550455 32.973318)
3821,-111.550113,32.98054,3821.0,POINT (-111.550113 32.98054)
3744,-111.54976,32.965937,3744.0,POINT (-111.54976 32.965937)
14080,-111.549135,32.97334,,POINT (-111.549135 32.97334)
14060,-111.541303,32.966152,,POINT (-111.541303 32.966152)
14081,-111.54124,32.973293,,POINT (-111.54124 32.973293)
14083,-111.541208,32.980558,,POINT (-111.541208 32.980558)
13790,-111.549664,32.987651,,POINT (-111.549664 32.987651)
13896,-111.618418,32.95985,,POINT (-111.618418 32.95985)
13879,-111.618436,32.952658,,POINT (-111.618436 32.952658)
3754,-111.626521,32.960026,3754.0,POINT (-111.626521 32.960026)
13897,-111.618586,32.967329,,POINT (-111.618586 32.967329)
13880,-111.604636,32.952628,,POINT (-111.604636 32.952628)
3756,-111.610558,32.959795,3756.0,POINT (-111.610558 32.959795)
13882,-111.610477,32.967279,,POINT (-111.610477 32.967279)
4286,-111.665945,32.996468,4286.0,POINT (-111.665945 32.996468)
13885,-111.635363,32.967323,,POINT (-111.635363 32.967323)
29471,-111.636037,33.021509,,POINT (-111.636037 33.021509)
13839,-111.626705,32.967326,,POINT (-111.626705 32.967326)
13840,-111.618391,32.981496,,POINT (-111.618391 32.981496)
13841,-111.618257,32.996348,,POINT (-111.618257 32.996348)
3751,-111.609502,32.981475,3751.0,POINT (-111.609502 32.981475)
13895,-111.613308,33.004305,,POINT (-111.613308 33.004305)
3846,-111.608436,32.902461,3846.0,POINT (-111.608436 32.902461)
13878,-111.601514,32.903178,,POINT (-111.601514 32.903178)
14059,-111.601586,32.898516,,POINT (-111.601586 32.898516)
14058,-111.60155,32.900847,,POINT (-111.60155 32.900847)
13894,-111.601452,32.908882,,POINT (-111.601452 32.908882)
13893,-111.609885,32.908886,,POINT (-111.609885 32.908886)
13826,-111.601492,32.914353,,POINT (-111.601492 32.914353)
3727,-111.592899,32.901517,3727.0,POINT (-111.592899 32.901517)
3847,-111.583719,32.901402,3847.0,POINT (-111.583719 32.901402)
13823,-111.592852,32.908904,,POINT (-111.592852 32.908904)
3845,-111.584827,32.915021,3845.0,POINT (-111.584827 32.915021)
13890,-111.611006,32.923414,,POINT (-111.611006 32.923414)
13889,-111.601429,32.923469,,POINT (-111.601429 32.923469)
3753,-111.610474,32.93054,3753.0,POINT (-111.610474 32.93054)
13834,-111.601378,32.930735,,POINT (-111.601378 32.930735)
14068,-111.549698,32.850356,,POINT (-111.549698 32.850356)
13905,-111.549721,32.843412,,POINT (-111.549721 32.843412)
4120,-111.542487,32.845281,4120.0,POINT (-111.542487 32.845281)
13602,-111.558374,32.850183,,POINT (-111.558374 32.850183)
4114,-111.549679,32.863314,4114.0,POINT (-111.549679 32.863314)
14050,-111.567436,32.86301,,POINT (-111.567436 32.86301)
14067,-111.5411,32.850395,,POINT (-111.5411 32.850395)
3449,-111.575684,32.872263,3449.0,POINT (-111.575684 32.872263)
13919,-111.567357,32.872053,,POINT (-111.567357 32.872053)
13918,-111.567397,32.867531,,POINT (-111.567397 32.867531)
13899,-111.567324,32.875823,,POINT (-111.567324 32.875823)
13920,-111.575878,32.879573,,POINT (-111.575878 32.879573)
14077,-111.567291,32.879594,,POINT (-111.567291 32.879594)
4115,-111.55932,32.873679,4115.0,POINT (-111.55932 32.873679)
3446,-111.575628,32.886994,3446.0,POINT (-111.575628 32.886994)
13921,-111.567156,32.892154,,POINT (-111.567156 32.892154)
13900,-111.567224,32.885874,,POINT (-111.567224 32.885874)
13898,-111.567135,32.893058,,POINT (-111.567135 32.893058)
14052,-111.567113,32.893963,,POINT (-111.567113 32.893963)
14051,-111.567054,32.897481,,POINT (-111.567054 32.897481)
3799,-111.558434,32.886802,3799.0,POINT (-111.558434 32.886802)
14076,-111.541,32.879454,,POINT (-111.541 32.879454)
15319,-111.670494,32.901454,,POINT (-111.670494 32.901454)
15345,-111.670447,32.908704,,POINT (-111.670447 32.908704)
3474,-111.661544,32.901518,3474.0,POINT (-111.661544 32.901518)
13863,-111.662078,32.908806,,POINT (-111.662078 32.908806)
14057,-111.65347,32.901501,,POINT (-111.65347 32.901501)
17732,-111.653343,32.908937,,POINT (-111.653343 32.908937)
3624,-111.67923,32.922369,3624.0,POINT (-111.67923 32.922369)
13864,-111.653294,32.91314,,POINT (-111.653294 32.91314)
3623,-111.661804,32.930898,3623.0,POINT (-111.661804 32.930898)
13270,-111.65309,32.929122,,POINT (-111.65309 32.929122)
13441,-111.619355,32.778322,,POINT (-111.619355 32.778322)
13990,-111.619416,32.779002,,POINT (-111.619416 32.779002)
13993,-111.615284,32.774795,,POINT (-111.615284 32.774795)
13987,-111.618559,32.777651,,POINT (-111.618559 32.777651)
13991,-111.619428,32.784746,,POINT (-111.619428 32.784746)
13983,-111.61599,32.774685,,POINT (-111.61599 32.774685)
14357,-111.611977,32.772346,,POINT (-111.611977 32.772346)
14026,-111.612347,32.777429,,POINT (-111.612347 32.777429)
3892,-111.612406,32.782122,3892.0,POINT (-111.612406 32.782122)
3904,-111.625725,32.787496,3904.0,POINT (-111.625725 32.787496)
13982,-111.619517,32.792359,,POINT (-111.619517 32.792359)
13980,-111.617696,32.791228,,POINT (-111.617696 32.791228)
13981,-111.616858,32.792048,,POINT (-111.616858 32.792048)
27486,-111.621449,32.793566,,POINT (-111.621449 32.793566)
27485,-111.623381,32.794773,,POINT (-111.623381 32.794773)
3889,-111.623059,32.80073,3889.0,POINT (-111.623059 32.80073)
14041,-111.610889,32.786675,,POINT (-111.610889 32.786675)
14030,-111.610859,32.792031,,POINT (-111.610859 32.792031)
3905,-111.608537,32.78812,3905.0,POINT (-111.608537 32.78812)
3890,-111.610493,32.806207,3890.0,POINT (-111.610493 32.806207)
4134,-111.628123,32.814094,4134.0,POINT (-111.628123 32.814094)
32363,-111.635921,32.802237,,POINT (-111.635921 32.802237)
3871,-111.638245,32.815673,3871.0,POINT (-111.638245 32.815673)
24933,-111.636793,32.828526,,POINT (-111.636793 32.828526)
16350,-111.636782,32.832182,,POINT (-111.636782 32.832182)
4130,-111.628089,32.828642,4130.0,POINT (-111.628089 32.828642)
16351,-111.619402,32.821155,,POINT (-111.619402 32.821155)
16352,-111.615196,32.821146,,POINT (-111.615196 32.821146)
3880,-111.612781,32.828692,3880.0,POINT (-111.612781 32.828692)
14037,-111.610991,32.821137,,POINT (-111.610991 32.821137)
14032,-111.610836,32.835693,,POINT (-111.610836 32.835693)
3633,-111.66193,32.841149,3633.0,POINT (-111.66193 32.841149)
16188,-111.677896,32.828269,,POINT (-111.677896 32.828269)
3476,-111.670334,32.844303,3476.0,POINT (-111.670334 32.844303)
16189,-111.671071,32.850478,,POINT (-111.671071 32.850478)
14008,-111.670988,32.810925,,POINT (-111.670988 32.810925)
13996,-111.670976,32.81138,,POINT (-111.670976 32.81138)
13994,-111.671019,32.811723,,POINT (-111.671019 32.811723)
13997,-111.671065,32.811598,,POINT (-111.671065 32.811598)
31349,-111.671014,32.812267,,POINT (-111.671014 32.812267)
13995,-111.670258,32.811172,,POINT (-111.670258 32.811172)
13998,-111.671004,32.811183,,POINT (-111.671004 32.811183)
14013,-111.671008,32.812811,,POINT (-111.671008 32.812811)
14012,-111.670109,32.811145,,POINT (-111.670109 32.811145)
3448,-111.674784,32.814659,3448.0,POINT (-111.674784 32.814659)
15323,-111.671009,32.814626,,POINT (-111.671009 32.814626)
4140,-111.672117,32.812589,4140.0,POINT (-111.672117 32.812589)
13999,-111.671008,32.813718,,POINT (-111.671008 32.813718)
14015,-111.671009,32.819286,,POINT (-111.671009 32.819286)
3450,-111.66858,32.81799,3450.0,POINT (-111.66858 32.81799)
4136,-111.654589,32.805575,4136.0,POINT (-111.654589 32.805575)
15370,-111.67101,32.823947,,POINT (-111.67101 32.823947)
3634,-111.660466,32.833718,3634.0,POINT (-111.660466 32.833718)
14014,-111.654035,32.813468,,POINT (-111.654035 32.813468)
14016,-111.648294,32.809909,,POINT (-111.648294 32.809909)
14017,-111.653734,32.828532,,POINT (-111.653734 32.828532)
30177,-111.645181,32.777488,,POINT (-111.645181 32.777488)
14019,-111.622224,32.777384,,POINT (-111.622224 32.777384)
3914,-111.62908,32.774462,3914.0,POINT (-111.62908 32.774462)
14346,-111.619457,32.772319,,POINT (-111.619457 32.772319)
13992,-111.622677,32.779549,,POINT (-111.622677 32.779549)
14018,-111.626574,32.781811,,POINT (-111.626574 32.781811)
4135,-111.640302,32.797211,4135.0,POINT (-111.640302 32.797211)
13989,-111.619442,32.774528,,POINT (-111.619442 32.774528)
4086,-111.645207,32.774006,4086.0,POINT (-111.645207 32.774006)
30258,-111.649452,32.77751,,POINT (-111.649452 32.77751)
15363,-111.665367,32.805488,,POINT (-111.665367 32.805488)
14020,-111.623582,32.779547,,POINT (-111.623582 32.779547)
15359,-111.666313,32.806452,,POINT (-111.666313 32.806452)
15362,-111.672055,32.807715,,POINT (-111.672055 32.807715)
14005,-111.671667,32.807343,,POINT (-111.671667 32.807343)
14001,-111.671094,32.807067,,POINT (-111.671094 32.807067)
14004,-111.67106,32.807261,,POINT (-111.67106 32.807261)
15372,-111.671012,32.805877,,POINT (-111.671012 32.805877)
14003,-111.671085,32.806749,,POINT (-111.671085 32.806749)
14002,-111.671013,32.807185,,POINT (-111.671013 32.807185)
14010,-111.671091,32.807472,,POINT (-111.671091 32.807472)
14007,-111.670849,32.807255,,POINT (-111.670849 32.807255)
14009,-111.671012,32.807409,,POINT (-111.671012 32.807409)
14006,-111.66869,32.807215,,POINT (-111.66869 32.807215)
15364,-111.674351,32.811066,,POINT (-111.674351 32.811066)
4137,-111.663844,32.798513,4137.0,POINT (-111.663844 32.798513)
14000,-111.666989,32.806412,,POINT (-111.666989 32.806412)
15369,-111.671538,32.811182,,POINT (-111.671538 32.811182)
14011,-111.671064,32.811077,,POINT (-111.671064 32.811077)
15358,-111.675589,32.812209,,POINT (-111.675589 32.812209)
13363,-111.709443,32.832096,,POINT (-111.709443 32.832096)
13366,-111.709436,32.832527,,POINT (-111.709436 32.832527)
13371,-111.709557,32.832563,,POINT (-111.709557 32.832563)
13378,-111.709258,32.832144,,POINT (-111.709258 32.832144)
14941,-111.707394,32.83194,,POINT (-111.707394 32.83194)
13568,-111.712535,32.834397,,POINT (-111.712535 32.834397)
13381,-111.7095,32.833372,,POINT (-111.7095 32.833372)
14938,-111.711589,32.83372,,POINT (-111.711589 32.83372)
13566,-111.707253,32.831458,,POINT (-111.707253 32.831458)
13365,-111.709393,32.833132,,POINT (-111.709393 32.833132)
13380,-111.709911,32.83366,,POINT (-111.709911 32.83366)
13367,-111.709336,32.833797,,POINT (-111.709336 32.833797)
13382,-111.709137,32.833546,,POINT (-111.709137 32.833546)
13563,-111.7081,32.831737,,POINT (-111.7081 32.831737)
13561,-111.708805,32.833203,,POINT (-111.708805 32.833203)
13562,-111.708543,32.83294,,POINT (-111.708543 32.83294)
23203,-111.691102,32.777522,,POINT (-111.691102 32.777522)
23202,-111.698861,32.777562,,POINT (-111.698861 32.777562)
31531,-111.703319,32.803421,,POINT (-111.703319 32.803421)
18722,-111.69331,32.797343,,POINT (-111.69331 32.797343)
4082,-111.697851,32.77393,4082.0,POINT (-111.697851 32.77393)
15317,-111.671064,32.773854,,POINT (-111.671064 32.773854)
18718,-111.683347,32.777514,,POINT (-111.683347 32.777514)
4138,-111.687495,32.784562,4138.0,POINT (-111.687495 32.784562)
4083,-111.679855,32.77394,4083.0,POINT (-111.679855 32.77394)
15349,-111.677203,32.777541,,POINT (-111.677203 32.777541)
14347,-111.67107,32.770238,,POINT (-111.67107 32.770238)
15350,-111.67106,32.777574,,POINT (-111.67106 32.777574)
30891,-111.671032,32.79463,,POINT (-111.671032 32.79463)
3638,-111.707287,32.812785,3638.0,POINT (-111.707287 32.812785)
29867,-111.698078,32.824152,,POINT (-111.698078 32.824152)
21532,-111.709471,32.831864,,POINT (-111.709471 32.831864)
14788,-111.690121,32.820843,,POINT (-111.690121 32.820843)
14942,-111.690025,32.821165,,POINT (-111.690025 32.821165)
29866,-111.686687,32.816438,,POINT (-111.686687 32.816438)
13265,-111.692811,32.831377,,POINT (-111.692811 32.831377)
14757,-111.689727,32.835652,,POINT (-111.689727 32.835652)
4139,-111.683322,32.804648,4139.0,POINT (-111.683322 32.804648)
21650,-111.684,33.475387,,POINT (-111.684 33.475387)
21653,-111.684003,33.47434,,POINT (-111.684003 33.47434)
21651,-111.683813,33.474835,,POINT (-111.683813 33.474835)
21656,-111.683906,33.475554,,POINT (-111.683906 33.475554)
21703,-111.683885,33.480799,,POINT (-111.683885 33.480799)
21919,-111.692503,33.480803,,POINT (-111.692503 33.480803)
21911,-111.683906,33.490039,,POINT (-111.683906 33.490039)
