tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,active_start_date,active_end_date
115+04179,I-10,WESTBOUND,WARNER RD/EXIT 158,AZ,MARICOPA,85226,33.3239,-111.97209,33.33027,-111.97208,0.440047,1115.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115N04173,I-10,EASTBOUND,AZ-587/CASA BLANCA RD/EXIT 175,AZ,PINAL,85121,33.11749,-111.84189,33.11366,-111.83894,0.314856,448.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115+08699,QUEEN CREEK RD,EASTBOUND,S PRICE RD,AZ,MARICOPA,85226,33.25617,-111.94698,33.26141,-111.88886,3.432512,2.0,America/Phoenix,P1.11,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115N04179,I-10,EASTBOUND,WARNER RD/EXIT 158,AZ,MARICOPA,85284,33.33835,-111.97235,33.32936,-111.97234,0.621031,435.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115N04178,I-10,EASTBOUND,RAY RD/EXIT 159,AZ,MARICOPA,85044,33.32559,-111.97237,33.31491,-111.97241,0.737807,437.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115N04177,I-10,EASTBOUND,CHANDLER BLVD/EXIT 160,AZ,MARICOPA,85048,33.31095,-111.97239,33.30179,-111.97246,0.632969,439.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115+04173,I-10,WESTBOUND,AZ-587/CASA BLANCA RD/EXIT 175,AZ,PINAL,85138,33.03036,-111.77443,33.11876,-111.84244,7.265776,1100.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115+04176,I-10,WESTBOUND,AZ-347/WILD HORSE PASS BLVD/EXIT 162,AZ,MARICOPA,85226,33.25985,-111.95135,33.2752,-111.96326,1.264032,1106.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115+04177,I-10,WESTBOUND,CHANDLER BLVD/EXIT 160,AZ,MARICOPA,85226,33.29999,-111.97191,33.30178,-111.97193,0.12366,1111.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115+04174,I-10,WESTBOUND,RIGGS RD/EXIT 167,AZ,PINAL,85121,33.1229,-111.84564,33.21476,-111.9165,7.553616,1102.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115+04175,I-10,WESTBOUND,QUEEN CREEK RD/EXIT 164,AZ,MARICOPA,85226,33.22229,-111.92232,33.25112,-111.94459,2.371108,1104.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115P04683,I-10,WESTBOUND,SACATON REST AREA,AZ,PINAL,85138,33.02426,-111.76927,33.03036,-111.77443,0.516856,1099.0,America/Phoenix,P3.4,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-05165,I-10,EASTBOUND,PECOS RD/EXIT 161,AZ,MARICOPA,85226,33.30179,-111.97246,33.29995,-111.97249,0.12712,440.001,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115N04683,I-10,EASTBOUND,SACATON REST AREA,AZ,PINAL,85138,33.04588,-111.78679,33.0398,-111.78211,0.49986,450.0,America/Phoenix,P3.4,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115P04179,I-10,WESTBOUND,WARNER RD/EXIT 158,AZ,MARICOPA,85284,33.33027,-111.97208,33.34022,-111.97208,0.687359,1116.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115P04176,I-10,WESTBOUND,AZ-347/WILD HORSE PASS BLVD/EXIT 162,AZ,MARICOPA,85226,33.2752,-111.96326,33.28424,-111.96938,0.719053,1107.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115P04175,I-10,WESTBOUND,QUEEN CREEK RD/EXIT 164,AZ,MARICOPA,85226,33.25112,-111.94459,33.25985,-111.95135,0.718477,1105.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115P08698,QUEEN CREEK RD,EASTBOUND,I-10,AZ,MARICOPA,85226,33.25611,-111.94709,33.25617,-111.94698,0.007587,1.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115+04683,I-10,WESTBOUND,SACATON REST AREA,AZ,PINAL,85138,33.00711,-111.756,33.02426,-111.76927,1.413051,1098.0,America/Phoenix,P3.4,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-04180,I-10,EASTBOUND,ELLIOT RD/EXIT 157,AZ,MARICOPA,85283,33.37266,-111.96813,33.3533,-111.97138,1.353587,432.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115P04178,I-10,WESTBOUND,RAY RD/EXIT 159,AZ,MARICOPA,85226,33.31539,-111.97211,33.3239,-111.97209,0.587912,1114.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115P04177,I-10,WESTBOUND,CHANDLER BLVD/EXIT 160,AZ,MARICOPA,85226,33.30178,-111.97193,33.31028,-111.97207,0.587405,1112.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-07213,I-10,EASTBOUND,AZ-202,AZ,MARICOPA,85226,33.29618,-111.97247,33.28853,-111.97132,0.533468,440.001,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-08700,QUEEN CREEK RD,WESTBOUND,S DOBSON RD,AZ,MARICOPA,85248,33.262,-111.85868,33.26168,-111.88091,1.284286,14.0,America/Phoenix,P1.11,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115P04174,I-10,WESTBOUND,RIGGS RD/EXIT 167,AZ,MARICOPA,85226,33.21476,-111.9165,33.22229,-111.92232,0.619449,1103.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115P04173,I-10,WESTBOUND,AZ-587/CASA BLANCA RD/EXIT 175,AZ,PINAL,85121,33.11876,-111.84244,33.1229,-111.84564,0.340687,1101.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-07297,AZ-347,SOUTHBOUND,AZ-238/W SMITH ENKE RD,AZ,PINAL,85121,33.12349,-112.01769,33.07245,-112.04431,3.847756,6.0,America/Phoenix,P1.11,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-07299,AZ-347,SOUTHBOUND,BELTLINE RD/W RIGGS RD,AZ,MARICOPA,85226,33.25503,-111.9494,33.21923,-111.98902,3.940003,4.0,America/Phoenix,P1.11,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-07298,AZ-347,SOUTHBOUND,INDIAN RTE 1/CASA BLANCA RD,AZ,PINAL,85121,33.21923,-111.98902,33.12349,-112.01769,6.905723,5.0,America/Phoenix,P1.11,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-08702,QUEEN CREEK RD,WESTBOUND,AZ-87/S ARIZONA AVE,AZ,MARICOPA,85286,33.26247,-111.82424,33.26223,-111.84127,0.983846,10.0,America/Phoenix,P1.11,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-08701,QUEEN CREEK RD,WESTBOUND,S ALMA SCHOOL RD,AZ,MARICOPA,85248,33.26223,-111.84143,33.262,-111.8585,0.986176,12.0,America/Phoenix,P1.11,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-08704,QUEEN CREEK RD,WESTBOUND,S GILBERT RD,AZ,MARICOPA,85297,33.26316,-111.75551,33.26295,-111.78946,1.962065,6.0,America/Phoenix,P1.11,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-08703,QUEEN CREEK RD,WESTBOUND,S MCQUEEN RD,AZ,MARICOPA,85286,33.26294,-111.78967,33.26247,-111.82402,1.986896,8.0,America/Phoenix,P1.11,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115N05165,I-10,EASTBOUND,PECOS RD/EXIT 161,AZ,MARICOPA,85226,33.29995,-111.97249,33.29618,-111.97247,0.260452,440.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115N07300,AZ-347,SOUTHBOUND,I-10,AZ,MARICOPA,85226,33.25624,-111.94719,33.25503,-111.9494,0.1526,3.0,America/Phoenix,P1.11,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115+07300,AZ-347,NORTHBOUND,I-10,AZ,MARICOPA,85226,33.21922,-111.98879,33.2549,-111.9493,3.929607,7.0,America/Phoenix,P1.11,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115+05165,I-10,WESTBOUND,PECOS RD/EXIT 161,AZ,MARICOPA,85226,33.29069,-111.97152,33.29577,-111.97189,0.352106,1109.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-04175,I-10,EASTBOUND,QUEEN CREEK RD/EXIT 164,AZ,MARICOPA,85226,33.27561,-111.96394,33.26009,-111.95196,1.276054,443.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-08698,QUEEN CREEK RD,WESTBOUND,I-10,AZ,MARICOPA,85226,33.26157,-111.88886,33.2563,-111.94708,3.437307,18.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-04174,I-10,EASTBOUND,RIGGS RD/EXIT 167,AZ,MARICOPA,85226,33.25096,-111.94489,33.22337,-111.92356,2.269676,445.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-04173,I-10,EASTBOUND,AZ-587/CASA BLANCA RD/EXIT 175,AZ,PINAL,85121,33.21591,-111.91781,33.11749,-111.84189,8.09313,447.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-08699,QUEEN CREEK RD,WESTBOUND,S PRICE RD,AZ,MARICOPA,85248,33.26168,-111.8811,33.26157,-111.88868,0.437912,16.0,America/Phoenix,P1.11,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-04179,I-10,EASTBOUND,WARNER RD/EXIT 158,AZ,MARICOPA,85044,33.34415,-111.97237,33.33835,-111.97235,0.400669,434.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-04178,I-10,EASTBOUND,RAY RD/EXIT 159,AZ,MARICOPA,85044,33.32936,-111.97234,33.32559,-111.97237,0.26044,436.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-04177,I-10,EASTBOUND,CHANDLER BLVD/EXIT 160,AZ,MARICOPA,85226,33.31491,-111.97241,33.31095,-111.97239,0.273646,438.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115-04176,I-10,EASTBOUND,AZ-347/WILD HORSE PASS BLVD/EXIT 162,AZ,MARICOPA,85226,33.28853,-111.97132,33.28349,-111.96936,0.366605,441.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115P04180,I-10,WESTBOUND,ELLIOT RD/EXIT 157,AZ,MARICOPA,85283,33.34452,-111.97209,33.35384,-111.97098,0.647633,1118.0,America/Phoenix,P1.3,USA,2018-12-03 12:00:00-05:00,2019-04-16 17:00:00-04:00
115+08703,QUEEN CREEK RD,EASTBOUND,S MCQUEEN RD,AZ,MARICOPA,85286,33.26206,-111.84127,33.26232,-111.82424,0.983886,10.0,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+08704,QUEEN CREEK RD,EASTBOUND,S GILBERT RD,AZ,MARICOPA,85286,33.26232,-111.82402,33.26279,-111.78967,1.985972,12.0,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+08705,QUEEN CREEK RD,EASTBOUND,S VAL VISTA DR,AZ,MARICOPA,85297,33.26279,-111.78946,33.26316,-111.75551,1.962125,14.0,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+08700,QUEEN CREEK RD,EASTBOUND,S DOBSON RD,AZ,MARICOPA,85248,33.26141,-111.88868,33.26153,-111.88114,0.435633,4.0,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+08701,QUEEN CREEK RD,EASTBOUND,S ALMA SCHOOL RD,AZ,MARICOPA,85248,33.26153,-111.88095,33.26185,-111.85868,1.286611,6.0,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+08702,QUEEN CREEK RD,EASTBOUND,AZ-87/S ARIZONA AVE,AZ,MARICOPA,85248,33.26185,-111.8585,33.26206,-111.84143,0.98618,8.0,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04181,I-10,WESTBOUND,BASELINE RD/EXIT 155,AZ,MARICOPA,85283,33.35384,-111.97098,33.37266,-111.96784,1.315642,1119.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+07213,I-10,WESTBOUND,AZ-202,AZ,MARICOPA,85226,33.28424,-111.96938,33.29069,-111.97152,0.463298,1108.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P05165,I-10,WESTBOUND,PECOS RD/EXIT 161,AZ,MARICOPA,85226,33.29577,-111.97189,33.29999,-111.97191,0.291536,1110.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+07299,AZ-347,NORTHBOUND,BELTLINE RD/W RIGGS RD,AZ,PINAL,85121,33.1234,-112.01747,33.21922,-111.98879,6.911298,6.0,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P07300,AZ-347,NORTHBOUND,I-10,AZ,MARICOPA,85226,33.2549,-111.9493,33.25611,-111.94709,0.152597,8.0,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+07298,AZ-347,NORTHBOUND,INDIAN RTE 1/CASA BLANCA RD,AZ,PINAL,85121,33.07245,-112.04407,33.1234,-112.01747,3.841606,5.0,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115-04682,I-10,EASTBOUND,AZ-387/EXIT 185,AZ,PINAL,85138,33.0398,-111.78211,33.00589,-111.75548,2.807086,451.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115-04683,I-10,EASTBOUND,SACATON REST AREA,AZ,PINAL,85138,33.11366,-111.83894,33.04588,-111.78679,5.570954,449.0,America/Phoenix,P3.4,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04180,I-10,WESTBOUND,ELLIOT RD/EXIT 157,AZ,MARICOPA,85284,33.34022,-111.97208,33.34452,-111.97209,0.297069,1117.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115N04180,I-10,EASTBOUND,ELLIOT RD/EXIT 157,AZ,MARICOPA,85284,33.3533,-111.97138,33.34415,-111.97237,0.635206,433.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115N04176,I-10,EASTBOUND,AZ-347/WILD HORSE PASS BLVD/EXIT 162,AZ,MARICOPA,85226,33.28349,-111.96936,33.27561,-111.96394,0.628893,442.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115N04175,I-10,EASTBOUND,QUEEN CREEK RD/EXIT 164,AZ,MARICOPA,85226,33.26009,-111.95196,33.25096,-111.94489,0.751406,444.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115N08698,QUEEN CREEK RD,WESTBOUND,I-10,AZ,MARICOPA,85226,33.2563,-111.94708,33.25624,-111.94719,0.007587,19.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04178,I-10,WESTBOUND,RAY RD/EXIT 159,AZ,MARICOPA,85226,33.31028,-111.97207,33.31539,-111.97211,0.353013,1113.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115N04174,I-10,EASTBOUND,RIGGS RD/EXIT 167,AZ,MARICOPA,85226,33.22337,-111.92356,33.21591,-111.91781,0.613192,446.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04179,I-10,WESTBOUND,WARNER RD/EXIT 158,AZ,MARICOPA,85226,33.3239,-111.97209,33.33027,-111.97208,0.440047,1115.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115N04173,I-10,EASTBOUND,AZ-587/CASA BLANCA RD/EXIT 175,AZ,PINAL,85121,33.11749,-111.84189,33.11366,-111.83894,0.314856,448.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+08699,QUEEN CREEK RD,EASTBOUND,S PRICE RD,AZ,MARICOPA,85226,33.25617,-111.94698,33.26141,-111.88886,3.432537,2.0,America/Phoenix,P1.11,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115N04179,I-10,EASTBOUND,WARNER RD/EXIT 158,AZ,MARICOPA,85284,33.33835,-111.97235,33.32936,-111.97234,0.621031,435.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115N04178,I-10,EASTBOUND,RAY RD/EXIT 159,AZ,MARICOPA,85226,33.32559,-111.97237,33.31491,-111.97241,0.737807,437.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115N04177,I-10,EASTBOUND,CHANDLER BLVD/EXIT 160,AZ,MARICOPA,85048,33.31095,-111.97239,33.30179,-111.97246,0.632969,439.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04173,I-10,WESTBOUND,AZ-587/CASA BLANCA RD/EXIT 175,AZ,PINAL,85138,33.03036,-111.77443,33.11876,-111.84244,7.265776,1100.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04176,I-10,WESTBOUND,AZ-347/WILD HORSE PASS BLVD/EXIT 162,AZ,MARICOPA,85226,33.25985,-111.95135,33.2752,-111.96326,1.264034,1106.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04177,I-10,WESTBOUND,CHANDLER BLVD/EXIT 160,AZ,MARICOPA,85226,33.29999,-111.97191,33.30178,-111.97193,0.12366,1111.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04174,I-10,WESTBOUND,RIGGS RD/EXIT 167,AZ,PINAL,85121,33.1229,-111.84564,33.21476,-111.9165,7.553616,1102.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115+04175,I-10,WESTBOUND,QUEEN CREEK RD/EXIT 164,AZ,MARICOPA,85226,33.22229,-111.92232,33.25112,-111.94459,2.371108,1104.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P04683,I-10,WESTBOUND,SACATON REST AREA,AZ,PINAL,85138,33.02426,-111.76927,33.03036,-111.77443,0.516856,1099.0,America/Phoenix,P3.4,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115-05165,I-10,EASTBOUND,PECOS RD/EXIT 161,AZ,MARICOPA,85048,33.30179,-111.97246,33.29995,-111.97249,0.12712,440.001,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115N04683,I-10,EASTBOUND,SACATON REST AREA,AZ,PINAL,85138,33.04588,-111.78679,33.0398,-111.78211,0.49986,450.0,America/Phoenix,P3.4,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P04179,I-10,WESTBOUND,WARNER RD/EXIT 158,AZ,MARICOPA,85284,33.33027,-111.97208,33.34022,-111.97208,0.687359,1116.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P04176,I-10,WESTBOUND,AZ-347/WILD HORSE PASS BLVD/EXIT 162,AZ,MARICOPA,85226,33.2752,-111.96326,33.28424,-111.96938,0.719053,1107.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
115P04175,I-10,WESTBOUND,QUEEN CREEK RD/EXIT 164,AZ,MARICOPA,85226,33.25112,-111.94459,33.25985,-111.95135,0.718477,1105.0,America/Phoenix,P1.3,USA,2019-04-16 17:00:00-04:00,2019-10-08 15:00:00-04:00
