node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,production,attraction,geometry
357,,-112.283167,33.556153,,,357,0.100000,0.100000,"POINT (-112.283167 33.556153)"
361,,-112.245787,33.558846,,,361,0.100000,0.100000,"POINT (-112.245787 33.558846)"
364,,-112.227139,33.559406,,,364,0.100000,0.100000,"POINT (-112.227139 33.559406)"
366,,-112.215273,33.559671,,,366,0.100000,0.100000,"POINT (-112.215273 33.559671)"
405,,-112.401398,33.555703,,,405,0.100000,0.100000,"POINT (-112.401398 33.555703)"
410,,-112.377550,33.556057,,,410,0.100000,0.100000,"POINT (-112.377550 33.556057)"
438,,-112.195941,33.560151,,,438,0.100000,0.100000,"POINT (-112.195941 33.560151)"
444,,-112.177745,33.560085,,,444,0.100000,0.100000,"POINT (-112.177745 33.560085)"
450,,-112.159557,33.560247,,,450,0.100000,0.100000,"POINT (-112.159557 33.560247)"
482,,-111.896973,33.564185,,,482,0.100000,0.100000,"POINT (-111.896973 33.564185)"
608,,-112.146198,33.560245,,,608,0.100000,0.100000,"POINT (-112.146198 33.560245)"
611,,-112.126194,33.560029,,,611,0.100000,0.100000,"POINT (-112.126194 33.560029)"
614,,-112.111430,33.561727,,,614,0.100000,0.100000,"POINT (-112.111430 33.561727)"
618,,-112.086585,33.559944,,,618,0.100000,0.100000,"POINT (-112.086585 33.559944)"
621,,-112.077531,33.560226,,,621,0.100000,0.100000,"POINT (-112.077531 33.560226)"
629,,-112.059005,33.557350,,,629,0.100000,0.100000,"POINT (-112.059005 33.557350)"
703,,-112.043324,33.547422,,,703,0.100000,0.100000,"POINT (-112.043324 33.547422)"
1035,,-111.952763,33.557138,,,1035,0.100000,0.100000,"POINT (-111.952763 33.557138)"
1314,,-111.820665,33.560984,,,1314,0.100000,0.100000,"POINT (-111.820665 33.560984)"
1788,,-111.913177,33.553652,,,1788,0.100000,0.100000,"POINT (-111.913177 33.553652)"
2861,,-112.069525,33.556953,,,2861,0.100000,0.100000,"POINT (-112.069525 33.556953)"
2880,,-112.413991,33.555652,,,2880,0.100000,0.100000,"POINT (-112.413991 33.555652)"
2891,,-111.932986,33.557030,,,2891,0.100000,0.100000,"POINT (-111.932986 33.557030)"
3001,,-112.119014,33.560157,,,3001,0.100000,0.100000,"POINT (-112.119014 33.560157)"
3002,,-112.104186,33.557002,,,3002,0.100000,0.100000,"POINT (-112.104186 33.557002)"
3004,,-112.094821,33.560410,,,3004,0.100000,0.100000,"POINT (-112.094821 33.560410)"
2967,,-111.919428,33.556094,,,2967,0.100000,0.100000,"POINT (-111.919428 33.556094)"
2775,,-111.421025,33.643596,,,2775,0.100000,0.100000,"POINT (-111.421025 33.643596)"
392,,-112.453152,33.558418,,,392,0.100000,0.100000,"POINT (-112.453152 33.558418)"
1301,,-111.886633,33.558766,,,1301,0.100000,0.100000,"POINT (-111.886633 33.558766)"
707,,-112.017645,33.538369,,,707,0.100000,0.100000,"POINT (-112.017645 33.538369)"
3258,,-112.465886,33.558995,,,3258,0.100000,0.100000,"POINT (-112.465886 33.558995)"
3298,,-112.138721,33.560106,,,3298,0.100000,0.100000,"POINT (-112.138721 33.560106)"
2724,,-113.203882,33.496437,,,2724,0.100000,0.100000,"POINT (-113.203882 33.496437)"
13,,-113.374049,32.830462,,,13,0.100000,0.100000,"POINT (-113.374049 32.830462)"
2200,,-111.131378,33.038314,,,2200,0.100000,0.100000,"POINT (-111.131378 33.038314)"
2131,,-111.150717,32.561590,,,2131,0.100000,0.100000,"POINT (-111.150717 32.561590)"
2186,,-111.081126,32.838506,,,2186,0.100000,0.100000,"POINT (-111.081126 32.838506)"
2189,,-111.178187,32.930126,,,2189,0.100000,0.100000,"POINT (-111.178187 32.930126)"
440,,-112.200422,33.548496,,,440,0.100000,0.100000,"POINT (-112.200422 33.548496)"
3022,,-112.196569,33.542287,,,3022,0.100000,0.100000,"POINT (-112.196569 33.542287)"
442,,-112.194539,33.519724,,,442,0.100000,0.100000,"POINT (-112.194539 33.519724)"
731,,-112.194022,33.501797,,,731,0.100000,0.100000,"POINT (-112.194022 33.501797)"
733,,-112.192805,33.476272,,,733,0.100000,0.100000,"POINT (-112.192805 33.476272)"
734,,-112.193777,33.454006,,,734,0.100000,0.100000,"POINT (-112.193777 33.454006)"
880,,-112.194433,33.444240,,,880,0.100000,0.100000,"POINT (-112.194433 33.444240)"
881,,-112.194538,33.429775,,,881,0.100000,0.100000,"POINT (-112.194538 33.429775)"
2736,,-112.197429,33.415837,,,2736,0.100000,0.100000,"POINT (-112.197429 33.415837)"
2860,,-112.197887,33.403272,,,2860,0.100000,0.100000,"POINT (-112.197887 33.403272)"
3023,,-112.193230,33.535507,,,3023,0.100000,0.100000,"POINT (-112.193230 33.535507)"
441,,-112.195173,33.528104,,,441,0.100000,0.100000,"POINT (-112.195173 33.528104)"
958,,-112.197200,33.358641,,,958,0.100000,0.100000,"POINT (-112.197200 33.358641)"
732,,-112.199085,33.487195,,,732,0.100000,0.100000,"POINT (-112.199085 33.487195)"
146,,-112.194630,33.468776,,,146,0.100000,0.100000,"POINT (-112.194630 33.468776)"
3318,,-112.193544,33.384470,,,3318,0.100000,0.100000,"POINT (-112.193544 33.384470)"
3420,,-112.195872,33.394279,,,3420,0.100000,0.100000,"POINT (-112.195872 33.394279)"
1,,-112.877538,32.485177,,,1,0.100000,0.100000,"POINT (-112.877538 32.485177)"
1924,,-112.696939,33.277679,,,1924,0.100000,0.100000,"POINT (-112.696939 33.277679)"
1968,,-112.389635,33.066346,,,1968,0.100000,0.100000,"POINT (-112.389635 33.066346)"
2693,,-112.572600,33.082789,,,2693,0.100000,0.100000,"POINT (-112.572600 33.082789)"
2778,,-112.740296,33.441987,,,2778,0.100000,0.100000,"POINT (-112.740296 33.441987)"
2838,,-112.692011,32.893060,,,2838,0.100000,0.100000,"POINT (-112.692011 32.893060)"
2773,,-112.242957,33.012020,,,2773,0.100000,0.100000,"POINT (-112.242957 33.012020)"
1831,,-112.726176,33.487355,,,1831,0.100000,0.100000,"POINT (-112.726176 33.487355)"
2769,,-112.389298,32.545413,,,2769,0.100000,0.100000,"POINT (-112.389298 32.545413)"
2802,,-112.717410,32.952119,,,2802,0.100000,0.100000,"POINT (-112.717410 32.952119)"
120,,-112.732475,33.417372,,,120,0.100000,0.100000,"POINT (-112.732475 33.417372)"
1792,,-112.726367,33.542935,,,1792,0.100000,0.100000,"POINT (-112.726367 33.542935)"
1791,,-112.727704,33.530991,,,1791,0.100000,0.100000,"POINT (-112.727704 33.530991)"
3259,,-113.010048,33.051083,,,3259,0.100000,0.100000,"POINT (-113.010048 33.051083)"
3361,,-112.612670,32.648182,,,3361,0.100000,0.100000,"POINT (-112.612670 32.648182)"
3432,,-112.716535,33.151298,,,3432,0.100000,0.100000,"POINT (-112.716535 33.151298)"
3126,,-113.112234,32.927729,,,3126,0.100000,0.100000,"POINT (-113.112234 32.927729)"
2768,,-113.094444,32.658677,,,2768,0.100000,0.100000,"POINT (-113.094444 32.658677)"
2801,,-113.152972,32.844023,,,2801,0.100000,0.100000,"POINT (-113.152972 32.844023)"
2835,,-112.919257,32.953809,,,2835,0.100000,0.100000,"POINT (-112.919257 32.953809)"
2761,,-112.917935,33.007968,,,2761,0.100000,0.100000,"POINT (-112.917935 33.007968)"
2770,,-112.727651,32.835278,,,2770,0.100000,0.100000,"POINT (-112.727651 32.835278)"
2762,,-112.772871,32.978271,,,2762,0.100000,0.100000,"POINT (-112.772871 32.978271)"
2767,,-112.770121,32.922595,,,2767,0.100000,0.100000,"POINT (-112.770121 32.922595)"
2834,,-112.830529,32.955868,,,2834,0.100000,0.100000,"POINT (-112.830529 32.955868)"
1971,,-112.771728,32.954047,,,1971,0.100000,0.100000,"POINT (-112.771728 32.954047)"
2842,,-112.833236,32.916224,,,2842,0.100000,0.100000,"POINT (-112.833236 32.916224)"
2760,,-112.840535,33.009552,,,2760,0.100000,0.100000,"POINT (-112.840535 33.009552)"
2864,,-112.726598,32.926226,,,2864,0.100000,0.100000,"POINT (-112.726598 32.926226)"
104,,-113.017305,33.532985,,,104,0.100000,0.100000,"POINT (-113.017305 33.532985)"
3356,,-112.990275,33.292143,,,3356,0.100000,0.100000,"POINT (-112.990275 33.292143)"
2745,,-113.183065,33.166219,,,2745,0.100000,0.100000,"POINT (-113.183065 33.166219)"
3360,,-113.176506,33.056392,,,3360,0.100000,0.100000,"POINT (-113.176506 33.056392)"
2710,,-113.112192,33.496672,,,2710,0.100000,0.100000,"POINT (-113.112192 33.496672)"
3358,,-113.067919,33.399981,,,3358,0.100000,0.100000,"POINT (-113.067919 33.399981)"
3357,,-113.225005,33.362302,,,3357,0.100000,0.100000,"POINT (-113.225005 33.362302)"
1809,,-113.025908,33.489183,,,1809,0.100000,0.100000,"POINT (-113.025908 33.489183)"
2741,,-112.901652,33.174209,,,2741,0.100000,0.100000,"POINT (-112.901652 33.174209)"
3367,,-112.782757,33.274053,,,3367,0.100000,0.100000,"POINT (-112.782757 33.274053)"
101,,-112.968492,33.392875,,,101,0.100000,0.100000,"POINT (-112.968492 33.392875)"
1860,,-112.848783,33.368265,,,1860,0.100000,0.100000,"POINT (-112.848783 33.368265)"
1838,,-112.840784,33.443364,,,1838,0.100000,0.100000,"POINT (-112.840784 33.443364)"
199,,-112.864547,33.326092,,,199,0.100000,0.100000,"POINT (-112.864547 33.326092)"
3181,,-112.796333,33.428835,,,3181,0.100000,0.100000,"POINT (-112.796333 33.428835)"
3442,,-112.759213,33.420944,,,3442,0.100000,0.100000,"POINT (-112.759213 33.420944)"
2753,,-112.963314,33.483611,,,2753,0.100000,0.100000,"POINT (-112.963314 33.483611)"
2823,,-112.930168,33.486617,,,2823,0.100000,0.100000,"POINT (-112.930168 33.486617)"
1011,,-112.962586,33.550667,,,1011,0.100000,0.100000,"POINT (-112.962586 33.550667)"
1830,,-112.898671,33.465322,,,1830,0.100000,0.100000,"POINT (-112.898671 33.465322)"
2815,,-112.912006,33.529403,,,2815,0.100000,0.100000,"POINT (-112.912006 33.529403)"
3340,,-112.858229,33.521290,,,3340,0.100000,0.100000,"POINT (-112.858229 33.521290)"
1814,,-112.918133,33.500781,,,1814,0.100000,0.100000,"POINT (-112.918133 33.500781)"
1815,,-112.884029,33.497050,,,1815,0.100000,0.100000,"POINT (-112.884029 33.497050)"
3415,,-112.856693,33.542149,,,3415,0.100000,0.100000,"POINT (-112.856693 33.542149)"
103,,-112.832638,33.297879,,,103,0.100000,0.100000,"POINT (-112.832638 33.297879)"
1883,,-112.793606,33.367549,,,1883,0.100000,0.100000,"POINT (-112.793606 33.367549)"
3359,,-112.776472,33.346023,,,3359,0.100000,0.100000,"POINT (-112.776472 33.346023)"
2824,,-112.798105,33.409273,,,2824,0.100000,0.100000,"POINT (-112.798105 33.409273)"
2313,,-112.734516,33.400438,,,2313,0.100000,0.100000,"POINT (-112.734516 33.400438)"
3173,,-112.766967,33.404014,,,3173,0.100000,0.100000,"POINT (-112.766967 33.404014)"
3441,,-112.755711,33.391291,,,3441,0.100000,0.100000,"POINT (-112.755711 33.391291)"
3080,,-112.743894,33.370140,,,3080,0.100000,0.100000,"POINT (-112.743894 33.370140)"
1956,,-112.796923,33.459078,,,1956,0.100000,0.100000,"POINT (-112.796923 33.459078)"
1786,,-112.726905,33.500764,,,1786,0.100000,0.100000,"POINT (-112.726905 33.500764)"
2777,,-112.800270,33.443564,,,2777,0.100000,0.100000,"POINT (-112.800270 33.443564)"
1816,,-112.848588,33.485544,,,1816,0.100000,0.100000,"POINT (-112.848588 33.485544)"
1790,,-112.765580,33.529716,,,1790,0.100000,0.100000,"POINT (-112.765580 33.529716)"
1804,,-112.722938,33.516447,,,1804,0.100000,0.100000,"POINT (-112.722938 33.516447)"
1817,,-112.807294,33.481123,,,1817,0.100000,0.100000,"POINT (-112.807294 33.481123)"
3342,,-112.770574,33.476061,,,3342,0.100000,0.100000,"POINT (-112.770574 33.476061)"
3343,,-112.790107,33.479139,,,3343,0.100000,0.100000,"POINT (-112.790107 33.479139)"
3344,,-112.823380,33.482359,,,3344,0.100000,0.100000,"POINT (-112.823380 33.482359)"
2822,,-112.843495,33.463034,,,2822,0.100000,0.100000,"POINT (-112.843495 33.463034)"
1789,,-112.821231,33.542357,,,1789,0.100000,0.100000,"POINT (-112.821231 33.542357)"
3339,,-112.820500,33.499765,,,3339,0.100000,0.100000,"POINT (-112.820500 33.499765)"
3351,,-112.806380,33.520883,,,3351,0.100000,0.100000,"POINT (-112.806380 33.520883)"
3347,,-112.824144,33.522284,,,3347,0.100000,0.100000,"POINT (-112.824144 33.522284)"
3345,,-112.845896,33.501168,,,3345,0.100000,0.100000,"POINT (-112.845896 33.501168)"
3131,,-112.807266,33.501102,,,3131,0.100000,0.100000,"POINT (-112.807266 33.501102)"
2828,,-112.790104,33.501016,,,2828,0.100000,0.100000,"POINT (-112.790104 33.501016)"
3350,,-112.789513,33.529823,,,3350,0.100000,0.100000,"POINT (-112.789513 33.529823)"
106,,-112.804563,33.543622,,,106,0.100000,0.100000,"POINT (-112.804563 33.543622)"
102,,-112.772171,33.455157,,,102,0.100000,0.100000,"POINT (-112.772171 33.455157)"
3172,,-112.771242,33.437290,,,3172,0.100000,0.100000,"POINT (-112.771242 33.437290)"
1837,,-112.735230,33.465388,,,1837,0.100000,0.100000,"POINT (-112.735230 33.465388)"
1818,,-112.764043,33.498892,,,1818,0.100000,0.100000,"POINT (-112.764043 33.498892)"
2679,,-112.629774,32.938027,,,2679,0.100000,0.100000,"POINT (-112.629774 32.938027)"
2677,,-112.643285,32.900891,,,2677,0.100000,0.100000,"POINT (-112.643285 32.900891)"
3129,,-112.654299,32.980840,,,3129,0.100000,0.100000,"POINT (-112.654299 32.980840)"
3202,,-112.713912,32.963900,,,3202,0.100000,0.100000,"POINT (-112.713912 32.963900)"
2910,,-112.667643,32.943798,,,2910,0.100000,0.100000,"POINT (-112.667643 32.943798)"
2766,,-112.712339,32.943426,,,2766,0.100000,0.100000,"POINT (-112.712339 32.943426)"
2846,,-112.670585,32.916586,,,2846,0.100000,0.100000,"POINT (-112.670585 32.916586)"
2764,,-112.683765,32.962541,,,2764,0.100000,0.100000,"POINT (-112.683765 32.962541)"
2763,,-112.711137,32.979700,,,2763,0.100000,0.100000,"POINT (-112.711137 32.979700)"
3128,,-112.637598,33.015724,,,3128,0.100000,0.100000,"POINT (-112.637598 33.015724)"
3085,,-112.573667,32.949984,,,3085,0.100000,0.100000,"POINT (-112.573667 32.949984)"
2765,,-112.243990,32.932526,,,2765,0.100000,0.100000,"POINT (-112.243990 32.932526)"
2841,,-112.441913,32.817410,,,2841,0.100000,0.100000,"POINT (-112.441913 32.817410)"
1972,,-112.339626,32.923961,,,1972,0.100000,0.100000,"POINT (-112.339626 32.923961)"
200,,-112.452119,33.500873,,,200,0.100000,0.100000,"POINT (-112.452119 33.500873)"
201,,-112.452105,33.486332,,,201,0.100000,0.100000,"POINT (-112.452105 33.486332)"
218,,-112.451831,33.457300,,,218,0.100000,0.100000,"POINT (-112.451831 33.457300)"
222,,-112.449589,33.396506,,,222,0.100000,0.100000,"POINT (-112.449589 33.396506)"
395,,-112.452126,33.515354,,,395,0.100000,0.100000,"POINT (-112.452126 33.515354)"
2746,,-112.462125,33.279828,,,2746,0.100000,0.100000,"POINT (-112.462125 33.279828)"
2813,,-112.409162,33.297702,,,2813,0.100000,0.100000,"POINT (-112.409162 33.297702)"
221,,-112.455281,33.412348,,,221,0.100000,0.100000,"POINT (-112.455281 33.412348)"
2833,,-112.395340,33.173152,,,2833,0.100000,0.100000,"POINT (-112.395340 33.173152)"
2809,,-112.452998,33.428608,,,2809,0.100000,0.100000,"POINT (-112.452998 33.428608)"
3135,,-112.450830,33.403190,,,3135,0.100000,0.100000,"POINT (-112.450830 33.403190)"
144,,-112.574213,33.269419,,,144,0.100000,0.100000,"POINT (-112.574213 33.269419)"
393,,-112.452141,33.544393,,,393,0.100000,0.100000,"POINT (-112.452141 33.544393)"
394,,-112.452179,33.529854,,,394,0.100000,0.100000,"POINT (-112.452179 33.529854)"
2754,,-112.670961,33.160447,,,2754,0.100000,0.100000,"POINT (-112.670961 33.160447)"
1946,,-112.639853,33.160884,,,1946,0.100000,0.100000,"POINT (-112.639853 33.160884)"
2758,,-112.677178,33.108452,,,2758,0.100000,0.100000,"POINT (-112.677178 33.108452)"
2759,,-112.663085,33.030606,,,2759,0.100000,0.100000,"POINT (-112.663085 33.030606)"
3127,,-112.635134,33.105001,,,3127,0.100000,0.100000,"POINT (-112.635134 33.105001)"
1958,,-112.632279,33.217896,,,1958,0.100000,0.100000,"POINT (-112.632279 33.217896)"
1957,,-112.684806,33.204836,,,1957,0.100000,0.100000,"POINT (-112.684806 33.204836)"
2750,,-112.481967,33.232036,,,2750,0.100000,0.100000,"POINT (-112.481967 33.232036)"
3433,,-112.561636,33.179373,,,3433,0.100000,0.100000,"POINT (-112.561636 33.179373)"
2772,,-112.481895,33.205349,,,2772,0.100000,0.100000,"POINT (-112.481895 33.205349)"
3425,,-112.504065,33.272275,,,3425,0.100000,0.100000,"POINT (-112.504065 33.272275)"
1928,,-112.472304,33.267723,,,1928,0.100000,0.100000,"POINT (-112.472304 33.267723)"
125,,-112.602257,33.444141,,,125,0.100000,0.100000,"POINT (-112.602257 33.444141)"
131,,-112.582304,33.399250,,,131,0.100000,0.100000,"POINT (-112.582304 33.399250)"
132,,-112.582244,33.385112,,,132,0.100000,0.100000,"POINT (-112.582244 33.385112)"
140,,-112.491543,33.422819,,,140,0.100000,0.100000,"POINT (-112.491543 33.422819)"
1858,,-112.470187,33.422873,,,1858,0.100000,0.100000,"POINT (-112.470187 33.422873)"
1900,,-112.609186,33.333122,,,1900,0.100000,0.100000,"POINT (-112.609186 33.333122)"
2887,,-112.582333,33.409858,,,2887,0.100000,0.100000,"POINT (-112.582333 33.409858)"
2889,,-112.564862,33.428759,,,2889,0.100000,0.100000,"POINT (-112.564862 33.428759)"
2909,,-112.581064,33.427639,,,2909,0.100000,0.100000,"POINT (-112.581064 33.427639)"
2816,,-112.528419,33.427733,,,2816,0.100000,0.100000,"POINT (-112.528419 33.427733)"
2818,,-112.547677,33.428507,,,2818,0.100000,0.100000,"POINT (-112.547677 33.428507)"
128,,-112.599335,33.366848,,,128,0.100000,0.100000,"POINT (-112.599335 33.366848)"
123,,-112.660002,33.420668,,,123,0.100000,0.100000,"POINT (-112.660002 33.420668)"
3311,,-112.599389,33.374038,,,3311,0.100000,0.100000,"POINT (-112.599389 33.374038)"
124,,-112.651077,33.366458,,,124,0.100000,0.100000,"POINT (-112.651077 33.366458)"
1888,,-112.651276,33.384886,,,1888,0.100000,0.100000,"POINT (-112.651276 33.384886)"
129,,-112.660160,33.395723,,,129,0.100000,0.100000,"POINT (-112.660160 33.395723)"
1907,,-112.696939,33.334396,,,1907,0.100000,0.100000,"POINT (-112.696939 33.334396)"
1874,,-112.685336,33.387179,,,1874,0.100000,0.100000,"POINT (-112.685336 33.387179)"
1887,,-112.668659,33.384900,,,1887,0.100000,0.100000,"POINT (-112.668659 33.384900)"
1894,,-112.685584,33.363029,,,1894,0.100000,0.100000,"POINT (-112.685584 33.363029)"
121,,-112.714952,33.364342,,,121,0.100000,0.100000,"POINT (-112.714952 33.364342)"
2737,,-112.702771,33.400313,,,2737,0.100000,0.100000,"POINT (-112.702771 33.400313)"
1895,,-112.668389,33.363049,,,1895,0.100000,0.100000,"POINT (-112.668389 33.363049)"
3400,,-112.667748,33.407112,,,3400,0.100000,0.100000,"POINT (-112.667748 33.407112)"
1850,,-112.687305,33.421878,,,1850,0.100000,0.100000,"POINT (-112.687305 33.421878)"
1902,,-112.636908,33.351985,,,1902,0.100000,0.100000,"POINT (-112.636908 33.351985)"
1906,,-112.651801,33.337386,,,1906,0.100000,0.100000,"POINT (-112.651801 33.337386)"
127,,-112.616574,33.381282,,,127,0.100000,0.100000,"POINT (-112.616574 33.381282)"
1889,,-112.633975,33.384880,,,1889,0.100000,0.100000,"POINT (-112.633975 33.384880)"
1890,,-112.599389,33.384572,,,1890,0.100000,0.100000,"POINT (-112.599389 33.384572)"
3174,,-112.617178,33.413618,,,3174,0.100000,0.100000,"POINT (-112.617178 33.413618)"
126,,-112.617018,33.398617,,,126,0.100000,0.100000,"POINT (-112.617018 33.398617)"
1896,,-112.633580,33.366666,,,1896,0.100000,0.100000,"POINT (-112.633580 33.366666)"
1868,,-112.633661,33.403647,,,1868,0.100000,0.100000,"POINT (-112.633661 33.403647)"
3316,,-112.650822,33.404559,,,3316,0.100000,0.100000,"POINT (-112.650822 33.404559)"
2821,,-112.636358,33.420428,,,2821,0.100000,0.100000,"POINT (-112.636358 33.420428)"
3315,,-112.634001,33.408475,,,3315,0.100000,0.100000,"POINT (-112.634001 33.408475)"
1898,,-112.620169,33.366724,,,1898,0.100000,0.100000,"POINT (-112.620169 33.366724)"
2819,,-112.606078,33.417843,,,2819,0.100000,0.100000,"POINT (-112.606078 33.417843)"
3314,,-112.599227,33.398752,,,3314,0.100000,0.100000,"POINT (-112.599227 33.398752)"
3401,,-112.599712,33.409960,,,3401,0.100000,0.100000,"POINT (-112.599712 33.409960)"
1797,,-112.622854,33.534984,,,1797,0.100000,0.100000,"POINT (-112.622854 33.534984)"
122,,-112.658468,33.442472,,,122,0.100000,0.100000,"POINT (-112.658468 33.442472)"
1855,,-112.622924,33.509817,,,1855,0.100000,0.100000,"POINT (-112.622924 33.509817)"
1796,,-112.647936,33.536548,,,1796,0.100000,0.100000,"POINT (-112.647936 33.536548)"
117,,-112.642137,33.509487,,,117,0.100000,0.100000,"POINT (-112.642137 33.509487)"
1819,,-112.692513,33.480855,,,1819,0.100000,0.100000,"POINT (-112.692513 33.480855)"
119,,-112.694163,33.457798,,,119,0.100000,0.100000,"POINT (-112.694163 33.457798)"
2886,,-112.694734,33.439594,,,2886,0.100000,0.100000,"POINT (-112.694734 33.439594)"
2729,,-112.697999,33.426581,,,2729,0.100000,0.100000,"POINT (-112.697999 33.426581)"
1832,,-112.660060,33.471856,,,1832,0.100000,0.100000,"POINT (-112.660060 33.471856)"
1820,,-112.693739,33.500586,,,1820,0.100000,0.100000,"POINT (-112.693739 33.500586)"
115,,-112.694461,33.512517,,,115,0.100000,0.100000,"POINT (-112.694461 33.512517)"
1793,,-112.704162,33.537272,,,1793,0.100000,0.100000,"POINT (-112.704162 33.537272)"
1805,,-112.665201,33.507159,,,1805,0.100000,0.100000,"POINT (-112.665201 33.507159)"
1795,,-112.667888,33.536415,,,1795,0.100000,0.100000,"POINT (-112.667888 33.536415)"
1794,,-112.687250,33.536375,,,1794,0.100000,0.100000,"POINT (-112.687250 33.536375)"
1845,,-112.623816,33.437838,,,1845,0.100000,0.100000,"POINT (-112.623816 33.437838)"
1813,,-112.623775,33.487335,,,1813,0.100000,0.100000,"POINT (-112.623775 33.487335)"
1891,,-112.530102,33.384920,,,1891,0.100000,0.100000,"POINT (-112.530102 33.384920)"
134,,-112.530272,33.414022,,,134,0.100000,0.100000,"POINT (-112.530272 33.414022)"
2837,,-112.580971,33.353244,,,2837,0.100000,0.100000,"POINT (-112.580971 33.353244)"
3312,,-112.535339,33.309888,,,3312,0.100000,0.100000,"POINT (-112.535339 33.309888)"
3426,,-112.512329,33.356011,,,3426,0.100000,0.100000,"POINT (-112.512329 33.356011)"
1876,,-112.565004,33.399303,,,1876,0.100000,0.100000,"POINT (-112.565004 33.399303)"
1892,,-112.564843,33.384771,,,1892,0.100000,0.100000,"POINT (-112.564843 33.384771)"
2734,,-112.564174,33.413427,,,2734,0.100000,0.100000,"POINT (-112.564174 33.413427)"
2740,,-112.564381,33.372599,,,2740,0.100000,0.100000,"POINT (-112.564381 33.372599)"
3313,,-112.582082,33.374849,,,3313,0.100000,0.100000,"POINT (-112.582082 33.374849)"
133,,-112.582146,33.366888,,,133,0.100000,0.100000,"POINT (-112.582146 33.366888)"
3175,,-112.586415,33.415885,,,3175,0.100000,0.100000,"POINT (-112.586415 33.415885)"
138,,-112.547416,33.384915,,,138,0.100000,0.100000,"POINT (-112.547416 33.384915)"
2393,,-112.543543,33.370642,,,2393,0.100000,0.100000,"POINT (-112.543543 33.370642)"
1897,,-112.538681,33.360004,,,1897,0.100000,0.100000,"POINT (-112.538681 33.360004)"
135,,-112.547589,33.399440,,,135,0.100000,0.100000,"POINT (-112.547589 33.399440)"
2888,,-112.547690,33.413113,,,2888,0.100000,0.100000,"POINT (-112.547690 33.413113)"
1877,,-112.530171,33.399524,,,1877,0.100000,0.100000,"POINT (-112.530171 33.399524)"
145,,-112.517494,33.334646,,,145,0.100000,0.100000,"POINT (-112.517494 33.334646)"
2391,,-112.500226,33.342796,,,2391,0.100000,0.100000,"POINT (-112.500226 33.342796)"
2812,,-112.495547,33.312475,,,2812,0.100000,0.100000,"POINT (-112.495547 33.312475)"
1901,,-112.498290,33.327021,,,1901,0.100000,0.100000,"POINT (-112.498290 33.327021)"
3446,,-112.478792,33.326619,,,3446,0.100000,0.100000,"POINT (-112.478792 33.326619)"
2744,,-112.473021,33.302718,,,2744,0.100000,0.100000,"POINT (-112.473021 33.302718)"
2755,,-112.463073,33.333493,,,2755,0.100000,0.100000,"POINT (-112.463073 33.333493)"
2708,,-112.479654,33.344818,,,2708,0.100000,0.100000,"POINT (-112.479654 33.344818)"
1735,,-112.461319,33.355555,,,1735,0.100000,0.100000,"POINT (-112.461319 33.355555)"
1878,,-112.513122,33.390758,,,1878,0.100000,0.100000,"POINT (-112.513122 33.390758)"
142,,-112.490983,33.370265,,,142,0.100000,0.100000,"POINT (-112.490983 33.370265)"
141,,-112.491992,33.397397,,,141,0.100000,0.100000,"POINT (-112.491992 33.397397)"
3133,,-112.492041,33.385912,,,3133,0.100000,0.100000,"POINT (-112.492041 33.385912)"
3130,,-112.513533,33.369198,,,3130,0.100000,0.100000,"POINT (-112.513533 33.369198)"
3132,,-112.507872,33.381186,,,3132,0.100000,0.100000,"POINT (-112.507872 33.381186)"
1857,,-112.513431,33.422936,,,1857,0.100000,0.100000,"POINT (-112.513431 33.422936)"
2392,,-112.470399,33.366895,,,2392,0.100000,0.100000,"POINT (-112.470399 33.366895)"
3134,,-112.470286,33.401787,,,3134,0.100000,0.100000,"POINT (-112.470286 33.401787)"
1879,,-112.468353,33.393510,,,1879,0.100000,0.100000,"POINT (-112.468353 33.393510)"
1834,,-112.521468,33.474558,,,1834,0.100000,0.100000,"POINT (-112.521468 33.474558)"
136,,-112.525165,33.459677,,,136,0.100000,0.100000,"POINT (-112.525165 33.459677)"
1810,,-112.527163,33.501518,,,1810,0.100000,0.100000,"POINT (-112.527163 33.501518)"
1881,,-112.473595,33.488497,,,1881,0.100000,0.100000,"POINT (-112.473595 33.488497)"
3402,,-112.574070,33.451331,,,3402,0.100000,0.100000,"POINT (-112.574070 33.451331)"
118,,-112.563929,33.478157,,,118,0.100000,0.100000,"POINT (-112.563929 33.478157)"
130,,-112.565041,33.438995,,,130,0.100000,0.100000,"POINT (-112.565041 33.438995)"
137,,-112.530994,33.442995,,,137,0.100000,0.100000,"POINT (-112.530994 33.442995)"
2817,,-112.550580,33.439609,,,2817,0.100000,0.100000,"POINT (-112.550580 33.439609)"
1842,,-112.470176,33.456254,,,1842,0.100000,0.100000,"POINT (-112.470176 33.456254)"
1846,,-112.491541,33.442880,,,1846,0.100000,0.100000,"POINT (-112.491541 33.442880)"
139,,-112.491468,33.456226,,,139,0.100000,0.100000,"POINT (-112.491468 33.456226)"
1843,,-112.512607,33.447258,,,1843,0.100000,0.100000,"POINT (-112.512607 33.447258)"
1848,,-112.470762,33.444674,,,1848,0.100000,0.100000,"POINT (-112.470762 33.444674)"
