name_tmc,from_node_id_tmc,to_node_id_tmc,bearing_angle_tmc,geometry_tmc,name_base,link_id_base,from_node_id_base,to_node_id_base,geometry_base,geometry_tmc_base,distance
24779AB,20732,20728,270.00907560523865,"LINESTRING (-112.106529 33.668870, -112.127330 33.668871)",Pima Freeway,348,519,520,"LINESTRING (-112.1073099 33.6688778, -112.1074668 33.6688437, -112.1076671 33.6688526, -112.1083304 33.6688527, -112.109054 33.6688537, -112.1095712 33.6688502, -112.1100383 33.6688539, -112.1103275 33.6688535, -112.1106383 33.6688531, -112.1110724 33.6688513, -112.1114204 33.668852, -112.1120571 33.6688515, -112.112433 33.6688512, -112.1128322 33.6688512, -112.1133522 33.6688513)","MULTILINESTRING ((-112.106529 33.668870, -112.127330 33.668871), (-112.1073099 33.6688778, -112.1074668 33.6688437, -112.1076671 33.6688526, -112.1083304 33.6688527, -112.109054 33.6688537, -112.1095712 33.6688502, -112.1100383 33.6688539, -112.1103275 33.6688535, -112.1106383 33.6688531, -112.1110724 33.6688513, -112.1114204 33.668852, -112.1120571 33.6688515, -112.112433 33.6688512, -112.1128322 33.6688512, -112.1133522 33.6688513))",1.626870821465248e-05
24779AB,20732,20728,270.00907560523865,"LINESTRING (-112.106529 33.668870, -112.127330 33.668871)",,59,521,660,"LINESTRING (-112.1082977 33.6692183, -112.1084212 33.6691875, -112.1090467 33.6692012, -112.1095784 33.6692119, -112.1100387 33.6692209, -112.110327 33.6692266, -112.1105132 33.6692304, -112.1106435 33.6692319, -112.1110803 33.6692365, -112.1114128 33.6692272, -112.1117329 33.6691951, -112.1121025 33.6691227, -112.1123937 33.6690317, -112.1126163 33.6689436, -112.1126848 33.6689125, -112.1128476 33.6688311, -112.1130644 33.668704, -112.1131675 33.6686305, -112.1133551 33.6684967, -112.113529 33.6683373, -112.1137741 33.6680644, -112.1139601 33.6677726, -112.1140427 33.6676196, -112.1141648 33.6673208, -112.1142147 33.6670993)","MULTILINESTRING ((-112.106529 33.668870, -112.127330 33.668871), (-112.1082977 33.6692183, -112.1084212 33.6691875, -112.1090467 33.6692012, -112.1095784 33.6692119, -112.1100387 33.6692209, -112.110327 33.6692266, -112.1105132 33.6692304, -112.1106435 33.6692319, -112.1110803 33.6692365, -112.1114128 33.6692272, -112.1117329 33.6691951, -112.1121025 33.6691227, -112.1123937 33.6690317, -112.1126163 33.6689436, -112.1126848 33.6689125, -112.1128476 33.6688311, -112.1130644 33.668704, -112.1131675 33.6686305, -112.1133551 33.6684967, -112.113529 33.6683373, -112.1137741 33.6680644, -112.1139601 33.6677726, -112.1140427 33.6676196, -112.1141648 33.6673208, -112.1142147 33.6670993))",0.0
24779AB,20732,20728,270.00907560523865,"LINESTRING (-112.106529 33.668870, -112.127330 33.668871)",,125,647,648,"LINESTRING (-112.1127639 33.6674751, -112.1128059 33.6677241, -112.1128979 33.667994, -112.1129937 33.6682028, -112.1131138 33.668396, -112.1131842 33.6685019, -112.1133574 33.6687146, -112.1136522 33.6689678, -112.1139344 33.6691518, -112.1142678 33.6693153, -112.1145128 33.6694136, -112.1148451 33.6695035, -112.1151125 33.6695491, -112.1153323 33.6695733, -112.1156428 33.6695725, -112.1159258 33.669551, -112.1161644 33.6695163, -112.1171577 33.6693418, -112.1175975 33.6692804)","MULTILINESTRING ((-112.106529 33.668870, -112.127330 33.668871), (-112.1127639 33.6674751, -112.1128059 33.6677241, -112.1128979 33.667994, -112.1129937 33.6682028, -112.1131138 33.668396, -112.1131842 33.6685019, -112.1133574 33.6687146, -112.1136522 33.6689678, -112.1139344 33.6691518, -112.1142678 33.6693153, -112.1145128 33.6694136, -112.1148451 33.6695035, -112.1151125 33.6695491, -112.1153323 33.6695733, -112.1156428 33.6695725, -112.1159258 33.669551, -112.1161644 33.6695163, -112.1171577 33.6693418, -112.1175975 33.6692804))",0.0
24779AB,20732,20728,270.00907560523865,"LINESTRING (-112.106529 33.668870, -112.127330 33.668871)",Agua Fria Freeway,23,520,776,"LINESTRING (-112.1133522 33.6688513, -112.1143726 33.6688514, -112.1176034 33.6688513, -112.1189996 33.668861, -112.1208828 33.6688535, -112.1219093 33.6688503, -112.1226659 33.6688491, -112.1253863 33.6688484)","MULTILINESTRING ((-112.106529 33.668870, -112.127330 33.668871), (-112.1133522 33.6688513, -112.1143726 33.6688514, -112.1176034 33.6688513, -112.1189996 33.668861, -112.1208828 33.6688535, -112.1219093 33.6688503, -112.1226659 33.6688491, -112.1253863 33.6688484))",1.9014757947517898e-05
24779AB,20732,20728,270.00907560523865,"LINESTRING (-112.106529 33.668870, -112.127330 33.668871)",,145,778,651,"LINESTRING (-112.1254026 33.6689624, -112.1260654 33.6689328, -112.1263102 33.6688539)","MULTILINESTRING ((-112.106529 33.668870, -112.127330 33.668871), (-112.1254026 33.6689624, -112.1260654 33.6689328, -112.1263102 33.6688539))",0.0
24782AB,20734,40856,89.84018050665168,"LINESTRING (-112.127753 33.668583, -112.114075 33.668614)",,57,640,652,"LINESTRING (-112.1269041 33.6686161, -112.1266292 33.6685135)","MULTILINESTRING ((-112.127753 33.668583, -112.114075 33.668614), (-112.1269041 33.6686161, -112.1266292 33.6685135))",0.0
24782AB,20734,40856,89.84018050665168,"LINESTRING (-112.127753 33.668583, -112.114075 33.668614)",Agua Fria Freeway,146,779,780,"LINESTRING (-112.1266206 33.6686136, -112.125376 33.6686182)","MULTILINESTRING ((-112.127753 33.668583, -112.114075 33.668614), (-112.1266206 33.6686136, -112.125376 33.6686182))",2.8369836765200954e-05
24782AB,20734,40856,89.84018050665168,"LINESTRING (-112.127753 33.668583, -112.114075 33.668614)",Agua Fria Freeway,147,780,3282,"LINESTRING (-112.125376 33.6686182, -112.1226603 33.6686258, -112.1219054 33.6686264, -112.1208687 33.6686208, -112.1189896 33.6686265, -112.1176288 33.6686246, -112.1157293 33.6686308)","MULTILINESTRING ((-112.127753 33.668583, -112.114075 33.668614), (-112.125376 33.6686182, -112.1226603 33.6686258, -112.1219054 33.6686264, -112.1208687 33.6686208, -112.1189896 33.6686265, -112.1176288 33.6686246, -112.1157293 33.6686308))",3.0003439601453933e-05
24782AB,20734,40856,89.84018050665168,"LINESTRING (-112.127753 33.668583, -112.114075 33.668614)",Agua Fria Freeway,4135,3281,524,"LINESTRING (-112.1140885 33.6686336, -112.1133621 33.6686404)","MULTILINESTRING ((-112.127753 33.668583, -112.114075 33.668614), (-112.1140885 33.6686336, -112.1133621 33.6686404))",1.96305461627647e-05
24793AB,20627,37592,269.75011290333657,"LINESTRING (-112.104254 33.668874, -112.119693 33.668817)",Pima Freeway,198,821,519,"LINESTRING (-112.1002892 33.6694527, -112.1011168 33.6693356, -112.1017435 33.6692483, -112.1030035 33.6690652, -112.1036963 33.6689684, -112.1041729 33.668913, -112.1046798 33.6688753, -112.1051918 33.6688566, -112.1058217 33.6688506, -112.1073099 33.6688778)","MULTILINESTRING ((-112.104254 33.668874, -112.119693 33.668817), (-112.1002892 33.6694527, -112.1011168 33.6693356, -112.1017435 33.6692483, -112.1030035 33.6690652, -112.1036963 33.6689684, -112.1041729 33.668913, -112.1046798 33.6688753, -112.1051918 33.6688566, -112.1058217 33.6688506, -112.1073099 33.6688778))",0.0
24793AB,20627,37592,269.75011290333657,"LINESTRING (-112.104254 33.668874, -112.119693 33.668817)",Pima Freeway,348,519,520,"LINESTRING (-112.1073099 33.6688778, -112.1074668 33.6688437, -112.1076671 33.6688526, -112.1083304 33.6688527, -112.109054 33.6688537, -112.1095712 33.6688502, -112.1100383 33.6688539, -112.1103275 33.6688535, -112.1106383 33.6688531, -112.1110724 33.6688513, -112.1114204 33.668852, -112.1120571 33.6688515, -112.112433 33.6688512, -112.1128322 33.6688512, -112.1133522 33.6688513)","MULTILINESTRING ((-112.104254 33.668874, -112.119693 33.668817), (-112.1073099 33.6688778, -112.1074668 33.6688437, -112.1076671 33.6688526, -112.1083304 33.6688527, -112.109054 33.6688537, -112.1095712 33.6688502, -112.1100383 33.6688539, -112.1103275 33.6688535, -112.1106383 33.6688531, -112.1110724 33.6688513, -112.1114204 33.668852, -112.1120571 33.6688515, -112.112433 33.6688512, -112.1128322 33.6688512, -112.1133522 33.6688513))",0.0
24793AB,20627,37592,269.75011290333657,"LINESTRING (-112.104254 33.668874, -112.119693 33.668817)",,59,521,660,"LINESTRING (-112.1082977 33.6692183, -112.1084212 33.6691875, -112.1090467 33.6692012, -112.1095784 33.6692119, -112.1100387 33.6692209, -112.110327 33.6692266, -112.1105132 33.6692304, -112.1106435 33.6692319, -112.1110803 33.6692365, -112.1114128 33.6692272, -112.1117329 33.6691951, -112.1121025 33.6691227, -112.1123937 33.6690317, -112.1126163 33.6689436, -112.1126848 33.6689125, -112.1128476 33.6688311, -112.1130644 33.668704, -112.1131675 33.6686305, -112.1133551 33.6684967, -112.113529 33.6683373, -112.1137741 33.6680644, -112.1139601 33.6677726, -112.1140427 33.6676196, -112.1141648 33.6673208, -112.1142147 33.6670993)","MULTILINESTRING ((-112.104254 33.668874, -112.119693 33.668817), (-112.1082977 33.6692183, -112.1084212 33.6691875, -112.1090467 33.6692012, -112.1095784 33.6692119, -112.1100387 33.6692209, -112.110327 33.6692266, -112.1105132 33.6692304, -112.1106435 33.6692319, -112.1110803 33.6692365, -112.1114128 33.6692272, -112.1117329 33.6691951, -112.1121025 33.6691227, -112.1123937 33.6690317, -112.1126163 33.6689436, -112.1126848 33.6689125, -112.1128476 33.6688311, -112.1130644 33.668704, -112.1131675 33.6686305, -112.1133551 33.6684967, -112.113529 33.6683373, -112.1137741 33.6680644, -112.1139601 33.6677726, -112.1140427 33.6676196, -112.1141648 33.6673208, -112.1142147 33.6670993))",0.0
24793AB,20627,37592,269.75011290333657,"LINESTRING (-112.104254 33.668874, -112.119693 33.668817)",,125,647,648,"LINESTRING (-112.1127639 33.6674751, -112.1128059 33.6677241, -112.1128979 33.667994, -112.1129937 33.6682028, -112.1131138 33.668396, -112.1131842 33.6685019, -112.1133574 33.6687146, -112.1136522 33.6689678, -112.1139344 33.6691518, -112.1142678 33.6693153, -112.1145128 33.6694136, -112.1148451 33.6695035, -112.1151125 33.6695491, -112.1153323 33.6695733, -112.1156428 33.6695725, -112.1159258 33.669551, -112.1161644 33.6695163, -112.1171577 33.6693418, -112.1175975 33.6692804)","MULTILINESTRING ((-112.104254 33.668874, -112.119693 33.668817), (-112.1127639 33.6674751, -112.1128059 33.6677241, -112.1128979 33.667994, -112.1129937 33.6682028, -112.1131138 33.668396, -112.1131842 33.6685019, -112.1133574 33.6687146, -112.1136522 33.6689678, -112.1139344 33.6691518, -112.1142678 33.6693153, -112.1145128 33.6694136, -112.1148451 33.6695035, -112.1151125 33.6695491, -112.1153323 33.6695733, -112.1156428 33.6695725, -112.1159258 33.669551, -112.1161644 33.6695163, -112.1171577 33.6693418, -112.1175975 33.6692804))",9.27162293926926e-06
24793AB,20627,37592,269.75011290333657,"LINESTRING (-112.104254 33.668874, -112.119693 33.668817)",Agua Fria Freeway,23,520,776,"LINESTRING (-112.1133522 33.6688513, -112.1143726 33.6688514, -112.1176034 33.6688513, -112.1189996 33.668861, -112.1208828 33.6688535, -112.1219093 33.6688503, -112.1226659 33.6688491, -112.1253863 33.6688484)","MULTILINESTRING ((-112.104254 33.668874, -112.119693 33.668817), (-112.1133522 33.6688513, -112.1143726 33.6688514, -112.1176034 33.6688513, -112.1189996 33.668861, -112.1208828 33.6688535, -112.1219093 33.6688503, -112.1226659 33.6688491, -112.1253863 33.6688484))",1.7278683292945997e-05
24804AB,20767,20768,269.7893469640205,"LINESTRING (-112.114808 33.683814, -112.117414 33.683806)",West Deer Valley Road,4967,90067,1880,"LINESTRING (-112.114054 33.6838766, -112.1141872 33.6838773, -112.1148841 33.683874, -112.1151017 33.6838063)","MULTILINESTRING ((-112.114808 33.683814, -112.117414 33.683806), (-112.114054 33.6838766, -112.1141872 33.6838773, -112.1148841 33.683874, -112.1151017 33.6838063))",3.2447045109855805e-06
24804AB,20767,20768,269.7893469640205,"LINESTRING (-112.114808 33.683814, -112.117414 33.683806)",West Deer Valley Road,1191,1880,1276,"LINESTRING (-112.1151017 33.6838063, -112.1155669 33.6838061)","MULTILINESTRING ((-112.114808 33.683814, -112.117414 33.683806), (-112.1151017 33.6838063, -112.1155669 33.6838061))",5.5702730629621665e-06
24804AB,20767,20768,269.7893469640205,"LINESTRING (-112.114808 33.683814, -112.117414 33.683806)",West Deer Valley Road,1193,1276,97,"LINESTRING (-112.1155669 33.6838061, -112.1160919 33.6838016)","MULTILINESTRING ((-112.114808 33.683814, -112.117414 33.683806), (-112.1155669 33.6838061, -112.1160919 33.6838016))",5.696076474562693e-06
24804AB,20767,20768,269.7893469640205,"LINESTRING (-112.114808 33.683814, -112.117414 33.683806)",West Deer Valley Road,1195,97,3397,"LINESTRING (-112.1160919 33.6838016, -112.1163999 33.6838017)","MULTILINESTRING ((-112.114808 33.683814, -112.117414 33.683806), (-112.1160919 33.6838016, -112.1163999 33.6838017))",7.509187917739905e-06
24804AB,20767,20768,269.7893469640205,"LINESTRING (-112.114808 33.683814, -112.117414 33.683806)",West Deer Valley Road,4422,3397,3398,"LINESTRING (-112.1163999 33.6838017, -112.1164569 33.6838017, -112.1166129 33.6838017, -112.1166251 33.6838018, -112.116705 33.6838022)","MULTILINESTRING ((-112.114808 33.683814, -112.117414 33.683806), (-112.1163999 33.6838017, -112.1164569 33.6838017, -112.1166129 33.6838017, -112.1166251 33.6838018, -112.116705 33.6838022))",6.564373308317397e-06
24804AB,20767,20768,269.7893469640205,"LINESTRING (-112.114808 33.683814, -112.117414 33.683806)",West Deer Valley Road,4424,3398,1274,"LINESTRING (-112.116705 33.6838022, -112.1169694 33.6838037, -112.1172203 33.6838051, -112.1173969 33.6838061)","MULTILINESTRING ((-112.114808 33.683814, -112.117414 33.683806), (-112.116705 33.6838022, -112.1169694 33.6838037, -112.1172203 33.6838051, -112.1173969 33.6838061))",4.33449907648327e-06
24804AB,20767,20768,269.7893469640205,"LINESTRING (-112.114808 33.683814, -112.117414 33.683806)",West Deer Valley Road,3954,1274,3399,"LINESTRING (-112.1173969 33.6838061, -112.117579 33.6838042, -112.1176494 33.6838044, -112.1179779 33.6838051, -112.1180789 33.6838053)","MULTILINESTRING ((-112.114808 33.683814, -112.117414 33.683806), (-112.1173969 33.6838061, -112.117579 33.6838042, -112.1176494 33.6838044, -112.1179779 33.6838051, -112.1180789 33.6838053))",0.0
24792AB,20204,37593,90.01063944089492,"LINESTRING (-112.129902 33.668659, -112.119682 33.668657)",Agua Fria Freeway,197,3278,640,"LINESTRING (-112.1323751 33.6686934, -112.1319555 33.6686591, -112.1311561 33.6686326, -112.1269041 33.6686161)","MULTILINESTRING ((-112.129902 33.668659, -112.119682 33.668657), (-112.1323751 33.6686934, -112.1319555 33.6686591, -112.1311561 33.6686326, -112.1269041 33.6686161))",3.126633325875125e-05
24792AB,20204,37593,90.01063944089492,"LINESTRING (-112.129902 33.668659, -112.119682 33.668657)",Agua Fria Freeway,146,779,780,"LINESTRING (-112.1266206 33.6686136, -112.125376 33.6686182)","MULTILINESTRING ((-112.129902 33.668659, -112.119682 33.668657), (-112.1266206 33.6686136, -112.125376 33.6686182))",4.1618549107405006e-05
24792AB,20204,37593,90.01063944089492,"LINESTRING (-112.129902 33.668659, -112.119682 33.668657)",Agua Fria Freeway,147,780,3282,"LINESTRING (-112.125376 33.6686182, -112.1226603 33.6686258, -112.1219054 33.6686264, -112.1208687 33.6686208, -112.1189896 33.6686265, -112.1176288 33.6686246, -112.1157293 33.6686308)","MULTILINESTRING ((-112.129902 33.668659, -112.119682 33.668657), (-112.125376 33.6686182, -112.1226603 33.6686258, -112.1219054 33.6686264, -112.1208687 33.6686208, -112.1189896 33.6686265, -112.1176288 33.6686246, -112.1157293 33.6686308))",3.8165502131333324e-05
24811AB,20621,20594,269.7219103574882,"LINESTRING (-112.121138 33.654666, -112.125819 33.654647)",West Union Hills Drive,4720,171,172,"LINESTRING (-112.1216013 33.654638, -112.123866 33.6546581)","MULTILINESTRING ((-112.121138 33.654666, -112.125819 33.654647), (-112.1216013 33.654638, -112.123866 33.6546581))",2.6056372096836998e-05
24811AB,20621,20594,269.7219103574882,"LINESTRING (-112.121138 33.654666, -112.125819 33.654647)",West Union Hills Drive,4722,172,41,"LINESTRING (-112.123866 33.6546581, -112.1258211 33.6546523)","MULTILINESTRING ((-112.121138 33.654666, -112.125819 33.654647), (-112.123866 33.6546581, -112.1258211 33.6546523))",3.2608776753754465e-06
24946AB,20620,20807,89.87471792564213,"LINESTRING (-112.111208 33.654714, -112.108444 33.654719)",West Union Hills Drive,818,90118,2891,"LINESTRING (-112.1109958 33.6546417, -112.1108324 33.6546425, -112.1102897 33.6546393, -112.1097935 33.6546363, -112.1096528 33.6546355, -112.1090444 33.6546339)","MULTILINESTRING ((-112.111208 33.654714, -112.108444 33.654719), (-112.1109958 33.6546417, -112.1108324 33.6546425, -112.1102897 33.6546393, -112.1097935 33.6546363, -112.1096528 33.6546355, -112.1090444 33.6546339))",7.248481057085027e-05
24946AB,20620,20807,89.87471792564213,"LINESTRING (-112.111208 33.654714, -112.108444 33.654719)",West Union Hills Drive,3312,2891,169,"LINESTRING (-112.1090444 33.6546339, -112.1085632 33.6546327, -112.1084596 33.6546996)","MULTILINESTRING ((-112.111208 33.654714, -112.108444 33.654719), (-112.1090444 33.6546339, -112.1085632 33.6546327, -112.1084596 33.6546996))",8.42184413729074e-05
24946AB,20620,20807,89.87471792564213,"LINESTRING (-112.111208 33.654714, -112.108444 33.654719)",West Union Hills Drive,3198,169,2854,"LINESTRING (-112.1084596 33.6546996, -112.1082808 33.6547001, -112.1078373 33.6547012)","MULTILINESTRING ((-112.111208 33.654714, -112.108444 33.654719), (-112.1084596 33.6546996, -112.1082808 33.6547001, -112.1078373 33.6547012))",1.9356300155703622e-05
25020AB,20055,20079,90.53022103484517,"LINESTRING (-112.108680 33.683831, -112.099890 33.683763)",West Deer Valley Road,4419,2756,3395,"LINESTRING (-112.1080218 33.6837886, -112.1078566 33.6837882, -112.1077061 33.6837879)","MULTILINESTRING ((-112.108680 33.683831, -112.099890 33.683763), (-112.1080218 33.6837886, -112.1078566 33.6837882, -112.1077061 33.6837879))",3.6110758818074495e-05
25020AB,20055,20079,90.53022103484517,"LINESTRING (-112.108680 33.683831, -112.099890 33.683763)",West Deer Valley Road,990,3395,1272,"LINESTRING (-112.1077061 33.6837879, -112.1071899 33.6837868, -112.107031 33.6837834, -112.1067704 33.6837855, -112.1067265 33.6837858, -112.1064876 33.6837853)","MULTILINESTRING ((-112.108680 33.683831, -112.099890 33.683763), (-112.1077061 33.6837879, -112.1071899 33.6837868, -112.107031 33.6837834, -112.1067704 33.6837855, -112.1067265 33.6837858, -112.1064876 33.6837853))",3.267151383684822e-05
25020AB,20055,20079,90.53022103484517,"LINESTRING (-112.108680 33.683831, -112.099890 33.683763)",West Deer Valley Road,992,1272,473,"LINESTRING (-112.1064876 33.6837853, -112.1060147 33.6837843, -112.105924 33.6837841, -112.105553 33.6837833, -112.1055014 33.6837832, -112.1052048 33.6837825, -112.1050413 33.6837822, -112.1047391 33.6837815, -112.1042816 33.6837805)","MULTILINESTRING ((-112.108680 33.683831, -112.099890 33.683763), (-112.1064876 33.6837853, -112.1060147 33.6837843, -112.105924 33.6837841, -112.105553 33.6837833, -112.1055014 33.6837832, -112.1052048 33.6837825, -112.1050413 33.6837822, -112.1047391 33.6837815, -112.1042816 33.6837805))",2.6240097815921513e-05
25020AB,20055,20079,90.53022103484517,"LINESTRING (-112.108680 33.683831, -112.099890 33.683763)",West Deer Valley Road,1155,473,1271,"LINESTRING (-112.1042816 33.6837805, -112.1037845 33.6837777, -112.1037586 33.6837776, -112.1036381 33.6837769, -112.1033872 33.6837755, -112.1033147 33.6837751, -112.1030948 33.6837739, -112.1028498 33.6837726, -112.1023653 33.6837699, -112.1022571 33.6837693)","MULTILINESTRING ((-112.108680 33.683831, -112.099890 33.683763), (-112.1042816 33.6837805, -112.1037845 33.6837777, -112.1037586 33.6837776, -112.1036381 33.6837769, -112.1033872 33.6837755, -112.1033147 33.6837751, -112.1030948 33.6837739, -112.1028498 33.6837726, -112.1023653 33.6837699, -112.1022571 33.6837693))",1.4594870435998408e-05
25020AB,20055,20079,90.53022103484517,"LINESTRING (-112.108680 33.683831, -112.099890 33.683763)",West Deer Valley Road,2962,2802,90123,"LINESTRING (-112.1008944 33.6836829, -112.1006989 33.683682, -112.1001152 33.6836794, -112.099974 33.6836778)","MULTILINESTRING ((-112.108680 33.683831, -112.099890 33.683763), (-112.1008944 33.6836829, -112.1006989 33.683682, -112.1001152 33.6836794, -112.099974 33.6836778))",8.747636206783418e-05
25149AB,20089,41533,259.2231620791626,"LINESTRING (-112.074130 33.634002, -112.080931 33.632924)",East Bell Road,761,1699,90029,"LINESTRING (-112.0738995 33.6403458, -112.0740819 33.6403431, -112.0741828 33.6403426)","MULTILINESTRING ((-112.074130 33.634002, -112.080931 33.632924), (-112.0738995 33.6403458, -112.0740819 33.6403431, -112.0741828 33.6403426))",0.00634078379351417
25149AB,20089,41533,259.2231620791626,"LINESTRING (-112.074130 33.634002, -112.080931 33.632924)",West Bell Road,1358,90029,2069,"LINESTRING (-112.0741828 33.6403426, -112.0742832 33.640342, -112.0744578 33.6403423, -112.0749592 33.6403342)","MULTILINESTRING ((-112.074130 33.634002, -112.080931 33.632924), (-112.0741828 33.6403426, -112.0742832 33.640342, -112.0744578 33.6403423, -112.0749592 33.6403342))",0.006441568181626787
25149AB,20089,41533,259.2231620791626,"LINESTRING (-112.074130 33.634002, -112.080931 33.632924)",West Bell Road,1357,999,2068,"LINESTRING (-112.0753304 33.6403318, -112.0754176 33.6403312, -112.0757303 33.6403292)","MULTILINESTRING ((-112.074130 33.634002, -112.080931 33.632924), (-112.0753304 33.6403318, -112.0754176 33.6403312, -112.0757303 33.6403292))",0.006544201804675552
25149AB,20089,41533,259.2231620791626,"LINESTRING (-112.074130 33.634002, -112.080931 33.632924)",West Bell Road,1350,2068,44,"LINESTRING (-112.0757303 33.6403292, -112.0762608 33.6403236)","MULTILINESTRING ((-112.074130 33.634002, -112.080931 33.632924), (-112.0757303 33.6403292, -112.0762608 33.6403236))",0.006645585074022266
25149AB,20089,41533,259.2231620791626,"LINESTRING (-112.074130 33.634002, -112.080931 33.632924)",West Bell Road,1353,44,2067,"LINESTRING (-112.0762608 33.6403236, -112.0772669 33.6403161, -112.0774345 33.6403164)","MULTILINESTRING ((-112.074130 33.634002, -112.080931 33.632924), (-112.0762608 33.6403236, -112.0772669 33.6403161, -112.0774345 33.6403164))",0.006748217314113716
25149AB,20089,41533,259.2231620791626,"LINESTRING (-112.074130 33.634002, -112.080931 33.632924)",West Bell Road,1348,2067,45,"LINESTRING (-112.0774345 33.6403164, -112.0784942 33.6403181)","MULTILINESTRING ((-112.074130 33.634002, -112.080931 33.632924), (-112.0774345 33.6403164, -112.0784942 33.6403181))",0.006853545186895703
25149AB,20089,41533,259.2231620791626,"LINESTRING (-112.074130 33.634002, -112.080931 33.632924)",West Bell Road,1347,45,2066,"LINESTRING (-112.0784942 33.6403181, -112.0791215 33.6403116)","MULTILINESTRING ((-112.074130 33.634002, -112.080931 33.632924), (-112.0784942 33.6403181, -112.0791215 33.6403116))",0.007066212185738765
25149AB,20089,41533,259.2231620791626,"LINESTRING (-112.074130 33.634002, -112.080931 33.632924)",West Bell Road,1341,2065,2064,"LINESTRING (-112.0794316 33.6403084, -112.080075 33.6403017)","MULTILINESTRING ((-112.074130 33.634002, -112.080931 33.632924), (-112.0794316 33.6403084, -112.080075 33.6403017))",0.007166961870398674
25149AB,20089,41533,259.2231620791626,"LINESTRING (-112.074130 33.634002, -112.080931 33.632924)",West Bell Road,1352,2063,1661,"LINESTRING (-112.0802137 33.6403002, -112.0806792 33.6402954)","MULTILINESTRING ((-112.074130 33.634002, -112.080931 33.632924), (-112.0802137 33.6403002, -112.0806792 33.6402954))",0.007267630050479399
25199AB,20613,20972,88.37232206005638,"LINESTRING (-112.098558 33.669350, -112.092844 33.669485)",Pima Freeway,4133,509,733,"LINESTRING (-112.0992502 33.6693517, -112.0984073 33.6694356, -112.097314 33.6694999, -112.0969851 33.6695168, -112.0966358 33.669536, -112.0959956 33.6695492, -112.0949685 33.6695705, -112.0941881 33.6695618, -112.0937487 33.6695393, -112.0932805 33.6695214, -112.0924291 33.6694604, -112.091967 33.669416, -112.0918513 33.669405)","MULTILINESTRING ((-112.098558 33.669350, -112.092844 33.669485), (-112.0992502 33.6693517, -112.0984073 33.6694356, -112.097314 33.6694999, -112.0969851 33.6695168, -112.0966358 33.669536, -112.0959956 33.6695492, -112.0949685 33.6695705, -112.0941881 33.6695618, -112.0937487 33.6695393, -112.0932805 33.6695214, -112.0924291 33.6694604, -112.091967 33.669416, -112.0918513 33.669405))",7.025256506376351e-05
25199AB,20613,20972,88.37232206005638,"LINESTRING (-112.098558 33.669350, -112.092844 33.669485)",,4896,731,732,"LINESTRING (-112.0966169 33.6692784, -112.0959819 33.6693237, -112.0951679 33.6693775, -112.0943814 33.6694083)","MULTILINESTRING ((-112.098558 33.669350, -112.092844 33.669485), (-112.0966169 33.6692784, -112.0959819 33.6693237, -112.0951679 33.6693775, -112.0943814 33.6694083))",0.00010076777033890718
25199AB,20613,20972,88.37232206005638,"LINESTRING (-112.098558 33.669350, -112.092844 33.669485)",,4134,732,733,"LINESTRING (-112.0943814 33.6694083, -112.0932882 33.6694132, -112.09244 33.6693747, -112.0920528 33.6693464, -112.0918513 33.669405)","MULTILINESTRING ((-112.098558 33.669350, -112.092844 33.669485), (-112.0943814 33.6694083, -112.0932882 33.6694132, -112.09244 33.6693747, -112.0920528 33.6693464, -112.0918513 33.669405))",4.036584439366558e-05
25212AB,20941,20596,179.93450617438498,"LINESTRING (-112.082824 33.661901, -112.082814 33.654619)",North 7th Avenue,1062,1344,1343,"LINESTRING (-112.0828358 33.6619134, -112.0828318 33.6617169, -112.0828351 33.6614493, -112.0828337 33.6612157, -112.0828276 33.6604819)","MULTILINESTRING ((-112.082824 33.661901, -112.082814 33.654619), (-112.0828358 33.6619134, -112.0828318 33.6617169, -112.0828351 33.6614493, -112.0828337 33.6612157, -112.0828276 33.6604819))",8.052807558664764e-06
25212AB,20941,20596,179.93450617438498,"LINESTRING (-112.082824 33.661901, -112.082814 33.654619)",North 7th Avenue,1064,1343,1342,"LINESTRING (-112.0828276 33.6604819, -112.082828 33.6590113)","MULTILINESTRING ((-112.082824 33.661901, -112.082814 33.654619), (-112.0828276 33.6604819, -112.082828 33.6590113))",5.610145305815794e-06
25212AB,20941,20596,179.93450617438498,"LINESTRING (-112.082824 33.661901, -112.082814 33.654619)",North 7th Avenue,1066,1342,1341,"LINESTRING (-112.082828 33.6590113, -112.0828303 33.6582734)","MULTILINESTRING ((-112.082824 33.661901, -112.082814 33.654619), (-112.082828 33.6590113, -112.0828303 33.6582734))",8.071962423137854e-06
25212AB,20941,20596,179.93450617438498,"LINESTRING (-112.082824 33.661901, -112.082814 33.654619)",North 7th Avenue,1068,1341,1340,"LINESTRING (-112.0828303 33.6582734, -112.0828243 33.65683)","MULTILINESTRING ((-112.082824 33.661901, -112.082814 33.654619), (-112.0828303 33.6582734, -112.0828243 33.65683))",9.217199009081246e-06
25212AB,20941,20596,179.93450617438498,"LINESTRING (-112.082824 33.661901, -112.082814 33.654619)",North 7th Avenue,1070,1340,1339,"LINESTRING (-112.0828243 33.65683, -112.0828214 33.6562125)","MULTILINESTRING ((-112.082824 33.661901, -112.082814 33.654619), (-112.0828243 33.65683, -112.0828214 33.6562125))",7.1759370523809644e-06
