name_tmc,from_node_id_tmc,to_node_id_tmc,bearing_angle_tmc,geometry_tmc,name_base,link_id_base,from_node_id_base,to_node_id_base,geometry_base,geometry_tmc_base,distance
26404AB,21590,21597,269.70103071373876,"LINESTRING (-112.022198 33.655059, -112.030877 33.655021)",East Union Hills Drive,2612,2624,412,"LINESTRING (-112.0215084 33.6550869, -112.0220583 33.6550846, -112.0222025 33.655084)","MULTILINESTRING ((-112.022198 33.655059, -112.030877 33.655021), (-112.0215084 33.6550869, -112.0220583 33.6550846, -112.0222025 33.655084))",2.5018507423691928e-05
26404AB,21590,21597,269.70103071373876,"LINESTRING (-112.022198 33.655059, -112.030877 33.655021)",East Union Hills Drive,2620,2623,430,"LINESTRING (-112.0229005 33.6550811, -112.0230954 33.6550803, -112.0237477 33.6550775, -112.0243719 33.6550748)","MULTILINESTRING ((-112.022198 33.655059, -112.030877 33.655021), (-112.0229005 33.6550811, -112.0230954 33.6550803, -112.0237477 33.6550775, -112.0243719 33.6550748))",2.522087527491062e-05
26404AB,21590,21597,269.70103071373876,"LINESTRING (-112.022198 33.655059, -112.030877 33.655021)",East Union Hills Drive,2618,430,429,"LINESTRING (-112.0243719 33.6550748, -112.0254621 33.6550702, -112.0256236 33.6550695)","MULTILINESTRING ((-112.022198 33.655059, -112.030877 33.655021), (-112.0243719 33.6550748, -112.0254621 33.6550702, -112.0256236 33.6550695))",2.5386271906693156e-05
26404AB,21590,21597,269.70103071373876,"LINESTRING (-112.022198 33.655059, -112.030877 33.655021)",East Union Hills Drive,305,919,428,"LINESTRING (-112.0261132 33.6550674, -112.0265404 33.6550637)","MULTILINESTRING ((-112.022198 33.655059, -112.030877 33.655021), (-112.0261132 33.6550674, -112.0265404 33.6550637))",2.3724227235927173e-05
26404AB,21590,21597,269.70103071373876,"LINESTRING (-112.022198 33.655059, -112.030877 33.655021)",East Union Hills Drive,2624,283,382,"LINESTRING (-112.0270571 33.6550601, -112.0277152 33.6550561)","MULTILINESTRING ((-112.022198 33.655059, -112.030877 33.655021), (-112.0270571 33.6550601, -112.0277152 33.6550561))",2.1782594151597312e-05
26404AB,21590,21597,269.70103071373876,"LINESTRING (-112.022198 33.655059, -112.030877 33.655021)",East Union Hills Drive,2622,382,1563,"LINESTRING (-112.0277152 33.6550561, -112.0289038 33.655047, -112.029659 33.6550417)","MULTILINESTRING ((-112.022198 33.655059, -112.030877 33.655021), (-112.0277152 33.6550561, -112.0289038 33.655047, -112.029659 33.6550417))",1.9426580255220036e-05
26404AB,21590,21597,269.70103071373876,"LINESTRING (-112.022198 33.655059, -112.030877 33.655021)",East Union Hills Drive,2610,1561,2025,"LINESTRING (-112.0299858 33.6550394, -112.0301925 33.6550379)","MULTILINESTRING ((-112.022198 33.655059, -112.030877 33.655021), (-112.0299858 33.6550394, -112.0301925 33.6550379))",1.4430534400107132e-05
26404AB,21590,21597,269.70103071373876,"LINESTRING (-112.022198 33.655059, -112.030877 33.655021)",East Union Hills Drive,2614,2025,215,"LINESTRING (-112.0301925 33.6550379, -112.030199 33.6550379, -112.0304247 33.6550363, -112.0306701 33.6550346, -112.0308776 33.6550331)","MULTILINESTRING ((-112.022198 33.655059, -112.030877 33.655021), (-112.0301925 33.6550379, -112.030199 33.6550379, -112.0304247 33.6550363, -112.0306701 33.6550346, -112.0308776 33.6550331))",1.2104021091522002e-05
26653AB,21816,21785,90.66319562691433,"LINESTRING (-111.977549 33.640597, -111.968658 33.640511)",East Bell Road,3772,1600,2485,"LINESTRING (-111.976678 33.6404869, -111.9763937 33.6404868)","MULTILINESTRING ((-111.977549 33.640597, -111.968658 33.640511), (-111.976678 33.6404869, -111.9763937 33.6404868))",0.00010150636023457875
26653AB,21816,21785,90.66319562691433,"LINESTRING (-111.977549 33.640597, -111.968658 33.640511)",East Bell Road,2260,1599,2484,"LINESTRING (-111.975986 33.6404866, -111.9752564 33.6404862)","MULTILINESTRING ((-111.977549 33.640597, -111.968658 33.640511), (-111.975986 33.6404866, -111.9752564 33.6404862))",9.331796842799322e-05
26653AB,21816,21785,90.66319562691433,"LINESTRING (-111.977549 33.640597, -111.968658 33.640511)",East Bell Road,2314,2484,272,"LINESTRING (-111.9752564 33.6404862, -111.9750418 33.6404861, -111.9748806 33.640486, -111.9747367 33.6404856)","MULTILINESTRING ((-111.977549 33.640597, -111.968658 33.640511), (-111.9752564 33.6404862, -111.9750418 33.6404861, -111.9748806 33.640486, -111.9747367 33.6404856))",8.519930121804405e-05
26653AB,21816,21785,90.66319562691433,"LINESTRING (-111.977549 33.640597, -111.968658 33.640511)",East Bell Road,2286,272,2482,"LINESTRING (-111.9747367 33.6404856, -111.9746058 33.6404853, -111.9736685 33.64048)","MULTILINESTRING ((-111.977549 33.640597, -111.968658 33.640511), (-111.9747367 33.6404856, -111.9746058 33.6404853, -111.9736685 33.64048))",8.076607251188291e-05
26653AB,21816,21785,90.66319562691433,"LINESTRING (-111.977549 33.640597, -111.968658 33.640511)",East Bell Road,4251,2481,3334,"LINESTRING (-111.9731535 33.6404772, -111.9725356 33.6404737)","MULTILINESTRING ((-111.977549 33.640597, -111.968658 33.640511), (-111.9731535 33.6404772, -111.9725356 33.6404737))",7.708198077290129e-05
26653AB,21816,21785,90.66319562691433,"LINESTRING (-111.977549 33.640597, -111.968658 33.640511)",East Bell Road,2297,3334,3600,"LINESTRING (-111.9725356 33.6404737, -111.97213 33.6404709)","MULTILINESTRING ((-111.977549 33.640597, -111.968658 33.640511), (-111.9725356 33.6404737, -111.97213 33.6404709))",7.391559575456608e-05
26653AB,21816,21785,90.66319562691433,"LINESTRING (-111.977549 33.640597, -111.968658 33.640511)",East Bell Road,4250,1012,2480,"LINESTRING (-111.9720167 33.6404711, -111.9691947 33.6404512)","MULTILINESTRING ((-111.977549 33.640597, -111.968658 33.640511), (-111.9720167 33.6404711, -111.9691947 33.6404512))",7.057381582749786e-05
26653AB,21816,21785,90.66319562691433,"LINESTRING (-111.977549 33.640597, -111.968658 33.640511)",East Bell Road,2309,309,2479,"LINESTRING (-111.9686979 33.6404479, -111.9685786 33.6404471, -111.9676156 33.6404411, -111.9651552 33.6404346)","MULTILINESTRING ((-111.977549 33.640597, -111.968658 33.640511), (-111.9686979 33.6404479, -111.9685786 33.6404471, -111.9676156 33.6404411, -111.9651552 33.6404346))",6.336613607445935e-05
26708AB,21788,39525,358.6023210404257,"LINESTRING (-111.977408 33.655191, -111.977434 33.656078)",North Tatum Boulevard,2385,2543,90050,"LINESTRING (-111.977345 33.6543661, -111.9773519 33.6550725, -111.9773526 33.6552314)","MULTILINESTRING ((-111.977408 33.655191, -111.977434 33.656078), (-111.977345 33.6543661, -111.9773519 33.6550725, -111.9773526 33.6552314))",5.557743428180163e-05
26708AB,21788,39525,358.6023210404257,"LINESTRING (-111.977408 33.655191, -111.977434 33.656078)",North Tatum Boulevard,923,90050,1424,"LINESTRING (-111.9773526 33.6552314, -111.9773546 33.6556656)","MULTILINESTRING ((-111.977408 33.655191, -111.977434 33.656078), (-111.9773526 33.6552314, -111.9773546 33.6556656))",5.7776908957567746e-05
26708AB,21788,39525,358.6023210404257,"LINESTRING (-111.977408 33.655191, -111.977434 33.656078)",North Tatum Boulevard,5014,3641,3160,"LINESTRING (-111.9774032 33.6557332, -111.977436 33.6557787)","MULTILINESTRING ((-111.977408 33.655191, -111.977434 33.656078), (-111.9774032 33.6557332, -111.977436 33.6557787))",2.2396142278475172e-05
26715AB,21849,20113,19.37509044832882,"LINESTRING (-111.977169 33.680439, -111.975555 33.684258)",North Tatum Boulevard,736,90045,146,"LINESTRING (-111.9770595 33.6805312, -111.9770342 33.6806271, -111.97692 33.6810662, -111.9768107 33.6814585, -111.9765646 33.6821728, -111.9763603 33.6826703)","MULTILINESTRING ((-111.977169 33.680439, -111.975555 33.684258), (-111.9770595 33.6805312, -111.9770342 33.6806271, -111.97692 33.6810662, -111.9768107 33.6814585, -111.9765646 33.6821728, -111.9763603 33.6826703))",2.3036650611158723e-05
26715AB,21849,20113,19.37509044832882,"LINESTRING (-111.977169 33.680439, -111.975555 33.684258)",North Tatum Boulevard,4035,146,288,"LINESTRING (-111.9763603 33.6826703, -111.9762316 33.6829529)","MULTILINESTRING ((-111.977169 33.680439, -111.975555 33.684258), (-111.9763603 33.6826703, -111.9762316 33.6829529))",0.00012042901290160902
26715AB,21849,20113,19.37509044832882,"LINESTRING (-111.977169 33.680439, -111.975555 33.684258)",North Tatum Boulevard,3482,288,2988,"LINESTRING (-111.9762316 33.6829529, -111.9759386 33.6835424, -111.975821 33.6837664)","MULTILINESTRING ((-111.977169 33.680439, -111.975555 33.684258), (-111.9762316 33.6829529, -111.9759386 33.6835424, -111.975821 33.6837664))",0.0001013452412138113
26715AB,21849,20113,19.37509044832882,"LINESTRING (-111.977169 33.680439, -111.975555 33.684258)",North Tatum Boulevard,3501,2988,287,"LINESTRING (-111.975821 33.6837664, -111.9757947 33.6838166, -111.975571 33.68417, -111.97553 33.6842357)","MULTILINESTRING ((-111.977169 33.680439, -111.975555 33.684258), (-111.975821 33.6837664, -111.9757947 33.6838166, -111.975571 33.68417, -111.97553 33.6842357))",3.433607245422747e-05
26780AB,21787,21800,0.12674431333533676,"LINESTRING (-111.960053 33.657618, -111.960037 33.663638)",North 56th Street,3681,3061,1745,"LINESTRING (-111.9600447 33.656832, -111.9600421 33.6573438)","MULTILINESTRING ((-111.960053 33.657618, -111.960037 33.663638), (-111.9600447 33.656832, -111.9600421 33.6573438))",0.00027441656291124814
26780AB,21787,21800,0.12674431333533676,"LINESTRING (-111.960053 33.657618, -111.960037 33.663638)",North 56th Street,3692,3063,1746,"LINESTRING (-111.9600433 33.6587017, -111.9600437 33.6591584, -111.9600433 33.6592395)","MULTILINESTRING ((-111.960053 33.657618, -111.960037 33.663638), (-111.9600433 33.6587017, -111.9600437 33.6591584, -111.9600433 33.6592395))",6.394632986156716e-06
26780AB,21787,21800,0.12674431333533676,"LINESTRING (-111.960053 33.657618, -111.960037 33.663638)",North 56th Street,921,1746,3065,"LINESTRING (-111.9600433 33.6592395, -111.9600429 33.6593456, -111.9600425 33.6594291, -111.9600487 33.6614387, -111.9599962 33.6625943, -111.9599934 33.6626511)","MULTILINESTRING ((-111.960053 33.657618, -111.960037 33.663638), (-111.9600433 33.6592395, -111.9600429 33.6593456, -111.9600425 33.6594291, -111.9600487 33.6614387, -111.9599962 33.6625943, -111.9599934 33.6626511))",2.2584386920795013e-06
26780AB,21787,21800,0.12674431333533676,"LINESTRING (-111.960053 33.657618, -111.960037 33.663638)",North 56th Street,3691,3065,1747,"LINESTRING (-111.9599934 33.6626511, -111.9599563 33.6633923, -111.9599541 33.6635042)","MULTILINESTRING ((-111.960053 33.657618, -111.960037 33.663638), (-111.9599934 33.6626511, -111.9599563 33.6633923, -111.9599541 33.6635042))",6.438516689464363e-05
26797AB,21877,21800,274.3253335289167,"LINESTRING (-111.956017 33.663385, -111.960037 33.663638)",East Mayo Boulevard,789,1741,3070,"LINESTRING (-111.9556727 33.6634985, -111.9557986 33.663528, -111.955912 33.6635546, -111.9563775 33.6636318, -111.956933 33.663682, -111.9574583 33.6636983, -111.9589187 33.6636973)","MULTILINESTRING ((-111.956017 33.663385, -111.960037 33.663638), (-111.9556727 33.6634985, -111.9557986 33.663528, -111.955912 33.6635546, -111.9563775 33.6636318, -111.956933 33.663682, -111.9574583 33.6636983, -111.9589187 33.6636973))",0.00018449359121499426
26797AB,21877,21800,274.3253335289167,"LINESTRING (-111.956017 33.663385, -111.960037 33.663638)",East Mayo Boulevard,3671,3070,1748,"LINESTRING (-111.9589187 33.6636973, -111.9598222 33.6636967, -111.9599499 33.663696)","MULTILINESTRING ((-111.956017 33.663385, -111.960037 33.663638), (-111.9589187 33.6636973, -111.9598222 33.6636967, -111.9599499 33.663696))",0.00010969125417994359
26797AB,21877,21800,274.3253335289167,"LINESTRING (-111.956017 33.663385, -111.960037 33.663638)",East Mayo Boulevard,905,1748,1742,"LINESTRING (-111.9599499 33.663696, -111.9601751 33.6636947)","MULTILINESTRING ((-111.956017 33.663385, -111.960037 33.663638), (-111.9599499 33.663696, -111.9601751 33.6636947))",5.74962445104941e-05
26835AB,20020,21907,1.6453410462396505,"LINESTRING (-111.942771 33.656659, -111.942643 33.660368)",North 64th Street,90021,90070,1780,"LINESTRING (-111.9426271 33.6566325, -111.9425839 33.6603668)","MULTILINESTRING ((-111.942771 33.656659, -111.942643 33.660368), (-111.9426271 33.6566325, -111.9425839 33.6603668))",0.0001356882161654276
26835AB,20020,21907,1.6453410462396505,"LINESTRING (-111.942771 33.656659, -111.942643 33.660368)",,814,1780,1781,"LINESTRING (-111.9425839 33.6603668, -111.9424621 33.6606226)","MULTILINESTRING ((-111.942771 33.656659, -111.942643 33.660368), (-111.9425839 33.6603668, -111.9424621 33.6606226))",5.9112181487131895e-05
26896AB,21946,21941,208.86932727543936,"LINESTRING (-112.025744 33.699339, -112.030768 33.691757)",North Cave Creek Road,4377,90083,1577,"LINESTRING (-112.0258934 33.6993322, -112.0259435 33.6992619, -112.0262409 33.6988093)","MULTILINESTRING ((-112.025744 33.699339, -112.030768 33.691757), (-112.0258934 33.6993322, -112.0259435 33.6992619, -112.0262409 33.6988093))",0.00012078423904893763
26896AB,21946,21941,208.86932727543936,"LINESTRING (-112.025744 33.699339, -112.030768 33.691757)",North Cave Creek Road,4386,1577,202,"LINESTRING (-112.0262409 33.6988093, -112.0271322 33.6975407)","MULTILINESTRING ((-112.025744 33.699339, -112.030768 33.691757), (-112.0262409 33.6988093, -112.0271322 33.6975407))",0.00012686008178460065
26896AB,21946,21941,208.86932727543936,"LINESTRING (-112.025744 33.699339, -112.030768 33.691757)",North Cave Creek Road,4387,202,3381,"LINESTRING (-112.0271322 33.6975407, -112.0278846 33.6964556)","MULTILINESTRING ((-112.025744 33.699339, -112.030768 33.691757), (-112.0271322 33.6975407, -112.0278846 33.6964556))",0.00017361041918284893
26896AB,21946,21941,208.86932727543936,"LINESTRING (-112.025744 33.699339, -112.030768 33.691757)",North Cave Creek Road,4382,3381,3380,"LINESTRING (-112.0278846 33.6964556, -112.028159 33.6960598)","MULTILINESTRING ((-112.025744 33.699339, -112.030768 33.691757), (-112.0278846 33.6964556, -112.028159 33.6960598))",0.00019277879975583762
26896AB,21946,21941,208.86932727543936,"LINESTRING (-112.025744 33.699339, -112.030768 33.691757)",North Cave Creek Road,4381,3380,3383,"LINESTRING (-112.028159 33.6960598, -112.0289153 33.6949691)","MULTILINESTRING ((-112.025744 33.699339, -112.030768 33.691757), (-112.028159 33.6960598, -112.0289153 33.6949691))",0.000211922813709113
26896AB,21946,21941,208.86932727543936,"LINESTRING (-112.025744 33.699339, -112.030768 33.691757)",North Cave Creek Road,4385,3383,203,"LINESTRING (-112.0289153 33.6949691, -112.0291539 33.694625)","MULTILINESTRING ((-112.025744 33.699339, -112.030768 33.691757), (-112.0289153 33.6949691, -112.0291539 33.694625))",0.00023110424817010522
26896AB,21946,21941,208.86932727543936,"LINESTRING (-112.025744 33.699339, -112.030768 33.691757)",North Cave Creek Road,655,203,80,"LINESTRING (-112.0291539 33.694625, -112.0299024 33.6935411, -112.0301967 33.6931268, -112.0303877 33.692798, -112.0305561 33.6924937, -112.0307389 33.6921267, -112.0308741 33.6917875, -112.0309271 33.6916367, -112.0309647 33.6915307)","MULTILINESTRING ((-112.025744 33.699339, -112.030768 33.691757), (-112.0291539 33.694625, -112.0299024 33.6935411, -112.0301967 33.6931268, -112.0303877 33.692798, -112.0305561 33.6924937, -112.0307389 33.6921267, -112.0308741 33.6917875, -112.0309271 33.6916367, -112.0309647 33.6915307))",0.0002492285423682843
27025AB,20015,20064,270.2286769736302,"LINESTRING (-111.942783 33.698669, -111.947630 33.698685)",East Pinnacle Peak Road,538,231,3317,"LINESTRING (-111.9426761 33.6987337, -111.9513284 33.6987387, -111.951512 33.6987385, -111.9543716 33.6987347, -111.9553077 33.6987334)","MULTILINESTRING ((-111.942783 33.698669, -111.947630 33.698685), (-111.9426761 33.6987337, -111.9513284 33.6987387, -111.951512 33.6987385, -111.9543716 33.6987347, -111.9553077 33.6987334))",6.344186382034389e-05
28049AB,20019,22549,89.08337517897081,"LINESTRING (-111.929995 33.655104, -111.925333 33.655166)",East Mayo Boulevard,3648,3048,90079,"LINESTRING (-111.9303475 33.6550927, -111.9298636 33.6550909, -111.9297531 33.655092)","MULTILINESTRING ((-111.929995 33.655104, -111.925333 33.655166), (-111.9303475 33.6550927, -111.9298636 33.6550909, -111.9297531 33.655092))",1.2611134082472596e-05
28049AB,20019,22549,89.08337517897081,"LINESTRING (-111.929995 33.655104, -111.925333 33.655166)",East Mayo Boulevard,648,90079,3026,"LINESTRING (-111.9296129 33.6550933, -111.929485 33.6550946, -111.9290918 33.6550939, -111.9281515 33.6550921)","MULTILINESTRING ((-111.929995 33.655104, -111.925333 33.655166), (-111.9296129 33.6550933, -111.929485 33.6550946, -111.9290918 33.6550939, -111.9281515 33.6550921))",1.6044362804557526e-05
28049AB,20019,22549,89.08337517897081,"LINESTRING (-111.929995 33.655104, -111.925333 33.655166)",East Mayo Boulevard,3584,3026,3025,"LINESTRING (-111.9281515 33.6550921, -111.9280603 33.6550919)","MULTILINESTRING ((-111.929995 33.655104, -111.925333 33.655166), (-111.9281515 33.6550921, -111.9280603 33.6550919))",3.674662216745307e-05
28049AB,20019,22549,89.08337517897081,"LINESTRING (-111.929995 33.655104, -111.925333 33.655166)",East Mayo Boulevard,3582,3025,1474,"LINESTRING (-111.9280603 33.6550919, -111.9275217 33.6550909)","MULTILINESTRING ((-111.929995 33.655104, -111.925333 33.655166), (-111.9280603 33.6550919, -111.9275217 33.6550909))",4.383572095670996e-05
28049AB,20019,22549,89.08337517897081,"LINESTRING (-111.929995 33.655104, -111.925333 33.655166)",East Mayo Boulevard,3577,1474,3023,"LINESTRING (-111.9275217 33.6550909, -111.9269834 33.65509, -111.9265073 33.6550892)","MULTILINESTRING ((-111.929995 33.655104, -111.925333 33.655166), (-111.9275217 33.6550909, -111.9269834 33.65509, -111.9265073 33.6550892))",5.084146711886777e-05
28049AB,20019,22549,89.08337517897081,"LINESTRING (-111.929995 33.655104, -111.925333 33.655166)",East Mayo Boulevard,3590,3023,90028,"LINESTRING (-111.9265073 33.6550892, -111.9260576 33.6550886, -111.925608 33.655088, -111.9254548 33.6550886)","MULTILINESTRING ((-111.929995 33.655104, -111.925333 33.655166), (-111.9265073 33.6550892, -111.9260576 33.6550886, -111.925608 33.655088, -111.9254548 33.6550886))",6.47226908903229e-05
28060AB,22613,22549,179.31359767644074,"LINESTRING (-111.925356 33.656764, -111.925333 33.655166)",North Scottsdale Road,4789,3532,3034,"LINESTRING (-111.9254862 33.6569939, -111.9254705 33.6561763, -111.925468 33.6560461)","MULTILINESTRING ((-111.925356 33.656764, -111.925333 33.655166), (-111.9254862 33.6569939, -111.9254705 33.6561763, -111.925468 33.6560461))",0.00012499372577628459
28060AB,22613,22549,179.31359767644074,"LINESTRING (-111.925356 33.656764, -111.925333 33.655166)",North Scottsdale Road,3602,3034,3033,"LINESTRING (-111.925468 33.6560461, -111.925464 33.6558406)","MULTILINESTRING ((-111.925356 33.656764, -111.925333 33.655166), (-111.925468 33.6560461, -111.925464 33.6558406))",0.00012189832125059479
28060AB,22613,22549,179.31359767644074,"LINESTRING (-111.925356 33.656764, -111.925333 33.655166)",North Scottsdale Road,3614,3033,90028,"LINESTRING (-111.925464 33.6558406, -111.925454 33.655366, -111.9254548 33.6553132, -111.9254548 33.6552675)","MULTILINESTRING ((-111.925356 33.656764, -111.925333 33.655166), (-111.925464 33.6558406, -111.925454 33.655366, -111.9254548 33.6553132, -111.9254548 33.6552675))",0.00012102724604991682
28084AB,22593,22606,181.72280396756292,"LINESTRING (-111.925351 33.664597, -111.925412 33.662909)",North Scottsdale Road,392,3045,90081,"LINESTRING (-111.9252724 33.6652969, -111.9252663 33.6647589, -111.9252671 33.664547)","MULTILINESTRING ((-111.925351 33.664597, -111.925412 33.662909), (-111.9252724 33.6652969, -111.9252663 33.6647589, -111.9252671 33.664547))",8.408816902436144e-05
28084AB,22593,22606,181.72280396756292,"LINESTRING (-111.925351 33.664597, -111.925412 33.662909)",North Scottsdale Road,3622,90081,1015,"LINESTRING (-111.9252675 33.6644302, -111.925268 33.6643037, -111.925348 33.6616042)","MULTILINESTRING ((-111.925351 33.664597, -111.925412 33.662909), (-111.9252675 33.6644302, -111.925268 33.6643037, -111.925348 33.6616042))",8.959139502554853e-05
20739BA,18282,18281,87.36710941413673,"LINESTRING (-112.202916 33.638282, -112.195152 33.638579)",West Bell Road,478,90101,2396,"LINESTRING (-112.2028462 33.6382078, -112.2027462 33.6382104, -112.2021127 33.6382368, -112.201635 33.638251, -112.2011287 33.638266, -112.2001543 33.6383053)","MULTILINESTRING ((-112.202916 33.638282, -112.195152 33.638579), (-112.2028462 33.6382078, -112.2027462 33.6382104, -112.2021127 33.6382368, -112.201635 33.638251, -112.2011287 33.638266, -112.2001543 33.6383053))",7.595508481410931e-05
20739BA,18282,18281,87.36710941413673,"LINESTRING (-112.202916 33.638282, -112.195152 33.638579)",West Bell Road,2048,2396,2397,"LINESTRING (-112.2001543 33.6383053, -112.2001186 33.6383067, -112.1998436 33.6383179)","MULTILINESTRING ((-112.202916 33.638282, -112.195152 33.638579), (-112.2001543 33.6383053, -112.2001186 33.6383067, -112.1998436 33.6383179))",8.157032427249855e-05
20739BA,18282,18281,87.36710941413673,"LINESTRING (-112.202916 33.638282, -112.195152 33.638579)",West Bell Road,2081,2399,2407,"LINESTRING (-112.1994107 33.6383325, -112.1987527 33.6383619, -112.1981264 33.6383871, -112.1974812 33.638413)","MULTILINESTRING ((-112.202916 33.638282, -112.195152 33.638579), (-112.1994107 33.6383325, -112.1987527 33.6383619, -112.1981264 33.6383871, -112.1974812 33.638413))",8.108782276982825e-05
20739BA,18282,18281,87.36710941413673,"LINESTRING (-112.202916 33.638282, -112.195152 33.638579)",West Bell Road,2083,2407,2408,"LINESTRING (-112.1974812 33.638413, -112.1972268 33.6384232, -112.197085 33.6384289, -112.197079 33.6384291)","MULTILINESTRING ((-112.202916 33.638282, -112.195152 33.638579), (-112.1974812 33.638413, -112.1972268 33.6384232, -112.197085 33.6384289, -112.197079 33.6384291))",7.683826388864005e-05
20739BA,18282,18281,87.36710941413673,"LINESTRING (-112.202916 33.638282, -112.195152 33.638579)",West Bell Road,2072,2409,2410,"LINESTRING (-112.1969693 33.6384335, -112.1965075 33.638452)","MULTILINESTRING ((-112.202916 33.638282, -112.195152 33.638579), (-112.1969693 33.6384335, -112.1965075 33.638452))",7.544344915539254e-05
20739BA,18282,18281,87.36710941413673,"LINESTRING (-112.202916 33.638282, -112.195152 33.638579)",West Bell Road,2057,2410,2411,"LINESTRING (-112.1965075 33.638452, -112.1961004 33.6384683, -112.1958371 33.6384788)","MULTILINESTRING ((-112.202916 33.638282, -112.195152 33.638579), (-112.1965075 33.638452, -112.1961004 33.6384683, -112.1958371 33.6384788))",7.408202128909473e-05
20739BA,18282,18281,87.36710941413673,"LINESTRING (-112.202916 33.638282, -112.195152 33.638579)",West Bell Road,2086,2411,1291,"LINESTRING (-112.1958371 33.6384788, -112.1953056 33.6385001, -112.1951728 33.6385032)","MULTILINESTRING ((-112.202916 33.638282, -112.195152 33.638579), (-112.1958371 33.6384788, -112.1953056 33.6385001, -112.1951728 33.6385032))",7.297089516133162e-05
21503BA,32840,18263,0.09798171677391565,"LINESTRING (-112.203088 33.684562, -112.203079 33.688941)",North 67th Avenue,2786,1080,1117,"LINESTRING (-112.2029255 33.667396, -112.2029254 33.6675469)","MULTILINESTRING ((-112.203088 33.684562, -112.203079 33.688941), (-112.2029255 33.667396, -112.2029254 33.6675469))",0.01701587690276529
21503BA,32840,18263,0.09798171677391565,"LINESTRING (-112.203088 33.684562, -112.203079 33.688941)",North 59th Avenue,3666,109,1360,"LINESTRING (-112.186652 33.6755342, -112.1866391 33.6763753)","MULTILINESTRING ((-112.203088 33.684562, -112.203079 33.688941), (-112.186652 33.6755342, -112.1866391 33.6763753))",0.019924020647457068
23183BA,18265,19732,359.41428727250184,"LINESTRING (-112.202934 33.660060, -112.203014 33.666573)",North 67th Avenue,2812,90128,2724,"LINESTRING (-112.2029184 33.6601072, -112.20292 33.6601891, -112.2029194 33.661629, -112.2029199 33.6618233, -112.2029208 33.6626331, -112.2029236 33.6631517)","MULTILINESTRING ((-112.202934 33.660060, -112.203014 33.666573), (-112.2029184 33.6601072, -112.20292 33.6601891, -112.2029194 33.661629, -112.2029199 33.6618233, -112.2029208 33.6626331, -112.2029236 33.6631517))",1.55845759470501e-05
23183BA,18265,19732,359.41428727250184,"LINESTRING (-112.202934 33.660060, -112.203014 33.666573)",North 67th Avenue,2801,2724,1509,"LINESTRING (-112.2029236 33.6631517, -112.2029239 33.6632029, -112.2029283 33.6636179, -112.2029289 33.6637033)","MULTILINESTRING ((-112.202934 33.660060, -112.203014 33.666573), (-112.2029236 33.6631517, -112.2029239 33.6632029, -112.2029283 33.6636179, -112.2029289 33.6637033))",4.889281829199904e-05
23183BA,18265,19732,359.41428727250184,"LINESTRING (-112.202934 33.660060, -112.203014 33.666573)",North 67th Avenue,2790,1509,3328,"LINESTRING (-112.2029289 33.6637033, -112.2029294 33.6637787, -112.2029289 33.6646741, -112.2029289 33.6646986, -112.2029303 33.6654342)","MULTILINESTRING ((-112.202934 33.660060, -112.203014 33.666573), (-112.2029289 33.6637033, -112.2029294 33.6637787, -112.2029289 33.6646741, -112.2029289 33.6646986, -112.2029303 33.6654342))",5.270558703646841e-05
23183BA,18265,19732,359.41428727250184,"LINESTRING (-112.202934 33.660060, -112.203014 33.666573)",,3902,3172,2729,"LINESTRING (-112.2029306 33.6660278, -112.2030066 33.6662207, -112.2030054 33.6664583, -112.2030217 33.6665268, -112.2030537 33.6665598, -112.2030971 33.6665784)","MULTILINESTRING ((-112.202934 33.660060, -112.203014 33.666573), (-112.2029306 33.6660278, -112.2030066 33.6662207, -112.2030054 33.6664583, -112.2030217 33.6665268, -112.2030537 33.6665598, -112.2030971 33.6665784))",0.0
23683BA,20081,20072,89.56856488363081,"LINESTRING (-112.074142 33.683784, -112.065637 33.683837)",East Deer Valley Road,1146,1266,2034,"LINESTRING (-112.0742169 33.6836867, -112.0734404 33.683694, -112.072371 33.6837041, -112.0699703 33.6837267, -112.0688726 33.6837374, -112.0683003 33.6837427, -112.0677722 33.6837449, -112.0667411 33.6837422)","MULTILINESTRING ((-112.074142 33.683784, -112.065637 33.683837), (-112.0742169 33.6836867, -112.0734404 33.683694, -112.072371 33.6837041, -112.0699703 33.6837267, -112.0688726 33.6837374, -112.0683003 33.6837427, -112.0677722 33.6837449, -112.0667411 33.6837422))",9.388951939455629e-05
23683BA,20081,20072,89.56856488363081,"LINESTRING (-112.074142 33.683784, -112.065637 33.683837)",East Deer Valley Road,3045,2034,90046,"LINESTRING (-112.0667411 33.6837422, -112.0658861 33.6837484, -112.0657661 33.6837465)","MULTILINESTRING ((-112.074142 33.683784, -112.065637 33.683837), (-112.0667411 33.6837422, -112.0658861 33.6837484, -112.0657661 33.6837465))",8.704601122982215e-05
23701BA,20062,20110,255.44356186854077,"LINESTRING (-111.994804 33.686499, -112.005539 33.684179)",East Deer Valley Road,3462,2994,90080,"LINESTRING (-111.9942435 33.6865497, -111.9946759 33.6865658, -111.9947675 33.6865674)","MULTILINESTRING ((-111.994804 33.686499, -112.005539 33.684179), (-111.9942435 33.6865497, -111.9946759 33.6865658, -111.9947675 33.6865674))",7.752941377965031e-05
