name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_FFTT1,VDF_cap1
North 7th Avenue,2991,436967368,342,343,1,77.13596557,2,72.0,,secondary,4,"LINESTRING (-112.0828702 33.6729895, -112.0828711 33.6736832)",auto,1,0,,
North 7th Avenue,2992,436967368,342,341,1,229.2075307,2,72.0,,secondary,4,"LINESTRING (-112.0828702 33.6729895, -112.0828676 33.6720187, -112.0828724 33.6712468, -112.0828727 33.6709282)",auto,1,0,,
North 7th Avenue,2993,436967368,341,342,1,229.2075307,2,72.0,,secondary,4,"LINESTRING (-112.0828727 33.6709282, -112.0828724 33.6712468, -112.0828676 33.6720187, -112.0828702 33.6729895)",auto,1,0,,
West Deer Valley Road,2994,436967369,2783,2780,1,73.5864496,3,,,secondary,4,"LINESTRING (-112.0871683 33.6838136, -112.0879636 33.6838124)",auto,0,0,,
West Deer Valley Road,2995,436967370,1269,2778,1,272.9167964,3,,,secondary,4,"LINESTRING (-112.0967537 33.683697, -112.0957113 33.6836968, -112.0953603 33.6836957, -112.0939444 33.6836963, -112.0938041 33.6836963)",auto,0,0,,
West Deer Valley Road,2996,436967371,2785,2783,1,37.47329312,4,,,secondary,4,"LINESTRING (-112.0867633 33.6838142, -112.0871683 33.6838136)",auto,0,0,,
West Deer Valley Road,2997,436967372,145,2786,1,86.43851566,3,72.0,,secondary,4,"LINESTRING (-112.0777985 33.6838165, -112.0787327 33.6838146)",auto,0,0,,
West Deer Valley Road,2998,436967373,2781,2784,1,62.97365693,3,72.0,,secondary,4,"LINESTRING (-112.0814907 33.6838131, -112.0821713 33.6838142)",auto,0,0,,
West Deer Valley Road,2999,436967374,2780,383,1,43.41350593,4,,,secondary,4,"LINESTRING (-112.0879636 33.6838124, -112.0884328 33.6838117)",auto,0,0,,
West Deer Valley Road,3000,436967375,2792,145,1,45.70809111,4,72.0,,secondary,4,"LINESTRING (-112.0773045 33.6838165, -112.0777985 33.6838165)",auto,0,0,,
West Deer Valley Road,3001,436967376,2779,2781,1,46.41137982,4,72.0,,secondary,4,"LINESTRING (-112.0809891 33.6838123, -112.0814907 33.6838131)",auto,0,0,,
West Deer Valley Road,3002,436967377,2787,369,1,46.14310034,4,,,secondary,4,"LINESTRING (-112.0900208 33.6838147, -112.0905195 33.6838157)",auto,0,0,,
West Deer Valley Road,3003,436967378,2786,2782,1,51.06552341,4,72.0,,secondary,4,"LINESTRING (-112.0787327 33.6838146, -112.0792846 33.6838135)",auto,0,0,,
West Deer Valley Road,3004,436967379,383,2787,1,146.9324667,3,,,secondary,4,"LINESTRING (-112.0884328 33.6838117, -112.0900208 33.6838147)",auto,0,0,,
West Deer Valley Road,3005,436967380,2791,297,1,45.96719902,4,,,secondary,4,"LINESTRING (-112.0846577 33.6838161, -112.0851545 33.6838166)",auto,0,0,,
West Deer Valley Road,3006,436967381,1279,2795,1,257.3070285,3,,,secondary,4,"LINESTRING (-112.0932816 33.6838321, -112.0940635 33.6838315, -112.0960625 33.6838298)",auto,0,0,,
West Deer Valley Road,3007,436967382,2788,2785,1,53.85976991,3,,,secondary,4,"LINESTRING (-112.0861812 33.6838151, -112.0867633 33.6838142)",auto,0,0,,
West Deer Valley Road,3008,436967383,1885,2803,1,74.6627167,3,72.0,,secondary,4,"LINESTRING (-112.0981553 33.6838153, -112.0989619 33.6838346)",auto,0,0,,
West Deer Valley Road,3009,436967384,297,2789,1,59.01350688,3,,,secondary,4,"LINESTRING (-112.0851545 33.6838166, -112.0857923 33.6838156)",auto,0,0,,
West Deer Valley Road,3010,436967385,2793,1279,1,61.9758366,4,,,secondary,4,"LINESTRING (-112.0926118 33.6838281, -112.0929694 33.6838302, -112.0932816 33.6838321)",auto,0,0,,
West Deer Valley Road,3011,436967386,2794,1056,1,52.0184203,5,,,secondary,4,"LINESTRING (-112.0961912 33.6838297, -112.0967534 33.6838292)",auto,0,0,,
West Deer Valley Road,3012,436967387,369,2793,1,193.5980943,3,,,secondary,4,"LINESTRING (-112.0905195 33.6838157, -112.0926118 33.6838281)",auto,0,0,,
West Deer Valley Road,3013,436967388,2790,1885,1,23.39082899,4,72.0,,secondary,4,"LINESTRING (-112.0979025 33.683816, -112.0981553 33.6838153)",auto,0,0,,
West Deer Valley Road,3014,436967389,2778,1090,1,48.33591261,4,,,secondary,4,"LINESTRING (-112.0938041 33.6836963, -112.0932817 33.6836962)",auto,0,0,,
West Deer Valley Road,3015,436967390,2789,2788,1,35.98359937,4,,,secondary,4,"LINESTRING (-112.0857923 33.6838156, -112.0861812 33.6838151)",auto,0,0,,
West Deer Valley Road,3016,436967391,2795,2794,1,11.90816394,4,,,secondary,4,"LINESTRING (-112.0960625 33.6838298, -112.0961912 33.6838297)",auto,0,0,,
West Deer Valley Road,3017,436967392,1056,2790,1,106.334108,3,72.0,,secondary,4,"LINESTRING (-112.0967534 33.6838292, -112.0969103 33.6838293, -112.0979025 33.683816)",auto,0,0,,
West Deer Valley Road,3018,436967393,2777,1269,1,41.39049054,4,,,secondary,4,"LINESTRING (-112.097201 33.6836957, -112.0968956 33.6836987, -112.0967537 33.683697)",auto,0,0,,
West Deer Valley Road,3019,436967394,2784,90063,1,70.28325971,4,72.0,,secondary,4,"LINESTRING (-112.0821713 33.6838142, -112.082764 33.6838152, -112.0829309 33.683815)",auto,0,0,,
West Deer Valley Road,3020,436967395,2776,90063,1,64.55595468,4,,,secondary,4,"LINESTRING (-112.0836224 33.6836833, -112.0830852 33.683683, -112.0829247 33.6836825)",auto,0,0,,
West Deer Valley Road,3021,436967396,90063,2791,1,159.7749243,3,,,secondary,4,"LINESTRING (-112.0829309 33.683815, -112.0830946 33.6838146, -112.0846577 33.6838161)",auto,0,0,,
West Deer Valley Road,3022,436967397,2782,2779,1,157.7118371,3,72.0,,secondary,4,"LINESTRING (-112.0792846 33.6838135, -112.0803386 33.6838113, -112.0809891 33.6838123)",auto,0,0,,
West Deer Valley Road,3024,436967398,90123,1264,1,137.3993933,3,72.0,,secondary,4,"LINESTRING (-112.099801 33.6836758, -112.0996561 33.6836742, -112.0983161 33.6836846)",auto,0,0,,
West Deer Valley Road,3025,436967398,1264,2777,1,103.1838343,3,72.0,,secondary,4,"LINESTRING (-112.0983161 33.6836846, -112.097201 33.6836957)",auto,0,0,,
West Deer Valley Road,3026,436967399,1090,1267,1,255.5998402,3,,,secondary,4,"LINESTRING (-112.0932817 33.6836962, -112.0921947 33.6836884, -112.0905193 33.6836848)",auto,0,0,,
West Deer Valley Road,3027,436967399,1267,1260,1,193.0224322,3,,,secondary,4,"LINESTRING (-112.0905193 33.6836848, -112.0884332 33.6836758)",auto,0,0,,
West Deer Valley Road,3028,436967399,1260,2772,1,119.030682,3,,,secondary,4,"LINESTRING (-112.0884332 33.6836758, -112.0876787 33.6836777, -112.0871468 33.6836834)",auto,0,0,,
West Deer Valley Road,3029,436967399,2772,2773,1,88.34570322,3,,,secondary,4,"LINESTRING (-112.0871468 33.6836834, -112.0865991 33.6836804, -112.086192 33.6836814)",auto,0,0,,
West Deer Valley Road,3030,436967399,2773,1263,1,96.08935496,3,,,secondary,4,"LINESTRING (-112.086192 33.6836814, -112.0851535 33.683684)",auto,0,0,,
West Deer Valley Road,3031,436967399,1263,2776,1,141.6705348,3,,,secondary,4,"LINESTRING (-112.0851535 33.683684, -112.0841693 33.6836796, -112.0837321 33.6836826, -112.0836224 33.6836833)",auto,0,0,,
,3032,436967400,2788,2773,1,14.90030797,1,,,secondary,4,"LINESTRING (-112.0861812 33.6838151, -112.086192 33.6836814)",auto,1,1,,
,3033,436967400,2773,2788,1,14.90030797,1,,,secondary,4,"LINESTRING (-112.086192 33.6836814, -112.0861812 33.6838151)",auto,1,1,,
,3034,436967401,2783,2772,1,14.61361372,1,,,secondary,4,"LINESTRING (-112.0871683 33.6838136, -112.0871468 33.6836834)",auto,1,1,,
,3035,436967401,2772,2783,1,14.61361372,1,,,secondary,4,"LINESTRING (-112.0871468 33.6836834, -112.0871683 33.6838136)",auto,1,1,,
,3036,436967402,2781,2774,1,14.53322404,1,,,secondary,4,"LINESTRING (-112.0814907 33.6838131, -112.0814911 33.6836824)",auto,1,1,,
,3037,436967402,2774,2781,1,14.53322404,1,,,secondary,4,"LINESTRING (-112.0814911 33.6836824, -112.0814907 33.6838131)",auto,1,1,,
,3038,436967403,2782,2775,1,14.56012056,1,,,secondary,4,"LINESTRING (-112.0792846 33.6838135, -112.0792886 33.6836826)",auto,1,1,,
,3039,436967403,2775,2782,1,14.56012056,1,,,secondary,4,"LINESTRING (-112.0792886 33.6836826, -112.0792846 33.6838135)",auto,1,1,,
West Deer Valley Road,3040,436967605,2809,1266,1,46.439186,4,72.0,,secondary,4,"LINESTRING (-112.0747188 33.683686, -112.0742169 33.6836867)",auto,0,0,,
West Deer Valley Road,3041,436967606,238,2810,1,128.0938795,3,72.0,,secondary,4,"LINESTRING (-112.0742175 33.6838178, -112.0756019 33.6838158)",auto,0,0,,
West Deer Valley Road,3042,436967607,413,2792,1,111.2538644,3,72.0,,secondary,4,"LINESTRING (-112.0761021 33.6838166, -112.0773045 33.6838165)",auto,0,0,,
East Deer Valley Road,3043,436967751,2811,238,1,43.34229938,4,72.0,,secondary,4,"LINESTRING (-112.0737491 33.6838223, -112.0742175 33.6838178)",auto,0,0,,
East Deer Valley Road,3044,436967752,2813,1953,1,33.06544836,4,72.0,,secondary,4,"LINESTRING (-112.0618698 33.6840097, -112.0622269 33.6839983)",auto,0,0,,
East Deer Valley Road,3045,436967753,2034,90046,1,90.21842587,4,72.0,,secondary,4,"LINESTRING (-112.0667411 33.6837422, -112.0658861 33.6837484, -112.0657661 33.6837465)",auto,0,0,,
East Deer Valley Road,3046,436967754,240,2813,1,342.5895599,3,72.0,,secondary,4,"LINESTRING (-112.0581697 33.6841232, -112.059171 33.6840917, -112.0599656 33.6840699, -112.0618698 33.6840097)",auto,0,0,,
East Deer Valley Road,3047,436967755,2812,90046,1,94.53346539,4,72.0,,secondary,4,"LINESTRING (-112.06456 33.6839409, -112.0646869 33.6839377, -112.0654296 33.6839276, -112.0655815 33.6839249)",auto,0,0,,
North 7th Street,3048,436968664,1393,2816,1,25.45365596,3,72.0,,primary,3,"LINESTRING (-112.0657361 33.6694285, -112.0657387 33.6691996)",auto,0,0,,
North 7th Street,3049,436968665,694,2815,1,22.90615489,3,72.0,,primary,3,"LINESTRING (-112.0654576 33.6683485, -112.0654576 33.6685545)",auto,0,0,,
North 7th Street,3051,436968667,2814,694,1,53.18473953,6,72.0,,primary,3,"LINESTRING (-112.0654592 33.6678702, -112.0654576 33.6683485)",auto,0,0,,
North 7th Street,3052,436968668,2825,307,1,12.19159324,1,72.0,,primary,3,"LINESTRING (-112.0656061 33.685986, -112.0655908 33.6860949)",auto,1,0,,
North 7th Street,3053,436968668,307,2825,1,12.19159324,1,72.0,,primary,3,"LINESTRING (-112.0655908 33.6860949, -112.0656061 33.685986)",auto,1,0,,
North 7th Street,3054,436968669,1396,2819,1,156.2848571,2,72.0,,primary,3,"LINESTRING (-112.0656582 33.6783566, -112.0656613 33.6793195, -112.0656615 33.6797621)",auto,1,0,,
North 7th Street,3055,436968669,2819,1396,1,156.2848571,3,72.0,,primary,3,"LINESTRING (-112.0656615 33.6797621, -112.0656613 33.6793195, -112.0656582 33.6783566)",auto,1,0,,
North 7th Street,3056,436968670,1857,2824,1,27.55856916,1,72.0,,primary,3,"LINESTRING (-112.0656576 33.6852942, -112.065642 33.6855417)",auto,1,0,,
North 7th Street,3057,436968670,2824,1857,1,27.55856916,2,72.0,,primary,3,"LINESTRING (-112.065642 33.6855417, -112.0656576 33.6852942)",auto,1,0,,
North 7th Street,3059,436968672,2817,1393,1,56.33222856,6,72.0,,primary,3,"LINESTRING (-112.0657395 33.6699351, -112.0657361 33.6694285)",auto,0,0,,
North 7th Street,3060,436968673,2819,1854,1,47.06974378,4,72.0,,primary,3,"LINESTRING (-112.0656615 33.6797621, -112.0656583 33.6801854)",auto,1,0,,
North 7th Street,3061,436968673,1854,2819,1,47.06974378,3,72.0,,primary,3,"LINESTRING (-112.0656583 33.6801854, -112.0656615 33.6797621)",auto,1,0,,
North 7th Street,3062,436968674,1854,1855,1,50.27232995,3,72.0,,primary,3,"LINESTRING (-112.0656583 33.6801854, -112.0656619 33.6806375)",auto,1,0,,
North 7th Street,3063,436968674,1855,1854,1,50.27232995,3,72.0,,primary,3,"LINESTRING (-112.0656619 33.6806375, -112.0656583 33.6801854)",auto,1,0,,
North 7th Street,3064,436968675,2822,90046,1,93.88399254,4,72.0,,primary,3,"LINESTRING (-112.0655893 33.6829036, -112.0655877 33.683636, -112.0655853 33.6837479)",auto,0,0,,
North 7th Street,3065,436968676,2816,1392,1,96.0101598,5,72.0,,primary,3,"LINESTRING (-112.0657387 33.6691996, -112.0657466 33.6685172, -112.0657487 33.6683362)",auto,0,0,,
North 7th Street,3066,436968677,2818,1396,1,45.38198409,4,72.0,,primary,3,"LINESTRING (-112.0656599 33.6779485, -112.0656609 33.6782693, -112.0656582 33.6783566)",auto,1,0,,
North 7th Street,3067,436968677,1396,2818,1,45.38198409,3,72.0,,primary,3,"LINESTRING (-112.0656582 33.6783566, -112.0656609 33.6782693, -112.0656599 33.6779485)",auto,1,0,,
North 7th Street,3068,436968678,1853,2817,1,107.0187857,3,72.0,,primary,3,"LINESTRING (-112.0656217 33.6708854, -112.0657334 33.670535, -112.0657395 33.6699351)",auto,0,0,,
North 7th Street,3069,436968679,2820,1856,1,48.86080238,4,72.0,,primary,3,"LINESTRING (-112.0657481 33.6822451, -112.0657363 33.6819481, -112.0656468 33.6818269)",auto,0,0,,
North 7th Street,3070,436968680,2815,306,1,98.77449442,5,72.0,,primary,3,"LINESTRING (-112.0654576 33.6685545, -112.0654574 33.6692847, -112.0654578 33.6694428)",auto,0,0,,
North 7th Street,3071,436968681,3215,1853,1,108.2805464,3,72.0,,primary,3,"LINESTRING (-112.0654506 33.6699328, -112.0654627 33.6701998, -112.0654787 33.6705545, -112.0656217 33.6708854)",auto,0,0,,
North 7th Street,3072,436968682,1856,2821,1,78.45146765,2,72.0,,primary,3,"LINESTRING (-112.0656468 33.6818269, -112.0655873 33.6819388, -112.0655767 33.6825219)",auto,0,0,,
North 7th Street,3073,436968683,1857,2823,1,60.20560013,2,72.0,,primary,3,"LINESTRING (-112.0656576 33.6852942, -112.0657421 33.6850622, -112.065761 33.6848587, -112.0657666 33.6847639)",auto,0,0,,
East Beardsley Road,3074,436969259,2835,306,1,103.584791,4,72.0,,secondary,4,"LINESTRING (-112.0643386 33.6694359, -112.0653345 33.6694382, -112.0654578 33.6694428)",auto,0,0,,
East Beardsley Road,3075,436969260,306,1393,1,25.8034715,3,72.0,,secondary,4,"LINESTRING (-112.0654578 33.6694428, -112.0657361 33.6694285)",auto,0,0,,
East Beardsley Road,3076,436969260,1393,717,1,223.2697382,3,72.0,,secondary,4,"LINESTRING (-112.0657361 33.6694285, -112.06589 33.6694246, -112.0665693 33.6694073, -112.0681481 33.6693843)",auto,0,0,,
North 7th Street,3077,436969261,2826,2827,1,12.53216042,4,72.0,,primary,3,"LINESTRING (-112.0655855 33.6555488, -112.0655867 33.6556615)",auto,1,0,,
North 7th Street,3078,436969261,2827,2826,1,12.53216042,2,72.0,,primary,3,"LINESTRING (-112.0655867 33.6556615, -112.0655855 33.6555488)",auto,1,0,,
North 7th Street,3079,436969263,2827,299,1,41.54415781,4,72.0,,primary,3,"LINESTRING (-112.0655867 33.6556615, -112.0655908 33.6560351)",auto,1,0,,
North 7th Street,3080,436969263,299,2827,1,41.54415781,2,72.0,,primary,3,"LINESTRING (-112.0655908 33.6560351, -112.0655867 33.6556615)",auto,1,0,,
North 7th Street,3081,436969265,2828,1851,1,64.22736614,4,72.0,,primary,3,"LINESTRING (-112.0656524 33.6615309, -112.0656532 33.6616438, -112.0656559 33.6620143, -112.0656566 33.6621085)",auto,1,0,,
North 7th Street,3082,436969265,1851,2828,1,64.22736614,2,72.0,,primary,3,"LINESTRING (-112.0656566 33.6621085, -112.0656559 33.6620143, -112.0656532 33.6616438, -112.0656524 33.6615309)",auto,1,0,,
North 7th Street,3083,436969266,1859,2826,1,79.88519331,3,72.0,,primary,3,"LINESTRING (-112.0655785 33.6548304, -112.0655796 33.655013, -112.0655827 33.6552963, -112.0655855 33.6555488)",auto,1,0,,
North 7th Street,3084,436969266,2826,1859,1,79.88519331,4,72.0,,primary,3,"LINESTRING (-112.0655855 33.6555488, -112.0655827 33.6552963, -112.0655796 33.655013, -112.0655785 33.6548304)",auto,1,0,,
North 7th Street,3085,436969267,2830,2814,1,45.04173734,3,72.0,,primary,3,"LINESTRING (-112.06548 33.6674655, -112.0654592 33.6678702)",auto,0,0,,
North 7th Street,3086,436969268,1851,2829,1,62.37033345,3,72.0,,primary,3,"LINESTRING (-112.0656566 33.6621085, -112.0656573 33.662204, -112.06566 33.6625817, -112.0656606 33.6626694)",auto,1,0,,
North 7th Street,3087,436969268,2829,1851,1,62.37033345,3,72.0,,primary,3,"LINESTRING (-112.0656606 33.6626694, -112.06566 33.6625817, -112.0656573 33.662204, -112.0656566 33.6621085)",auto,1,0,,
North 7th Street,3088,436969269,3216,2832,1,21.89936778,2,72.0,,primary,3,"LINESTRING (-112.0657356 33.6678345, -112.0657343 33.6677848, -112.0657305 33.6676376)",auto,0,0,,
North 7th Street,3089,436969269,2832,3207,1,17.8698898,2,72.0,,primary,3,"LINESTRING (-112.0657305 33.6676376, -112.0657286 33.6674769)",auto,0,0,,
North 7th Street,3090,436969269,3207,2831,1,52.01792137,2,72.0,,primary,3,"LINESTRING (-112.0657286 33.6674769, -112.0657165 33.6670092)",auto,0,0,,
North 7th Street,3091,436969270,299,300,1,152.2929459,3,72.0,,primary,3,"LINESTRING (-112.0655908 33.6560351, -112.0656019 33.6565015, -112.0656254 33.6574044)",auto,1,0,,
North 7th Street,3092,436969270,300,299,1,152.2929459,2,72.0,,primary,3,"LINESTRING (-112.0656254 33.6574044, -112.0656019 33.6565015, -112.0655908 33.6560351)",auto,1,0,,
North 7th Street,3093,436969270,300,301,1,149.1537641,3,72.0,,primary,3,"LINESTRING (-112.0656254 33.6574044, -112.0656377 33.6583907, -112.0656421 33.6587457)",auto,1,0,,
North 7th Street,3094,436969270,301,300,1,149.1537641,2,72.0,,primary,3,"LINESTRING (-112.0656421 33.6587457, -112.0656377 33.6583907, -112.0656254 33.6574044)",auto,1,0,,
North 7th Street,3095,436969270,301,302,1,260.9532209,3,72.0,,primary,3,"LINESTRING (-112.0656421 33.6587457, -112.0656442 33.6591146, -112.065647 33.6602095, -112.0656473 33.6603219, -112.0656493 33.6610925)",auto,1,0,,
North 7th Street,3096,436969270,302,301,1,260.9532209,2,72.0,,primary,3,"LINESTRING (-112.0656493 33.6610925, -112.0656473 33.6603219, -112.065647 33.6602095, -112.0656442 33.6591146, -112.0656421 33.6587457)",auto,1,0,,
North 7th Street,3097,436969270,302,2828,1,48.74870013,3,72.0,,primary,3,"LINESTRING (-112.0656493 33.6610925, -112.0656524 33.6615309)",auto,1,0,,
North 7th Street,3098,436969270,2828,302,1,48.74870013,2,72.0,,primary,3,"LINESTRING (-112.0656524 33.6615309, -112.0656493 33.6610925)",auto,1,0,,
North 7th Street,3099,436969271,2829,1391,1,62.3814523,3,72.0,,primary,3,"LINESTRING (-112.0656606 33.6626694, -112.0656646 33.6632304)",auto,1,0,,
North 7th Street,3100,436969271,1391,2829,1,62.3814523,2,72.0,,primary,3,"LINESTRING (-112.0656646 33.6632304, -112.0656606 33.6626694)",auto,1,0,,
North 7th Street,3101,436969271,1391,303,1,78.55984586,3,72.0,,primary,3,"LINESTRING (-112.0656646 33.6632304, -112.065668 33.6639369)",auto,1,0,,
North 7th Street,3102,436969271,303,1391,1,78.55984586,2,72.0,,primary,3,"LINESTRING (-112.065668 33.6639369, -112.0656646 33.6632304)",auto,1,0,,
North 7th Street,3103,436969271,303,304,1,97.82201564,3,72.0,,primary,3,"LINESTRING (-112.065668 33.6639369, -112.0656719 33.6640897, -112.0656719 33.6641701, -112.0656722 33.6648166)",auto,1,0,,
North 7th Street,3104,436969271,304,303,1,97.82201564,2,72.0,,primary,3,"LINESTRING (-112.0656722 33.6648166, -112.0656719 33.6641701, -112.0656719 33.6640897, -112.065668 33.6639369)",auto,1,0,,
North 7th Street,3105,436969271,304,305,1,97.82939572,3,72.0,,primary,3,"LINESTRING (-112.0656722 33.6648166, -112.0656731 33.6653415, -112.0656732 33.6653993, -112.0656733 33.6654788, -112.0656737 33.6656964)",auto,1,0,,
North 7th Street,3106,436969271,305,304,1,97.82939572,2,72.0,,primary,3,"LINESTRING (-112.0656737 33.6656964, -112.0656733 33.6654788, -112.0656732 33.6653993, -112.0656731 33.6653415, -112.0656722 33.6648166)",auto,1,0,,
North 7th Street,3107,436969271,305,1852,1,85.38723046,3,72.0,,primary,3,"LINESTRING (-112.0656737 33.6656964, -112.0656681 33.6658623, -112.065654 33.6662836, -112.0656444 33.6664639)",auto,1,0,,
North 7th Street,3108,436969271,1852,305,1,85.38723046,2,72.0,,primary,3,"LINESTRING (-112.0656444 33.6664639, -112.065654 33.6662836, -112.0656681 33.6658623, -112.0656737 33.6656964)",auto,1,0,,
West Beardsley Road,3109,436969272,81,3621,1,489.3970036,2,,,secondary,4,"LINESTRING (-112.0741965 33.669225, -112.0750037 33.6692157, -112.0761247 33.6692187, -112.0765588 33.6692163, -112.0780103 33.6692079, -112.0787137 33.6692153, -112.0794846 33.669206)",auto,0,0,,
West Beardsley Road,3110,436969273,2833,1392,1,69.49311349,4,72.0,,secondary,4,"LINESTRING (-112.0664991 33.6683129, -112.065853 33.6683337, -112.0657487 33.6683362)",auto,0,0,,
West Beardsley Road,3111,436969274,2834,90037,1,84.53129962,4,,,secondary,4,"LINESTRING (-112.0818856 33.6691901, -112.0825145 33.6691876, -112.0827163 33.6691913, -112.0827989 33.6691883)",auto,0,0,,
West Beardsley Road,3112,436969275,706,722,1,290.5172337,2,72.0,,secondary,4,"LINESTRING (-112.0703658 33.6683906, -112.0688551 33.6683358, -112.0686804 33.6683298, -112.0684059 33.6683203, -112.067526 33.6683094, -112.06723 33.6683346)",auto,0,0,,
East Union Hills Drive,3113,436969768,2840,2839,1,42.20630675,2,,,secondary,4,"LINESTRING (-112.0644392 33.6548319, -112.064306 33.6548319, -112.0639832 33.6548318)",auto,1,0,,
East Union Hills Drive,3114,436969768,2839,2840,1,42.20630675,4,,,secondary,4,"LINESTRING (-112.0639832 33.6548318, -112.064306 33.6548319, -112.0644392 33.6548319)",auto,1,0,,
East Union Hills Drive,3115,436969769,2838,1938,1,45.76051991,2,,,secondary,4,"LINESTRING (-112.0629104 33.6548317, -112.062416 33.6548317)",auto,1,0,,
East Union Hills Drive,3116,436969769,1938,2838,1,45.76051991,3,,,secondary,4,"LINESTRING (-112.062416 33.6548317, -112.0629104 33.6548317)",auto,1,0,,
East Union Hills Drive,3117,436969770,1938,2837,1,30.46073443,2,,,secondary,4,"LINESTRING (-112.062416 33.6548317, -112.0620869 33.6548317)",auto,1,0,,
East Union Hills Drive,3118,436969770,2837,1938,1,30.46073443,4,,,secondary,4,"LINESTRING (-112.0620869 33.6548317, -112.062416 33.6548317)",auto,1,0,,
East Union Hills Drive,3119,436969771,2842,2841,1,20.97357157,4,,,secondary,4,"LINESTRING (-112.064926 33.6548319, -112.0646994 33.6548319)",auto,1,0,,
East Union Hills Drive,3120,436969771,2841,2842,1,20.97357157,5,,,secondary,4,"LINESTRING (-112.0646994 33.6548319, -112.064926 33.6548319)",auto,1,0,,
East Union Hills Drive,3121,436969772,2839,1939,1,39.9498255,3,,,secondary,4,"LINESTRING (-112.0639832 33.6548318, -112.0635517 33.6548233)",auto,1,0,,
East Union Hills Drive,3122,436969772,1939,2839,1,39.9498255,3,,,secondary,4,"LINESTRING (-112.0635517 33.6548233, -112.0639832 33.6548318)",auto,1,0,,
East Union Hills Drive,3123,436969773,1939,2838,1,59.36459626,2,,,secondary,4,"LINESTRING (-112.0635517 33.6548233, -112.0630585 33.6548298, -112.0629104 33.6548317)",auto,1,0,,
East Union Hills Drive,3124,436969773,2838,1939,1,59.36459626,4,,,secondary,4,"LINESTRING (-112.0629104 33.6548317, -112.0630585 33.6548298, -112.0635517 33.6548233)",auto,1,0,,
East Union Hills Drive,3125,436969774,1859,2842,1,60.39459694,4,,,secondary,4,"LINESTRING (-112.0655785 33.6548304, -112.0653659 33.6548319, -112.0650201 33.6548319, -112.064926 33.6548319)",auto,1,0,,
East Union Hills Drive,3126,436969774,2842,1859,1,60.39459694,5,,,secondary,4,"LINESTRING (-112.064926 33.6548319, -112.0650201 33.6548319, -112.0653659 33.6548319, -112.0655785 33.6548304)",auto,1,0,,
East Union Hills Drive,3127,436969775,3484,1859,1,47.93225177,4,,,secondary,4,"LINESTRING (-112.0660963 33.6548241, -112.0657918 33.654829, -112.0655785 33.6548304)",auto,1,0,,
East Union Hills Drive,3128,436969775,1859,3484,1,47.93225177,3,,,secondary,4,"LINESTRING (-112.0655785 33.6548304, -112.0657918 33.654829, -112.0660963 33.6548241)",auto,1,0,,
East Union Hills Drive,3129,436969776,2841,2840,1,24.08350981,4,,,secondary,4,"LINESTRING (-112.0646994 33.6548319, -112.0645803 33.6548319, -112.0644392 33.6548319)",auto,1,0,,
East Union Hills Drive,3130,436969776,2840,2841,1,24.08350981,5,,,secondary,4,"LINESTRING (-112.0644392 33.6548319, -112.0645803 33.6548319, -112.0646994 33.6548319)",auto,1,0,,
East Union Hills Drive,3131,436969777,2843,131,1,55.99742561,3,,,secondary,4,"LINESTRING (-112.0575138 33.6548353, -112.057139 33.654835, -112.0570079 33.6548351, -112.0569088 33.6548352)",auto,1,0,,
East Union Hills Drive,3132,436969777,131,2843,1,55.99742561,2,,,secondary,4,"LINESTRING (-112.0569088 33.6548352, -112.0570079 33.6548351, -112.057139 33.654835, -112.0575138 33.6548353)",auto,1,0,,
East Union Hills Drive,3133,436969778,131,2844,1,59.07611475,2,,,secondary,4,"LINESTRING (-112.0569088 33.6548352, -112.056786 33.6548353, -112.0563188 33.6548416, -112.0562706 33.6548419)",auto,1,0,,
East Union Hills Drive,3134,436969778,2844,131,1,59.07611475,3,,,secondary,4,"LINESTRING (-112.0562706 33.6548419, -112.0563188 33.6548416, -112.056786 33.6548353, -112.0569088 33.6548352)",auto,1,0,,
East Union Hills Drive,3135,436969779,2837,422,1,43.52987968,2,,,secondary,4,"LINESTRING (-112.0620869 33.6548317, -112.061955 33.6548317, -112.0616166 33.6548317)",auto,1,0,,
East Union Hills Drive,3136,436969779,422,2837,1,43.52987968,2,,,secondary,4,"LINESTRING (-112.0616166 33.6548317, -112.061955 33.6548317, -112.0620869 33.6548317)",auto,1,0,,
East Union Hills Drive,3137,436969779,422,264,1,34.02422163,2,,,secondary,4,"LINESTRING (-112.0616166 33.6548317, -112.061249 33.654832)",auto,1,0,,
East Union Hills Drive,3138,436969779,264,422,1,34.02422163,2,,,secondary,4,"LINESTRING (-112.061249 33.654832, -112.0616166 33.6548317)",auto,1,0,,
East Union Hills Drive,3139,436969779,264,423,1,109.0557925,2,,,secondary,4,"LINESTRING (-112.061249 33.654832, -112.0604741 33.6548325, -112.0600708 33.6548376)",auto,1,0,,
East Union Hills Drive,3140,436969779,423,264,1,109.0557925,2,,,secondary,4,"LINESTRING (-112.0600708 33.6548376, -112.0604741 33.6548325, -112.061249 33.654832)",auto,1,0,,
East Union Hills Drive,3141,436969779,423,2843,1,236.6701279,2,,,secondary,4,"LINESTRING (-112.0600708 33.6548376, -112.0575138 33.6548353)",auto,1,0,,
