name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_FFTT1,VDF_cap1
North 7th Street,867,315264551,1389,3113,1,75.5126396,2,72.0,,primary,3,"LINESTRING (-112.0655942 33.6525572, -112.0655956 33.6531351, -112.0655959 33.6532363)",auto,1,0,,
North 7th Street,868,315264551,3113,1389,1,75.5126396,3,72.0,,primary,3,"LINESTRING (-112.0655959 33.6532363, -112.0655956 33.6531351, -112.0655942 33.6525572)",auto,1,0,,
North 7th Street,869,315264943,90052,2049,1,50.2095272,3,64.0,,primary,3,"LINESTRING (-112.0656309 33.6402168, -112.0656271 33.640098, -112.0656254 33.6397653)",auto,0,0,,
North Cave Creek Road,870,324435510,207,611,1,100.9799107,3,64.0,,primary,3,"LINESTRING (-112.0309285 33.6695625, -112.0308996 33.6694155, -112.0308232 33.6690934, -112.0307229 33.6686707)",auto,0,0,,
North Cave Creek Road,871,324435511,1514,1515,1,80.35411178,3,64.0,,primary,3,"LINESTRING (-112.0307304 33.6695636, -112.0307519 33.669727, -112.030782 33.669926, -112.0308188 33.6701954, -112.0308295 33.6702815)",auto,0,0,,
East Deer Valley Road,872,325824441,3082,90071,1,102.7873388,3,,,secondary,4,"LINESTRING (-111.9612647 33.6761418, -111.9607986 33.676132, -111.9603384 33.6761228, -111.9602504 33.6761382, -111.960162 33.6761655)",auto,0,0,,
East Deer Valley Road,874,325824443,90045,235,1,238.5663276,2,,,secondary,4,"LINESTRING (-111.9772464 33.6805797, -111.9773636 33.6806142, -111.9793522 33.6811471, -111.97971 33.6812062)",auto,0,0,,
East Deer Valley Road,875,325824444,90115,1766,1,142.6141097,2,,,secondary,4,"LINESTRING (-111.9690471 33.6782655, -111.969185 33.6783063, -111.9704911 33.6787138)",auto,0,0,,
East Deer Valley Road,876,325824445,1768,3431,1,63.07647262,2,,,secondary,4,"LINESTRING (-111.9748966 33.6797825, -111.9745316 33.6796902, -111.9742448 33.6796164)",auto,0,0,,
North Tatum Boulevard,877,325824454,90113,3154,1,125.2476122,3,72.0,,primary,3,"LINESTRING (-111.9772778 33.6803993, -111.9772971 33.6802885, -111.9773649 33.6799188, -111.9774388 33.6793905, -111.9774436 33.679282)",auto,0,0,,
North Tatum Boulevard,878,325824454,3154,3359,1,31.26406868,3,72.0,,primary,3,"LINESTRING (-111.9774436 33.679282, -111.977465 33.6790014)",auto,0,0,,
North Tatum Boulevard,879,325824455,90113,90045,1,20.13826103,3,72.0,,primary,3,"LINESTRING (-111.9770963 33.6803527, -111.9770595 33.6805312)",auto,0,0,,
Piestewa Freeway,880,326071950,855,492,1,1150.296272,4,104.0,,motorway,1,"LINESTRING (-112.0040599 33.6355739, -112.0040663 33.6359657, -112.0040395 33.6363365, -112.0040221 33.636587, -112.0039734 33.6368986, -112.003919 33.6371817, -112.0038494 33.637523, -112.0037283 33.6379402, -112.0035966 33.6383298, -112.0030816 33.6398089, -112.002751 33.6407485, -112.0022464 33.6421997, -112.0016478 33.6439119, -112.0012872 33.644946, -112.0010903 33.645585)",auto,0,0,,
Piestewa Freeway,881,326071954,492,868,1,464.4335889,5,104.0,,motorway,1,"LINESTRING (-112.0010903 33.645585, -112.0007845 33.6468944, -112.0006987 33.6475017, -112.0005724 33.6488885, -112.0005088 33.6497274)",auto,0,0,,
,882,326071955,1110,495,1,87.64244751,1,,,motorway,1,"LINESTRING (-112.0044065 33.6363431, -112.0044151 33.63596, -112.0043631 33.6355573)",auto,0,1,,
,883,326071959,1223,1441,1,27.97926152,2,,,motorway,1,"LINESTRING (-112.0030324 33.6405965, -112.0031541 33.6405535, -112.0033027 33.6404847)",auto,0,1,,
,884,326071962,1863,1110,1,285.7273557,1,,,motorway,1,"LINESTRING (-112.0041958 33.6389014, -112.0042268 33.6387599, -112.0043283 33.6380161, -112.0043788 33.6376074, -112.0044106 33.6372303, -112.0044337 33.6369624, -112.0044065 33.6363431)",auto,0,1,,
,885,326071963,854,3271,1,260.0385529,2,,,motorway,1,"LINESTRING (-112.0037002 33.6400569, -112.0037069 33.6399351, -112.0037575 33.6397465, -112.0041979 33.6379996, -112.0042457 33.6377645)",auto,0,1,,
East Bell Road,886,326212404,1220,2432,1,25.20356697,3,64.0,,primary,3,"LINESTRING (-112.0048341 33.6405691, -112.0045619 33.6405737)",auto,0,0,,
East Deer Valley Road,887,326756867,3096,90112,1,87.8703811,4,,,secondary,4,"LINESTRING (-111.9700089 33.6783556, -111.9692352 33.678116, -111.9691195 33.6780787)",auto,0,0,,
North Tatum Boulevard,888,326756869,1129,2023,1,57.99933353,2,72.0,,primary,3,"LINESTRING (-111.9775147 33.6745155, -111.9775156 33.6739939)",auto,0,0,,
Piestewa Freeway,889,326756870,496,1011,1,480.7293102,5,104.0,,motorway,1,"LINESTRING (-112.0013839 33.6456213, -112.0015543 33.6450048, -112.002705 33.6416783, -112.0027822 33.6414585)",auto,0,0,,
Pima Freeway,890,326756871,585,881,1,278.7165041,5,104.0,,motorway,1,"LINESTRING (-111.9844176 33.673068, -111.9874295 33.673061)",auto,0,0,,
,891,326756872,1861,585,1,305.9833314,1,,,motorway,1,"LINESTRING (-111.9811188 33.6732447, -111.9821561 33.6731958, -111.9830144 33.6731592, -111.9837168 33.6731322, -111.9844176 33.673068)",auto,0,1,,
,892,326756873,853,859,1,57.63872404,2,,,motorway,1,"LINESTRING (-112.003266 33.6413921, -112.0032703 33.6412932, -112.003281 33.6412145, -112.0032757 33.641142, -112.0032567 33.6410554, -112.0032257 33.6409877, -112.003175 33.6408893)",auto,0,1,,
East Bell Road,893,326841145,1219,1217,1,54.86597362,5,64.0,,primary,3,"LINESTRING (-112.0039551 33.6405839, -112.0033984 33.6405914, -112.0033625 33.6405919)",auto,0,0,,
East Bell Road,894,326841147,812,851,1,16.27819506,3,64.0,,primary,3,"LINESTRING (-112.0041659 33.6407388, -112.0043417 33.6407356)",auto,0,0,,
East Bell Road,895,326841148,2374,1821,1,50.60097021,4,64.0,,primary,3,"LINESTRING (-112.0054192 33.6407217, -112.0055148 33.6407221, -112.0059658 33.640724)",auto,0,0,,
North 32nd Street,896,326855543,1817,2429,1,9.062386521,3,,,secondary,4,"LINESTRING (-112.0135821 33.650691, -112.0135821 33.6507725)",auto,1,0,,
North 32nd Street,897,326855543,2429,1817,1,9.062386521,3,,,secondary,4,"LINESTRING (-112.0135821 33.6507725, -112.0135821 33.650691)",auto,1,0,,
East Union Hills Drive,898,326920422,1831,3006,1,223.8374366,2,,,secondary,4,"LINESTRING (-112.012577 33.6551259, -112.0121271 33.6551286, -112.0116459 33.6551315, -112.0113191 33.6551335, -112.0109537 33.6551357, -112.0104004 33.6551391, -112.0101587 33.6551406)",auto,1,0,,
East Union Hills Drive,899,326920422,3006,1831,1,223.8374366,3,,,secondary,4,"LINESTRING (-112.0101587 33.6551406, -112.0104004 33.6551391, -112.0109537 33.6551357, -112.0113191 33.6551335, -112.0116459 33.6551315, -112.0121271 33.6551286, -112.012577 33.6551259)",auto,1,0,,
East Union Hills Drive,900,326920423,3007,3008,1,254.7206349,2,,,secondary,4,"LINESTRING (-112.008426 33.6551511, -112.0079926 33.6551537, -112.0073893 33.6551574, -112.0068282 33.6551565, -112.005674 33.6551547)",auto,1,0,,
East Union Hills Drive,901,326920423,3008,3007,1,254.7206349,3,,,secondary,4,"LINESTRING (-112.005674 33.6551547, -112.0068282 33.6551565, -112.0073893 33.6551574, -112.0079926 33.6551537, -112.008426 33.6551511)",auto,1,0,,
East Mayo Boulevard,902,326935803,1740,3625,1,238.4273589,2,,,secondary,4,"LINESTRING (-111.9558551 33.66335, -111.955721 33.6633179, -111.9555922 33.6632871, -111.955519 33.6632673, -111.9549377 33.6630746, -111.9544378 33.6628594, -111.9539462 33.6626147, -111.9535891 33.6623676)",auto,0,0,,
East Mayo Boulevard,903,326935804,3078,3071,1,827.5064648,1,72.0,,secondary,4,"LINESTRING (-111.9706768 33.6680642, -111.9703864 33.6679773, -111.9701359 33.6678946, -111.9698513 33.6677926, -111.9695986 33.6676883, -111.9690989 33.6674701, -111.9685799 33.6672146, -111.9680948 33.666928, -111.9674882 33.6665217, -111.9669167 33.6660819, -111.9659226 33.6652137, -111.9656912 33.6650089, -111.9655383 33.6648777, -111.965362 33.6647332, -111.9652024 33.6646126, -111.9650146 33.6644759, -111.9647297 33.664304, -111.9645426 33.664203, -111.9643427 33.6641059, -111.9639981 33.6639535, -111.9637587 33.6638609, -111.9634943 33.6637818)",auto,1,0,,
East Mayo Boulevard,904,326935804,3071,3078,1,827.5064648,1,72.0,,secondary,4,"LINESTRING (-111.9634943 33.6637818, -111.9637587 33.6638609, -111.9639981 33.6639535, -111.9643427 33.6641059, -111.9645426 33.664203, -111.9647297 33.664304, -111.9650146 33.6644759, -111.9652024 33.6646126, -111.965362 33.6647332, -111.9655383 33.6648777, -111.9656912 33.6650089, -111.9659226 33.6652137, -111.9669167 33.6660819, -111.9674882 33.6665217, -111.9680948 33.666928, -111.9685799 33.6672146, -111.9690989 33.6674701, -111.9695986 33.6676883, -111.9698513 33.6677926, -111.9701359 33.6678946, -111.9703864 33.6679773, -111.9706768 33.6680642)",auto,1,0,,
East Mayo Boulevard,905,326935805,1748,1742,1,20.84234505,2,,,secondary,4,"LINESTRING (-111.9599499 33.663696, -111.9601751 33.6636947)",auto,0,0,,
East Mayo Boulevard,906,326935806,1872,1871,1,19.86458618,1,72.0,,secondary,4,"LINESTRING (-111.9709298 33.668132, -111.970725 33.6680785)",auto,1,0,,
East Mayo Boulevard,907,326935806,1871,1872,1,19.86458618,2,72.0,,secondary,4,"LINESTRING (-111.970725 33.6680785, -111.9709298 33.668132)",auto,1,0,,
East Mayo Boulevard,908,326935807,373,1747,1,20.61051918,2,,,secondary,4,"LINESTRING (-111.9601768 33.6635042, -111.9599541 33.6635042)",auto,0,0,,
East Mayo Boulevard,909,326935808,1742,3069,1,210.0357194,2,,,secondary,4,"LINESTRING (-111.9601751 33.6636947, -111.9603202 33.6636939, -111.9611952 33.6637017, -111.9618825 33.6636972, -111.9624445 33.6636966)",auto,0,0,,
East Union Hills Drive,912,326935810,1864,1868,1,63.00190959,2,,,secondary,4,"LINESTRING (-111.9996728 33.6550858, -111.9989923 33.6550728)",auto,0,0,,
East Union Hills Drive,913,326935811,3010,435,1,64.02173889,3,,,secondary,4,"LINESTRING (-111.9969489 33.6552198, -111.9964246 33.6552303, -111.9962574 33.6552336)",auto,1,0,,
East Union Hills Drive,914,326935811,435,3010,1,64.02173889,2,,,secondary,4,"LINESTRING (-111.9962574 33.6552336, -111.9964246 33.6552303, -111.9969489 33.6552198)",auto,1,0,,
East Union Hills Drive,915,326935812,1866,1865,1,39.39247328,2,,,secondary,4,"LINESTRING (-112.0005396 33.6550877, -112.000114 33.6550872)",auto,0,0,,
East Union Hills Drive,916,326935813,1868,1867,1,37.10740396,2,,,secondary,4,"LINESTRING (-111.9989923 33.6550728, -111.9985923 33.6550953)",auto,0,0,,
East Union Hills Drive,917,326935813,1867,3004,1,39.19900737,2,,,secondary,4,"LINESTRING (-111.9985923 33.6550953, -111.9981693 33.6551126)",auto,0,0,,
North 56th Street,918,326935814,1755,3144,1,158.6312257,3,,,secondary,4,"LINESTRING (-111.959956 33.6724655, -111.959956 33.6727009, -111.9599519 33.6738921)",auto,0,0,,
North 56th Street,919,326935815,1715,1714,1,11.24804212,2,64.0,,secondary,4,"LINESTRING (-111.9601134 33.6560172, -111.9600915 33.6559177)",auto,0,0,,
North 56th Street,920,326935817,1742,373,1,21.1832178,2,64.0,,secondary,4,"LINESTRING (-111.9601751 33.6636947, -111.9601768 33.6635042)",auto,0,0,,
North 56th Street,921,326935818,1746,3065,1,379.4506262,2,64.0,,secondary,4,"LINESTRING (-111.9600433 33.6592395, -111.9600429 33.6593456, -111.9600425 33.6594291, -111.9600487 33.6614387, -111.9599962 33.6625943, -111.9599934 33.6626511)",auto,0,0,,
North Tatum Boulevard,922,326935819,1124,3163,1,137.5868305,2,72.0,,primary,3,"LINESTRING (-111.9774913 33.6598298, -111.9774867 33.6587708, -111.9774148 33.6586028)",auto,0,0,,
North Tatum Boulevard,923,326935820,90050,1424,1,48.28119202,3,72.0,,primary,3,"LINESTRING (-111.9773526 33.6552314, -111.9773546 33.6556656)",auto,0,0,,
North Tatum Boulevard,924,326943418,1437,1512,1,58.55663037,3,72.0,,primary,3,"LINESTRING (-111.9773008 33.6734687, -111.9773033 33.67365, -111.9773026 33.6739953)",auto,0,0,,
Pima Freeway,925,326943419,573,560,1,304.5555815,5,104.0,,motorway,1,"LINESTRING (-111.9907061 33.6726334, -111.9900719 33.6726829, -111.9894976 33.6727194, -111.9887679 33.6727603, -111.9880137 33.6727844, -111.9874218 33.6727959)",auto,0,0,,
Pima Freeway,926,326950280,569,798,1,1774.684952,4,104.0,,motorway,1,"LINESTRING (-111.9887999 33.673055, -111.9895243 33.6730376, -111.9900886 33.6730238, -111.9911023 33.672987, -111.9918573 33.6729097, -111.9924855 33.6728467, -111.9935044 33.6726921, -111.9945595 33.6724998, -111.9952371 33.6723801, -111.9960685 33.6722333, -111.9966066 33.6721615, -111.9973926 33.6720844, -111.9982297 33.6720191, -111.9988116 33.6719953, -111.9995273 33.6719864, -112.0002993 33.6720041, -112.0010977 33.6720451, -112.0016463 33.6720976, -112.0023278 33.6721702, -112.002927 33.672253, -112.0035283 33.67236, -112.0046335 33.6725658, -112.0051576 33.6726487, -112.005514 33.6726999, -112.0059628 33.6727572, -112.0062882 33.6727937, -112.0066131 33.6728275, -112.006897 33.6728511, -112.0071376 33.6728663, -112.0074097 33.6728825, -112.0077845 33.6729048)",auto,0,0,,
East Frank Lloyd Wright Boulevard,927,326998435,1241,2592,1,281.2326216,3,72.0,,secondary,4,"LINESTRING (-111.9212134 33.6373452, -111.9213285 33.6373694, -111.9229179 33.6377018, -111.923322 33.6377863, -111.9239708 33.63792, -111.9241604 33.6379591)",auto,0,0,,
West Union Hills Drive,928,327001323,90084,2713,1,336.4303127,2,64.0,,secondary,4,"LINESTRING (-112.1990357 33.6534946, -112.1989363 33.653525, -112.1984545 33.6537046, -112.1982136 33.6537751, -112.1979571 33.6538529, -112.1976382 33.6539343, -112.1973933 33.6539944, -112.1970817 33.6540591, -112.1967551 33.654111, -112.1963274 33.6541594, -112.1959169 33.654199, -112.1955329 33.6542245)",auto,0,0,,
East Mayo Boulevard,930,327008079,90114,3053,1,125.4616398,2,,,secondary,4,"LINESTRING (-111.9297524 33.6552729, -111.9298631 33.6552732, -111.9302716 33.6552724, -111.9311079 33.6552709)",auto,0,0,,
East Mayo Boulevard,931,327008080,1874,1798,1,23.61301243,2,,,secondary,4,"LINESTRING (-111.9220889 33.6551464, -111.9223402 33.655183)",auto,0,0,,
East Mayo Boulevard,932,327008080,1798,3029,1,80.65546342,2,,,secondary,4,"LINESTRING (-111.9223402 33.655183, -111.9226566 33.6552157, -111.9231351 33.6552652, -111.9232055 33.6552655)",auto,0,0,,
East Union Hills Drive,933,327109132,3011,436,1,109.4952566,2,,,secondary,4,"LINESTRING (-111.9952912 33.6552356, -111.9941082 33.6552349)",auto,1,0,,
East Union Hills Drive,934,327109132,436,3011,1,109.4952566,2,,,secondary,4,"LINESTRING (-111.9941082 33.6552349, -111.9952912 33.6552356)",auto,1,0,,
East Union Hills Drive,935,327109132,436,125,1,107.8131894,2,,,secondary,4,"LINESTRING (-111.9941082 33.6552349, -111.9929434 33.6552283)",auto,1,0,,
East Union Hills Drive,936,327109132,125,436,1,107.8131894,2,,,secondary,4,"LINESTRING (-111.9929434 33.6552283, -111.9941082 33.6552349)",auto,1,0,,
East Union Hills Drive,937,327109132,125,3502,1,8.971555294,2,,,secondary,4,"LINESTRING (-111.9929434 33.6552283, -111.9928465 33.6552263)",auto,1,0,,
East Union Hills Drive,938,327109132,3502,125,1,8.971555294,2,,,secondary,4,"LINESTRING (-111.9928465 33.6552263, -111.9929434 33.6552283)",auto,1,0,,
East Union Hills Drive,939,327109132,3502,953,1,53.15292001,2,,,secondary,4,"LINESTRING (-111.9928465 33.6552263, -111.9922723 33.6552338)",auto,1,0,,
East Union Hills Drive,940,327109132,953,3502,1,53.15292001,2,,,secondary,4,"LINESTRING (-111.9922723 33.6552338, -111.9928465 33.6552263)",auto,1,0,,
East Union Hills Drive,941,327109132,953,437,1,56.06194617,2,,,secondary,4,"LINESTRING (-111.9922723 33.6552338, -111.9916666 33.6552334)",auto,1,0,,
East Union Hills Drive,942,327109132,437,953,1,56.06194617,2,,,secondary,4,"LINESTRING (-111.9916666 33.6552334, -111.9922723 33.6552338)",auto,1,0,,
East Union Hills Drive,943,327109132,437,143,1,113.7251252,2,,,secondary,4,"LINESTRING (-111.9916666 33.6552334, -111.991078 33.6552331, -111.9904379 33.6552327)",auto,1,0,,
East Union Hills Drive,944,327109132,143,437,1,113.7251252,2,,,secondary,4,"LINESTRING (-111.9904379 33.6552327, -111.991078 33.6552331, -111.9916666 33.6552334)",auto,1,0,,
East Union Hills Drive,945,327109132,143,805,1,190.1499198,2,,,secondary,4,"LINESTRING (-111.9904379 33.6552327, -111.9883835 33.6552297)",auto,1,0,,
East Union Hills Drive,946,327109132,805,143,1,190.1499198,2,,,secondary,4,"LINESTRING (-111.9883835 33.6552297, -111.9904379 33.6552327)",auto,1,0,,
East Union Hills Drive,947,327109132,805,274,1,85.61548919,2,,,secondary,4,"LINESTRING (-111.9883835 33.6552297, -111.9874585 33.6552303)",auto,1,0,,
East Union Hills Drive,948,327109132,274,805,1,85.61548919,2,,,secondary,4,"LINESTRING (-111.9874585 33.6552303, -111.9883835 33.6552297)",auto,1,0,,
East Union Hills Drive,949,327109132,274,952,1,107.0794915,2,,,secondary,4,"LINESTRING (-111.9874585 33.6552303, -111.9863016 33.6552302)",auto,1,0,,
East Union Hills Drive,950,327109132,952,274,1,107.0794915,2,,,secondary,4,"LINESTRING (-111.9863016 33.6552302, -111.9874585 33.6552303)",auto,1,0,,
East Union Hills Drive,951,327109132,952,438,1,19.49256157,2,,,secondary,4,"LINESTRING (-111.9863016 33.6552302, -111.986091 33.6552301)",auto,1,0,,
East Union Hills Drive,952,327109132,438,952,1,19.49256157,2,,,secondary,4,"LINESTRING (-111.986091 33.6552301, -111.9863016 33.6552302)",auto,1,0,,
East Union Hills Drive,953,327109132,438,439,1,119.7413575,2,,,secondary,4,"LINESTRING (-111.986091 33.6552301, -111.9847973 33.6552293)",auto,1,0,,
East Union Hills Drive,954,327109132,439,438,1,119.7413575,2,,,secondary,4,"LINESTRING (-111.9847973 33.6552293, -111.986091 33.6552301)",auto,1,0,,
East Union Hills Drive,955,327109132,439,150,1,69.20508453,2,,,secondary,4,"LINESTRING (-111.9847973 33.6552293, -111.9840496 33.6552288)",auto,1,0,,
East Union Hills Drive,956,327109132,150,439,1,69.20508453,2,,,secondary,4,"LINESTRING (-111.9840496 33.6552288, -111.9847973 33.6552293)",auto,1,0,,
East Union Hills Drive,957,327109132,150,349,1,114.4936417,2,,,secondary,4,"LINESTRING (-111.9840496 33.6552288, -111.9828126 33.6552264)",auto,1,0,,
East Union Hills Drive,958,327109132,349,150,1,114.4936417,2,,,secondary,4,"LINESTRING (-111.9828126 33.6552264, -111.9840496 33.6552288)",auto,1,0,,
East Union Hills Drive,959,327109132,349,440,1,60.57877733,2,,,secondary,4,"LINESTRING (-111.9828126 33.6552264, -111.9821581 33.6552271)",auto,1,0,,
East Union Hills Drive,960,327109132,440,349,1,60.57877733,2,,,secondary,4,"LINESTRING (-111.9821581 33.6552271, -111.9828126 33.6552264)",auto,1,0,,
East Union Hills Drive,961,327109132,440,2978,1,325.5609649,2,,,secondary,4,"LINESTRING (-111.9821581 33.6552271, -111.9814171 33.655227, -111.9808449 33.6552269, -111.9802835 33.6552265, -111.9792181 33.6552259, -111.9786407 33.6552256)",auto,1,0,,
East Union Hills Drive,962,327109132,2978,440,1,325.5609649,2,,,secondary,4,"LINESTRING (-111.9786407 33.6552256, -111.9792181 33.6552259, -111.9802835 33.6552265, -111.9808449 33.6552269, -111.9814171 33.655227, -111.9821581 33.6552271)",auto,1,0,,
North 32nd Street,963,327109134,356,3135,1,65.91975826,3,,,secondary,4,"LINESTRING (-112.0135824 33.651828, -112.0135824 33.6519429, -112.0135889 33.6524208)",auto,1,0,,
North 32nd Street,964,327109134,3135,356,1,65.91975826,4,,,secondary,4,"LINESTRING (-112.0135889 33.6524208, -112.0135824 33.6519429, -112.0135824 33.651828)",auto,1,0,,
North Cave Creek Road,965,327182282,206,1532,1,105.1547777,3,72.0,,primary,3,"LINESTRING (-112.0311481 33.6768476, -112.0311476 33.6767255, -112.0311422 33.6763963, -112.0311339 33.675902)",auto,0,0,,
North Cave Creek Road,966,327182283,1094,2942,1,160.3482343,2,72.0,,primary,3,"LINESTRING (-112.031019 33.6786679, -112.0310321 33.6792391, -112.0310398 33.679576, -112.031051 33.6801097)",auto,0,0,,
,967,329061165,1869,860,1,18.87446962,2,,,motorway,1,"LINESTRING (-112.0003164 33.6551525, -112.0001269 33.6552152)",auto,0,1,,
,968,329061166,1869,885,1,21.74517745,2,,,motorway,1,"LINESTRING (-112.0003164 33.6551525, -112.0005354 33.6552233)",auto,0,1,,
East Union Hills Drive,969,329061167,1865,1864,1,40.83662683,2,,,secondary,4,"LINESTRING (-112.000114 33.6550872, -111.9996728 33.6550858)",auto,0,0,,
,970,329061168,1865,1869,1,20.09156017,2,,,motorway,1,"LINESTRING (-112.000114 33.6550872, -112.0003164 33.6551525)",auto,0,1,,
,971,329061169,1865,864,1,36.62979207,2,,,motorway,1,"LINESTRING (-112.000114 33.6550872, -112.0002394 33.6550418, -112.0003341 33.6549747, -112.0004251 33.6548921)",auto,0,1,,
,972,329061170,1870,1864,1,24.25425469,2,,,motorway,1,"LINESTRING (-111.9999202 33.6551577, -111.9996728 33.6550858)",auto,0,1,,
,973,329061171,1870,1865,1,19.57579865,2,,,motorway,1,"LINESTRING (-111.9999202 33.6551577, -112.000114 33.6550872)",auto,0,1,,
East Union Hills Drive,974,329061172,860,885,1,37.82037061,2,,,secondary,4,"LINESTRING (-112.0001269 33.6552152, -112.0005354 33.6552233)",auto,0,0,,
,975,329061173,860,861,1,37.08575569,2,,,motorway,1,"LINESTRING (-112.0001269 33.6552152, -111.9999075 33.65532, -111.9997941 33.6553988)",auto,0,1,,
,976,329061174,860,1870,1,20.17169863,2,,,motorway,1,"LINESTRING (-112.0001269 33.6552152, -111.9999202 33.6551577)",auto,0,1,,
West Deer Valley Road,977,329612325,3209,472,1,288.2329805,2,72.0,,secondary,4,"LINESTRING (-112.1190525 33.6838074, -112.1194727 33.6838084, -112.1195746 33.6838086, -112.119762 33.6838086, -112.1203712 33.6838086, -112.1206458 33.6838091, -112.1209179 33.6838096, -112.1215943 33.6838115, -112.1216935 33.6838131, -112.1221676 33.6838101)",auto,1,0,,
West Deer Valley Road,978,329612325,472,3209,1,288.2329805,2,72.0,,secondary,4,"LINESTRING (-112.1221676 33.6838101, -112.1216935 33.6838131, -112.1215943 33.6838115, -112.1209179 33.6838096, -112.1206458 33.6838091, -112.1203712 33.6838086, -112.119762 33.6838086, -112.1195746 33.6838086, -112.1194727 33.6838084, -112.1190525 33.6838074)",auto,1,0,,
West Deer Valley Road,979,329612325,472,3400,1,24.47407931,2,72.0,,secondary,4,"LINESTRING (-112.1221676 33.6838101, -112.1224321 33.6838119)",auto,1,0,,
West Deer Valley Road,980,329612325,3400,472,1,24.47407931,2,72.0,,secondary,4,"LINESTRING (-112.1224321 33.6838119, -112.1221676 33.6838101)",auto,1,0,,
West Deer Valley Road,981,330351575,1265,3396,1,132.5115127,3,64.0,,secondary,4,"LINESTRING (-112.1107379 33.6836911, -112.1105999 33.6836908, -112.1102552 33.6836972, -112.1099104 33.6837037, -112.1095657 33.6837101, -112.109408 33.6837134, -112.1093061 33.6837156)",auto,0,0,,
North Black Canyon Highway,982,332620567,90067,121,1,616.4684633,2,,,secondary,4,"LINESTRING (-112.1140533 33.6837295, -112.1140621 33.6836116, -112.1140608 33.6835353, -112.1140557 33.6834211, -112.1140369 33.6833013, -112.1140161 33.6832054, -112.1139885 33.6831103, -112.1139075 33.6829216, -112.1138283 33.6827798, -112.1137459 33.6826684, -112.113627 33.6825125, -112.1134929 33.6823502, -112.1133079 33.6821201, -112.11317 33.6818852, -112.1130985 33.6817412, -112.1129962 33.6814821, -112.1129765 33.6813976, -112.1129484 33.6813025, -112.1129034 33.6810868, -112.1128927 33.6808367, -112.112893 33.6805351, -112.1129191 33.6799317, -112.1129211 33.6798863, -112.1129479 33.6794028, -112.1129653 33.6790885, -112.1130262 33.6784098)",auto,0,0,,
North Black Canyon Highway,983,332620567,121,2752,1,164.6025954,2,,,secondary,4,"LINESTRING (-112.1130262 33.6784098, -112.1130652 33.6781558, -112.113294 33.6774416, -112.1133318 33.6772964, -112.113364 33.6771516, -112.1133923 33.6769638)",auto,0,0,,
North Black Canyon Highway,984,332822605,468,1284,1,244.6565876,2,,,secondary,4,"LINESTRING (-112.1112736 33.6851721, -112.1116189 33.6856957, -112.1117476 33.6859955, -112.1118372 33.6862588, -112.111911 33.6865206, -112.1119188 33.6865483, -112.1119334 33.6866011, -112.1119866 33.6867929, -112.1119941 33.6868333, -112.1120554 33.6871639, -112.1120729 33.6872499)",auto,0,0,,
North Black Canyon Highway,985,332822605,1284,469,1,40.72210918,2,,,secondary,4,"LINESTRING (-112.1120729 33.6872499, -112.1121338 33.6876126)",auto,0,0,,
North Black Canyon Highway,986,332822605,469,1287,1,369.6416275,2,,,secondary,4,"LINESTRING (-112.1121338 33.6876126, -112.1122445 33.6885187, -112.1123151 33.6892151, -112.1123773 33.6897319, -112.1124723 33.6905184, -112.1125302 33.6909203)",auto,0,0,,
North Black Canyon Highway,987,332822605,1287,270,1,41.32980805,2,,,secondary,4,"LINESTRING (-112.1125302 33.6909203, -112.1125432 33.6910334, -112.1125631 33.6911423, -112.1125868 33.6912889)",auto,0,0,,
West Deer Valley Road,988,332822702,467,994,1,35.10875553,3,64.0,,secondary,4,"LINESTRING (-112.1107336 33.6838648, -112.1108977 33.6838632, -112.1109774 33.683862, -112.111113 33.68386)",auto,0,0,,
West Deer Valley Road,989,332822702,994,996,1,29.48280468,3,64.0,,secondary,4,"LINESTRING (-112.111113 33.68386, -112.1114316 33.6838643)",auto,0,0,,
West Deer Valley Road,990,332823350,3395,1272,1,112.7499347,3,64.0,,secondary,4,"LINESTRING (-112.1077061 33.6837879, -112.1071899 33.6837868, -112.107031 33.6837834, -112.1067704 33.6837855, -112.1067265 33.6837858, -112.1064876 33.6837853)",auto,1,0,,
West Deer Valley Road,991,332823350,1272,3395,1,112.7499347,3,64.0,,secondary,4,"LINESTRING (-112.1064876 33.6837853, -112.1067265 33.6837858, -112.1067704 33.6837855, -112.107031 33.6837834, -112.1071899 33.6837868, -112.1077061 33.6837879)",auto,1,0,,
West Deer Valley Road,992,332823350,1272,473,1,204.1142397,3,64.0,,secondary,4,"LINESTRING (-112.1064876 33.6837853, -112.1060147 33.6837843, -112.105924 33.6837841, -112.105553 33.6837833, -112.1055014 33.6837832, -112.1052048 33.6837825, -112.1050413 33.6837822, -112.1047391 33.6837815, -112.1042816 33.6837805)",auto,1,0,,
West Deer Valley Road,993,332823350,473,1272,1,204.1142397,3,64.0,,secondary,4,"LINESTRING (-112.1042816 33.6837805, -112.1047391 33.6837815, -112.1050413 33.6837822, -112.1052048 33.6837825, -112.1055014 33.6837832, -112.105553 33.6837833, -112.105924 33.6837841, -112.1060147 33.6837843, -112.1064876 33.6837853)",auto,1,0,,
