,long,lat,order,piece,linkid,group,citycode
89864,-2.219794,53.475480000000005,7,1,100,100.1,manchester
89865,-2.261832,53.475516000000006,1,1,101,101.1,manchester
89866,-2.261531,53.475352,2,1,101,101.1,manchester
89867,-2.261156,53.474901,3,1,101,101.1,manchester
89868,-2.259686,53.473236,4,1,101,101.1,manchester
89869,-2.258742,53.472655,5,1,101,101.1,manchester
89870,-2.25665,53.471554000000005,6,1,101,101.1,manchester
89871,-2.254643,53.471081000000005,7,1,101,101.1,manchester
89872,-2.25165,53.470890000000004,8,1,101,101.1,manchester
89873,-2.2469080000000003,53.470473999999996,9,1,101,101.1,manchester
89874,-2.244687,53.470289,10,1,101,101.1,manchester
89875,-2.243679,53.47034300000001,11,1,101,101.1,manchester
89876,-2.242021,53.470569999999995,12,1,101,101.1,manchester
89877,-2.240197,53.471126,13,1,101,101.1,manchester
89878,-2.239162,53.471455000000006,14,1,101,101.1,manchester
89879,-2.23722,53.471841000000005,15,1,101,101.1,manchester
89880,-2.235482,53.472026,16,1,101,101.1,manchester
89881,-2.2338400000000003,53.472485999999996,17,1,101,101.1,manchester
89882,-2.231673,53.473501,18,1,101,101.1,manchester
89883,-2.230568,53.473896999999994,19,1,101,101.1,manchester
89884,-2.229752,53.474038,20,1,101,101.1,manchester
89885,-2.2286259999999998,53.474025,21,1,101,101.1,manchester
89886,-2.226523,53.473718000000005,22,1,101,101.1,manchester
89887,-2.2252680000000002,53.473558999999995,23,1,101,101.1,manchester
89888,-2.222532,53.473532999999996,24,1,101,101.1,manchester
89889,-2.221931,53.473629,25,1,101,101.1,manchester
89890,-2.221384,53.473820999999994,26,1,101,101.1,manchester
89891,-2.2209950000000003,53.474097,27,1,101,101.1,manchester
89892,-2.2204080000000004,53.474664000000004,28,1,101,101.1,manchester
89893,-2.219738,53.475333,29,1,101,101.1,manchester
89894,-2.232601,53.482119999999995,1,1,102,102.1,manchester
89895,-2.23254,53.482170999999994,2,1,102,102.1,manchester
89896,-2.231603,53.48283000000001,3,1,102,102.1,manchester
89897,-2.2307810000000003,53.483430000000006,4,1,102,102.1,manchester
89898,-2.23362,53.482707999999995,1,1,103,103.1,manchester
89899,-2.232555,53.483454,2,1,103,103.1,manchester
89900,-2.231807,53.484001,3,1,103,103.1,manchester
89901,-2.2284759999999997,53.481009,1,1,104,104.1,manchester
89902,-2.227908,53.481184,2,1,104,104.1,manchester
89903,-2.2270060000000003,53.48145400000001,3,1,104,104.1,manchester
89904,-2.232048,53.477736,1,1,105,105.1,manchester
89905,-2.230445,53.478367000000006,2,1,105,105.1,manchester
89906,-2.228723,53.479053,3,1,105,105.1,manchester
89907,-2.226019,53.480113,4,1,105,105.1,manchester
89908,-2.225517,53.48033100000001,5,1,105,105.1,manchester
89909,-2.224785,53.480642,6,1,105,105.1,manchester
89910,-2.228036,53.476073,1,1,106,106.1,manchester
89911,-2.227821,53.476123,2,1,106,106.1,manchester
89912,-2.227545,53.47623000000001,3,1,106,106.1,manchester
89913,-2.225764,53.476873,4,1,106,106.1,manchester
89914,-2.2242509999999998,53.477430000000005,5,1,106,106.1,manchester
89915,-2.22349,53.477938,6,1,106,106.1,manchester
89916,-2.222575,53.478522,7,1,106,106.1,manchester
89917,-2.222473,53.478597,8,1,106,106.1,manchester
89918,-2.222025,53.478896999999996,9,1,106,106.1,manchester
89919,-2.216021,53.478221999999995,1,1,107,107.1,manchester
89920,-2.217105,53.478519999999996,2,1,107,107.1,manchester
89921,-2.2173380000000003,53.478593000000004,3,1,107,107.1,manchester
89922,-2.2174549999999997,53.478616,4,1,107,107.1,manchester
89923,-2.217519,53.478629000000005,5,1,107,107.1,manchester
89924,-2.215325,53.480897999999996,1,1,108,108.1,manchester
89925,-2.216202,53.480104000000004,2,1,108,108.1,manchester
89926,-2.217221,53.479215,3,1,108,108.1,manchester
89927,-2.217575,53.478916000000005,4,1,108,108.1,manchester
89928,-2.21687,53.482089,1,1,109,109.1,manchester
89929,-2.217701,53.481491000000005,2,1,109,109.1,manchester
89930,-2.218959,53.48090500000001,3,1,109,109.1,manchester
89931,-2.220392,53.480259,4,1,109,109.1,manchester
89932,-2.222004,53.47963299999999,5,1,109,109.1,manchester
89933,-2.222326,53.47953100000001,6,1,109,109.1,manchester
89934,-2.2492900000000002,53.484719999999996,1,1,110,110.1,manchester
89935,-2.249982,53.485114,2,1,110,110.1,manchester
89936,-2.250668,53.485553,3,1,110,110.1,manchester
89937,-2.251999,53.486024,4,1,110,110.1,manchester
89938,-2.2522330000000004,53.486112,5,1,110,110.1,manchester
89939,-2.253318,53.486619999999995,6,1,110,110.1,manchester
89940,-2.2540240000000002,53.484913,1,1,111,111.1,manchester
89941,-2.254059,53.484933,2,1,111,111.1,manchester
89942,-2.254228,53.484962,3,1,111,111.1,manchester
89943,-2.254555,53.484843999999995,4,1,111,111.1,manchester
89944,-2.25485,53.484930000000006,5,1,111,111.1,manchester
89945,-2.254938,53.484997,6,1,111,111.1,manchester
89946,-2.2554,53.48530699999999,7,1,111,111.1,manchester
89947,-2.2565020000000002,53.48474399999999,1,1,112,112.1,manchester
89948,-2.256485,53.484764,2,1,112,112.1,manchester
89949,-2.2557810000000003,53.485393,3,1,112,112.1,manchester
89950,-2.25533,53.48556899999999,1,1,113,113.1,manchester
89951,-2.255979,53.485063000000004,2,1,113,113.1,manchester
89952,-2.256314,53.48475500000001,3,1,113,113.1,manchester
89953,-2.256314,53.48475500000001,1,1,114,114.1,manchester
89954,-2.2564439999999997,53.484638000000004,2,1,114,114.1,manchester
89955,-2.257143,53.483768000000005,3,1,114,114.1,manchester
89956,-2.2572240000000003,53.483562,4,1,114,114.1,manchester
89957,-2.257406,53.483138000000004,1,1,115,115.1,manchester
89958,-2.257427,53.483114,2,1,115,115.1,manchester
89959,-2.257556,53.482852,3,1,115,115.1,manchester
89960,-2.257546,53.482583999999996,4,1,115,115.1,manchester
89961,-2.2575,53.482431999999996,5,1,115,115.1,manchester
89962,-2.257352,53.482236,6,1,115,115.1,manchester
89963,-2.256883,53.481837,7,1,115,115.1,manchester
89964,-2.256797,53.481751,8,1,115,115.1,manchester
89965,-2.256934,53.481595999999996,1,1,116,116.1,manchester
89966,-2.257113,53.48178000000001,2,1,116,116.1,manchester
89967,-2.257591,53.482191,3,1,116,116.1,manchester
89968,-2.257843,53.48250899999999,4,1,116,116.1,manchester
89969,-2.257838,53.48278199999999,5,1,116,116.1,manchester
89970,-2.257723,53.483002,6,1,116,116.1,manchester
89971,-2.257618,53.483165,7,1,116,116.1,manchester
89972,-2.256544,53.48163100000001,1,1,117,117.1,manchester
89973,-2.256159,53.481715,2,1,117,117.1,manchester
89974,-2.255824,53.48184499999999,3,1,117,117.1,manchester
89975,-2.255878,53.481898,4,1,117,117.1,manchester
89976,-2.255892,53.48190699999999,5,1,117,117.1,manchester
89977,-2.257146,53.48340400000001,1,1,118,118.1,manchester
89978,-2.256824,53.483411,2,1,118,118.1,manchester
89979,-2.256022,53.483465,3,1,118,118.1,manchester
89980,-2.2553799999999997,53.483499,4,1,118,118.1,manchester
89981,-2.255172,53.483458999999996,1,1,119,119.1,manchester
89982,-2.255388,53.483447999999996,2,1,119,119.1,manchester
89983,-2.256328,53.483412,3,1,119,119.1,manchester
89984,-2.257006,53.483343999999995,4,1,119,119.1,manchester
89985,-2.255199,53.483655000000006,1,1,120,120.1,manchester
89986,-2.254835,53.483351,2,1,120,120.1,manchester
89987,-2.2541740000000003,53.482724,3,1,120,120.1,manchester
89988,-2.254249,53.482696,1,1,121,121.1,manchester
89989,-2.254298,53.482728,2,1,121,121.1,manchester
89990,-2.2548470000000003,53.483258,3,1,121,121.1,manchester
89991,-2.2525060000000003,53.484035,1,1,122,122.1,manchester
89992,-2.252844,53.48393000000001,2,1,122,122.1,manchester
89993,-2.2530080000000003,53.48390799999999,3,1,122,122.1,manchester
89994,-2.254622,53.483553,4,1,122,122.1,manchester
89995,-2.253973,53.482684,1,1,123,123.1,manchester
89996,-2.253546,53.482836,2,1,123,123.1,manchester
89997,-2.253378,53.482888,3,1,123,123.1,manchester
89998,-2.252798,53.483064,4,1,123,123.1,manchester
89999,-2.252456,53.483177000000005,5,1,123,123.1,manchester
90000,-2.254623,53.482299,1,1,124,124.1,manchester
90001,-2.254512,53.48234300000001,2,1,124,124.1,manchester
90002,-2.254182,53.482457,3,1,124,124.1,manchester
90003,-2.2577119999999997,53.483287,1,1,125,125.1,manchester
90004,-2.257923,53.483288,2,1,125,125.1,manchester
90005,-2.258997,53.483293999999994,3,1,125,125.1,manchester
90006,-2.2589930000000003,53.483383999999994,1,1,126,126.1,manchester
90007,-2.258937,53.483388,2,1,126,126.1,manchester
90008,-2.257756,53.48339,3,1,126,126.1,manchester
90009,-2.258997,53.483293999999994,1,1,127,127.1,manchester
90010,-2.259198,53.483305,2,1,127,127.1,manchester
90011,-2.260391,53.483315000000005,3,1,127,127.1,manchester
90012,-2.261802,53.483277,4,1,127,127.1,manchester
90013,-2.262211,53.483288,5,1,127,127.1,manchester
90014,-2.262655,53.483288,6,1,127,127.1,manchester
90015,-2.262655,53.483329000000005,1,1,128,128.1,manchester
90016,-2.262587,53.483328,2,1,128,128.1,manchester
90017,-2.26212,53.48334499999999,3,1,128,128.1,manchester
90018,-2.261632,53.483354000000006,4,1,128,128.1,manchester
90019,-2.260847,53.483364,5,1,128,128.1,manchester
90020,-2.259147,53.483376,6,1,128,128.1,manchester
90021,-2.2589930000000003,53.483383999999994,7,1,128,128.1,manchester
90022,-2.262988,53.483753,1,1,129,129.1,manchester
90023,-2.2629770000000002,53.48361800000001,2,1,129,129.1,manchester
90024,-2.2629759999999997,53.48343199999999,3,1,129,129.1,manchester
90025,-2.264268,53.483305,1,1,130,130.1,manchester
90026,-2.264217,53.483307999999994,2,1,130,130.1,manchester
90027,-2.263229,53.483315000000005,3,1,130,130.1,manchester
90028,-2.262655,53.483329000000005,4,1,130,130.1,manchester
90029,-2.262655,53.483288,1,1,131,131.1,manchester
90030,-2.26305,53.483252,2,1,131,131.1,manchester
90031,-2.263277,53.483238,3,1,131,131.1,manchester
90032,-2.264022,53.483227,4,1,131,131.1,manchester
90033,-2.264022,53.483227,1,1,132,132.1,manchester
90034,-2.265014,53.483214000000004,2,1,132,132.1,manchester
90035,-2.2651830000000004,53.48321,3,1,132,132.1,manchester
90036,-2.265906,53.48321,4,1,132,132.1,manchester
90037,-2.267016,53.483090000000004,5,1,132,132.1,manchester
90038,-2.2676830000000003,53.483074,6,1,132,132.1,manchester
90039,-2.2683169999999997,53.483098999999996,7,1,132,132.1,manchester
90040,-2.269237,53.483284999999995,8,1,132,132.1,manchester
90041,-2.27008,53.483614,9,1,132,132.1,manchester
90042,-2.270454,53.48374499999999,10,1,132,132.1,manchester
90043,-2.264686,53.485564000000004,1,1,133,133.1,manchester
90044,-2.2647169999999996,53.48465699999999,2,1,133,133.1,manchester
90045,-2.264734,53.484201,3,1,133,133.1,manchester
90046,-2.264774,53.483506999999996,4,1,133,133.1,manchester
90047,-2.264334,53.483226,1,1,134,134.1,manchester
90048,-2.264367,53.482997999999995,2,1,134,134.1,manchester
90049,-2.264374,53.482629,3,1,134,134.1,manchester
90050,-2.264482,53.48235699999999,4,1,134,134.1,manchester
90051,-2.265184,53.48113000000001,5,1,134,134.1,manchester
90052,-2.26545,53.480763,6,1,134,134.1,manchester
90053,-2.266593,53.479812,7,1,134,134.1,manchester
90054,-2.2671759999999996,53.479436,1,1,135,135.1,manchester
90055,-2.266534,53.479943999999996,2,1,135,135.1,manchester
90056,-2.265533,53.480836,3,1,135,135.1,manchester
90057,-2.264991,53.48163100000001,4,1,135,135.1,manchester
90058,-2.264554,53.482437,5,1,135,135.1,manchester
90059,-2.2645169999999997,53.482718000000006,6,1,135,135.1,manchester
90060,-2.2644919999999997,53.48305,7,1,135,135.1,manchester
90061,-2.2645169999999997,53.482629,1,1,136,136.1,manchester
90062,-2.264455,53.482673,2,1,136,136.1,manchester
90063,-2.264457,53.482718000000006,3,1,136,136.1,manchester
90064,-2.264442,53.48305,4,1,136,136.1,manchester
90065,-2.271179,53.48036,1,1,137,137.1,manchester
90066,-2.2694330000000003,53.480065,2,1,137,137.1,manchester
90067,-2.268987,53.479991000000005,3,1,137,137.1,manchester
90068,-2.267786,53.479797,4,1,137,137.1,manchester
90069,-2.2672779999999997,53.479711,5,1,137,137.1,manchester
90070,-2.2672779999999997,53.479711,1,1,138,138.1,manchester
90071,-2.2667669999999998,53.479575,2,1,138,138.1,manchester
90072,-2.266636,53.479518000000006,3,1,138,138.1,manchester
90073,-2.265565,53.479158999999996,4,1,138,138.1,manchester
90074,-2.264707,53.47889,5,1,138,138.1,manchester
90075,-2.2642349999999998,53.478821999999994,6,1,138,138.1,manchester
90076,-2.263446,53.478801000000004,7,1,138,138.1,manchester
90077,-2.2630790000000003,53.47881999999999,8,1,138,138.1,manchester
90078,-2.262474,53.478871,9,1,138,138.1,manchester
90079,-2.262396,53.478903,10,1,138,138.1,manchester
90080,-2.261773,53.478820999999996,1,1,139,139.1,manchester
90081,-2.262294,53.47878000000001,2,1,139,139.1,manchester
90082,-2.26242,53.478767000000005,3,1,139,139.1,manchester
90083,-2.263402,53.478745999999994,4,1,139,139.1,manchester
90084,-2.264206,53.478770999999995,5,1,139,139.1,manchester
90085,-2.2647150000000003,53.478846,6,1,139,139.1,manchester
90086,-2.26582,53.47916,7,1,139,139.1,manchester
90087,-2.26662,53.479468000000004,8,1,139,139.1,manchester
90088,-2.2625830000000002,53.478766,1,1,140,140.1,manchester
90089,-2.263011,53.478774,2,1,140,140.1,manchester
90090,-2.263072,53.478781999999995,3,1,140,140.1,manchester
90091,-2.263155,53.478791,4,1,140,140.1,manchester
90092,-2.263446,53.478801000000004,5,1,140,140.1,manchester
90093,-2.261975,53.48121999999999,1,1,141,141.1,manchester
90094,-2.2621599999999997,53.48113000000001,2,1,141,141.1,manchester
90095,-2.262235,53.481041000000005,3,1,141,141.1,manchester
90096,-2.262218,53.480208999999995,4,1,141,141.1,manchester
90097,-2.262121,53.479791000000006,5,1,141,141.1,manchester
90098,-2.26214,53.479601,6,1,141,141.1,manchester
90099,-2.262194,53.479380000000006,7,1,141,141.1,manchester
90100,-2.262115,53.479108,8,1,141,141.1,manchester
90101,-2.2622970000000002,53.478899,1,1,142,142.1,manchester
90102,-2.2619599999999997,53.478905000000005,2,1,142,142.1,manchester
90103,-2.261702,53.478894999999994,3,1,142,142.1,manchester
90104,-2.261462,53.47885,4,1,142,142.1,manchester
90105,-2.261047,53.478701,5,1,142,142.1,manchester
90106,-2.26079,53.47863,6,1,142,142.1,manchester
90107,-2.260686,53.478614,7,1,142,142.1,manchester
90108,-2.260796,53.478528000000004,1,1,143,143.1,manchester
90109,-2.260823,53.478547999999996,2,1,143,143.1,manchester
90110,-2.2610509999999997,53.47865600000001,3,1,143,143.1,manchester
90111,-2.261344,53.478747999999996,4,1,143,143.1,manchester
90112,-2.261625,53.478816,5,1,143,143.1,manchester
90113,-2.261773,53.478820999999996,6,1,143,143.1,manchester
90114,-2.260438,53.478516000000006,1,1,144,144.1,manchester
90115,-2.260226,53.478621,2,1,144,144.1,manchester
90116,-2.259944,53.478798,3,1,144,144.1,manchester
90117,-2.2593240000000003,53.479261,4,1,144,144.1,manchester
90118,-2.25893,53.479612,5,1,144,144.1,manchester
90119,-2.258641,53.480063,6,1,144,144.1,manchester
90120,-2.258291,53.480812,7,1,144,144.1,manchester
90121,-2.257994,53.481092000000004,8,1,144,144.1,manchester
90122,-2.25768,53.481301,9,1,144,144.1,manchester
90123,-2.257245,53.481502,10,1,144,144.1,manchester
90124,-2.257181,53.481531000000004,11,1,144,144.1,manchester
90125,-2.257994,53.481092000000004,1,1,145,145.1,manchester
90126,-2.257851,53.481124,2,1,145,145.1,manchester
90127,-2.257786,53.481168000000004,3,1,145,145.1,manchester
90128,-2.2574970000000003,53.481339,4,1,145,145.1,manchester
90129,-2.257154,53.481483,5,1,145,145.1,manchester
90130,-2.257103,53.481505000000006,6,1,145,145.1,manchester
90131,-2.256888,53.481483,1,1,146,146.1,manchester
90132,-2.257346,53.481314000000005,2,1,146,146.1,manchester
90133,-2.2577599999999998,53.481103000000004,3,1,146,146.1,manchester
90134,-2.25805,53.48086800000001,4,1,146,146.1,manchester
90135,-2.258251,53.480630000000005,5,1,146,146.1,manchester
90136,-2.258366,53.480396999999996,6,1,146,146.1,manchester
90137,-2.258409,53.480168000000006,7,1,146,146.1,manchester
90138,-2.2587770000000003,53.479436,8,1,146,146.1,manchester
90139,-2.25897,53.479237,9,1,146,146.1,manchester
90140,-2.2593509999999997,53.479034,10,1,146,146.1,manchester
90141,-2.259595,53.478919,11,1,146,146.1,manchester
90142,-2.259746,53.478795,12,1,146,146.1,manchester
90143,-2.260157,53.478530000000006,13,1,146,146.1,manchester
90144,-2.260256,53.478478,14,1,146,146.1,manchester
90145,-2.256852,53.481452000000004,1,1,147,147.1,manchester
90146,-2.257315,53.481291000000006,2,1,147,147.1,manchester
90147,-2.257721,53.481080000000006,3,1,147,147.1,manchester
90148,-2.2580259999999996,53.480826,4,1,147,147.1,manchester
90149,-2.2582400000000002,53.48052,5,1,147,147.1,manchester
90150,-2.258362,53.480176,6,1,147,147.1,manchester
90151,-2.2583900000000003,53.480004,7,1,147,147.1,manchester
90152,-2.258718,53.479448,8,1,147,147.1,manchester
90153,-2.258944,53.47920799999999,9,1,147,147.1,manchester
90154,-2.2595259999999997,53.478911,10,1,147,147.1,manchester
90155,-2.2596279999999997,53.478841,11,1,147,147.1,manchester
90156,-2.259931,53.478613,12,1,147,147.1,manchester
90157,-2.260222,53.478458999999994,13,1,147,147.1,manchester
90158,-2.256194,53.480858,1,1,148,148.1,manchester
90159,-2.256312,53.480982999999995,2,1,148,148.1,manchester
90160,-2.25655,53.48118,3,1,148,148.1,manchester
90161,-2.256724,53.481349,4,1,148,148.1,manchester
90162,-2.260605,53.478266000000005,1,1,149,149.1,manchester
90163,-2.260656,53.478244,2,1,149,149.1,manchester
90164,-2.261125,53.478001,3,1,149,149.1,manchester
90165,-2.261456,53.477759999999996,4,1,149,149.1,manchester
90166,-2.2615849999999997,53.477428,5,1,149,149.1,manchester
90167,-2.261521,53.476911,6,1,149,149.1,manchester
90168,-2.261389,53.476496999999995,7,1,149,149.1,manchester
90169,-2.261389,53.476496999999995,1,1,150,150.1,manchester
90170,-2.261272,53.476164000000004,2,1,150,150.1,manchester
90171,-2.261228,53.47594300000001,3,1,150,150.1,manchester
90172,-2.261333,53.475671999999996,4,1,150,150.1,manchester
90173,-2.261488,53.475497999999995,5,1,150,150.1,manchester
90174,-2.261564,53.475446999999996,6,1,150,150.1,manchester
90175,-2.259139,53.477259,1,1,151,151.1,manchester
90176,-2.2599169999999997,53.476732,2,1,151,151.1,manchester
90177,-2.260217,53.476562,3,1,151,151.1,manchester
90178,-2.2606759999999997,53.476408,4,1,151,151.1,manchester
90179,-2.261113,53.476301,5,1,151,151.1,manchester
90180,-2.261684,53.47551,1,1,152,152.1,manchester
90181,-2.261498,53.475673,2,1,152,152.1,manchester
90182,-2.261384,53.47594399999999,3,1,152,152.1,manchester
90183,-2.261478,53.476199,4,1,152,152.1,manchester
90184,-2.261478,53.476199,1,1,153,153.1,manchester
90185,-2.261581,53.476486,2,1,153,153.1,manchester
90186,-2.261727,53.477306999999996,3,1,153,153.1,manchester
90187,-2.261743,53.477561,4,1,153,153.1,manchester
90188,-2.261572,53.477875,5,1,153,153.1,manchester
90189,-2.261287,53.478072,6,1,153,153.1,manchester
90190,-2.260837,53.47831,7,1,153,153.1,manchester
90191,-2.262859,53.47564200000001,1,1,154,154.1,manchester
90192,-2.2627669999999998,53.475628,2,1,154,154.1,manchester
90193,-2.262111,53.475466000000004,3,1,154,154.1,manchester
90194,-2.262022,53.47543,4,1,154,154.1,manchester
90195,-2.262859,53.475683999999994,1,1,155,155.1,manchester
90196,-2.262747,53.475678,2,1,155,155.1,manchester
90197,-2.262293,53.47565,3,1,155,155.1,manchester
90198,-2.262038,53.475638000000004,4,1,155,155.1,manchester
90199,-2.261679,53.475122,1,1,156,156.1,manchester
90200,-2.2620169999999997,53.475313,2,1,156,156.1,manchester
90201,-2.262124,53.475353000000005,3,1,156,156.1,manchester
90202,-2.262433,53.475466000000004,4,1,156,156.1,manchester
90203,-2.262433,53.475466000000004,1,1,157,157.1,manchester
90204,-2.262741,53.47554,2,1,157,157.1,manchester
90205,-2.2628459999999997,53.475552,3,1,157,157.1,manchester
90206,-2.26375,53.475694999999995,4,1,157,157.1,manchester
90207,-2.264884,53.475874,5,1,157,157.1,manchester
90208,-2.264908,53.476004,1,1,158,158.1,manchester
90209,-2.2646,53.47594399999999,2,1,158,158.1,manchester
90210,-2.263235,53.475735,3,1,158,158.1,manchester
90211,-2.262859,53.475683999999994,4,1,158,158.1,manchester
90212,-2.264884,53.475874,1,1,159,159.1,manchester
90213,-2.26559,53.475977,2,1,159,159.1,manchester
90214,-2.265679,53.475998,3,1,159,159.1,manchester
90215,-2.266866,53.476175,4,1,159,159.1,manchester
90216,-2.26867,53.476471999999994,5,1,159,159.1,manchester
90217,-2.26867,53.476471999999994,1,1,160,160.1,manchester
90218,-2.269278,53.476572999999995,2,1,160,160.1,manchester
90219,-2.269477,53.476614,3,1,160,160.1,manchester
90220,-2.271048,53.47689200000001,4,1,160,160.1,manchester
90221,-2.272354,53.47711700000001,5,1,160,160.1,manchester
90222,-2.272354,53.47711700000001,1,1,161,161.1,manchester
90223,-2.272519,53.477153,2,1,161,161.1,manchester
90224,-2.273878,53.477388,3,1,161,161.1,manchester
90225,-2.27593,53.47773299999999,4,1,161,161.1,manchester
90226,-2.276192,53.477904,1,1,162,162.1,manchester
90227,-2.276018,53.477876,2,1,162,162.1,manchester
90228,-2.272601,53.477266,3,1,162,162.1,manchester
90229,-2.272601,53.477266,1,1,163,163.1,manchester
90230,-2.272402,53.477245999999994,2,1,163,163.1,manchester
90231,-2.269438,53.476726,3,1,163,163.1,manchester
90232,-2.269438,53.476726,1,1,164,164.1,manchester
90233,-2.268514,53.476552000000005,2,1,164,164.1,manchester
90234,-2.266896,53.476312,3,1,164,164.1,manchester
90235,-2.264908,53.476004,4,1,164,164.1,manchester
90236,-2.269107,53.476664,1,1,165,165.1,manchester
90237,-2.269073,53.476763,2,1,165,165.1,manchester
90238,-2.268612,53.477952,3,1,165,165.1,manchester
90239,-2.268457,53.478202,4,1,165,165.1,manchester
90240,-2.267735,53.478951,5,1,165,165.1,manchester
90241,-2.2674689999999997,53.47920500000001,6,1,165,165.1,manchester
90242,-2.2671759999999996,53.479436,7,1,165,165.1,manchester
90243,-2.266593,53.479812,1,1,166,166.1,manchester
90244,-2.26733,53.479211,2,1,166,166.1,manchester
90245,-2.268198,53.478364,3,1,166,166.1,manchester
90246,-2.268425,53.478064,4,1,166,166.1,manchester
90247,-2.268709,53.477486999999996,5,1,166,166.1,manchester
90248,-2.26895,53.476803000000004,6,1,166,166.1,manchester
90249,-2.270616,53.472674,1,1,167,167.1,manchester
90250,-2.270621,53.472767000000005,2,1,167,167.1,manchester
90251,-2.269508,53.474571,3,1,167,167.1,manchester
90252,-2.269304,53.474906000000004,4,1,167,167.1,manchester
90253,-2.269245,53.47509399999999,5,1,167,167.1,manchester
90254,-2.269229,53.475271,6,1,167,167.1,manchester
90255,-2.269157,53.476415,7,1,167,167.1,manchester
90256,-2.276297,53.469280000000005,1,1,168,168.1,manchester
90257,-2.2751490000000003,53.469933,2,1,168,168.1,manchester
90258,-2.273391,53.471008,3,1,168,168.1,manchester
90259,-2.272161,53.471731000000005,4,1,168,168.1,manchester
90260,-2.271045,53.472370999999995,5,1,168,168.1,manchester
90261,-2.2705759999999997,53.472674,6,1,168,168.1,manchester
90262,-2.269324,53.473121,7,1,168,168.1,manchester
90263,-2.26876,53.473354,8,1,168,168.1,manchester
90264,-2.267837,53.473936,9,1,168,168.1,manchester
90265,-2.2670939999999997,53.474481999999995,10,1,168,168.1,manchester
90266,-2.2661130000000003,53.475229000000006,11,1,168,168.1,manchester
90267,-2.265964,53.475342000000005,12,1,168,168.1,manchester
90268,-2.265364,53.475838,13,1,168,168.1,manchester
90269,-2.26681,53.474699,1,1,169,169.1,manchester
90270,-2.266552,53.474959999999996,2,1,169,169.1,manchester
90271,-2.266006,53.47535799999999,3,1,169,169.1,manchester
90272,-2.265516,53.475747,4,1,169,169.1,manchester
90273,-2.2655,53.475838,5,1,169,169.1,manchester
90274,-2.262972,53.477776,1,1,170,170.1,manchester
90275,-2.2634060000000003,53.477368999999996,2,1,170,170.1,manchester
90276,-2.26375,53.47718199999999,3,1,170,170.1,manchester
90277,-2.264248,53.476932,4,1,170,170.1,manchester
90278,-2.264396,53.47676800000001,5,1,170,170.1,manchester
90279,-2.264409,53.47675699999999,6,1,170,170.1,manchester
90280,-2.2648669999999997,53.476114,7,1,170,170.1,manchester
90281,-2.263288,53.477534,1,1,171,171.1,manchester
90282,-2.262966,53.477833999999994,2,1,171,171.1,manchester
90283,-2.262897,53.477918,3,1,171,171.1,manchester
90284,-2.262223,53.478528000000004,4,1,171,171.1,manchester
90285,-2.2621439999999997,53.478628,5,1,171,171.1,manchester
90286,-2.262143,53.478694999999995,6,1,171,171.1,manchester
90287,-2.262895,53.474629,1,1,172,172.1,manchester
90288,-2.262657,53.474819,2,1,172,172.1,manchester
90289,-2.2621700000000002,53.475166,3,1,172,172.1,manchester
90290,-2.219174,53.47557,1,1,173,173.1,manchester
90291,-2.220432,53.47444,2,1,173,173.1,manchester
90292,-2.221277,53.47365500000001,3,1,173,173.1,manchester
90293,-2.222436,53.473411999999996,4,1,173,173.1,manchester
90294,-2.2250959999999997,53.473425,5,1,173,173.1,manchester
90295,-2.227864,53.47378199999999,6,1,173,173.1,manchester
90296,-2.228637,53.473896999999994,7,1,173,173.1,manchester
90297,-2.229731,53.47391,8,1,173,173.1,manchester
90298,-2.2305040000000003,53.47375699999999,9,1,173,173.1,manchester
90299,-2.233701,53.472416,10,1,173,173.1,manchester
90300,-2.23546,53.471918,11,1,173,173.1,manchester
90301,-2.237327,53.471662,12,1,173,173.1,manchester
90302,-2.239097,53.471388,13,1,173,173.1,manchester
90303,-2.242091,53.470487,14,1,173,173.1,manchester
90304,-2.24385,53.47021899999999,15,1,173,173.1,manchester
90305,-2.244741,53.470212,16,1,173,173.1,manchester
90306,-2.248496,53.470538,17,1,173,173.1,manchester
90307,-2.254622,53.47096,18,1,173,173.1,manchester
90308,-2.256655,53.471515000000004,19,1,173,173.1,manchester
90309,-2.259732,53.473112,20,1,173,173.1,manchester
90310,-2.2607049999999997,53.474012,21,1,173,173.1,manchester
90311,-2.261483,53.474928000000006,22,1,173,173.1,manchester
90312,-2.261679,53.475122,23,1,173,173.1,manchester
90313,-2.260678,53.473974,1,1,174,174.1,manchester
90314,-2.260782,53.474213,2,1,174,174.1,manchester
90315,-2.2610650000000003,53.474546999999994,3,1,174,174.1,manchester
90316,-2.261464,53.47509300000001,4,1,174,174.1,manchester
90317,-2.26155,53.47517,5,1,174,174.1,manchester
90318,-2.2381237,53.488026399999995,1,1,175,175.1,manchester
90319,-2.2380197,53.488175,2,1,175,175.1,manchester
90320,-2.237775,53.4885466,3,1,175,175.1,manchester
90321,-2.228213,53.49059570000001,1,1,176,176.1,manchester
90322,-2.230441,53.489027,2,1,176,176.1,manchester
90323,-2.2311741,53.4884924,3,1,176,176.1,manchester
90324,-2.2325635,53.4879402,4,1,176,176.1,manchester
90325,-2.2159928,53.4728691,1,1,177,177.1,manchester
90326,-2.2143137000000004,53.4744049,2,1,177,177.1,manchester
90327,-2.21428,53.474575,3,1,177,177.1,manchester
90328,-2.2142011000000004,53.47508489999999,4,1,177,177.1,manchester
