corridor_id,agent_id,date,utd,trace_id,hh,mm,ss,y_coord,x_coord
Ashton Old Road,95,,89831,3,,None,,53.475227,-2.216392
Fairfield Street,96,,89832,0,,None,,53.475227,-2.216392
Fairfield Street,96,,89833,1,,None,,53.475249,-2.217109
Fairfield Street,96,,89834,2,,None,,53.475368,-2.219071
Fairfield Street,97,,89835,0,,None,,53.475434,-2.2191110000000003
Fairfield Street,97,,89836,1,,None,,53.47543100000001,-2.21904
Fairfield Street,97,,89837,2,,None,,53.475364,-2.217239
Chancellor Lane,98,,89838,0,,None,,53.471024,-2.215747
Chancellor Lane,98,,89839,1,,None,,53.471387,-2.215796
Chancellor Lane,98,,89840,2,,None,,53.471603,-2.215871
Chancellor Lane,98,,89841,3,,None,,53.472007,-2.216087
Chancellor Lane,98,,89842,4,,None,,53.47251800000001,-2.216245
Chancellor Lane,98,,89843,5,,None,,53.47286500000001,-2.216308
Chancellor Lane,98,,89844,6,,None,,53.473907,-2.216435
Chancellor Lane,98,,89845,7,,None,,53.474344,-2.216528
Chancellor Lane,98,,89846,8,,None,,53.475051,-2.2167
Chancellor Lane,98,,89847,9,,None,,53.475264,-2.216871
Ashton Old Road,99,,89848,0,,None,,53.474887,-2.208912
Ashton Old Road,99,,89849,1,,None,,53.474978,-2.210666
Ashton Old Road,99,,89850,2,,None,,53.47503,-2.211817
Ashton Old Road,99,,89851,3,,None,,53.47516,-2.214043
Mancunian Way,100,,89852,0,,None,,53.475333,-2.219738
Mancunian Way,100,,89853,1,,None,,53.475492,-2.219535
Mancunian Way,100,,89854,2,,None,,53.47555600000001,-2.219442
Mancunian Way,100,,89855,3,,None,,53.475913,-2.218882
Mancunian Way,100,,89856,4,,None,,53.476185,-2.2182
Mancunian Way,100,,89857,5,,None,,53.476244,-2.218082
Fairfield Street,101,,89858,0,,None,,53.476218,-2.228095
Fairfield Street,101,,89859,1,,None,,53.476113,-2.226915
Fairfield Street,101,,89860,2,,None,,53.47599,-2.225472
Fairfield Street,101,,89861,3,,None,,53.475749,-2.222859
Fairfield Street,101,,89862,4,,None,,53.475605,-2.221223
Fairfield Street,101,,89863,5,,None,,53.475522,-2.220259
Fairfield Street,101,,89864,6,,None,,53.47548000000001,-2.219794
Mancunian Way,102,,89865,0,,None,,53.475516000000006,-2.261832
Mancunian Way,102,,89866,1,,None,,53.475352,-2.261531
Mancunian Way,102,,89867,2,,None,,53.474901,-2.261156
Mancunian Way,102,,89868,3,,None,,53.473236,-2.259686
Mancunian Way,102,,89869,4,,None,,53.472655,-2.258742
Mancunian Way,102,,89870,5,,None,,53.47155400000001,-2.25665
Mancunian Way,102,,89871,6,,None,,53.47108100000001,-2.254643
Mancunian Way,102,,89872,7,,None,,53.47089,-2.25165
Mancunian Way,102,,89873,8,,None,,53.470474,-2.2469080000000003
Mancunian Way,102,,89874,9,,None,,53.470289,-2.244687
Mancunian Way,102,,89875,10,,None,,53.47034300000001,-2.243679
Mancunian Way,102,,89876,11,,None,,53.47057,-2.242021
Mancunian Way,102,,89877,12,,None,,53.471126,-2.240197
Mancunian Way,102,,89878,13,,None,,53.47145500000001,-2.239162
Mancunian Way,102,,89879,14,,None,,53.47184100000001,-2.23722
Mancunian Way,102,,89880,15,,None,,53.472026,-2.235482
Mancunian Way,102,,89881,16,,None,,53.472486,-2.2338400000000003
Mancunian Way,102,,89882,17,,None,,53.473501,-2.231673
Mancunian Way,102,,89883,18,,None,,53.473897,-2.230568
Mancunian Way,102,,89884,19,,None,,53.474038,-2.229752
Mancunian Way,102,,89885,20,,None,,53.474025,-2.228626
Mancunian Way,102,,89886,21,,None,,53.47371800000001,-2.226523
Mancunian Way,102,,89887,22,,None,,53.473559,-2.225268
Mancunian Way,102,,89888,23,,None,,53.473533,-2.222532
Mancunian Way,102,,89889,24,,None,,53.473629,-2.221931
Mancunian Way,102,,89890,25,,None,,53.473821,-2.221384
Mancunian Way,102,,89891,26,,None,,53.474097,-2.2209950000000003
Mancunian Way,102,,89892,27,,None,,53.474664,-2.2204080000000004
Mancunian Way,102,,89893,28,,None,,53.475333,-2.219738
Newton Street,103,,89894,0,,None,,53.48212,-2.232601
Newton Street,103,,89895,1,,None,,53.482171,-2.23254
Newton Street,103,,89896,2,,None,,53.48283000000001,-2.231603
Newton Street,103,,89897,3,,None,,53.48343000000001,-2.2307810000000003
Lever Street,104,,89898,0,,None,,53.482708,-2.23362
Lever Street,104,,89899,1,,None,,53.483454,-2.232555
Lever Street,104,,89900,2,,None,,53.484001,-2.231807
Laystall Street,105,,89901,0,,None,,53.481009,-2.228476
Laystall Street,105,,89902,1,,None,,53.481184,-2.227908
Laystall Street,105,,89903,2,,None,,53.48145400000001,-2.2270060000000003
Store Street,106,,89904,0,,None,,53.477736,-2.232048
Store Street,106,,89905,1,,None,,53.47836700000001,-2.230445
Store Street,106,,89906,2,,None,,53.479053,-2.228723
Store Street,106,,89907,3,,None,,53.480113,-2.226019
Store Street,106,,89908,4,,None,,53.48033100000001,-2.225517
Store Street,106,,89909,5,,None,,53.480642,-2.224785
Adair Street,107,,89910,0,,None,,53.476073,-2.228036
Adair Street,107,,89911,1,,None,,53.476123,-2.227821
Adair Street,107,,89912,2,,None,,53.47623000000001,-2.227545
Adair Street,107,,89913,3,,None,,53.476873,-2.225764
Adair Street,107,,89914,4,,None,,53.47743000000001,-2.224251
Adair Street,107,,89915,5,,None,,53.477938,-2.22349
Adair Street,107,,89916,6,,None,,53.478522,-2.222575
Adair Street,107,,89917,7,,None,,53.478597,-2.222473
Adair Street,107,,89918,8,,None,,53.478897,-2.222025
Ancoats Grove,108,,89919,0,,None,,53.478222,-2.216021
Ancoats Grove,108,,89920,1,,None,,53.47852,-2.217105
Ancoats Grove,108,,89921,2,,None,,53.478593,-2.2173380000000003
Ancoats Grove,108,,89922,3,,None,,53.478616,-2.217455
Ancoats Grove,108,,89923,4,,None,,53.47862900000001,-2.217519
Every Street,109,,89924,0,,None,,53.480898,-2.215325
Every Street,109,,89925,1,,None,,53.480104,-2.216202
Every Street,109,,89926,2,,None,,53.479215,-2.217221
Every Street,109,,89927,3,,None,,53.47891600000001,-2.217575
Pollard Street,110,,89928,0,,None,,53.482089,-2.21687
Pollard Street,110,,89929,1,,None,,53.48149100000001,-2.217701
Pollard Street,110,,89930,2,,None,,53.48090500000001,-2.218959
Pollard Street,110,,89931,3,,None,,53.480259,-2.220392
Pollard Street,110,,89932,4,,None,,53.47963299999999,-2.222004
Pollard Street,110,,89933,5,,None,,53.47953100000001,-2.222326
Blackfriars Street,111,,89934,0,,None,,53.48472,-2.24929
Blackfriars Street,111,,89935,1,,None,,53.485114,-2.249982
Blackfriars Street,111,,89936,2,,None,,53.485553,-2.250668
Blackfriars Street,111,,89937,3,,None,,53.486024,-2.251999
Blackfriars Street,111,,89938,4,,None,,53.486112,-2.2522330000000004
Blackfriars Street,111,,89939,5,,None,,53.48662,-2.253318
William Street,112,,89940,0,,None,,53.484913,-2.254024
William Street,112,,89941,1,,None,,53.484933,-2.254059
William Street,112,,89942,2,,None,,53.484962,-2.254228
William Street,112,,89943,3,,None,,53.484844,-2.254555
William Street,112,,89944,4,,None,,53.48493000000001,-2.25485
William Street,112,,89945,5,,None,,53.484997,-2.254938
William Street,112,,89946,6,,None,,53.48530699999999,-2.2554
Trinity Way,113,,89947,0,,None,,53.48474399999999,-2.256502
Trinity Way,113,,89948,1,,None,,53.484764,-2.256485
Trinity Way,113,,89949,2,,None,,53.485393,-2.2557810000000003
,114,,89950,0,,None,,53.48556899999999,-2.25533
,114,,89951,1,,None,,53.485063,-2.255979
,114,,89952,2,,None,,53.48475500000001,-2.256314
Trinity Way,115,,89953,0,,None,,53.48475500000001,-2.256314
Trinity Way,115,,89954,1,,None,,53.484638,-2.256444
Trinity Way,115,,89955,2,,None,,53.48376800000001,-2.257143
Trinity Way,115,,89956,3,,None,,53.483562,-2.2572240000000003
Trinity Way,116,,89957,0,,None,,53.483138,-2.257406
Trinity Way,116,,89958,1,,None,,53.483114,-2.257427
Trinity Way,116,,89959,2,,None,,53.482852,-2.257556
Trinity Way,116,,89960,3,,None,,53.482584,-2.257546
Trinity Way,116,,89961,4,,None,,53.482432,-2.2575
Trinity Way,116,,89962,5,,None,,53.482236,-2.257352
Trinity Way,116,,89963,6,,None,,53.481837,-2.256883
Trinity Way,116,,89964,7,,None,,53.481751,-2.256797
Trinity Way,117,,89965,0,,None,,53.481596,-2.256934
Trinity Way,117,,89966,1,,None,,53.48178000000001,-2.257113
Trinity Way,117,,89967,2,,None,,53.482191,-2.257591
Trinity Way,117,,89968,3,,None,,53.48250899999999,-2.257843
Trinity Way,117,,89969,4,,None,,53.48278199999999,-2.257838
Trinity Way,117,,89970,5,,None,,53.483002,-2.257723
Trinity Way,117,,89971,6,,None,,53.483165,-2.257618
Trinity Way,118,,89972,0,,None,,53.48163100000001,-2.256544
Trinity Way,118,,89973,1,,None,,53.481715,-2.256159
Trinity Way,118,,89974,2,,None,,53.48184499999999,-2.255824
Trinity Way,118,,89975,3,,None,,53.481898,-2.255878
Trinity Way,118,,89976,4,,None,,53.48190699999999,-2.255892
Chapel Street,119,,89977,0,,None,,53.48340400000001,-2.257146
Chapel Street,119,,89978,1,,None,,53.483411,-2.256824
Chapel Street,119,,89979,2,,None,,53.483465,-2.256022
Chapel Street,119,,89980,3,,None,,53.483499,-2.25538
Chapel Street,120,,89981,0,,None,,53.483459,-2.255172
Chapel Street,120,,89982,1,,None,,53.483448,-2.255388
Chapel Street,120,,89983,2,,None,,53.483412,-2.256328
Chapel Street,120,,89984,3,,None,,53.483344,-2.257006
New Bailey Street,121,,89985,0,,None,,53.48365500000001,-2.255199
New Bailey Street,121,,89986,1,,None,,53.483351,-2.254835
New Bailey Street,121,,89987,2,,None,,53.482724,-2.2541740000000003
New Bailey Street,122,,89988,0,,None,,53.482696,-2.254249
New Bailey Street,122,,89989,1,,None,,53.482728,-2.254298
New Bailey Street,122,,89990,2,,None,,53.483258,-2.2548470000000003
Chapel Street,123,,89991,0,,None,,53.484035,-2.2525060000000003
Chapel Street,123,,89992,1,,None,,53.48393000000001,-2.252844
Chapel Street,123,,89993,2,,None,,53.48390799999999,-2.2530080000000003
Chapel Street,123,,89994,3,,None,,53.483553,-2.254622
New Bailey Street,124,,89995,0,,None,,53.482684,-2.253973
New Bailey Street,124,,89996,1,,None,,53.482836,-2.253546
New Bailey Street,124,,89997,2,,None,,53.482888,-2.253378
New Bailey Street,124,,89998,3,,None,,53.483064,-2.252798
New Bailey Street,124,,89999,4,,None,,53.48317700000001,-2.252456
New Bailey Street,125,,90000,0,,None,,53.482299,-2.254623
New Bailey Street,125,,90001,1,,None,,53.48234300000001,-2.254512
New Bailey Street,125,,90002,2,,None,,53.482457,-2.254182
Chapel Street,126,,90003,0,,None,,53.483287,-2.257712
Chapel Street,126,,90004,1,,None,,53.483288,-2.257923
Chapel Street,126,,90005,2,,None,,53.483294,-2.258997
Chapel Street,127,,90006,0,,None,,53.483384,-2.2589930000000003
Chapel Street,127,,90007,1,,None,,53.483388,-2.258937
Chapel Street,127,,90008,2,,None,,53.48339,-2.257756
Chapel Street,128,,90009,0,,None,,53.483294,-2.258997
Chapel Street,128,,90010,1,,None,,53.483305,-2.259198
Chapel Street,128,,90011,2,,None,,53.48331500000001,-2.260391
Chapel Street,128,,90012,3,,None,,53.483277,-2.261802
Chapel Street,128,,90013,4,,None,,53.483288,-2.262211
Chapel Street,128,,90014,5,,None,,53.483288,-2.262655
Chapel Street,129,,90015,0,,None,,53.48332900000001,-2.262655
Chapel Street,129,,90016,1,,None,,53.483328,-2.262587
Chapel Street,129,,90017,2,,None,,53.48334499999999,-2.26212
Chapel Street,129,,90018,3,,None,,53.48335400000001,-2.261632
Chapel Street,129,,90019,4,,None,,53.483364,-2.260847
Chapel Street,129,,90020,5,,None,,53.483376,-2.259147
Chapel Street,129,,90021,6,,None,,53.483384,-2.2589930000000003
St Philip's Place,130,,90022,0,,None,,53.483753,-2.262988
St Philip's Place,130,,90023,1,,None,,53.48361800000001,-2.262977
St Philip's Place,130,,90024,2,,None,,53.48343199999999,-2.262976
Chapel Street,131,,90025,0,,None,,53.483305,-2.264268
Chapel Street,131,,90026,1,,None,,53.483308,-2.264217
Chapel Street,131,,90027,2,,None,,53.48331500000001,-2.263229
Chapel Street,131,,90028,3,,None,,53.48332900000001,-2.262655
Chapel Street,132,,90029,0,,None,,53.483288,-2.262655
Chapel Street,132,,90030,1,,None,,53.483252,-2.26305
Chapel Street,132,,90031,2,,None,,53.483238,-2.263277
Chapel Street,132,,90032,3,,None,,53.483227,-2.264022
Crescent,133,,90033,0,,None,,53.483227,-2.264022
Crescent,133,,90034,1,,None,,53.483214,-2.265014
Crescent,133,,90035,2,,None,,53.48321,-2.2651830000000004
Crescent,133,,90036,3,,None,,53.48321,-2.265906
Crescent,133,,90037,4,,None,,53.48309,-2.267016
Crescent,133,,90038,5,,None,,53.483074,-2.2676830000000003
Crescent,133,,90039,6,,None,,53.483099,-2.268317
Crescent,133,,90040,7,,None,,53.483285,-2.269237
Crescent,133,,90041,8,,None,,53.483614,-2.27008
Crescent,133,,90042,9,,None,,53.48374499999999,-2.270454
Adelphi Street,134,,90043,0,,None,,53.485564,-2.264686
Adelphi Street,134,,90044,1,,None,,53.48465699999999,-2.264717
Adelphi Street,134,,90045,2,,None,,53.484201,-2.264734
Adelphi Street,134,,90046,3,,None,,53.483507,-2.264774
Oldfield Road,135,,90047,0,,None,,53.483226,-2.264334
Oldfield Road,135,,90048,1,,None,,53.482998,-2.264367
Oldfield Road,135,,90049,2,,None,,53.482629,-2.264374
Oldfield Road,135,,90050,3,,None,,53.48235699999999,-2.264482
Oldfield Road,135,,90051,4,,None,,53.48113000000001,-2.265184
Oldfield Road,135,,90052,5,,None,,53.480763,-2.26545
Oldfield Road,135,,90053,6,,None,,53.479812,-2.266593
Oldfield Road,136,,90054,0,,None,,53.479436,-2.267176
Oldfield Road,136,,90055,1,,None,,53.479944,-2.266534
Oldfield Road,136,,90056,2,,None,,53.480836,-2.265533
Oldfield Road,136,,90057,3,,None,,53.48163100000001,-2.264991
Oldfield Road,136,,90058,4,,None,,53.482437,-2.264554
Oldfield Road,136,,90059,5,,None,,53.48271800000001,-2.264517
Oldfield Road,136,,90060,6,,None,,53.48305,-2.264492
Oldfield Road,137,,90061,0,,None,,53.482629,-2.264517
Oldfield Road,137,,90062,1,,None,,53.482673,-2.264455
Oldfield Road,137,,90063,2,,None,,53.48271800000001,-2.264457
Oldfield Road,137,,90064,3,,None,,53.48305,-2.264442
Liverpool Street,138,,90065,0,,None,,53.48036,-2.271179
Liverpool Street,138,,90066,1,,None,,53.480065,-2.2694330000000003
Liverpool Street,138,,90067,2,,None,,53.47999100000001,-2.268987
Liverpool Street,138,,90068,3,,None,,53.479797,-2.267786
Liverpool Street,138,,90069,4,,None,,53.479711,-2.267278
Middlewood Street,139,,90070,0,,None,,53.479711,-2.267278
Middlewood Street,139,,90071,1,,None,,53.479575,-2.266767
Middlewood Street,139,,90072,2,,None,,53.47951800000001,-2.266636
Middlewood Street,139,,90073,3,,None,,53.479159,-2.265565
Middlewood Street,139,,90074,4,,None,,53.47889,-2.264707
Middlewood Street,139,,90075,5,,None,,53.478822,-2.264235
Middlewood Street,139,,90076,6,,None,,53.478801,-2.263446
Middlewood Street,139,,90077,7,,None,,53.47881999999999,-2.2630790000000003
Middlewood Street,139,,90078,8,,None,,53.478871,-2.262474
Middlewood Street,139,,90079,9,,None,,53.478903,-2.262396
Middlewood Street,140,,90080,0,,None,,53.478821,-2.261773
Middlewood Street,140,,90081,1,,None,,53.47878000000001,-2.262294
Middlewood Street,140,,90082,2,,None,,53.47876700000001,-2.26242
Middlewood Street,140,,90083,3,,None,,53.478746,-2.263402
Middlewood Street,140,,90084,4,,None,,53.478771,-2.264206
Middlewood Street,140,,90085,5,,None,,53.478846,-2.2647150000000003
Middlewood Street,140,,90086,6,,None,,53.47916,-2.26582
Middlewood Street,140,,90087,7,,None,,53.479468,-2.26662
Middlewood Street,141,,90088,0,,None,,53.478766,-2.262583
Middlewood Street,141,,90089,1,,None,,53.478774,-2.263011
Middlewood Street,141,,90090,2,,None,,53.478782,-2.263072
Middlewood Street,141,,90091,3,,None,,53.478791,-2.263155
Middlewood Street,141,,90092,4,,None,,53.478801,-2.263446
East Ordsall Lane,142,,90093,0,,None,,53.48121999999999,-2.261975
East Ordsall Lane,142,,90094,1,,None,,53.48113000000001,-2.26216
East Ordsall Lane,142,,90095,2,,None,,53.48104100000001,-2.262235
East Ordsall Lane,142,,90096,3,,None,,53.480209,-2.262218
East Ordsall Lane,142,,90097,4,,None,,53.47979100000001,-2.262121
East Ordsall Lane,142,,90098,5,,None,,53.479601,-2.26214
East Ordsall Lane,142,,90099,6,,None,,53.479380000000006,-2.262194
East Ordsall Lane,142,,90100,7,,None,,53.479108,-2.262115
,143,,90101,0,,None,,53.478899,-2.262297
,143,,90102,1,,None,,53.47890500000001,-2.26196
,143,,90103,2,,None,,53.478895,-2.261702
,143,,90104,3,,None,,53.47885,-2.261462
,143,,90105,4,,None,,53.478701,-2.261047
,143,,90106,5,,None,,53.47863,-2.26079
,143,,90107,6,,None,,53.478614,-2.260686
Hampson Street,144,,90108,0,,None,,53.478528,-2.260796
Hampson Street,144,,90109,1,,None,,53.478548,-2.260823
Hampson Street,144,,90110,2,,None,,53.47865600000001,-2.261051
Hampson Street,144,,90111,3,,None,,53.478748,-2.261344
Hampson Street,144,,90112,4,,None,,53.478816,-2.261625
Hampson Street,144,,90113,5,,None,,53.478821,-2.261773
Trinity Way,145,,90114,0,,None,,53.478516000000006,-2.260438
Trinity Way,145,,90115,1,,None,,53.478621,-2.260226
Trinity Way,145,,90116,2,,None,,53.478798,-2.259944
Trinity Way,145,,90117,3,,None,,53.479261,-2.2593240000000003
Trinity Way,145,,90118,4,,None,,53.479612,-2.25893
Trinity Way,145,,90119,5,,None,,53.480063,-2.258641
Trinity Way,145,,90120,6,,None,,53.480812,-2.258291
Trinity Way,145,,90121,7,,None,,53.481092,-2.257994
Trinity Way,145,,90122,8,,None,,53.481301,-2.25768
Trinity Way,145,,90123,9,,None,,53.481502,-2.257245
Trinity Way,145,,90124,10,,None,,53.481531,-2.257181
Trinity Way,146,,90125,0,,None,,53.481092,-2.257994
Trinity Way,146,,90126,1,,None,,53.481124,-2.257851
Trinity Way,146,,90127,2,,None,,53.481168,-2.257786
Trinity Way,146,,90128,3,,None,,53.481339,-2.2574970000000003
Trinity Way,146,,90129,4,,None,,53.481483,-2.257154
Trinity Way,146,,90130,5,,None,,53.48150500000001,-2.257103
Trinity Way,147,,90131,0,,None,,53.481483,-2.256888
Trinity Way,147,,90132,1,,None,,53.48131400000001,-2.257346
Trinity Way,147,,90133,2,,None,,53.481103,-2.25776
Trinity Way,147,,90134,3,,None,,53.48086800000001,-2.25805
Trinity Way,147,,90135,4,,None,,53.48063000000001,-2.258251
Trinity Way,147,,90136,5,,None,,53.480397,-2.258366
Trinity Way,147,,90137,6,,None,,53.480168000000006,-2.258409
Trinity Way,147,,90138,7,,None,,53.479436,-2.2587770000000003
Trinity Way,147,,90139,8,,None,,53.479237,-2.25897
Trinity Way,147,,90140,9,,None,,53.479034,-2.259351
Trinity Way,147,,90141,10,,None,,53.478919,-2.259595
Trinity Way,147,,90142,11,,None,,53.478795,-2.259746
Trinity Way,147,,90143,12,,None,,53.478530000000006,-2.260157
Trinity Way,147,,90144,13,,None,,53.478478,-2.260256
Trinity Way,148,,90145,0,,None,,53.481452,-2.256852
Trinity Way,148,,90146,1,,None,,53.48129100000001,-2.257315
Trinity Way,148,,90147,2,,None,,53.48108000000001,-2.257721
Trinity Way,148,,90148,3,,None,,53.480826,-2.258026
Trinity Way,148,,90149,4,,None,,53.48052,-2.25824
Trinity Way,148,,90150,5,,None,,53.480176,-2.258362
Trinity Way,148,,90151,6,,None,,53.480004,-2.2583900000000003
Trinity Way,148,,90152,7,,None,,53.479448,-2.258718
Trinity Way,148,,90153,8,,None,,53.47920799999999,-2.258944
Trinity Way,148,,90154,9,,None,,53.478911,-2.259526
Trinity Way,148,,90155,10,,None,,53.478841,-2.259628
Trinity Way,148,,90156,11,,None,,53.478613,-2.259931
Trinity Way,148,,90157,12,,None,,53.478459,-2.260222
New Quay Street,149,,90158,0,,None,,53.480858,-2.256194
New Quay Street,149,,90159,1,,None,,53.480983,-2.256312
New Quay Street,149,,90160,2,,None,,53.48118,-2.25655
New Quay Street,149,,90161,3,,None,,53.481349,-2.256724
Trinity Way,150,,90162,0,,None,,53.47826600000001,-2.260605
Trinity Way,150,,90163,1,,None,,53.478244,-2.260656
Trinity Way,150,,90164,2,,None,,53.478001,-2.261125
Trinity Way,150,,90165,3,,None,,53.47776,-2.261456
Trinity Way,150,,90166,4,,None,,53.477428,-2.261585
Trinity Way,150,,90167,5,,None,,53.476911,-2.261521
Trinity Way,150,,90168,6,,None,,53.476497,-2.261389
Trinity Way,151,,90169,0,,None,,53.476497,-2.261389
Trinity Way,151,,90170,1,,None,,53.476164,-2.261272
Trinity Way,151,,90171,2,,None,,53.47594300000001,-2.261228
Trinity Way,151,,90172,3,,None,,53.475672,-2.261333
Trinity Way,151,,90173,4,,None,,53.475498,-2.261488
Trinity Way,151,,90174,5,,None,,53.475447,-2.261564
Water Street,152,,90175,0,,None,,53.477259,-2.259139
Water Street,152,,90176,1,,None,,53.476732,-2.259917
Water Street,152,,90177,2,,None,,53.476562,-2.260217
Water Street,152,,90178,3,,None,,53.476408,-2.260676
Water Street,152,,90179,4,,None,,53.476301,-2.261113
Trinity Way,153,,90180,0,,None,,53.47551,-2.261684
Trinity Way,153,,90181,1,,None,,53.475673,-2.261498
Trinity Way,153,,90182,2,,None,,53.47594399999999,-2.261384
Trinity Way,153,,90183,3,,None,,53.476199,-2.261478
Trinity Way,154,,90184,0,,None,,53.476199,-2.261478
Trinity Way,154,,90185,1,,None,,53.476486,-2.261581
Trinity Way,154,,90186,2,,None,,53.477307,-2.261727
Trinity Way,154,,90187,3,,None,,53.477561,-2.261743
Trinity Way,154,,90188,4,,None,,53.477875,-2.261572
Trinity Way,154,,90189,5,,None,,53.478072,-2.261287
Trinity Way,154,,90190,6,,None,,53.47831,-2.260837
Regent Road,155,,90191,0,,None,,53.47564200000001,-2.262859
Regent Road,155,,90192,1,,None,,53.475628,-2.262767
Regent Road,155,,90193,2,,None,,53.475466,-2.262111
Regent Road,155,,90194,3,,None,,53.47543,-2.262022
Regent Road,156,,90195,0,,None,,53.475684,-2.262859
Regent Road,156,,90196,1,,None,,53.475678,-2.262747
Regent Road,156,,90197,2,,None,,53.47565,-2.262293
Regent Road,156,,90198,3,,None,,53.475638,-2.262038
Trinity Way,157,,90199,0,,None,,53.475122,-2.261679
Trinity Way,157,,90200,1,,None,,53.475313,-2.262017
Trinity Way,157,,90201,2,,None,,53.47535300000001,-2.262124
Trinity Way,157,,90202,3,,None,,53.475466,-2.262433
Regent Road,158,,90203,0,,None,,53.475466,-2.262433
Regent Road,158,,90204,1,,None,,53.47554,-2.262741
Regent Road,158,,90205,2,,None,,53.475552,-2.262846
Regent Road,158,,90206,3,,None,,53.475695,-2.26375
Regent Road,158,,90207,4,,None,,53.475874,-2.264884
Regent Road,159,,90208,0,,None,,53.476004,-2.264908
Regent Road,159,,90209,1,,None,,53.47594399999999,-2.2646
Regent Road,159,,90210,2,,None,,53.475735,-2.263235
Regent Road,159,,90211,3,,None,,53.475684,-2.262859
Ordsall Lane,160,,90212,0,,None,,53.475874,-2.264884
Ordsall Lane,160,,90213,1,,None,,53.475977,-2.26559
Ordsall Lane,160,,90214,2,,None,,53.475998,-2.265679
Ordsall Lane,160,,90215,3,,None,,53.476175,-2.266866
Ordsall Lane,160,,90216,4,,None,,53.476472,-2.26867
Regent Road,161,,90217,0,,None,,53.476472,-2.26867
Regent Road,161,,90218,1,,None,,53.476573,-2.269278
Regent Road,161,,90219,2,,None,,53.476614,-2.269477
Regent Road,161,,90220,3,,None,,53.47689200000001,-2.271048
Regent Road,161,,90221,4,,None,,53.47711700000001,-2.272354
Regent Road,162,,90222,0,,None,,53.47711700000001,-2.272354
Regent Road,162,,90223,1,,None,,53.477153,-2.272519
Regent Road,162,,90224,2,,None,,53.477388,-2.273878
Regent Road,162,,90225,3,,None,,53.47773299999999,-2.27593
Regent Road,163,,90226,0,,None,,53.477904,-2.276192
Regent Road,163,,90227,1,,None,,53.477876,-2.276018
Regent Road,163,,90228,2,,None,,53.477266,-2.272601
Regent Road,164,,90229,0,,None,,53.477266,-2.272601
Regent Road,164,,90230,1,,None,,53.477246,-2.272402
Regent Road,164,,90231,2,,None,,53.476726,-2.269438
Regent Road,165,,90232,0,,None,,53.476726,-2.269438
Regent Road,165,,90233,1,,None,,53.47655200000001,-2.268514
Regent Road,165,,90234,2,,None,,53.476312,-2.266896
Regent Road,165,,90235,3,,None,,53.476004,-2.264908
Oldfield Road,166,,90236,0,,None,,53.476664,-2.269107
Oldfield Road,166,,90237,1,,None,,53.476763,-2.269073
Oldfield Road,166,,90238,2,,None,,53.477952,-2.268612
Oldfield Road,166,,90239,3,,None,,53.478202,-2.268457
Oldfield Road,166,,90240,4,,None,,53.478951,-2.267735
Oldfield Road,166,,90241,5,,None,,53.47920500000001,-2.267469
Oldfield Road,166,,90242,6,,None,,53.479436,-2.267176
Oldfield Road,167,,90243,0,,None,,53.479812,-2.266593
Oldfield Road,167,,90244,1,,None,,53.479211,-2.26733
Oldfield Road,167,,90245,2,,None,,53.478364,-2.268198
Oldfield Road,167,,90246,3,,None,,53.478064,-2.268425
Oldfield Road,167,,90247,4,,None,,53.477487,-2.268709
Oldfield Road,167,,90248,5,,None,,53.476803,-2.26895
Oldfield Road,168,,90249,0,,None,,53.472674,-2.270616
Oldfield Road,168,,90250,1,,None,,53.47276700000001,-2.270621
Oldfield Road,168,,90251,2,,None,,53.474571,-2.269508
Oldfield Road,168,,90252,3,,None,,53.474906,-2.269304
Oldfield Road,168,,90253,4,,None,,53.47509399999999,-2.269245
Oldfield Road,168,,90254,5,,None,,53.475271,-2.269229
Oldfield Road,168,,90255,6,,None,,53.476415,-2.269157
Ordsall Lane,169,,90256,0,,None,,53.46928000000001,-2.276297
Ordsall Lane,169,,90257,1,,None,,53.469933,-2.2751490000000003
Ordsall Lane,169,,90258,2,,None,,53.471008,-2.273391
Ordsall Lane,169,,90259,3,,None,,53.47173100000001,-2.272161
Ordsall Lane,169,,90260,4,,None,,53.472371,-2.271045
Ordsall Lane,169,,90261,5,,None,,53.472674,-2.270576
Ordsall Lane,169,,90262,6,,None,,53.473121,-2.269324
Ordsall Lane,169,,90263,7,,None,,53.473354,-2.26876
Ordsall Lane,169,,90264,8,,None,,53.473936,-2.267837
Ordsall Lane,169,,90265,9,,None,,53.474482,-2.267094
Ordsall Lane,169,,90266,10,,None,,53.47522900000001,-2.2661130000000003
Ordsall Lane,169,,90267,11,,None,,53.47534200000001,-2.265964
Ordsall Lane,169,,90268,12,,None,,53.475838,-2.265364
Ordsall Lane,170,,90269,0,,None,,53.474699,-2.26681
Ordsall Lane,170,,90270,1,,None,,53.47496,-2.266552
Ordsall Lane,170,,90271,2,,None,,53.47535799999999,-2.266006
Ordsall Lane,170,,90272,3,,None,,53.475747,-2.265516
Ordsall Lane,170,,90273,4,,None,,53.475838,-2.2655
Ordsall Lane,171,,90274,0,,None,,53.477776,-2.262972
Ordsall Lane,171,,90275,1,,None,,53.477369,-2.2634060000000003
Ordsall Lane,171,,90276,2,,None,,53.47718199999999,-2.26375
Ordsall Lane,171,,90277,3,,None,,53.476932,-2.264248
Ordsall Lane,171,,90278,4,,None,,53.47676800000001,-2.264396
