,utd,utd_long,utd_lat,order,piece,linkid,group,utd_citycode
900,90298,-2.2305040000000003,53.47375699999999,9,1,173,173.1,manchester
901,90299,-2.233701,53.472416,10,1,173,173.1,manchester
902,90300,-2.23546,53.471918,11,1,173,173.1,manchester
903,90301,-2.237327,53.471662,12,1,173,173.1,manchester
904,90302,-2.239097,53.471388,13,1,173,173.1,manchester
905,90303,-2.242091,53.470487,14,1,173,173.1,manchester
906,90304,-2.24385,53.47021899999999,15,1,173,173.1,manchester
907,90305,-2.244741,53.470212,16,1,173,173.1,manchester
908,90306,-2.248496,53.470538,17,1,173,173.1,manchester
909,90307,-2.254622,53.47096,18,1,173,173.1,manchester
910,90308,-2.256655,53.471515,19,1,173,173.1,manchester
911,90309,-2.259732,53.473112,20,1,173,173.1,manchester
912,90310,-2.260705,53.474012,21,1,173,173.1,manchester
913,90311,-2.261483,53.47492800000001,22,1,173,173.1,manchester
914,90312,-2.261679,53.475122,23,1,173,173.1,manchester
915,90313,-2.260678,53.473974,1,1,174,174.1,manchester
916,90314,-2.260782,53.474213,2,1,174,174.1,manchester
917,90315,-2.2610650000000003,53.474547,3,1,174,174.1,manchester
918,90316,-2.261464,53.47509300000001,4,1,174,174.1,manchester
919,90317,-2.26155,53.47517,5,1,174,174.1,manchester
920,90318,-2.2381237,53.4880264,1,1,175,175.1,manchester
921,90319,-2.2380197,53.488175,2,1,175,175.1,manchester
922,90320,-2.237775,53.4885466,3,1,175,175.1,manchester
923,90321,-2.228213,53.49059570000001,1,1,176,176.1,manchester
924,90322,-2.230441,53.489027,2,1,176,176.1,manchester
925,90323,-2.2311741,53.4884924,3,1,176,176.1,manchester
926,90324,-2.2325635,53.4879402,4,1,176,176.1,manchester
927,90325,-2.2159928,53.4728691,1,1,177,177.1,manchester
928,90326,-2.2143137000000004,53.4744049,2,1,177,177.1,manchester
929,90327,-2.21428,53.474575,3,1,177,177.1,manchester
930,90328,-2.2142011000000004,53.47508489999999,4,1,177,177.1,manchester
931,90329,-2.2317374,53.4842248,1,1,178,178.1,manchester
932,90330,-2.23139,53.484038,2,1,178,178.1,manchester
933,90331,-2.2307329,53.4837157,3,1,178,178.1,manchester
934,90332,-2.2228485,53.4815019,1,1,179,179.1,manchester
935,90333,-2.223232,53.48135500000001,2,1,179,179.1,manchester
936,90334,-2.2243291000000003,53.4808092,3,1,179,179.1,manchester
937,90335,-2.2520041,53.48148270000001,1,1,180,180.1,manchester
938,90336,-2.252378,53.481538,2,1,180,180.1,manchester
939,90337,-2.2528169,53.4816695,3,1,180,180.1,manchester
940,90338,-2.2532004,53.48182270000001,4,1,180,180.1,manchester
941,90339,-2.2534458,53.48197510000001,5,1,180,180.1,manchester
