,utd,utd_long,utd_lat,order,piece,linkid,group,utd_citycode
449,89847,-2.216871,53.475264,10,1,97,97.1,manchester
450,89848,-2.208912,53.474887,1,1,98,98.1,manchester
451,89849,-2.210666,53.474978,2,1,98,98.1,manchester
452,89850,-2.211817,53.47503,3,1,98,98.1,manchester
453,89851,-2.214043,53.47516,4,1,98,98.1,manchester
454,89852,-2.219738,53.475333,1,1,99,99.1,manchester
455,89853,-2.219535,53.475492,2,1,99,99.1,manchester
456,89854,-2.219442,53.47555600000001,3,1,99,99.1,manchester
457,89855,-2.218882,53.475913,4,1,99,99.1,manchester
458,89856,-2.2182,53.476185,5,1,99,99.1,manchester
459,89857,-2.218082,53.476244,6,1,99,99.1,manchester
460,89858,-2.228095,53.476218,1,1,100,100.1,manchester
461,89859,-2.226915,53.476113,2,1,100,100.1,manchester
462,89860,-2.225472,53.47599,3,1,100,100.1,manchester
463,89861,-2.222859,53.475749,4,1,100,100.1,manchester
464,89862,-2.221223,53.475605,5,1,100,100.1,manchester
465,89863,-2.220259,53.475522,6,1,100,100.1,manchester
466,89864,-2.219794,53.47548000000001,7,1,100,100.1,manchester
467,89865,-2.261832,53.475516000000006,1,1,101,101.1,manchester
468,89866,-2.261531,53.475352,2,1,101,101.1,manchester
469,89867,-2.261156,53.474901,3,1,101,101.1,manchester
470,89868,-2.259686,53.473236,4,1,101,101.1,manchester
471,89869,-2.258742,53.472655,5,1,101,101.1,manchester
472,89870,-2.25665,53.47155400000001,6,1,101,101.1,manchester
473,89871,-2.254643,53.47108100000001,7,1,101,101.1,manchester
474,89872,-2.25165,53.47089,8,1,101,101.1,manchester
475,89873,-2.2469080000000003,53.470474,9,1,101,101.1,manchester
476,89874,-2.244687,53.470289,10,1,101,101.1,manchester
477,89875,-2.243679,53.47034300000001,11,1,101,101.1,manchester
478,89876,-2.242021,53.47057,12,1,101,101.1,manchester
479,89877,-2.240197,53.471126,13,1,101,101.1,manchester
480,89878,-2.239162,53.47145500000001,14,1,101,101.1,manchester
481,89879,-2.23722,53.47184100000001,15,1,101,101.1,manchester
482,89880,-2.235482,53.472026,16,1,101,101.1,manchester
483,89881,-2.2338400000000003,53.472486,17,1,101,101.1,manchester
484,89882,-2.231673,53.473501,18,1,101,101.1,manchester
485,89883,-2.230568,53.473897,19,1,101,101.1,manchester
486,89884,-2.229752,53.474038,20,1,101,101.1,manchester
487,89885,-2.228626,53.474025,21,1,101,101.1,manchester
488,89886,-2.226523,53.47371800000001,22,1,101,101.1,manchester
489,89887,-2.225268,53.473559,23,1,101,101.1,manchester
490,89888,-2.222532,53.473533,24,1,101,101.1,manchester
491,89889,-2.221931,53.473629,25,1,101,101.1,manchester
492,89890,-2.221384,53.473821,26,1,101,101.1,manchester
493,89891,-2.2209950000000003,53.474097,27,1,101,101.1,manchester
494,89892,-2.2204080000000004,53.474664,28,1,101,101.1,manchester
495,89893,-2.219738,53.475333,29,1,101,101.1,manchester
496,89894,-2.232601,53.48212,1,1,102,102.1,manchester
497,89895,-2.23254,53.482171,2,1,102,102.1,manchester
498,89896,-2.231603,53.48283000000001,3,1,102,102.1,manchester
499,89897,-2.2307810000000003,53.48343000000001,4,1,102,102.1,manchester
500,89898,-2.23362,53.482708,1,1,103,103.1,manchester
501,89899,-2.232555,53.483454,2,1,103,103.1,manchester
502,89900,-2.231807,53.484001,3,1,103,103.1,manchester
503,89901,-2.228476,53.481009,1,1,104,104.1,manchester
504,89902,-2.227908,53.481184,2,1,104,104.1,manchester
505,89903,-2.2270060000000003,53.48145400000001,3,1,104,104.1,manchester
506,89904,-2.232048,53.477736,1,1,105,105.1,manchester
507,89905,-2.230445,53.47836700000001,2,1,105,105.1,manchester
508,89906,-2.228723,53.479053,3,1,105,105.1,manchester
509,89907,-2.226019,53.480113,4,1,105,105.1,manchester
510,89908,-2.225517,53.48033100000001,5,1,105,105.1,manchester
511,89909,-2.224785,53.480642,6,1,105,105.1,manchester
512,89910,-2.228036,53.476073,1,1,106,106.1,manchester
513,89911,-2.227821,53.476123,2,1,106,106.1,manchester
514,89912,-2.227545,53.47623000000001,3,1,106,106.1,manchester
515,89913,-2.225764,53.476873,4,1,106,106.1,manchester
516,89914,-2.224251,53.47743000000001,5,1,106,106.1,manchester
517,89915,-2.22349,53.477938,6,1,106,106.1,manchester
518,89916,-2.222575,53.478522,7,1,106,106.1,manchester
519,89917,-2.222473,53.478597,8,1,106,106.1,manchester
520,89918,-2.222025,53.478897,9,1,106,106.1,manchester
521,89919,-2.216021,53.478222,1,1,107,107.1,manchester
522,89920,-2.217105,53.47852,2,1,107,107.1,manchester
523,89921,-2.2173380000000003,53.478593,3,1,107,107.1,manchester
524,89922,-2.217455,53.478616,4,1,107,107.1,manchester
525,89923,-2.217519,53.47862900000001,5,1,107,107.1,manchester
526,89924,-2.215325,53.480898,1,1,108,108.1,manchester
527,89925,-2.216202,53.480104,2,1,108,108.1,manchester
528,89926,-2.217221,53.479215,3,1,108,108.1,manchester
529,89927,-2.217575,53.47891600000001,4,1,108,108.1,manchester
530,89928,-2.21687,53.482089,1,1,109,109.1,manchester
531,89929,-2.217701,53.48149100000001,2,1,109,109.1,manchester
532,89930,-2.218959,53.48090500000001,3,1,109,109.1,manchester
533,89931,-2.220392,53.480259,4,1,109,109.1,manchester
534,89932,-2.222004,53.47963299999999,5,1,109,109.1,manchester
535,89933,-2.222326,53.47953100000001,6,1,109,109.1,manchester
536,89934,-2.24929,53.48472,1,1,110,110.1,manchester
537,89935,-2.249982,53.485114,2,1,110,110.1,manchester
538,89936,-2.250668,53.485553,3,1,110,110.1,manchester
539,89937,-2.251999,53.486024,4,1,110,110.1,manchester
540,89938,-2.2522330000000004,53.486112,5,1,110,110.1,manchester
541,89939,-2.253318,53.48662,6,1,110,110.1,manchester
542,89940,-2.254024,53.484913,1,1,111,111.1,manchester
543,89941,-2.254059,53.484933,2,1,111,111.1,manchester
544,89942,-2.254228,53.484962,3,1,111,111.1,manchester
545,89943,-2.254555,53.484844,4,1,111,111.1,manchester
546,89944,-2.25485,53.48493000000001,5,1,111,111.1,manchester
547,89945,-2.254938,53.484997,6,1,111,111.1,manchester
548,89946,-2.2554,53.48530699999999,7,1,111,111.1,manchester
549,89947,-2.256502,53.48474399999999,1,1,112,112.1,manchester
550,89948,-2.256485,53.484764,2,1,112,112.1,manchester
551,89949,-2.2557810000000003,53.485393,3,1,112,112.1,manchester
552,89950,-2.25533,53.48556899999999,1,1,113,113.1,manchester
553,89951,-2.255979,53.485063,2,1,113,113.1,manchester
554,89952,-2.256314,53.48475500000001,3,1,113,113.1,manchester
555,89953,-2.256314,53.48475500000001,1,1,114,114.1,manchester
556,89954,-2.256444,53.484638,2,1,114,114.1,manchester
557,89955,-2.257143,53.48376800000001,3,1,114,114.1,manchester
558,89956,-2.2572240000000003,53.483562,4,1,114,114.1,manchester
559,89957,-2.257406,53.483138,1,1,115,115.1,manchester
560,89958,-2.257427,53.483114,2,1,115,115.1,manchester
561,89959,-2.257556,53.482852,3,1,115,115.1,manchester
562,89960,-2.257546,53.482584,4,1,115,115.1,manchester
563,89961,-2.2575,53.482432,5,1,115,115.1,manchester
564,89962,-2.257352,53.482236,6,1,115,115.1,manchester
565,89963,-2.256883,53.481837,7,1,115,115.1,manchester
566,89964,-2.256797,53.481751,8,1,115,115.1,manchester
567,89965,-2.256934,53.481596,1,1,116,116.1,manchester
568,89966,-2.257113,53.48178000000001,2,1,116,116.1,manchester
569,89967,-2.257591,53.482191,3,1,116,116.1,manchester
570,89968,-2.257843,53.48250899999999,4,1,116,116.1,manchester
571,89969,-2.257838,53.48278199999999,5,1,116,116.1,manchester
572,89970,-2.257723,53.483002,6,1,116,116.1,manchester
573,89971,-2.257618,53.483165,7,1,116,116.1,manchester
574,89972,-2.256544,53.48163100000001,1,1,117,117.1,manchester
575,89973,-2.256159,53.481715,2,1,117,117.1,manchester
576,89974,-2.255824,53.48184499999999,3,1,117,117.1,manchester
577,89975,-2.255878,53.481898,4,1,117,117.1,manchester
578,89976,-2.255892,53.48190699999999,5,1,117,117.1,manchester
579,89977,-2.257146,53.48340400000001,1,1,118,118.1,manchester
580,89978,-2.256824,53.483411,2,1,118,118.1,manchester
581,89979,-2.256022,53.483465,3,1,118,118.1,manchester
582,89980,-2.25538,53.483499,4,1,118,118.1,manchester
583,89981,-2.255172,53.483459,1,1,119,119.1,manchester
584,89982,-2.255388,53.483448,2,1,119,119.1,manchester
585,89983,-2.256328,53.483412,3,1,119,119.1,manchester
586,89984,-2.257006,53.483344,4,1,119,119.1,manchester
587,89985,-2.255199,53.48365500000001,1,1,120,120.1,manchester
588,89986,-2.254835,53.483351,2,1,120,120.1,manchester
589,89987,-2.2541740000000003,53.482724,3,1,120,120.1,manchester
590,89988,-2.254249,53.482696,1,1,121,121.1,manchester
591,89989,-2.254298,53.482728,2,1,121,121.1,manchester
592,89990,-2.2548470000000003,53.483258,3,1,121,121.1,manchester
593,89991,-2.2525060000000003,53.484035,1,1,122,122.1,manchester
594,89992,-2.252844,53.48393000000001,2,1,122,122.1,manchester
595,89993,-2.2530080000000003,53.48390799999999,3,1,122,122.1,manchester
596,89994,-2.254622,53.483553,4,1,122,122.1,manchester
597,89995,-2.253973,53.482684,1,1,123,123.1,manchester
598,89996,-2.253546,53.482836,2,1,123,123.1,manchester
599,89997,-2.253378,53.482888,3,1,123,123.1,manchester
600,89998,-2.252798,53.483064,4,1,123,123.1,manchester
601,89999,-2.252456,53.48317700000001,5,1,123,123.1,manchester
602,90000,-2.254623,53.482299,1,1,124,124.1,manchester
603,90001,-2.254512,53.48234300000001,2,1,124,124.1,manchester
604,90002,-2.254182,53.482457,3,1,124,124.1,manchester
605,90003,-2.257712,53.483287,1,1,125,125.1,manchester
606,90004,-2.257923,53.483288,2,1,125,125.1,manchester
607,90005,-2.258997,53.483294,3,1,125,125.1,manchester
608,90006,-2.2589930000000003,53.483384,1,1,126,126.1,manchester
609,90007,-2.258937,53.483388,2,1,126,126.1,manchester
610,90008,-2.257756,53.48339,3,1,126,126.1,manchester
611,90009,-2.258997,53.483294,1,1,127,127.1,manchester
612,90010,-2.259198,53.483305,2,1,127,127.1,manchester
613,90011,-2.260391,53.48331500000001,3,1,127,127.1,manchester
614,90012,-2.261802,53.483277,4,1,127,127.1,manchester
615,90013,-2.262211,53.483288,5,1,127,127.1,manchester
616,90014,-2.262655,53.483288,6,1,127,127.1,manchester
617,90015,-2.262655,53.48332900000001,1,1,128,128.1,manchester
618,90016,-2.262587,53.483328,2,1,128,128.1,manchester
619,90017,-2.26212,53.48334499999999,3,1,128,128.1,manchester
620,90018,-2.261632,53.48335400000001,4,1,128,128.1,manchester
621,90019,-2.260847,53.483364,5,1,128,128.1,manchester
622,90020,-2.259147,53.483376,6,1,128,128.1,manchester
623,90021,-2.2589930000000003,53.483384,7,1,128,128.1,manchester
624,90022,-2.262988,53.483753,1,1,129,129.1,manchester
625,90023,-2.262977,53.48361800000001,2,1,129,129.1,manchester
626,90024,-2.262976,53.48343199999999,3,1,129,129.1,manchester
627,90025,-2.264268,53.483305,1,1,130,130.1,manchester
628,90026,-2.264217,53.483308,2,1,130,130.1,manchester
629,90027,-2.263229,53.48331500000001,3,1,130,130.1,manchester
630,90028,-2.262655,53.48332900000001,4,1,130,130.1,manchester
631,90029,-2.262655,53.483288,1,1,131,131.1,manchester
632,90030,-2.26305,53.483252,2,1,131,131.1,manchester
633,90031,-2.263277,53.483238,3,1,131,131.1,manchester
634,90032,-2.264022,53.483227,4,1,131,131.1,manchester
635,90033,-2.264022,53.483227,1,1,132,132.1,manchester
636,90034,-2.265014,53.483214,2,1,132,132.1,manchester
637,90035,-2.2651830000000004,53.48321,3,1,132,132.1,manchester
638,90036,-2.265906,53.48321,4,1,132,132.1,manchester
639,90037,-2.267016,53.48309,5,1,132,132.1,manchester
640,90038,-2.2676830000000003,53.483074,6,1,132,132.1,manchester
641,90039,-2.268317,53.483099,7,1,132,132.1,manchester
642,90040,-2.269237,53.483285,8,1,132,132.1,manchester
643,90041,-2.27008,53.483614,9,1,132,132.1,manchester
644,90042,-2.270454,53.48374499999999,10,1,132,132.1,manchester
645,90043,-2.264686,53.485564,1,1,133,133.1,manchester
646,90044,-2.264717,53.48465699999999,2,1,133,133.1,manchester
647,90045,-2.264734,53.484201,3,1,133,133.1,manchester
648,90046,-2.264774,53.483507,4,1,133,133.1,manchester
649,90047,-2.264334,53.483226,1,1,134,134.1,manchester
650,90048,-2.264367,53.482998,2,1,134,134.1,manchester
651,90049,-2.264374,53.482629,3,1,134,134.1,manchester
652,90050,-2.264482,53.48235699999999,4,1,134,134.1,manchester
653,90051,-2.265184,53.48113000000001,5,1,134,134.1,manchester
654,90052,-2.26545,53.480763,6,1,134,134.1,manchester
655,90053,-2.266593,53.479812,7,1,134,134.1,manchester
656,90054,-2.267176,53.479436,1,1,135,135.1,manchester
657,90055,-2.266534,53.479944,2,1,135,135.1,manchester
658,90056,-2.265533,53.480836,3,1,135,135.1,manchester
659,90057,-2.264991,53.48163100000001,4,1,135,135.1,manchester
660,90058,-2.264554,53.482437,5,1,135,135.1,manchester
661,90059,-2.264517,53.48271800000001,6,1,135,135.1,manchester
662,90060,-2.264492,53.48305,7,1,135,135.1,manchester
663,90061,-2.264517,53.482629,1,1,136,136.1,manchester
664,90062,-2.264455,53.482673,2,1,136,136.1,manchester
665,90063,-2.264457,53.48271800000001,3,1,136,136.1,manchester
666,90064,-2.264442,53.48305,4,1,136,136.1,manchester
667,90065,-2.271179,53.48036,1,1,137,137.1,manchester
668,90066,-2.2694330000000003,53.480065,2,1,137,137.1,manchester
669,90067,-2.268987,53.47999100000001,3,1,137,137.1,manchester
670,90068,-2.267786,53.479797,4,1,137,137.1,manchester
671,90069,-2.267278,53.479711,5,1,137,137.1,manchester
672,90070,-2.267278,53.479711,1,1,138,138.1,manchester
673,90071,-2.266767,53.479575,2,1,138,138.1,manchester
674,90072,-2.266636,53.47951800000001,3,1,138,138.1,manchester
675,90073,-2.265565,53.479159,4,1,138,138.1,manchester
676,90074,-2.264707,53.47889,5,1,138,138.1,manchester
677,90075,-2.264235,53.478822,6,1,138,138.1,manchester
678,90076,-2.263446,53.478801,7,1,138,138.1,manchester
679,90077,-2.2630790000000003,53.47881999999999,8,1,138,138.1,manchester
680,90078,-2.262474,53.478871,9,1,138,138.1,manchester
681,90079,-2.262396,53.478903,10,1,138,138.1,manchester
682,90080,-2.261773,53.478821,1,1,139,139.1,manchester
683,90081,-2.262294,53.47878000000001,2,1,139,139.1,manchester
684,90082,-2.26242,53.47876700000001,3,1,139,139.1,manchester
685,90083,-2.263402,53.478746,4,1,139,139.1,manchester
686,90084,-2.264206,53.478771,5,1,139,139.1,manchester
687,90085,-2.2647150000000003,53.478846,6,1,139,139.1,manchester
688,90086,-2.26582,53.47916,7,1,139,139.1,manchester
689,90087,-2.26662,53.479468,8,1,139,139.1,manchester
690,90088,-2.262583,53.478766,1,1,140,140.1,manchester
691,90089,-2.263011,53.478774,2,1,140,140.1,manchester
692,90090,-2.263072,53.478782,3,1,140,140.1,manchester
693,90091,-2.263155,53.478791,4,1,140,140.1,manchester
694,90092,-2.263446,53.478801,5,1,140,140.1,manchester
695,90093,-2.261975,53.48121999999999,1,1,141,141.1,manchester
696,90094,-2.26216,53.48113000000001,2,1,141,141.1,manchester
697,90095,-2.262235,53.48104100000001,3,1,141,141.1,manchester
698,90096,-2.262218,53.480209,4,1,141,141.1,manchester
699,90097,-2.262121,53.47979100000001,5,1,141,141.1,manchester
700,90098,-2.26214,53.479601,6,1,141,141.1,manchester
701,90099,-2.262194,53.479380000000006,7,1,141,141.1,manchester
702,90100,-2.262115,53.479108,8,1,141,141.1,manchester
703,90101,-2.262297,53.478899,1,1,142,142.1,manchester
704,90102,-2.26196,53.47890500000001,2,1,142,142.1,manchester
705,90103,-2.261702,53.478895,3,1,142,142.1,manchester
706,90104,-2.261462,53.47885,4,1,142,142.1,manchester
707,90105,-2.261047,53.478701,5,1,142,142.1,manchester
708,90106,-2.26079,53.47863,6,1,142,142.1,manchester
709,90107,-2.260686,53.478614,7,1,142,142.1,manchester
710,90108,-2.260796,53.478528,1,1,143,143.1,manchester
711,90109,-2.260823,53.478548,2,1,143,143.1,manchester
712,90110,-2.261051,53.47865600000001,3,1,143,143.1,manchester
713,90111,-2.261344,53.478748,4,1,143,143.1,manchester
714,90112,-2.261625,53.478816,5,1,143,143.1,manchester
715,90113,-2.261773,53.478821,6,1,143,143.1,manchester
716,90114,-2.260438,53.478516000000006,1,1,144,144.1,manchester
717,90115,-2.260226,53.478621,2,1,144,144.1,manchester
718,90116,-2.259944,53.478798,3,1,144,144.1,manchester
719,90117,-2.2593240000000003,53.479261,4,1,144,144.1,manchester
720,90118,-2.25893,53.479612,5,1,144,144.1,manchester
721,90119,-2.258641,53.480063,6,1,144,144.1,manchester
722,90120,-2.258291,53.480812,7,1,144,144.1,manchester
723,90121,-2.257994,53.481092,8,1,144,144.1,manchester
724,90122,-2.25768,53.481301,9,1,144,144.1,manchester
725,90123,-2.257245,53.481502,10,1,144,144.1,manchester
726,90124,-2.257181,53.481531,11,1,144,144.1,manchester
727,90125,-2.257994,53.481092,1,1,145,145.1,manchester
728,90126,-2.257851,53.481124,2,1,145,145.1,manchester
729,90127,-2.257786,53.481168,3,1,145,145.1,manchester
730,90128,-2.2574970000000003,53.481339,4,1,145,145.1,manchester
731,90129,-2.257154,53.481483,5,1,145,145.1,manchester
732,90130,-2.257103,53.48150500000001,6,1,145,145.1,manchester
733,90131,-2.256888,53.481483,1,1,146,146.1,manchester
734,90132,-2.257346,53.48131400000001,2,1,146,146.1,manchester
735,90133,-2.25776,53.481103,3,1,146,146.1,manchester
736,90134,-2.25805,53.48086800000001,4,1,146,146.1,manchester
737,90135,-2.258251,53.48063000000001,5,1,146,146.1,manchester
738,90136,-2.258366,53.480397,6,1,146,146.1,manchester
739,90137,-2.258409,53.480168000000006,7,1,146,146.1,manchester
740,90138,-2.2587770000000003,53.479436,8,1,146,146.1,manchester
741,90139,-2.25897,53.479237,9,1,146,146.1,manchester
742,90140,-2.259351,53.479034,10,1,146,146.1,manchester
743,90141,-2.259595,53.478919,11,1,146,146.1,manchester
744,90142,-2.259746,53.478795,12,1,146,146.1,manchester
745,90143,-2.260157,53.478530000000006,13,1,146,146.1,manchester
746,90144,-2.260256,53.478478,14,1,146,146.1,manchester
747,90145,-2.256852,53.481452,1,1,147,147.1,manchester
748,90146,-2.257315,53.48129100000001,2,1,147,147.1,manchester
749,90147,-2.257721,53.48108000000001,3,1,147,147.1,manchester
750,90148,-2.258026,53.480826,4,1,147,147.1,manchester
751,90149,-2.25824,53.48052,5,1,147,147.1,manchester
752,90150,-2.258362,53.480176,6,1,147,147.1,manchester
753,90151,-2.2583900000000003,53.480004,7,1,147,147.1,manchester
754,90152,-2.258718,53.479448,8,1,147,147.1,manchester
755,90153,-2.258944,53.47920799999999,9,1,147,147.1,manchester
756,90154,-2.259526,53.478911,10,1,147,147.1,manchester
757,90155,-2.259628,53.478841,11,1,147,147.1,manchester
758,90156,-2.259931,53.478613,12,1,147,147.1,manchester
759,90157,-2.260222,53.478459,13,1,147,147.1,manchester
760,90158,-2.256194,53.480858,1,1,148,148.1,manchester
761,90159,-2.256312,53.480983,2,1,148,148.1,manchester
762,90160,-2.25655,53.48118,3,1,148,148.1,manchester
763,90161,-2.256724,53.481349,4,1,148,148.1,manchester
764,90162,-2.260605,53.47826600000001,1,1,149,149.1,manchester
765,90163,-2.260656,53.478244,2,1,149,149.1,manchester
766,90164,-2.261125,53.478001,3,1,149,149.1,manchester
767,90165,-2.261456,53.47776,4,1,149,149.1,manchester
768,90166,-2.261585,53.477428,5,1,149,149.1,manchester
769,90167,-2.261521,53.476911,6,1,149,149.1,manchester
770,90168,-2.261389,53.476497,7,1,149,149.1,manchester
771,90169,-2.261389,53.476497,1,1,150,150.1,manchester
772,90170,-2.261272,53.476164,2,1,150,150.1,manchester
773,90171,-2.261228,53.47594300000001,3,1,150,150.1,manchester
774,90172,-2.261333,53.475672,4,1,150,150.1,manchester
775,90173,-2.261488,53.475498,5,1,150,150.1,manchester
776,90174,-2.261564,53.475447,6,1,150,150.1,manchester
777,90175,-2.259139,53.477259,1,1,151,151.1,manchester
778,90176,-2.259917,53.476732,2,1,151,151.1,manchester
779,90177,-2.260217,53.476562,3,1,151,151.1,manchester
780,90178,-2.260676,53.476408,4,1,151,151.1,manchester
781,90179,-2.261113,53.476301,5,1,151,151.1,manchester
782,90180,-2.261684,53.47551,1,1,152,152.1,manchester
783,90181,-2.261498,53.475673,2,1,152,152.1,manchester
784,90182,-2.261384,53.47594399999999,3,1,152,152.1,manchester
785,90183,-2.261478,53.476199,4,1,152,152.1,manchester
786,90184,-2.261478,53.476199,1,1,153,153.1,manchester
787,90185,-2.261581,53.476486,2,1,153,153.1,manchester
788,90186,-2.261727,53.477307,3,1,153,153.1,manchester
789,90187,-2.261743,53.477561,4,1,153,153.1,manchester
790,90188,-2.261572,53.477875,5,1,153,153.1,manchester
791,90189,-2.261287,53.478072,6,1,153,153.1,manchester
792,90190,-2.260837,53.47831,7,1,153,153.1,manchester
793,90191,-2.262859,53.47564200000001,1,1,154,154.1,manchester
794,90192,-2.262767,53.475628,2,1,154,154.1,manchester
795,90193,-2.262111,53.475466,3,1,154,154.1,manchester
796,90194,-2.262022,53.47543,4,1,154,154.1,manchester
797,90195,-2.262859,53.475684,1,1,155,155.1,manchester
798,90196,-2.262747,53.475678,2,1,155,155.1,manchester
799,90197,-2.262293,53.47565,3,1,155,155.1,manchester
800,90198,-2.262038,53.475638,4,1,155,155.1,manchester
801,90199,-2.261679,53.475122,1,1,156,156.1,manchester
802,90200,-2.262017,53.475313,2,1,156,156.1,manchester
803,90201,-2.262124,53.47535300000001,3,1,156,156.1,manchester
804,90202,-2.262433,53.475466,4,1,156,156.1,manchester
805,90203,-2.262433,53.475466,1,1,157,157.1,manchester
806,90204,-2.262741,53.47554,2,1,157,157.1,manchester
807,90205,-2.262846,53.475552,3,1,157,157.1,manchester
808,90206,-2.26375,53.475695,4,1,157,157.1,manchester
809,90207,-2.264884,53.475874,5,1,157,157.1,manchester
810,90208,-2.264908,53.476004,1,1,158,158.1,manchester
811,90209,-2.2646,53.47594399999999,2,1,158,158.1,manchester
812,90210,-2.263235,53.475735,3,1,158,158.1,manchester
813,90211,-2.262859,53.475684,4,1,158,158.1,manchester
814,90212,-2.264884,53.475874,1,1,159,159.1,manchester
815,90213,-2.26559,53.475977,2,1,159,159.1,manchester
816,90214,-2.265679,53.475998,3,1,159,159.1,manchester
817,90215,-2.266866,53.476175,4,1,159,159.1,manchester
818,90216,-2.26867,53.476472,5,1,159,159.1,manchester
819,90217,-2.26867,53.476472,1,1,160,160.1,manchester
820,90218,-2.269278,53.476573,2,1,160,160.1,manchester
821,90219,-2.269477,53.476614,3,1,160,160.1,manchester
822,90220,-2.271048,53.47689200000001,4,1,160,160.1,manchester
823,90221,-2.272354,53.47711700000001,5,1,160,160.1,manchester
824,90222,-2.272354,53.47711700000001,1,1,161,161.1,manchester
825,90223,-2.272519,53.477153,2,1,161,161.1,manchester
826,90224,-2.273878,53.477388,3,1,161,161.1,manchester
827,90225,-2.27593,53.47773299999999,4,1,161,161.1,manchester
828,90226,-2.276192,53.477904,1,1,162,162.1,manchester
829,90227,-2.276018,53.477876,2,1,162,162.1,manchester
830,90228,-2.272601,53.477266,3,1,162,162.1,manchester
831,90229,-2.272601,53.477266,1,1,163,163.1,manchester
832,90230,-2.272402,53.477246,2,1,163,163.1,manchester
833,90231,-2.269438,53.476726,3,1,163,163.1,manchester
834,90232,-2.269438,53.476726,1,1,164,164.1,manchester
835,90233,-2.268514,53.47655200000001,2,1,164,164.1,manchester
836,90234,-2.266896,53.476312,3,1,164,164.1,manchester
837,90235,-2.264908,53.476004,4,1,164,164.1,manchester
838,90236,-2.269107,53.476664,1,1,165,165.1,manchester
839,90237,-2.269073,53.476763,2,1,165,165.1,manchester
840,90238,-2.268612,53.477952,3,1,165,165.1,manchester
841,90239,-2.268457,53.478202,4,1,165,165.1,manchester
842,90240,-2.267735,53.478951,5,1,165,165.1,manchester
843,90241,-2.267469,53.47920500000001,6,1,165,165.1,manchester
844,90242,-2.267176,53.479436,7,1,165,165.1,manchester
845,90243,-2.266593,53.479812,1,1,166,166.1,manchester
846,90244,-2.26733,53.479211,2,1,166,166.1,manchester
847,90245,-2.268198,53.478364,3,1,166,166.1,manchester
848,90246,-2.268425,53.478064,4,1,166,166.1,manchester
849,90247,-2.268709,53.477487,5,1,166,166.1,manchester
850,90248,-2.26895,53.476803,6,1,166,166.1,manchester
851,90249,-2.270616,53.472674,1,1,167,167.1,manchester
852,90250,-2.270621,53.47276700000001,2,1,167,167.1,manchester
853,90251,-2.269508,53.474571,3,1,167,167.1,manchester
854,90252,-2.269304,53.474906,4,1,167,167.1,manchester
855,90253,-2.269245,53.47509399999999,5,1,167,167.1,manchester
856,90254,-2.269229,53.475271,6,1,167,167.1,manchester
857,90255,-2.269157,53.476415,7,1,167,167.1,manchester
858,90256,-2.276297,53.46928000000001,1,1,168,168.1,manchester
859,90257,-2.2751490000000003,53.469933,2,1,168,168.1,manchester
860,90258,-2.273391,53.471008,3,1,168,168.1,manchester
861,90259,-2.272161,53.47173100000001,4,1,168,168.1,manchester
862,90260,-2.271045,53.472371,5,1,168,168.1,manchester
863,90261,-2.270576,53.472674,6,1,168,168.1,manchester
864,90262,-2.269324,53.473121,7,1,168,168.1,manchester
865,90263,-2.26876,53.473354,8,1,168,168.1,manchester
866,90264,-2.267837,53.473936,9,1,168,168.1,manchester
867,90265,-2.267094,53.474482,10,1,168,168.1,manchester
868,90266,-2.2661130000000003,53.47522900000001,11,1,168,168.1,manchester
869,90267,-2.265964,53.47534200000001,12,1,168,168.1,manchester
870,90268,-2.265364,53.475838,13,1,168,168.1,manchester
871,90269,-2.26681,53.474699,1,1,169,169.1,manchester
872,90270,-2.266552,53.47496,2,1,169,169.1,manchester
873,90271,-2.266006,53.47535799999999,3,1,169,169.1,manchester
874,90272,-2.265516,53.475747,4,1,169,169.1,manchester
875,90273,-2.2655,53.475838,5,1,169,169.1,manchester
876,90274,-2.262972,53.477776,1,1,170,170.1,manchester
877,90275,-2.2634060000000003,53.477369,2,1,170,170.1,manchester
878,90276,-2.26375,53.47718199999999,3,1,170,170.1,manchester
879,90277,-2.264248,53.476932,4,1,170,170.1,manchester
880,90278,-2.264396,53.47676800000001,5,1,170,170.1,manchester
881,90279,-2.264409,53.47675699999999,6,1,170,170.1,manchester
882,90280,-2.264867,53.476114,7,1,170,170.1,manchester
883,90281,-2.263288,53.477534,1,1,171,171.1,manchester
884,90282,-2.262966,53.477834,2,1,171,171.1,manchester
885,90283,-2.262897,53.477918,3,1,171,171.1,manchester
886,90284,-2.262223,53.478528,4,1,171,171.1,manchester
887,90285,-2.262144,53.478628,5,1,171,171.1,manchester
888,90286,-2.262143,53.478695,6,1,171,171.1,manchester
889,90287,-2.262895,53.474629,1,1,172,172.1,manchester
890,90288,-2.262657,53.474819,2,1,172,172.1,manchester
891,90289,-2.26217,53.475166,3,1,172,172.1,manchester
892,90290,-2.219174,53.47557,1,1,173,173.1,manchester
893,90291,-2.220432,53.47444,2,1,173,173.1,manchester
894,90292,-2.221277,53.47365500000001,3,1,173,173.1,manchester
895,90293,-2.222436,53.473412,4,1,173,173.1,manchester
896,90294,-2.225096,53.473425,5,1,173,173.1,manchester
897,90295,-2.227864,53.47378199999999,6,1,173,173.1,manchester
898,90296,-2.228637,53.473897,7,1,173,173.1,manchester
899,90297,-2.229731,53.47391,8,1,173,173.1,manchester
