agent_id,o_zone_id,d_zone_id,from_node_id,to_node_id,timestamp,cumu_distance,hhmmss,trace_id,travel_time,delay,speed,geometry
1,0,0,2492,13390,0,15602.88,0000:00,19,0,0,1531.7,"LINESTRING (-77.241282 38.928328,-77.241171 38.928217,-77.240739 38.927808,-77.240585 38.927656,-77.240084 38.927149,-77.239892 38.926952,-77.239631 38.926688,-77.239534 38.926586,-77.239359 38.926405,-77.238952 38.925993,-77.238782 38.925821,-77.238678 38.925714,)"
1,0,0,13390,13737,0,15725.57,0000:00,19,0,0,441.7,"LINESTRING (-77.238289 38.925293,-77.238116 38.925093,-77.237972 38.924933,-77.237770 38.924723,)"
1,0,0,13737,11140,0,15805.71,0000:00,19,0,0,288.5,"LINESTRING (-77.237455 38.924401,-77.237272 38.924213,-77.237203 38.924141,-77.237010 38.923944,-77.236971 38.923903,)"
1,0,0,11140,2491,0,15819.50,0000:00,19,0,0,49.6,"LINESTRING (-77.236894 38.923827,)"
1,0,0,2491,813,0,16397.72,0000:00,21,0,0,2081.6,"LINESTRING (-77.236800 38.923728,-77.236647 38.923568,-77.235724 38.922618,-77.235078 38.921953,-77.234517 38.921379,-77.234358 38.921215,-77.234051 38.920894,-77.233369 38.920198,-77.233312 38.920148,-77.233043 38.919912,)"
1,0,0,813,12639,0,16443.19,0000:00,21,0,0,163.7,"LINESTRING (-77.232663 38.919654,)"
1,0,0,12639,11108,0,16545.40,0000:00,21,0,0,368.0,"LINESTRING (-77.232227 38.919425,-77.231922 38.919240,-77.231587 38.918975,)"
1,0,0,11108,502,0,16631.55,0000:00,22,0,0,310.1,"LINESTRING (-77.231356 38.918806,-77.231170 38.918658,)"
1,0,0,502,2490,0,16704.12,0000:00,22,0,0,261.3,"LINESTRING (-77.230678 38.918239,-77.230335 38.917959,)"
1,0,0,2490,2489,0,16732.24,0000:00,22,0,0,101.2,"LINESTRING (-77.230104 38.917763,)"
1,0,0,2489,11149,0,16834.69,0000:00,22,0,0,368.8,"LINESTRING (-77.229878 38.917581,-77.229645 38.917408,-77.229427 38.917255,-77.229157 38.917079,-77.229118 38.917054,)"
1,0,0,11149,2488,0,16850.66,0000:00,22,0,0,57.5,"LINESTRING (-77.228988 38.916974,)"
1,0,0,2488,2487,0,16958.43,0000:00,23,0,0,388.0,"LINESTRING (-77.228841 38.916888,)"
1,0,0,2487,11148,0,16995.42,0000:00,23,0,0,133.2,"LINESTRING (-77.227865 38.916286,)"
1,0,0,11148,11107,0,17044.42,0000:00,23,0,0,176.4,"LINESTRING (-77.227532 38.916077,)"
1,0,0,11107,14779,0,17097.66,0000:00,23,0,0,191.7,"LINESTRING (-77.227095 38.915796,-77.226706 38.915546,)"
1,0,0,14779,11106,0,17152.85,0000:00,24,0,0,198.7,"LINESTRING (-77.226495 38.915410,-77.226436 38.915371,)"
1,0,0,11106,13742,0,17257.99,0000:00,24,0,0,378.5,"LINESTRING (-77.225999 38.915097,-77.225851 38.915004,-77.225406 38.914717,-77.225194 38.914577,)"
1,0,0,13742,2485,0,17304.56,0000:00,24,0,0,167.7,"LINESTRING (-77.225061 38.914496,-77.224858 38.914373,)"
1,0,0,2485,13312,0,17327.39,0000:00,24,0,0,82.2,"LINESTRING (-77.224638 38.914238,)"
1,0,0,13312,14763,0,17387.77,0000:00,24,0,0,217.4,"LINESTRING (-77.224434 38.914108,-77.223978 38.913831,)"
1,0,0,14763,11145,0,17562.59,0000:00,24,0,0,629.3,"LINESTRING (-77.223883 38.913774,-77.223199 38.913371,-77.222937 38.913225,)"
1,0,0,11145,11131,0,17586.10,0000:00,24,0,0,84.6,"LINESTRING (-77.222249 38.912850,)"
1,0,0,11131,2484,0,17614.15,0000:00,24,0,0,101.0,"LINESTRING (-77.222027 38.912728,)"
1,0,0,2484,2483,0,17652.69,0000:00,24,0,0,138.8,"LINESTRING (-77.221761 38.912583,)"
1,0,0,2483,1772,0,17731.02,0000:00,24,0,0,282.0,"LINESTRING (-77.221403 38.912377,)"
1,0,0,1772,13741,0,17911.98,0000:00,26,0,0,651.5,"LINESTRING (-77.220668 38.911966,)"
1,0,0,13741,2481,0,17954.29,0000:00,26,0,0,152.3,"LINESTRING (-77.218957 38.911030,)"
1,0,0,2481,9736,0,18108.99,0000:00,26,0,0,556.9,"LINESTRING (-77.218557 38.910811,-77.217730 38.910364,)"
1,0,0,9736,13902,0,18167.59,0000:00,26,0,0,211.0,"LINESTRING (-77.217090 38.910016,-77.216747 38.909828,)"
1,0,0,13902,13903,0,18175.82,0000:00,26,0,0,29.6,"LINESTRING (-77.216536 38.909712,)"
1,0,0,13903,11028,0,18246.03,0000:00,26,0,0,252.8,"LINESTRING (-77.216459 38.909669,)"
1,0,0,11028,14355,0,18285.63,0000:00,26,0,0,142.6,"LINESTRING (-77.215806 38.909295,)"
1,0,0,14355,1085,0,18308.16,0000:00,26,0,0,81.1,"LINESTRING (-77.215435 38.909086,)"
1,0,0,1085,11025,0,18325.43,0000:00,26,0,0,62.2,"LINESTRING (-77.215224 38.908967,)"
1,0,0,11025,14778,0,18367.79,0000:00,28,0,0,152.5,"LINESTRING (-77.215063 38.908875,)"
1,0,0,14778,13740,0,18485.82,0000:00,28,0,0,424.9,"LINESTRING (-77.214544 38.908609,-77.214460 38.908565,-77.213717 38.908177,)"
1,0,0,13740,12785,0,18542.09,0000:00,28,0,0,202.6,"LINESTRING (-77.213391 38.908043,-77.213055 38.907930,)"
1,0,0,12785,13338,0,18569.16,0000:00,28,0,0,97.4,"LINESTRING (-77.212789 38.907852,)"
1,0,0,13338,11018,0,18636.49,0000:00,28,0,0,242.4,"LINESTRING (-77.212491 38.907779,)"
1,0,0,11018,13220,0,18702.98,0000:00,28,0,0,239.4,"LINESTRING (-77.211742 38.907615,)"
1,0,0,13220,11016,0,18787.45,0000:00,28,0,0,304.1,"LINESTRING (-77.211005 38.907445,)"
1,0,0,11016,11015,0,19018.28,0000:00,28,0,0,831.0,"LINESTRING (-77.210075 38.907215,-77.208991 38.906961,-77.208265 38.906791,-77.207822 38.906657,-77.207647 38.906584,)"
1,0,0,11015,11014,0,19113.29,0000:00,28,0,0,342.0,"LINESTRING (-77.207556 38.906545,-77.207157 38.906353,-77.206810 38.906138,)"
1,0,0,11014,13663,0,19302.40,0000:00,29,0,0,680.8,"LINESTRING (-77.206678 38.906036,-77.206429 38.905820,-77.205431 38.904824,)"
1,0,0,13663,11010,0,19382.73,0000:00,29,0,0,289.2,"LINESTRING (-77.205315 38.904708,)"
1,0,0,11010,13217,0,19555.73,0000:00,29,0,0,622.8,"LINESTRING (-77.204742 38.904139,-77.204410 38.903791,-77.204043 38.903405,-77.203741 38.903154,)"
1,0,0,13217,14923,0,19623.55,0000:00,29,0,0,244.1,"LINESTRING (-77.203462 38.902950,-77.202952 38.902626,)"
1,0,0,14923,11007,0,19687.21,0000:00,29,0,0,229.2,"LINESTRING (-77.202855 38.902564,)"
1,0,0,11007,13218,0,19853.50,0000:00,29,0,0,598.7,"LINESTRING (-77.202294 38.902194,-77.201712 38.901840,)"
1,0,0,13218,14922,0,19968.81,0000:00,29,0,0,415.1,"LINESTRING (-77.200790 38.901263,)"
1,0,0,14922,11004,0,20003.17,0000:00,30,0,0,123.7,"LINESTRING (-77.199738 38.900626,)"
1,0,0,11004,10208,0,20184.49,0000:00,30,0,0,652.8,"LINESTRING (-77.199435 38.900427,)"
1,0,0,10208,11001,0,20435.35,0000:00,30,0,0,903.1,"LINESTRING (-77.197824 38.899384,-77.195720 38.898033,)"
1,0,0,11001,10999,0,20580.35,0000:00,30,0,0,522.0,"LINESTRING (-77.195588 38.897948,)"
2,0,0,11002,10209,0,211.87,0000:00,1,1,0,762.7,"LINESTRING (-77.195593 38.898097,)"
2,0,0,10209,13922,0,311.41,0000:00,1,0,0,358.3,"LINESTRING (-77.197484 38.899307,)"
2,0,0,13922,11003,0,369.04,0000:00,1,0,0,207.5,"LINESTRING (-77.198368 38.899880,)"
2,0,0,11003,14922,0,456.47,0000:00,2,0,0,314.8,"LINESTRING (-77.198880 38.900211,)"
2,0,0,14922,13494,0,748.00,0000:00,2,0,0,1049.5,"LINESTRING (-77.199657 38.900714,)"
2,0,0,13494,14923,0,800.86,0000:00,2,0,0,190.3,"LINESTRING (-77.202280 38.902359,)"
