node_id,name,x_coord,y_coord,z_coord,node_type,ctrl_type,zone_id,parent_node_id,geometry
100000085,89482,-2.246194,53.48846,,12,,,,POINT (-2.246194 53.48846)
100000086,89483,-2.24591,53.48840600000001,,13,,,,POINT (-2.24591 53.48840600000001)
100000087,89484,-2.2459990000000003,53.488397,,13,,,,POINT (-2.2459990000000003 53.488397)
100000088,89485,-2.247203,53.48824000000001,,13,,,,POINT (-2.247203 53.48824000000001)
100000089,89486,-2.249142,53.488176,,13,,,,POINT (-2.249142 53.488176)
100000090,89487,-2.249934,53.488122,,13,,,,POINT (-2.249934 53.488122)
100000091,89488,-2.250754,53.48797,,13,,,,POINT (-2.250754 53.48797)
100000092,89489,-2.248828,53.492199,,14,,,,POINT (-2.248828 53.492199)
100000093,89490,-2.248419,53.491709,,14,,,,POINT (-2.248419 53.491709)
100000094,89491,-2.247566,53.490865,,14,,,,POINT (-2.247566 53.490865)
100000095,89492,-2.24731,53.490584,,14,,,,POINT (-2.24731 53.490584)
100000096,89493,-2.246935,53.490064,,14,,,,POINT (-2.246935 53.490064)
100000097,89494,-2.246581,53.489594,,14,,,,POINT (-2.246581 53.489594)
100000098,89495,-2.246514,53.489516,,14,,,,POINT (-2.246514 53.489516)
100000099,89496,-2.245912,53.488707,,14,,,,POINT (-2.245912 53.488707)
100000100,89497,-2.245934,53.48854,,15,,,,POINT (-2.245934 53.48854)
100000101,89498,-2.246318,53.488986,,15,,,,POINT (-2.246318 53.488986)
100000102,89499,-2.246591,53.489482,,15,,,,POINT (-2.246591 53.489482)
100000103,89500,-2.246795,53.489763,,15,,,,POINT (-2.246795 53.489763)
100000104,89501,-2.247367,53.490586,,15,,,,POINT (-2.247367 53.490586)
100000105,89502,-2.247739,53.490956,,15,,,,POINT (-2.247739 53.490956)
100000106,89503,-2.248873,53.49216,,15,,,,POINT (-2.248873 53.49216)
100000107,89504,-2.24893,53.492221,,15,,,,POINT (-2.24893 53.492221)
100000108,89505,-2.245602,53.488521,,16,,,,POINT (-2.245602 53.488521)
100000109,89506,-2.245447,53.488546,,16,,,,POINT (-2.245447 53.488546)
100000110,89507,-2.244089,53.488872,,16,,,,POINT (-2.244089 53.488872)
100000111,89508,-2.243612,53.489013,,16,,,,POINT (-2.243612 53.489013)
100000112,89509,-2.243444,53.488938,,17,,,,POINT (-2.243444 53.488938)
100000113,89510,-2.243529,53.488917,,17,,,,POINT (-2.243529 53.488917)
100000114,89511,-2.244754,53.488606,,17,,,,POINT (-2.244754 53.488606)
100000115,89512,-2.245358,53.48846999999999,,17,,,,POINT (-2.245358 53.48846999999999)
100000116,89513,-2.244257,53.488733,,18,,,,POINT (-2.244257 53.488733)
100000117,89514,-2.244577,53.488687,,18,,,,POINT (-2.244577 53.488687)
100000118,89515,-2.244798,53.48863000000001,,18,,,,POINT (-2.244798 53.48863000000001)
100000119,89516,-2.245372,53.48849300000001,,18,,,,POINT (-2.245372 53.48849300000001)
100000120,89517,-2.24321,53.48910600000001,,19,,,,POINT (-2.24321 53.48910600000001)
100000121,89518,-2.24313,53.489123,,19,,,,POINT (-2.24313 53.489123)
100000122,89519,-2.242085,53.489383,,19,,,,POINT (-2.242085 53.489383)
100000123,89520,-2.241821,53.48934000000001,,20,,,,POINT (-2.241821 53.48934000000001)
100000124,89521,-2.242232,53.48925600000001,,20,,,,POINT (-2.242232 53.48925600000001)
100000125,89522,-2.243146,53.48904399999999,,20,,,,POINT (-2.243146 53.48904399999999)
100000126,89523,-2.244741,53.492549,,21,,,,POINT (-2.244741 53.492549)
100000127,89524,-2.2426060000000003,53.492116,,21,,,,POINT (-2.2426060000000003 53.492116)
100000128,89525,-2.241535,53.491896,,21,,,,POINT (-2.241535 53.491896)
100000129,89526,-2.240982,53.491787,,21,,,,POINT (-2.240982 53.491787)
100000130,89527,-2.240806,53.491611,,22,,,,POINT (-2.240806 53.491611)
100000131,89528,-2.24068,53.491807,,22,,,,POINT (-2.24068 53.491807)
100000132,89529,-2.240275,53.492544,,22,,,,POINT (-2.240275 53.492544)
100000133,89530,-2.239819,53.49332800000001,,22,,,,POINT (-2.239819 53.49332800000001)
100000134,89531,-2.23939,53.494063,,22,,,,POINT (-2.23939 53.494063)
100000135,89532,-2.238397,53.491126,,23,,,,POINT (-2.238397 53.491126)
100000136,89533,-2.239729,53.491462,,23,,,,POINT (-2.239729 53.491462)
100000137,89534,-2.240535,53.491647,,23,,,,POINT (-2.240535 53.491647)
100000138,89535,-2.24061,53.491796,,24,,,,POINT (-2.24061 53.491796)
100000139,89536,-2.24137,53.490487,,24,,,,POINT (-2.24137 53.490487)
100000140,89537,-2.241557,53.490042,,24,,,,POINT (-2.241557 53.490042)
100000141,89538,-2.2415700000000003,53.48966400000001,,24,,,,POINT (-2.2415700000000003 53.48966400000001)
100000142,89539,-2.241391,53.490438,,25,,,,POINT (-2.241391 53.490438)
100000143,89540,-2.24159,53.490107,,25,,,,POINT (-2.24159 53.490107)
100000144,89541,-2.2416270000000003,53.489649,,25,,,,POINT (-2.2416270000000003 53.489649)
100000145,89542,-2.241737,53.48961,,26,,,,POINT (-2.241737 53.48961)
100000146,89543,-2.241684,53.490085,,26,,,,POINT (-2.241684 53.490085)
100000147,89544,-2.241364,53.49066800000001,,26,,,,POINT (-2.241364 53.49066800000001)
100000148,89545,-2.240806,53.491611,,26,,,,POINT (-2.240806 53.491611)
100000149,89546,-2.241452,53.489325,,27,,,,POINT (-2.241452 53.489325)
100000150,89547,-2.241421,53.48927800000001,,27,,,,POINT (-2.241421 53.48927800000001)
100000151,89548,-2.240566,53.488388,,27,,,,POINT (-2.240566 53.488388)
100000152,89549,-2.240214,53.487989,,27,,,,POINT (-2.240214 53.487989)
100000153,89550,-2.240184,53.487832,,28,,,,POINT (-2.240184 53.487832)
100000154,89551,-2.24031,53.487997,,28,,,,POINT (-2.24031 53.487997)
100000155,89552,-2.240637,53.488366000000006,,28,,,,POINT (-2.240637 53.488366000000006)
100000156,89553,-2.241332,53.489084,,28,,,,POINT (-2.241332 53.489084)
100000157,89554,-2.241566,53.489282,,28,,,,POINT (-2.241566 53.489282)
100000158,89555,-2.24032,53.487738,,29,,,,POINT (-2.24032 53.487738)
100000159,89556,-2.240327,53.487922,,29,,,,POINT (-2.240327 53.487922)
100000160,89557,-2.24037,53.48798000000001,,29,,,,POINT (-2.24037 53.48798000000001)
100000161,89558,-2.241391,53.489086,,29,,,,POINT (-2.241391 53.489086)
100000162,89559,-2.241568,53.489171,,29,,,,POINT (-2.241568 53.489171)
100000163,89560,-2.239978,53.487892,,30,,,,POINT (-2.239978 53.487892)
100000164,89561,-2.23982,53.487942,,30,,,,POINT (-2.23982 53.487942)
100000165,89562,-2.23958,53.488125,,30,,,,POINT (-2.23958 53.488125)
100000166,89563,-2.239396,53.48831800000001,,30,,,,POINT (-2.239396 53.48831800000001)
100000167,89564,-2.239341,53.488356,,31,,,,POINT (-2.239341 53.488356)
100000168,89565,-2.239126,53.48853199999999,,31,,,,POINT (-2.239126 53.48853199999999)
100000169,89566,-2.23905,53.488587,,31,,,,POINT (-2.23905 53.488587)
100000170,89567,-2.2388,53.488684,,31,,,,POINT (-2.2388 53.488684)
100000171,89568,-2.238416,53.48869300000001,,31,,,,POINT (-2.238416 53.48869300000001)
100000172,89569,-2.238057,53.488652,,31,,,,POINT (-2.238057 53.488652)
100000173,89570,-2.23921,53.48833199999999,,32,,,,POINT (-2.23921 53.48833199999999)
100000174,89571,-2.239105,53.48849300000001,,32,,,,POINT (-2.239105 53.48849300000001)
100000175,89572,-2.2389900000000003,53.488547,,32,,,,POINT (-2.2389900000000003 53.488547)
100000176,89573,-2.238757,53.488637,,32,,,,POINT (-2.238757 53.488637)
100000177,89574,-2.238385,53.488636,,32,,,,POINT (-2.238385 53.488636)
100000178,89575,-2.238084,53.488604,,32,,,,POINT (-2.238084 53.488604)
100000179,89576,-2.239307,53.488239,,33,,,,POINT (-2.239307 53.488239)
100000180,89577,-2.23938,53.488187,,33,,,,POINT (-2.23938 53.488187)
100000181,89578,-2.23964,53.487971,,33,,,,POINT (-2.23964 53.487971)
100000182,89579,-2.239694,53.487904,,33,,,,POINT (-2.239694 53.487904)
100000183,89580,-2.237344,53.48935,,34,,,,POINT (-2.237344 53.48935)
100000184,89581,-2.237306,53.48925500000001,,34,,,,POINT (-2.237306 53.48925500000001)
100000185,89582,-2.23733,53.48917700000001,,34,,,,POINT (-2.23733 53.48917700000001)
100000186,89583,-2.237636,53.488749,,34,,,,POINT (-2.237636 53.488749)
100000187,89584,-2.237512,53.488582,,35,,,,POINT (-2.237512 53.488582)
100000188,89585,-2.23745,53.488579,,35,,,,POINT (-2.23745 53.488579)
100000189,89586,-2.237043,53.488476,,35,,,,POINT (-2.237043 53.488476)
100000190,89587,-2.236753,53.488325,,35,,,,POINT (-2.236753 53.488325)
100000191,89588,-2.236469,53.488063,,35,,,,POINT (-2.236469 53.488063)
100000192,89589,-2.237518,53.488547,,36,,,,POINT (-2.237518 53.488547)
100000193,89590,-2.237469,53.488548,,36,,,,POINT (-2.237469 53.488548)
100000194,89591,-2.237064,53.488436,,36,,,,POINT (-2.237064 53.488436)
100000195,89592,-2.236785,53.488285,,36,,,,POINT (-2.236785 53.488285)
100000196,89593,-2.236512,53.488049,,36,,,,POINT (-2.236512 53.488049)
100000197,89594,-2.236469,53.488063,,37,,,,POINT (-2.236469 53.488063)
100000198,89595,-2.236316,53.487903,,37,,,,POINT (-2.236316 53.487903)
100000199,89596,-2.235565,53.487288,,37,,,,POINT (-2.235565 53.487288)
100000200,89597,-2.236512,53.488049,,38,,,,POINT (-2.236512 53.488049)
100000201,89598,-2.236359,53.487886,,38,,,,POINT (-2.236359 53.487886)
100000202,89599,-2.235629,53.487267,,38,,,,POINT (-2.235629 53.487267)
100000203,89600,-2.234964,53.487008,,39,,,,POINT (-2.234964 53.487008)
100000204,89601,-2.23491,53.487028,,39,,,,POINT (-2.23491 53.487028)
100000205,89602,-2.233277,53.48775,,39,,,,POINT (-2.233277 53.48775)
100000206,89603,-2.232676,53.48798000000001,,40,,,,POINT (-2.232676 53.48798000000001)
100000207,89604,-2.232623,53.488008,,40,,,,POINT (-2.232623 53.488008)
100000208,89605,-2.232287,53.48814,,40,,,,POINT (-2.232287 53.48814)
100000209,89606,-2.231636,53.488365,,40,,,,POINT (-2.231636 53.488365)
100000210,89607,-2.231461,53.488435,,40,,,,POINT (-2.231461 53.488435)
100000211,89608,-2.230968,53.488772,,40,,,,POINT (-2.230968 53.488772)
100000212,89609,-2.230073,53.489406,,40,,,,POINT (-2.230073 53.489406)
100000213,89610,-2.228334,53.49064,,40,,,,POINT (-2.228334 53.49064)
100000214,89611,-2.233095,53.48770699999999,,41,,,,POINT (-2.233095 53.48770699999999)
100000215,89612,-2.233141,53.487687,,41,,,,POINT (-2.233141 53.487687)
100000216,89613,-2.234728,53.48696,,41,,,,POINT (-2.234728 53.48696)
100000217,89614,-2.232802,53.487763,,42,,,,POINT (-2.232802 53.487763)
100000218,89615,-2.232718,53.487730000000006,,42,,,,POINT (-2.232718 53.487730000000006)
100000219,89616,-2.229914,53.486234,,42,,,,POINT (-2.229914 53.486234)
100000220,89617,-2.229962,53.486185,,43,,,,POINT (-2.229962 53.486185)
100000221,89618,-2.230101,53.48625799999999,,43,,,,POINT (-2.230101 53.48625799999999)
100000222,89619,-2.232758,53.487678,,43,,,,POINT (-2.232758 53.487678)
100000223,89620,-2.231611,53.48550899999999,,44,,,,POINT (-2.231611 53.48550899999999)
100000224,89621,-2.231587,53.485518000000006,,44,,,,POINT (-2.231587 53.485518000000006)
100000225,89622,-2.230121,53.486032,,44,,,,POINT (-2.230121 53.486032)
100000226,89623,-2.229993,53.485981,,45,,,,POINT (-2.229993 53.485981)
100000227,89624,-2.23008,53.485939,,45,,,,POINT (-2.23008 53.485939)
100000228,89625,-2.231474,53.485486,,45,,,,POINT (-2.231474 53.485486)
100000229,89626,-2.23481,53.490038,,46,,,,POINT (-2.23481 53.490038)
100000230,89627,-2.234559,53.49019200000001,,46,,,,POINT (-2.234559 53.49019200000001)
100000231,89628,-2.234429,53.490246,,46,,,,POINT (-2.234429 53.490246)
100000232,89629,-2.233546,53.490464,,46,,,,POINT (-2.233546 53.490464)
100000233,89630,-2.232193,53.490765,,46,,,,POINT (-2.232193 53.490765)
100000234,89631,-2.2299,53.49110200000001,,46,,,,POINT (-2.2299 53.49110200000001)
100000235,89632,-2.229114,53.491189,,46,,,,POINT (-2.229114 53.491189)
100000236,89633,-2.228894,53.491157,,46,,,,POINT (-2.228894 53.491157)
100000237,89634,-2.2282990000000003,53.4909,,46,,,,POINT (-2.2282990000000003 53.4909)
100000238,89635,-2.224026,53.488425,,47,,,,POINT (-2.224026 53.488425)
100000239,89636,-2.224951,53.489035,,47,,,,POINT (-2.224951 53.489035)
100000240,89637,-2.226172,53.48978100000001,,47,,,,POINT (-2.226172 53.48978100000001)
100000241,89638,-2.22706,53.490352,,47,,,,POINT (-2.22706 53.490352)
100000242,89639,-2.227736,53.49079,,47,,,,POINT (-2.227736 53.49079)
100000243,89640,-2.224117,53.488136,,48,,,,POINT (-2.224117 53.488136)
100000244,89641,-2.22416,53.488127,,48,,,,POINT (-2.22416 53.488127)
100000245,89642,-2.226089,53.487366,,48,,,,POINT (-2.226089 53.487366)
100000246,89643,-2.22756,53.48685500000001,,48,,,,POINT (-2.22756 53.48685500000001)
100000247,89644,-2.229468,53.486166,,48,,,,POINT (-2.229468 53.486166)
100000248,89645,-2.234747,53.48684100000001,,49,,,,POINT (-2.234747 53.48684100000001)
100000249,89646,-2.234344,53.48662,,49,,,,POINT (-2.234344 53.48662)
100000250,89647,-2.233187,53.48604,,49,,,,POINT (-2.233187 53.48604)
100000251,89648,-2.23207,53.485489,,49,,,,POINT (-2.23207 53.485489)
100000252,89649,-2.235144,53.486739,,50,,,,POINT (-2.235144 53.486739)
100000253,89650,-2.2352,53.48670799999999,,50,,,,POINT (-2.2352 53.48670799999999)
100000254,89651,-2.235643,53.48645,,50,,,,POINT (-2.235643 53.48645)
100000255,89652,-2.235109,53.486711,,51,,,,POINT (-2.235109 53.486711)
100000256,89653,-2.235162,53.486687,,51,,,,POINT (-2.235162 53.486687)
100000257,89654,-2.235589,53.486426,,51,,,,POINT (-2.235589 53.486426)
100000258,89655,-2.235774,53.486521,,52,,,,POINT (-2.235774 53.486521)
100000259,89656,-2.23575,53.486538,,52,,,,POINT (-2.23575 53.486538)
100000260,89657,-2.235368,53.48678,,52,,,,POINT (-2.235368 53.48678)
100000261,89658,-2.235719,53.486485,,53,,,,POINT (-2.235719 53.486485)
100000262,89659,-2.23569,53.48650799999999,,53,,,,POINT (-2.23569 53.48650799999999)
100000263,89660,-2.235321,53.486755,,53,,,,POINT (-2.235321 53.486755)
100000264,89661,-2.234473,53.489236,,54,,,,POINT (-2.234473 53.489236)
100000265,89662,-2.234087,53.48893,,54,,,,POINT (-2.234087 53.48893)
100000266,89663,-2.233392,53.488398,,54,,,,POINT (-2.233392 53.488398)
100000267,89664,-2.233181,53.488257,,54,,,,POINT (-2.233181 53.488257)
100000268,89665,-2.232896,53.48804200000001,,54,,,,POINT (-2.232896 53.48804200000001)
100000269,89666,-2.238593,53.487196,,55,,,,POINT (-2.238593 53.487196)
100000270,89667,-2.23866,53.487217,,55,,,,POINT (-2.23866 53.487217)
100000271,89668,-2.239516,53.487557,,55,,,,POINT (-2.239516 53.487557)
100000272,89669,-2.23972,53.487662,,55,,,,POINT (-2.23972 53.487662)
100000273,89670,-2.238604,53.48716500000001,,56,,,,POINT (-2.238604 53.48716500000001)
100000274,89671,-2.23868,53.487187,,56,,,,POINT (-2.23868 53.487187)
100000275,89672,-2.239569,53.487532,,56,,,,POINT (-2.239569 53.487532)
100000276,89673,-2.239746,53.487634,,56,,,,POINT (-2.239746 53.487634)
100000277,89674,-2.236238,53.486427,,57,,,,POINT (-2.236238 53.486427)
100000278,89675,-2.2362900000000003,53.486458,,57,,,,POINT (-2.2362900000000003 53.486458)
100000279,89676,-2.238448,53.48713299999999,,57,,,,POINT (-2.238448 53.48713299999999)
100000280,89677,-2.235938,53.486172,,58,,,,POINT (-2.235938 53.486172)
100000281,89678,-2.23616,53.486068,,58,,,,POINT (-2.23616 53.486068)
100000282,89679,-2.236925,53.485717,,58,,,,POINT (-2.236925 53.485717)
100000283,89680,-2.237166,53.485664,,59,,,,POINT (-2.237166 53.485664)
100000284,89681,-2.23706,53.485708,,59,,,,POINT (-2.23706 53.485708)
100000285,89682,-2.236321,53.486063,,59,,,,POINT (-2.236321 53.486063)
100000286,89683,-2.236198,53.486148,,59,,,,POINT (-2.236198 53.486148)
100000287,89684,-2.240471,53.486683,,60,,,,POINT (-2.240471 53.486683)
100000288,89685,-2.239199,53.48625799999999,,60,,,,POINT (-2.239199 53.48625799999999)
100000289,89686,-2.237871,53.485835,,60,,,,POINT (-2.237871 53.485835)
100000290,89687,-2.23751,53.48571800000001,,60,,,,POINT (-2.23751 53.48571800000001)
100000291,89688,-2.238486,53.484988,,61,,,,POINT (-2.238486 53.484988)
100000292,89689,-2.23815,53.485155000000006,,61,,,,POINT (-2.23815 53.485155000000006)
100000293,89690,-2.237346,53.485546,,61,,,,POINT (-2.237346 53.485546)
100000294,89691,-2.244794,53.486887,,62,,,,POINT (-2.244794 53.486887)
100000295,89692,-2.244842,53.487075,,62,,,,POINT (-2.244842 53.487075)
100000296,89693,-2.245674,53.488288,,62,,,,POINT (-2.245674 53.488288)
100000297,89694,-2.240546,53.48731899999999,,63,,,,POINT (-2.240546 53.48731899999999)
100000298,89695,-2.24053,53.487347,,63,,,,POINT (-2.24053 53.487347)
100000299,89696,-2.24032,53.487738,,63,,,,POINT (-2.24032 53.487738)
100000300,89697,-2.232644,53.48505600000001,,64,,,,POINT (-2.232644 53.48505600000001)
100000301,89698,-2.2326200000000003,53.485079000000006,,64,,,,POINT (-2.2326200000000003 53.485079000000006)
100000302,89699,-2.232097,53.485323,,64,,,,POINT (-2.232097 53.485323)
100000303,89700,-2.231933,53.485237,,65,,,,POINT (-2.231933 53.485237)
100000304,89701,-2.232019,53.485202,,65,,,,POINT (-2.232019 53.485202)
100000305,89702,-2.232504,53.484975,,65,,,,POINT (-2.232504 53.484975)
100000306,89703,-2.231877,53.4852,,66,,,,POINT (-2.231877 53.4852)
100000307,89704,-2.231986,53.485158,,66,,,,POINT (-2.231986 53.485158)
100000308,89705,-2.232491,53.484922,,66,,,,POINT (-2.232491 53.484922)
100000309,89706,-2.232928,53.484838,,67,,,,POINT (-2.232928 53.484838)
100000310,89707,-2.233071,53.484848,,67,,,,POINT (-2.233071 53.484848)
100000311,89708,-2.235734,53.486188,,67,,,,POINT (-2.235734 53.486188)
100000312,89709,-2.232491,53.484922,,68,,,,POINT (-2.232491 53.484922)
100000313,89710,-2.232647,53.484818,,68,,,,POINT (-2.232647 53.484818)
100000314,89711,-2.232577,53.484704,,68,,,,POINT (-2.232577 53.484704)
100000315,89712,-2.231732,53.484271,,68,,,,POINT (-2.231732 53.484271)
100000316,89713,-2.231869,53.484191,,69,,,,POINT (-2.231869 53.484191)
100000317,89714,-2.231922,53.484212,,69,,,,POINT (-2.231922 53.484212)
100000318,89715,-2.232625,53.4846,,69,,,,POINT (-2.232625 53.4846)
100000319,89716,-2.231732,53.484271,,70,,,,POINT (-2.231732 53.484271)
100000320,89717,-2.231461,53.484108,,70,,,,POINT (-2.231461 53.484108)
100000321,89718,-2.230702,53.483748,,70,,,,POINT (-2.230702 53.483748)
100000322,89719,-2.2307240000000004,53.483601,,71,,,,POINT (-2.2307240000000004 53.483601)
100000323,89720,-2.230785,53.483623,,71,,,,POINT (-2.230785 53.483623)
100000324,89721,-2.231869,53.484191,,71,,,,POINT (-2.231869 53.484191)
100000325,89722,-2.230184,53.483448,,72,,,,POINT (-2.230184 53.483448)
100000326,89723,-2.230164,53.483429,,72,,,,POINT (-2.230164 53.483429)
100000327,89724,-2.2288650000000003,53.482723,,72,,,,POINT (-2.2288650000000003 53.482723)
100000328,89725,-2.229038,53.482668,,73,,,,POINT (-2.229038 53.482668)
100000329,89726,-2.229181,53.482748,,73,,,,POINT (-2.229181 53.482748)
100000330,89727,-2.230251,53.483388,,73,,,,POINT (-2.230251 53.483388)
100000331,89728,-2.2288650000000003,53.482723,,74,,,,POINT (-2.2288650000000003 53.482723)
100000332,89729,-2.2287790000000003,53.482671,,74,,,,POINT (-2.2287790000000003 53.482671)
100000333,89730,-2.228151,53.482298,,74,,,,POINT (-2.228151 53.482298)
