agent_id,o_node_id,d_node_id,o_zone_id,d_zone_id,matching_link_from_node_id,matching_link_to_node_id,matching_link_id,node_sequence,geometry
1,9621,10999,0,0,9621,10239,23630,9621;14870;9642;9643;9644;12392;9992;13666;9993;9988;9989;9990;9987;9991;14899;10056;10054;10053;9994;12305;14877;13726;13727;9996;12412;12410;9995;2464;4764;8847;3476;7355;6503;1288;14782;9999;10000;13718;10059;10001;10002;10003;13717;12417;13716;10029;10004;13715;10005;10006;14781;13736;10008;10009;10010;13735;10030;10011;10012;10013;10014;10015;14780;10017;12431;10018;13732;12483;10019;10020;10021;10022;14876;1437;12490;12494;1438;1434;9818;13378;2495;9817;13379;14753;1299;1894;2494;849;9833;2493;784;9831;14128;14129;2492;13390;13737;11140;2491;813;12639;11108;502;2490;2489;11149;2488;2487;11148;11107;14779;11106;13742;2485;13312;14763;11145;11131;2484;2483;1772;13741;2481;9736;13902;13903;11028;14355;1085;11025;14778;13740;12785;13338;11018;13220;11016;11015;11014;13663;11010;13217;14923;11007;13218;14922;11004;10208;11001;10999;,"LINESTRING (-77.371818 39.014556,-77.371108 39.014198,-77.371079 39.014183,-77.370913 39.014096,-77.370550 39.013908,-77.370347 39.013803,-77.370318 39.013787,-77.369561 39.013392,-77.368874 39.013027,-77.368475 39.012826,-77.367967 39.012569,-77.366519 39.011834,-77.365545 39.011342,-77.364524 39.010815,-77.363540 39.010278,-77.361845 39.009334,-77.361046 39.008885,-77.360699 39.008693,-77.360375 39.008513,-77.359917 39.008258,-77.359452 39.008004,-77.358133 39.007270,-77.357946 39.007164,-77.357303 39.006817,-77.355356 39.005742,-77.354373 39.005200,-77.351330 39.003518,-77.350148 39.002852,-77.349303 39.002429,-77.347737 39.001657,-77.345605 39.000604,-77.345567 39.000587,-77.345405 39.000505,-77.344845 39.000219,-77.344604 39.000094,-77.344186 38.999879,-77.343942 38.999737,-77.343518 38.999471,-77.343120 38.999202,-77.342892 38.999049,-77.342752 38.998953,-77.342329 38.998655,-77.341468 38.998049,-77.340650 38.997480,-77.339885 38.996942,-77.338874 38.996231,-77.338477 38.995952,-77.337398 38.995196,-77.336726 38.994720,-77.336390 38.994488,-77.335878 38.994124,-77.335540 38.993890,-77.334414 38.993104,-77.333589 38.992529,-77.332907 38.992044,-77.332542 38.991763,-77.332201 38.991487,-77.331326 38.990776,-77.330838 38.990376,-77.330660 38.990234,-77.330170 38.989848,-77.329749 38.989554,-77.329612 38.989461,-77.329483 38.989375,-77.329306 38.989264,-77.328727 38.988926,-77.327188 38.988045,-77.326605 38.987712,-77.326061 38.987403,-77.325259 38.986938,-77.324846 38.986664,-77.324396 38.986345,-77.324164 38.986167,-77.323940 38.985973,-77.323720 38.985771,-77.323520 38.985571,-77.323340 38.985386,-77.323141 38.985170,-77.322941 38.984926,-77.322793 38.984721,-77.322364 38.984117,-77.322212 38.983904,-77.321800 38.983302,-77.321780 38.983273,-77.321019 38.982174,-77.320678 38.981694,-77.320388 38.981339,-77.319916 38.980793,-77.319450 38.980324,-77.318951 38.979886,-77.318708 38.979686,-77.318468 38.979494,-77.318166 38.979267,-77.317923 38.979095,-77.317521 38.978829,-77.317006 38.978518,-77.316425 38.978203,-77.316013 38.977999,-77.315812 38.977900,-77.315660 38.977824,-77.315411 38.977695,-77.315199 38.977586,-77.314605 38.977301,-77.313986 38.977040,-77.313484 38.976861,-77.312969 38.976700,-77.312305 38.976510,-77.311875 38.976387,-77.311488 38.976275,-77.311029 38.976144,-77.310623 38.976027,-77.310025 38.975851,-77.308872 38.975522,-77.307992 38.975270,-77.307293 38.975070,-77.306353 38.974802,-77.305876 38.974660,-77.305449 38.974525,-77.305158 38.974423,-77.304910 38.974325,-77.304705 38.974241,-77.304479 38.974139,-77.304189 38.973999,-77.303887 38.973844,-77.303744 38.974009,-77.303657 38.974105,-77.303584 38.974163,-77.303486 38.974215,-77.303363 38.974255,-77.303197 38.974281,-77.303018 38.974302,-77.302793 38.974315,-77.301994 38.974361,-77.301746 38.974377,-77.301606 38.974387,-77.301256 38.974404,-77.301028 38.974415,-77.300470 38.974456,-77.300239 38.974477,-77.299920 38.974500,-77.299198 38.974540,-77.299051 38.974540,-77.298953 38.974536,-77.298804 38.974530,-77.298591 38.974506,-77.298553 38.974499,-77.298378 38.974468,-77.298308 38.974448,-77.298181 38.974413,-77.298035 38.974359,-77.297661 38.974220,-77.297244 38.974046,-77.297144 38.973995,-77.297061 38.973947,-77.296939 38.973862,-77.296885 38.973825,-77.296724 38.973682,-77.296689 38.973647,-77.296636 38.973592,-77.296511 38.973453,-77.296369 38.973259,-77.296312 38.973176,-77.296292 38.973147,-77.296243 38.973072,-77.296157 38.972922,-77.296064 38.972762,-77.295974 38.972585,-77.295856 38.972333,-77.295583 38.971720,-77.295499 38.971550,-77.295404 38.971383,-77.295333 38.971284,-77.295222 38.971154,-77.295123 38.971061,-77.294975 38.970951,-77.294868 38.970878,-77.294847 38.970864,-77.294611 38.970718,-77.294235 38.970514,-77.294062 38.970416,-77.293889 38.970312,-77.293717 38.970183,-77.293579 38.970054,-77.293401 38.969844,-77.293017 38.969336,-77.292998 38.969314,-77.292878 38.969179,-77.292724 38.968995,-77.292524 38.968780,-77.292474 38.968731,-77.292258 38.968519,-77.291863 38.968155,-77.291479 38.967809,-77.291369 38.967700,-77.291332 38.967649,-77.291316 38.967594,-77.291326 38.967511,-77.291369 38.967432,-77.291459 38.967264,-77.291238 38.967185,-77.290928 38.967076,-77.290454 38.966901,-77.289701 38.966630,-77.288709 38.966280,-77.288258 38.966117,-77.287631 38.965896,-77.286232 38.965393,-77.285309 38.965061,-77.284654 38.964830,-77.284629 38.964822,-77.284445 38.964756,-77.284251 38.964677,-77.284058 38.964588,-77.283890 38.964505,-77.283655 38.964376,-77.283439 38.964240,-77.282971 38.963910,-77.282213 38.963360,-77.281317 38.962707,-77.280672 38.962234,-77.280058 38.961787,-77.279549 38.961422,-77.279422 38.961331,-77.279016 38.961037,-77.278537 38.960691,-77.278277 38.960502,-77.277725 38.960102,-77.277469 38.959916,-77.277062 38.959619,-77.276971 38.959552,-77.276405 38.959137,-77.276037 38.958868,-77.275702 38.958624,-77.275384 38.958393,-77.274932 38.958069,-77.274799 38.957969,-77.274426 38.957700,-77.273993 38.957390,-77.273554 38.957089,-77.273375 38.956976,-77.273104 38.956798,-77.272649 38.956508,-77.272078 38.956143,-77.271435 38.955728,-77.270700 38.955251,-77.270086 38.954851,-77.269430 38.954438,-77.269087 38.954219,-77.268821 38.954048,-77.268764 38.954012,-77.267976 38.953511,-77.267455 38.953175,-77.266944 38.952848,-77.266553 38.952594,-77.266089 38.952298,-77.265234 38.951752,-77.264735 38.951438,-77.264446 38.951252,-77.264127 38.951051,-77.263397 38.950591,-77.262942 38.950305,-77.262674 38.950120,-77.262480 38.949967,-77.262304 38.949829,-77.262158 38.949713,-77.261913 38.949508,-77.261524 38.949149,-77.261113 38.948729,-77.260918 38.948541,-77.260675 38.948287,-77.259993 38.947602,-77.259492 38.947099,-77.259134 38.946736,-77.258407 38.946007,-77.257859 38.945452,-77.257444 38.945013,-77.256534 38.944097,-77.255394 38.942946,-77.255302 38.942854,-77.255450 38.942771,-77.255362 38.942681,-77.254068 38.941375,-77.253597 38.940901,-77.253482 38.940803,-77.253330 38.940650,-77.253283 38.940580,-77.253207 38.940491,-77.252065 38.939302,-77.251783 38.939025,-77.251617 38.939102,-77.251489 38.938970,-77.251272 38.938750,-77.250620 38.938088,-77.250470 38.937933,-77.250352 38.937811,-77.250051 38.937503,-77.249811 38.937255,-77.249642 38.937070,-77.249469 38.936883,-77.249377 38.936783,-77.248723 38.936110,-77.248561 38.935944,-77.248313 38.935690,-77.248159 38.935540,-77.247672 38.935076,-77.247239 38.934671,-77.246315 38.933734,-77.246168 38.933569,-77.245970 38.933362,-77.245766 38.933110,-77.245418 38.932668,-77.245335 38.932570,-77.245285 38.932508,-77.245211 38.932419,-77.245065 38.932243,-77.244991 38.932155,-77.244889 38.932045,-77.244682 38.931827,-77.244592 38.931731,-77.244476 38.931602,-77.244283 38.931392,-77.243887 38.930989,-77.243785 38.930882,-77.243542 38.930638,-77.243380 38.930468,-77.243032 38.930098,-77.243003 38.930067,-77.242877 38.929933,-77.242753 38.929807,-77.242609 38.929656,-77.242307 38.929355,-77.242148 38.929189,-77.241830 38.928867,-77.241639 38.928681,-77.241584 38.928627,-77.241430 38.928477,-77.241282 38.928328,-77.241171 38.928217,-77.240739 38.927808,-77.240585 38.927656,-77.240084 38.927149,-77.239892 38.926952,-77.239631 38.926688,-77.239534 38.926586,-77.239359 38.926405,-77.238952 38.925993,-77.238782 38.925821,-77.238678 38.925714,-77.238289 38.925293,-77.238116 38.925093,-77.237972 38.924933,-77.237770 38.924723,-77.237455 38.924401,-77.237272 38.924213,-77.237203 38.924141,-77.237010 38.923944,-77.236971 38.923903,-77.236894 38.923827,-77.236800 38.923728,-77.236647 38.923568,-77.235724 38.922618,-77.235078 38.921953,-77.234517 38.921379,-77.234358 38.921215,-77.234051 38.920894,-77.233369 38.920198,-77.233312 38.920148,-77.233043 38.919912,-77.232663 38.919654,-77.232227 38.919425,-77.231922 38.919240,-77.231587 38.918975,-77.231356 38.918806,-77.231170 38.918658,-77.230678 38.918239,-77.230335 38.917959,-77.230104 38.917763,-77.229878 38.917581,-77.229645 38.917408,-77.229427 38.917255,-77.229157 38.917079,-77.229118 38.917054,-77.228988 38.916974,-77.228841 38.916888,-77.227865 38.916286,-77.227532 38.916077,-77.227095 38.915796,-77.226706 38.915546,-77.226495 38.915410,-77.226436 38.915371,-77.225999 38.915097,-77.225851 38.915004,-77.225406 38.914717,-77.225194 38.914577,-77.225061 38.914496,-77.224858 38.914373,-77.224638 38.914238,-77.224434 38.914108,-77.223978 38.913831,-77.223883 38.913774,-77.223199 38.913371,-77.222937 38.913225,-77.222249 38.912850,-77.222027 38.912728,-77.221761 38.912583,-77.221403 38.912377,-77.220668 38.911966,-77.218957 38.911030,-77.218557 38.910811,-77.217730 38.910364,-77.217090 38.910016,-77.216747 38.909828,-77.216536 38.909712,-77.216459 38.909669,-77.215806 38.909295,-77.215435 38.909086,-77.215224 38.908967,-77.215063 38.908875,-77.214544 38.908609,-77.214460 38.908565,-77.213717 38.908177,-77.213391 38.908043,-77.213055 38.907930,-77.212789 38.907852,-77.212491 38.907779,-77.211742 38.907615,-77.211005 38.907445,-77.210075 38.907215,-77.208991 38.906961,-77.208265 38.906791,-77.207822 38.906657,-77.207647 38.906584,-77.207556 38.906545,-77.207157 38.906353,-77.206810 38.906138,-77.206678 38.906036,-77.206429 38.905820,-77.205431 38.904824,-77.205315 38.904708,-77.204742 38.904139,-77.204410 38.903791,-77.204043 38.903405,-77.203741 38.903154,-77.203462 38.902950,-77.202952 38.902626,-77.202855 38.902564,-77.202294 38.902194,-77.201712 38.901840,-77.200790 38.901263,-77.199738 38.900626,-77.199435 38.900427,-77.197824 38.899384,-77.195720 38.898033,-77.195588 38.897948,)"
2,11000,12388,0,0,11000,11002,28213,11000;11002;10209;13922;11003;14922;13494;14923;13223;11011;11012;13222;9773;13221;11017;13219;11019;13314;13313;14778;1773;11153;604;9737;11566;11553;2433;2434;11555;14763;13311;11102;14779;11104;2436;11136;12638;11150;11132;2437;11147;11129;11113;499;7531;2438;13545;2439;11110;2440;2441;13104;14130;14131;13382;13381;2442;13403;1622;1589;12667;9738;1893;1892;14753;10028;2443;1439;12503;13729;14767;13730;2444;13731;9876;12477;9878;2445;1514;14283;13733;14780;13734;2447;2448;2449;2450;2451;2452;12422;2453;14781;2455;9162;8819;8340;7509;8487;855;2460;2461;14782;13720;2463;2464;12411;2465;12409;2466;13724;13725;12948;2467;2468;2469;2470;2471;10055;2472;10373;10984;11252;2475;2476;13668;2477;989;12387;2249;12386;13667;2478;2479;12397;12828;12388;,"LINESTRING (-77.194571 38.897440,-77.195464 38.898014,-77.195593 38.898097,-77.197484 38.899307,-77.198368 38.899880,-77.198880 38.900211,-77.199657 38.900714,-77.202280 38.902359,-77.202753 38.902660,-77.202859 38.902727,-77.203337 38.903031,-77.203617 38.903238,-77.203907 38.903492,-77.204350 38.903927,-77.204636 38.904209,-77.205356 38.904945,-77.206064 38.905641,-77.206333 38.905907,-77.206604 38.906144,-77.206748 38.906247,-77.207069 38.906445,-77.207408 38.906615,-77.207660 38.906733,-77.207938 38.906835,-77.208225 38.906914,-77.209426 38.907195,-77.210030 38.907331,-77.210981 38.907562,-77.211696 38.907732,-77.212497 38.907920,-77.212750 38.907990,-77.213181 38.908126,-77.213524 38.908251,-77.213991 38.908464,-77.214182 38.908565,-77.214394 38.908689,-77.214586 38.908804,-77.215523 38.909338,-77.216252 38.909737,-77.216345 38.909788,-77.217174 38.910282,-77.218576 38.911045,-77.219279 38.911416,-77.220572 38.912113,-77.220967 38.912333,-77.221412 38.912574,-77.221857 38.912822,-77.222224 38.913013,-77.222832 38.913362,-77.223228 38.913590,-77.223407 38.913693,-77.223789 38.913924,-77.223863 38.913971,-77.224226 38.914204,-77.224713 38.914520,-77.224948 38.914663,-77.225640 38.915101,-77.226308 38.915512,-77.226485 38.915631,-77.226577 38.915690,-77.226955 38.915935,-77.227709 38.916417,-77.228146 38.916697,-77.228746 38.917075,-77.228977 38.917218,-77.229030 38.917254,-77.229297 38.917436,-77.229541 38.917610,-77.229752 38.917772,-77.229898 38.917878,-77.230220 38.918119,-77.230452 38.918296,-77.230492 38.918326,-77.230599 38.918406,-77.230800 38.918560,-77.231456 38.919094,-77.232090 38.919594,-77.232174 38.919674,-77.232613 38.920002,-77.232671 38.920047,-77.232733 38.920096,-77.232872 38.920210,-77.233075 38.920391,-77.233146 38.920458,-77.233307 38.920617,-77.233548 38.920867,-77.233871 38.921215,-77.234298 38.921674,-77.234560 38.921948,-77.234720 38.922124,-77.235222 38.922683,-77.235392 38.922880,-77.235494 38.922993,-77.235540 38.923042,-77.235816 38.923323,-77.236210 38.923723,-77.236247 38.923760,-77.236408 38.923924,-77.236508 38.924025,-77.236607 38.924126,-77.236741 38.924262,-77.237228 38.924742,-77.237457 38.924954,-77.237595 38.925085,-77.237780 38.925278,-77.238244 38.925744,-77.238678 38.926191,-77.239060 38.926583,-77.239271 38.926796,-77.239595 38.927129,-77.239829 38.927364,-77.239996 38.927537,-77.240332 38.927896,-77.240776 38.928380,-77.240902 38.928533,-77.241064 38.928705,-77.241206 38.928849,-77.241251 38.928893,-77.241443 38.929087,-77.241862 38.929528,-77.241919 38.929588,-77.242099 38.929778,-77.242351 38.930025,-77.242474 38.930164,-77.242604 38.930294,-77.242975 38.930643,-77.243446 38.931079,-77.243677 38.931298,-77.243869 38.931487,-77.244100 38.931726,-77.244285 38.931912,-77.244582 38.932212,-77.244835 38.932466,-77.245120 38.932761,-77.245248 38.932892,-77.245733 38.933400,-77.245830 38.933497,-77.246117 38.933778,-77.247037 38.934711,-77.247073 38.934751,-77.247208 38.934869,-77.247619 38.935289,-77.247694 38.935360,-77.247976 38.935646,-77.248641 38.936337,-77.248991 38.936701,-77.249367 38.937086,-77.249701 38.937428,-77.250832 38.938593,-77.251914 38.939699,-77.252337 38.940131,-77.253193 38.941007,-77.253282 38.941098,-77.253828 38.941665,-77.254490 38.942333,-77.254745 38.942591,-77.255118 38.942968,-77.255209 38.943059,-77.255977 38.943834,-77.256742 38.944598,-77.257044 38.944903,-77.257348 38.945209,-77.257690 38.945551,-77.258297 38.946159,-77.258769 38.946625,-77.258995 38.946850,-77.259102 38.946955,-77.259330 38.947184,-77.259864 38.947731,-77.260049 38.947915,-77.261198 38.949061,-77.261352 38.949214,-77.261673 38.949504,-77.262197 38.949927,-77.262219 38.949944,-77.262336 38.950036,-77.262802 38.950360,-77.263211 38.950618,-77.263547 38.950830,-77.264368 38.951348,-77.265919 38.952337,-77.266851 38.952928,-77.267047 38.953047,-77.267495 38.953341,-77.268111 38.953738,-77.268683 38.954098,-77.268983 38.954293,-77.269345 38.954526,-77.269756 38.954784,-77.270450 38.955234,-77.270904 38.955524,-77.271387 38.955839,-77.271985 38.956224,-77.272547 38.956579,-77.273306 38.957073,-77.273604 38.957280,-77.274148 38.957647,-77.274474 38.957884,-77.274661 38.958029,-77.274778 38.958117,-77.274888 38.958192,-77.275943 38.958953,-77.276875 38.959632,-77.276610 38.959880,-77.276416 38.960028,-77.276173 38.960193,-77.275867 38.960385,-77.275748 38.960468,-77.275635 38.960547,-77.275373 38.960749,-77.275269 38.960816,-77.275109 38.960894,-77.274919 38.960974,-77.274796 38.961018,-77.274336 38.961202,-77.274029 38.961350,-77.274128 38.961470,-77.274174 38.961518,-77.274905 38.962196,-77.274996 38.962273,-77.275056 38.962330,-77.275101 38.962373,-77.275227 38.962480,-77.275350 38.962569,-77.275453 38.962626,-77.276118 38.962878,-77.276254 38.962941,-77.276319 38.962975,-77.276758 38.963255,-77.276876 38.963309,-77.277044 38.963360,-77.277460 38.963486,-77.278525 38.963790,-77.278773 38.963854,-77.278887 38.963868,-77.279024 38.963867,-77.279455 38.963855,-77.279904 38.963843,-77.280068 38.963846,-77.280197 38.963853,-77.280305 38.963873,-77.280425 38.963911,-77.280532 38.963962,-77.280610 38.964019,-77.280685 38.964091,-77.280745 38.964172,-77.280792 38.964264,-77.281032 38.964948,-77.281086 38.965045,-77.281156 38.965133,-77.281237 38.965210,-77.281332 38.965276,-77.281428 38.965321,-77.281522 38.965351,-77.281729 38.965385,-77.282257 38.965445,-77.282353 38.965460,-77.282562 38.965490,-77.282770 38.965487,-77.282950 38.965466,-77.283469 38.965371,-77.283617 38.965355,-77.283767 38.965354,-77.283887 38.965364,-77.284016 38.965389,-77.284139 38.965429,-77.284256 38.965482,-77.284356 38.965542,-77.284453 38.965617,-77.284537 38.965704,-77.284597 38.965790,-77.284751 38.965704,-77.284828 38.965653,-77.284902 38.965587,-77.284974 38.965497,-77.285074 38.965342,-77.285147 38.965245,-77.285232 38.965158,-77.286017 38.965437,-77.286589 38.965645,-77.287625 38.966017,-77.288205 38.966219,-77.289966 38.966843,-77.290736 38.967116,-77.291183 38.967279,-77.291404 38.967360,-77.291579 38.967422,-77.292034 38.967587,-77.292474 38.967744,-77.292824 38.967886,-77.293299 38.968102,-77.293618 38.968258,-77.293889 38.968404,-77.294543 38.968778,-77.295107 38.969100,-77.296602 38.969950,-77.297257 38.970315,-77.297462 38.970440,-77.298261 38.970898,-77.298922 38.971268,-77.300257 38.972026,-77.302791 38.973470,-77.303226 38.973714,-77.303550 38.973906,-77.303744 38.974009,-77.304070 38.974179,-77.304131 38.974210,-77.304428 38.974347,-77.304660 38.974450,-77.304900 38.974541,-77.305110 38.974619,-77.305331 38.974702,-77.305637 38.974802,-77.306099 38.974944,-77.306994 38.975197,-77.307081 38.975222,-77.307907 38.975453,-77.308425 38.975608,-77.309026 38.975781,-77.309388 38.975885,-77.309682 38.975970,-77.310193 38.976118,-77.310387 38.976172,-77.310568 38.976223,-77.310948 38.976333,-77.312033 38.976639,-77.312974 38.976917,-77.313283 38.977014,-77.313686 38.977154,-77.314070 38.977303,-77.314486 38.977483,-77.314519 38.977497,-77.315124 38.977789,-77.315286 38.977869,-77.315932 38.978192,-77.316691 38.978598,-77.317066 38.978809,-77.317516 38.979088,-77.317728 38.979229,-77.317920 38.979366,-77.318200 38.979567,-77.318492 38.979799,-77.318787 38.980036,-77.319034 38.980261,-77.319294 38.980510,-77.319600 38.980795,-77.319895 38.981116,-77.320182 38.981450,-77.320461 38.981798,-77.320807 38.982290,-77.321051 38.982628,-77.321478 38.983261,-77.322147 38.984220,-77.322480 38.984711,-77.322600 38.984867,-77.322781 38.985104,-77.323040 38.985401,-77.323331 38.985707,-77.323610 38.985983,-77.323818 38.986170,-77.324082 38.986384,-77.324394 38.986615,-77.324727 38.986853,-77.324956 38.986994,-77.325332 38.987223,-77.325599 38.987381,-77.326448 38.987868,-77.327704 38.988589,-77.328420 38.988997,-77.329164 38.989430,-77.329404 38.989567,-77.329535 38.989662,-77.329713 38.989779,-77.330072 38.990046,-77.330510 38.990397,-77.330823 38.990643,-77.332362 38.991885,-77.332870 38.992278,-77.333215 38.992527,-77.333687 38.992857,-77.334604 38.993496,-77.335340 38.994013,-77.336271 38.994649,-77.336885 38.995099,-77.338425 38.996182,-77.339100 38.996648,-77.339818 38.997146,-77.340390 38.997549,-77.341060 38.998009,-77.342640 38.999112,-77.342730 38.999177,-77.343095 38.999439,-77.343308 38.999592,-77.343604 38.999787,-77.343898 38.999966,-77.344081 39.000065,-77.344287 39.000175,-77.344381 39.000224,-77.344531 39.000302,-77.344783 39.000427,-77.345055 39.000556,-77.345255 39.000651,-77.345329 39.000687,-77.345437 39.000739,-77.345795 39.000912,-77.346961 39.001487,-77.349967 39.002970,-77.350034 39.003003,-77.350549 39.003287,-77.352395 39.004305,-77.353165 39.004730,-77.353742 39.005048,-77.354252 39.005342,-77.355203 39.005902,-77.355703 39.006181,-77.356692 39.006730,-77.357830 39.007382,-77.357980 39.007465,-77.359268 39.008189,-77.360118 39.008660,-77.360985 39.009155,-77.361436 39.009386,-77.363441 39.010506,-77.364246 39.010954,-77.364827 39.011279,-77.365603 39.011700,-77.366756 39.012286,)"
