agent_id,from_node_id,to_node_id,timestamp,cumu_distance,hhmmss,trace_id,travel_time,delay,geometry
16,506,507,0,944.35,0000:00,6,0,0,"LINESTRING (-2.2500126 53.4913183, -2.2491438 53.491599)"
16,507,508,0,1021.84,0000:00,6,0,0,"LINESTRING (-2.2491438 53.491599, -2.2496896 53.4922157)"
17,1455,476,0,107.99,0000:00,1,0,0,"LINESTRING (-2.244921 53.4886895, -2.2444912 53.488788, -2.2440412 53.4889009, -2.2436118 53.4890116, -2.2434127 53.4890605)"
18,1456,42,0,109.61,0000:00,0,0,0,"LINESTRING (-2.2433446 53.4889853, -2.2435345 53.488936, -2.2444317 53.4887119, -2.2448735 53.4886057)"
18,42,2479,0,163.96,0000:00,2,0,0,"LINESTRING (-2.2448735 53.4886057, -2.2454099 53.4885059, -2.2454341 53.488502, -2.2454935 53.4884915, -2.2456589 53.4884624)"
19,42,2479,0,54.35,0000:00,2,0,0,"LINESTRING (-2.2448735 53.4886057, -2.2454099 53.4885059, -2.2454341 53.488502, -2.2454935 53.4884915, -2.2456589 53.4884624)"
19,2479,39,0,66.70,0000:00,2,0,0,"LINESTRING (-2.2456589 53.4884624, -2.2458381 53.4884315)"
20,2722,1374,0,35.33,0000:00,1,0,0,"LINESTRING (-2.2428297 53.4892057, -2.2426765 53.4892454, -2.2425275 53.4892851, -2.2423452 53.4893391)"
20,1374,2807,0,95.83,0000:00,1,0,0,"LINESTRING (-2.2423452 53.4893391, -2.2421689 53.4894315, -2.2420988 53.4894675, -2.2420655 53.4894863, -2.2420444 53.489499, -2.242021 53.4895201, -2.2419046 53.4896831, -2.2418553 53.4897369, -2.2418213 53.4897719)"
21,41,1456,0,85.87,0000:00,1,0,0,"LINESTRING (-2.2421408 53.4892737, -2.2427046 53.4891406, -2.2431466 53.4890386, -2.2433446 53.4889853)"
22,481,480,0,58.98,0000:00,0,0,0,"LINESTRING (-2.2441708 53.4918596, -2.2438982 53.4923646)"
22,480,2142,0,100.49,0000:00,0,0,0,"LINESTRING (-2.2438982 53.4923646, -2.2433053 53.4922422)"
22,2142,1917,0,138.54,0000:00,1,0,0,"LINESTRING (-2.2433053 53.4922422, -2.2427619 53.4921301)"
22,1917,1899,0,176.62,0000:00,1,0,0,"LINESTRING (-2.2427619 53.4921301, -2.2422181 53.4920178)"
22,1899,1916,0,216.46,0000:00,1,0,0,"LINESTRING (-2.2422181 53.4920178, -2.2416492 53.4919003)"
22,1916,541,0,282.37,0000:00,2,0,0,"LINESTRING (-2.2416492 53.4919003, -2.241343 53.4918371, -2.2407079 53.491706)"
23,544,541,0,47.89,0000:00,1,0,0,"LINESTRING (-2.2400401 53.4915398, -2.2407079 53.491706)"
23,541,487,0,115.61,0000:00,1,0,0,"LINESTRING (-2.2407079 53.491706, -2.240381 53.4922832)"
23,487,538,0,140.85,0000:00,1,0,0,"LINESTRING (-2.240381 53.4922832, -2.2403448 53.4923483, -2.2402611 53.4924986)"
24,2117,1215,0,7.24,0000:00,0,0,0,"LINESTRING (-2.2382656 53.4911686, -2.2383022 53.4911072)"
24,1215,540,0,66.88,0000:00,0,0,0,"LINESTRING (-2.2383022 53.4911072, -2.2391338 53.4913142)"
24,540,1350,0,76.87,0000:00,1,0,0,"LINESTRING (-2.2391338 53.4913142, -2.2392731 53.4913489)"
24,1350,535,0,104.61,0000:00,1,0,0,"LINESTRING (-2.2392731 53.4913489, -2.2396599 53.4914452)"
24,535,544,0,131.87,0000:00,1,0,0,"LINESTRING (-2.2396599 53.4914452, -2.2400401 53.4915398)"
24,544,2901,0,170.47,0000:00,1,0,0,"LINESTRING (-2.2400401 53.4915398, -2.2402275 53.4912319, -2.2402391 53.4912135)"
25,541,1916,0,65.91,0000:00,0,0,0,"LINESTRING (-2.2407079 53.491706, -2.241343 53.4918371, -2.2416492 53.4919003)"
25,1916,1899,0,105.75,0000:00,0,0,0,"LINESTRING (-2.2416492 53.4919003, -2.2422181 53.4920178)"
25,1899,1917,0,143.83,0000:00,0,0,0,"LINESTRING (-2.2422181 53.4920178, -2.2427619 53.4921301)"
25,1917,2142,0,181.88,0000:00,1,0,0,"LINESTRING (-2.2427619 53.4921301, -2.2433053 53.4922422)"
25,2142,478,0,240.82,0000:00,1,0,0,"LINESTRING (-2.2433053 53.4922422, -2.2435888 53.4917397)"
25,478,483,0,279.13,0000:00,1,0,0,"LINESTRING (-2.2435888 53.4917397, -2.2430415 53.491627)"
25,483,482,0,441.85,0000:00,1,0,0,"LINESTRING (-2.2430415 53.491627, -2.2438137 53.4902376)"
25,482,2808,0,582.17,0000:00,2,0,0,"LINESTRING (-2.2438137 53.4902376, -2.2432191 53.4901168, -2.2424325 53.489957, -2.241871 53.4898429, -2.2418366 53.4898359, -2.2418058 53.4898313)"
25,2808,1799,0,592.15,0000:00,2,0,0,"LINESTRING (-2.2418058 53.4898313, -2.2417157 53.4899033)"
25,1799,2721,0,608.72,0000:00,2,0,0,"LINESTRING (-2.2417157 53.4899033, -2.2416306 53.4898397, -2.2416341 53.489772)"
25,2721,1434,0,648.62,0000:00,2,0,0,"LINESTRING (-2.2416341 53.489772, -2.2416834 53.4897215, -2.2416886 53.4896799, -2.2416832 53.4896384, -2.2416632 53.4895514, -2.2416676 53.4895033, -2.2416759 53.4894808, -2.2416896 53.4894594, -2.2417194 53.489429)"
26,1435,1799,0,8.48,0000:00,1,0,0,"LINESTRING (-2.2416861 53.4899775, -2.2417017 53.4899439, -2.2417157 53.4899033)"
26,1799,2721,0,25.06,0000:00,1,0,0,"LINESTRING (-2.2417157 53.4899033, -2.2416306 53.4898397, -2.2416341 53.489772)"
26,2721,1434,0,64.96,0000:00,1,0,0,"LINESTRING (-2.2416341 53.489772, -2.2416834 53.4897215, -2.2416886 53.4896799, -2.2416832 53.4896384, -2.2416632 53.4895514, -2.2416676 53.4895033, -2.2416759 53.4894808, -2.2416896 53.4894594, -2.2417194 53.489429)"
27,2807,2808,0,6.68,0000:00,0,0,0,"LINESTRING (-2.2418213 53.4897719, -2.2418058 53.4898313)"
27,2808,1799,0,16.67,0000:00,0,0,0,"LINESTRING (-2.2418058 53.4898313, -2.2417157 53.4899033)"
27,1799,1435,0,25.15,0000:00,1,0,0,"LINESTRING (-2.2417157 53.4899033, -2.2417017 53.4899439, -2.2416861 53.4899775)"
27,1435,485,0,86.54,0000:00,1,0,0,"LINESTRING (-2.2416861 53.4899775, -2.2414022 53.4905031)"
27,485,332,0,128.71,0000:00,2,0,0,"LINESTRING (-2.2414022 53.4905031, -2.2411966 53.4908621)"
27,332,479,0,169.14,0000:00,2,0,0,"LINESTRING (-2.2411966 53.4908621, -2.2410053 53.4912074)"
27,479,541,0,227.97,0000:00,2,0,0,"LINESTRING (-2.2410053 53.4912074, -2.2407079 53.491706)"
27,541,544,0,275.85,0000:00,2,0,0,"LINESTRING (-2.2407079 53.491706, -2.2400401 53.4915398)"
28,1626,2471,0,15.32,0000:00,1,0,0,"LINESTRING (-2.2412953 53.4891219, -2.241224 53.4890394, -2.2412251 53.4889944)"
28,2471,2472,0,116.59,0000:00,1,0,0,"LINESTRING (-2.2412251 53.4889944, -2.2404532 53.4882079)"
28,2472,1331,0,142.52,0000:00,2,0,0,"LINESTRING (-2.2404532 53.4882079, -2.2403618 53.4881584, -2.2402339 53.4880181)"
28,1331,1432,0,167.91,0000:00,2,0,0,"LINESTRING (-2.2402339 53.4880181, -2.2400855 53.4879014, -2.2399988 53.4878376)"
29,2471,40,0,17.00,0000:00,3,0,0,"LINESTRING (-2.2412251 53.4889944, -2.2413105 53.4890113, -2.2414068 53.4890924)"
29,40,1434,0,59.82,0000:00,3,0,0,"LINESTRING (-2.2414068 53.4890924, -2.2414545 53.489158, -2.2415286 53.4892303, -2.2415618 53.4892595, -2.2416459 53.4893467, -2.2417194 53.489429)"
30,2238,1431,0,6.83,0000:00,1,0,0,"LINESTRING (-2.2403029 53.4879758, -2.2403529 53.4880295)"
30,1431,2472,0,28.42,0000:00,2,0,0,"LINESTRING (-2.2403529 53.4880295, -2.2404559 53.4881405, -2.2404532 53.4882079)"
30,2472,2471,0,129.70,0000:00,2,0,0,"LINESTRING (-2.2404532 53.4882079, -2.2412251 53.4889944)"
31,1622,2088,0,42.95,0000:00,1,0,0,"LINESTRING (-2.2397284 53.4879569, -2.2396117 53.4880378, -2.2395885 53.4880614, -2.2393684 53.4882771)"
31,2088,2085,0,76.56,0000:00,2,0,0,"LINESTRING (-2.2393684 53.4882771, -2.2389118 53.4881447)"
32,2239,1784,0,73.81,0000:00,3,0,0,"LINESTRING (-2.2388379 53.4886531, -2.2387314 53.4886696, -2.2386047 53.4886717, -2.2383435 53.4886664, -2.2379308 53.4886399, -2.2377405 53.4885988)"
33,2239,1784,0,73.81,0000:00,3,0,0,"LINESTRING (-2.2388379 53.4886531, -2.2387314 53.4886696, -2.2386047 53.4886717, -2.2383435 53.4886664, -2.2379308 53.4886399, -2.2377405 53.4885988)"
35,2065,1629,0,12.48,0000:00,0,0,0,"LINESTRING (-2.2374025 53.4893463, -2.2372221 53.4893792)"
35,1629,1794,0,20.70,0000:00,0,0,0,"LINESTRING (-2.2372221 53.4893792, -2.2372318 53.4893055)"
35,1794,1798,0,34.55,0000:00,1,0,0,"LINESTRING (-2.2372318 53.4893055, -2.2372656 53.4892673, -2.2373408 53.4891994)"
35,1798,1784,0,106.39,0000:00,2,0,0,"LINESTRING (-2.2373408 53.4891994, -2.2377301 53.4886214, -2.2377405 53.4885988)"
36,1785,2660,0,32.07,0000:00,2,0,0,"LINESTRING (-2.2371798 53.4884689, -2.2369858 53.4884089, -2.2367788 53.4883094)"
36,2660,2318,0,76.65,0000:00,3,0,0,"LINESTRING (-2.2367788 53.4883094, -2.2364713 53.4880527, -2.2364425 53.4880287, -2.2363877 53.4879829)"
37,1785,2660,0,32.07,0000:00,2,0,0,"LINESTRING (-2.2371798 53.4884689, -2.2369858 53.4884089, -2.2367788 53.4883094)"
37,2660,2318,0,76.65,0000:00,3,0,0,"LINESTRING (-2.2367788 53.4883094, -2.2364713 53.4880527, -2.2364425 53.4880287, -2.2363877 53.4879829)"
38,2660,2318,0,44.58,0000:00,0,0,0,"LINESTRING (-2.2367788 53.4883094, -2.2364713 53.4880527, -2.2364425 53.4880287, -2.2363877 53.4879829)"
38,2318,2661,0,112.34,0000:00,1,0,0,"LINESTRING (-2.2363877 53.4879829, -2.2363616 53.4879612, -2.236027 53.4876819, -2.2357932 53.4874867)"
38,2661,1783,0,148.08,0000:00,1,0,0,"LINESTRING (-2.2357932 53.4874867, -2.2354797 53.487225)"
38,1783,1412,0,188.92,0000:00,1,0,0,"LINESTRING (-2.2354797 53.487225, -2.2351615 53.4869897, -2.2350863 53.4869421)"
39,2660,2318,0,44.58,0000:00,0,0,0,"LINESTRING (-2.2367788 53.4883094, -2.2364713 53.4880527, -2.2364425 53.4880287, -2.2363877 53.4879829)"
39,2318,2661,0,112.34,0000:00,1,0,0,"LINESTRING (-2.2363877 53.4879829, -2.2363616 53.4879612, -2.236027 53.4876819, -2.2357932 53.4874867)"
39,2661,1783,0,148.08,0000:00,1,0,0,"LINESTRING (-2.2357932 53.4874867, -2.2354797 53.487225)"
39,1783,1412,0,188.92,0000:00,1,0,0,"LINESTRING (-2.2354797 53.487225, -2.2351615 53.4869897, -2.2350863 53.4869421)"
40,1413,2680,0,85.32,0000:00,1,0,0,"LINESTRING (-2.2346396 53.4871398, -2.2340162 53.4874077, -2.2339988 53.4874152, -2.2335943 53.4875891)"
40,2680,1414,0,131.15,0000:00,1,0,0,"LINESTRING (-2.2335943 53.4875891, -2.2330238 53.487823)"
40,1414,2673,0,150.78,0000:00,1,0,0,"LINESTRING (-2.2330238 53.487823, -2.2327812 53.4879246)"
41,2673,2672,0,34.64,0000:00,0,0,0,"LINESTRING (-2.2327812 53.4879246, -2.2323443 53.4880963)"
41,2672,1415,0,128.88,0000:00,2,0,0,"LINESTRING (-2.2323443 53.4880963, -2.2317261 53.4883089, -2.2313187 53.4885337, -2.2312053 53.4885963)"
41,1415,1416,0,195.74,0000:00,5,0,0,"LINESTRING (-2.2312053 53.4885963, -2.2310491 53.4886739, -2.230537 53.4890451)"
41,1416,1417,0,236.18,0000:00,5,0,0,"LINESTRING (-2.230537 53.4890451, -2.230154 53.4893286)"
41,1417,1418,0,296.73,0000:00,6,0,0,"LINESTRING (-2.230154 53.4893286, -2.2295634 53.4897445)"
41,1418,883,0,438.54,0000:00,6,0,0,"LINESTRING (-2.2295634 53.4897445, -2.229117 53.4900742, -2.228274 53.4906638, -2.2281566 53.4906984)"
41,883,460,0,450.63,0000:00,6,0,0,"LINESTRING (-2.2281566 53.4906984, -2.2280512 53.4907872)"
42,1128,2677,0,46.25,0000:00,0,0,0,"LINESTRING (-2.2329042 53.4877676, -2.2334801 53.4875318)"
42,2677,2674,0,123.61,0000:00,1,0,0,"LINESTRING (-2.2334801 53.4875318, -2.2344318 53.4871277)"
42,2674,1133,0,126.43,0000:00,1,0,0,"LINESTRING (-2.2344318 53.4871277, -2.234465 53.4871118)"
42,1133,1125,0,163.51,0000:00,1,0,0,"LINESTRING (-2.234465 53.4871118, -2.2348774 53.4868859)"
43,692,1780,0,36.85,0000:00,1,0,0,"LINESTRING (-2.2326757 53.4876449, -2.232242 53.4874369)"
43,1780,321,0,88.36,0000:00,1,0,0,"LINESTRING (-2.232242 53.4874369, -2.2320222 53.4873182, -2.2317315 53.4871632, -2.2316637 53.4871268)"
43,321,693,0,178.47,0000:00,1,0,0,"LINESTRING (-2.2316637 53.4871268, -2.2307865 53.4866577, -2.2306459 53.4865884)"
43,693,244,0,255.06,0000:00,1,0,0,"LINESTRING (-2.2306459 53.4865884, -2.2299463 53.4861988, -2.2298342 53.4861007)"
44,693,321,0,90.11,0000:00,1,0,0,"LINESTRING (-2.2306459 53.4865884, -2.2307865 53.4866577, -2.2316637 53.4871268)"
44,321,1780,0,141.62,0000:00,1,0,0,"LINESTRING (-2.2316637 53.4871268, -2.2317315 53.4871632, -2.2320222 53.4873182, -2.232242 53.4874369)"
44,1780,692,0,178.47,0000:00,1,0,0,"LINESTRING (-2.232242 53.4874369, -2.2326757 53.4876449)"
45,319,1820,0,42.27,0000:00,1,0,0,"LINESTRING (-2.2313704 53.4855747, -2.2308176 53.4857652)"
45,1820,320,0,80.85,0000:00,1,0,0,"LINESTRING (-2.2308176 53.4857652, -2.2303186 53.4859448)"
46,848,859,0,91.19,0000:00,0,0,0,"LINESTRING (-2.2298258 53.4860118, -2.229947 53.4859702, -2.2309976 53.4856095, -2.2310196 53.4856019)"
46,859,447,0,152.52,0000:00,1,0,0,"LINESTRING (-2.2310196 53.4856019, -2.231451 53.485458, -2.2316834 53.4853568, -2.231799 53.4853053)"
47,2671,1778,0,81.65,0000:00,2,0,0,"LINESTRING (-2.2339369 53.4895202, -2.2340135 53.4895661, -2.2348062 53.4900415)"
47,1778,1793,0,163.27,0000:00,0,0,0,"LINESTRING (-2.2348062 53.4900415, -2.2345114 53.4902277, -2.2337657 53.4904062)"
47,1793,2059,0,262.51,0000:00,3,0,0,"LINESTRING (-2.2337657 53.4904062, -2.2323517 53.4907042)"
47,2059,2064,0,351.86,0000:00,4,0,0,"LINESTRING (-2.2323517 53.4907042, -2.2310438 53.4909045)"
47,2064,460,0,566.58,0000:00,4,0,0,"LINESTRING (-2.2310438 53.4909045, -2.229757 53.4910957, -2.229286 53.4911657, -2.2290503 53.4911694, -2.2289381 53.4911497, -2.2288461 53.4911335, -2.2280512 53.4907872)"
48,641,445,0,62.68,0000:00,0,0,0,"LINESTRING (-2.2228995 53.4885915, -2.2232378 53.4884401, -2.2236774 53.4882704)"
48,445,849,0,126.46,0000:00,0,0,0,"LINESTRING (-2.2236774 53.4882704, -2.2244938 53.4879652)"
48,849,850,0,272.70,0000:00,0,0,0,"LINESTRING (-2.2244938 53.4879652, -2.2255341 53.4875692, -2.2257359 53.4874924, -2.2263557 53.4872565)"
48,850,465,0,369.76,0000:00,1,0,0,"LINESTRING (-2.2263557 53.4872565, -2.2275976 53.4867919)"
48,465,446,0,442.74,0000:00,2,0,0,"LINESTRING (-2.2275976 53.4867919, -2.2285408 53.4864515)"
48,446,848,0,540.82,0000:00,2,0,0,"LINESTRING (-2.2285408 53.4864515, -2.2295737 53.4860981, -2.2298258 53.4860118)"
48,848,244,0,550.72,0000:00,3,0,0,"LINESTRING (-2.2298258 53.4860118, -2.2298342 53.4861007)"
48,244,851,0,901.85,0000:00,3,0,0,"LINESTRING (-2.2298342 53.4861007, -2.2296418 53.4861713, -2.228626 53.4865442, -2.2258321 53.4875782, -2.2256296 53.4876578, -2.2253337 53.4877741)"
48,851,1796,0,1017.32,0000:00,1,0,0,"LINESTRING (-2.2253337 53.4877741, -2.2246758 53.4880412, -2.2238935 53.4883606)"
48,1796,1802,0,1060.78,0000:00,0,0,0,"LINESTRING (-2.2238935 53.4883606, -2.2243207 53.4886575)"
48,1802,545,0,1122.22,0000:00,0,0,0,"LINESTRING (-2.2243207 53.4886575, -2.2249587 53.489059)"
48,545,364,0,1168.46,0000:00,1,0,0,"LINESTRING (-2.2249587 53.489059, -2.2254341 53.4893639)"
48,364,1803,0,1311.83,0000:00,1,0,0,"LINESTRING (-2.2254341 53.4893639, -2.2257148 53.4895361, -2.2265943 53.4900884, -2.2269276 53.4902981)"
48,1803,1792,0,1404.41,0000:00,3,0,0,"LINESTRING (-2.2269276 53.4902981, -2.2269463 53.4903384, -2.2277377 53.4908364, -2.2278812 53.4908983)"
49,445,849,0,63.79,0000:00,0,0,0,"LINESTRING (-2.2236774 53.4882704, -2.2244938 53.4879652)"
49,849,850,0,210.02,0000:00,1,0,0,"LINESTRING (-2.2244938 53.4879652, -2.2255341 53.4875692, -2.2257359 53.4874924, -2.2263557 53.4872565)"
49,850,465,0,307.08,0000:00,2,0,0,"LINESTRING (-2.2263557 53.4872565, -2.2275976 53.4867919)"
49,465,446,0,380.07,0000:00,3,0,0,"LINESTRING (-2.2275976 53.4867919, -2.2285408 53.4864515)"
49,446,848,0,478.14,0000:00,3,0,0,"LINESTRING (-2.2285408 53.4864515, -2.2295737 53.4860981, -2.2298258 53.4860118)"
49,848,859,0,569.34,0000:00,3,0,0,"LINESTRING (-2.2298258 53.4860118, -2.229947 53.4859702, -2.2309976 53.4856095, -2.2310196 53.4856019)"
50,1125,1132,0,34.50,0000:00,0,0,0,"LINESTRING (-2.2348774 53.4868859, -2.2347176 53.4868118, -2.2344822 53.4866838)"
50,1132,1141,0,45.31,0000:00,1,0,0,"LINESTRING (-2.2344822 53.4866838, -2.2343584 53.4866204)"
50,1141,2515,0,94.81,0000:00,1,0,0,"LINESTRING (-2.2343584 53.4866204, -2.233791 53.4863303)"
50,2515,2715,0,145.22,0000:00,1,0,0,"LINESTRING (-2.233791 53.4863303, -2.2332156 53.4860331)"
50,2715,2514,0,201.61,0000:00,2,0,0,"LINESTRING (-2.2332156 53.4860331, -2.2325432 53.4857214)"
50,2514,315,0,258.15,0000:00,2,0,0,"LINESTRING (-2.2325432 53.4857214, -2.2320627 53.4854791, -2.2319014 53.4853861)"
50,315,319,0,299.08,0000:00,2,0,0,"LINESTRING (-2.2319014 53.4853861, -2.2316392 53.4854859, -2.2313704 53.4855747)"
51,474,1131,0,46.11,0000:00,1,0,0,"LINESTRING (-2.2353216 53.4866166, -2.2357962 53.4863129)"
51,1131,228,0,51.18,0000:00,1,0,0,"LINESTRING (-2.2357962 53.4863129, -2.2358571 53.4862853)"
52,474,1131,0,46.11,0000:00,1,0,0,"LINESTRING (-2.2353216 53.4866166, -2.2357962 53.4863129)"
52,1131,228,0,51.18,0000:00,1,0,0,"LINESTRING (-2.2357962 53.4863129, -2.2358571 53.4862853)"
55,1782,1787,0,55.45,0000:00,1,0,0,"LINESTRING (-2.234018 53.4888621, -2.233514 53.4884637)"
55,1787,1791,0,62.60,0000:00,2,0,0,"LINESTRING (-2.233514 53.4884637, -2.2334158 53.4884368)"
55,1791,2666,0,93.99,0000:00,2,0,0,"LINESTRING (-2.2334158 53.4884368, -2.2331343 53.4882096)"
55,2666,2673,0,133.36,0000:00,3,0,0,"LINESTRING (-2.2331343 53.4882096, -2.2328344 53.4879676, -2.2327812 53.4879246)"
55,2673,1129,0,142.67,0000:00,3,0,0,"LINESTRING (-2.2327812 53.4879246, -2.2326976 53.4878572)"
56,1177,1428,0,41.34,0000:00,2,0,0,"LINESTRING (-2.2391429 53.4873781, -2.2392796 53.4874247, -2.2395668 53.4875276, -2.2396694 53.4875771)"
56,1428,2717,0,54.35,0000:00,2,0,0,"LINESTRING (-2.2396694 53.4875771, -2.2398202 53.4876522)"
56,2717,1429,0,69.94,0000:00,2,0,0,"LINESTRING (-2.2398202 53.4876522, -2.2400161 53.4877301)"
56,1429,1430,0,77.69,0000:00,2,0,0,"LINESTRING (-2.2400161 53.4877301, -2.2400957 53.4877812)"
56,1430,2238,0,103.31,0000:00,2,0,0,"LINESTRING (-2.2400957 53.4877812, -2.2403029 53.4879758)"
56,2238,1431,0,110.13,0000:00,2,0,0,"LINESTRING (-2.2403029 53.4879758, -2.2403529 53.4880295)"
57,1177,1428,0,41.34,0000:00,2,0,0,"LINESTRING (-2.2391429 53.4873781, -2.2392796 53.4874247, -2.2395668 53.4875276, -2.2396694 53.4875771)"
57,1428,2717,0,54.35,0000:00,2,0,0,"LINESTRING (-2.2396694 53.4875771, -2.2398202 53.4876522)"
57,2717,1429,0,69.94,0000:00,2,0,0,"LINESTRING (-2.2398202 53.4876522, -2.2400161 53.4877301)"
57,1429,1430,0,77.69,0000:00,2,0,0,"LINESTRING (-2.2400161 53.4877301, -2.2400957 53.4877812)"
57,1430,2238,0,103.31,0000:00,2,0,0,"LINESTRING (-2.2400957 53.4877812, -2.2403029 53.4879758)"
57,2238,1431,0,110.13,0000:00,2,0,0,"LINESTRING (-2.2403029 53.4879758, -2.2403529 53.4880295)"
57,1431,2472,0,131.73,0000:00,2,0,0,"LINESTRING (-2.2403529 53.4880295, -2.2404559 53.4881405, -2.2404532 53.4882079)"
57,2472,2471,0,233.00,0000:00,2,0,0,"LINESTRING (-2.2404532 53.4882079, -2.2412251 53.4889944)"
58,1130,2953,0,24.94,0000:00,1,0,0,"LINESTRING (-2.2365836 53.4865994, -2.236918 53.486703)"
58,2953,1177,0,190.21,0000:00,1,0,0,"LINESTRING (-2.236918 53.486703, -2.2373422 53.4868345, -2.2383343 53.4871462, -2.2385047 53.4871949, -2.2391429 53.4873781)"
59,228,1650,0,36.79,0000:00,0,0,0,"LINESTRING (-2.2358571 53.4862853, -2.2362512 53.4860519)"
59,1650,1649,0,51.02,0000:00,1,0,0,"LINESTRING (-2.2362512 53.4860519, -2.2364501 53.4860033)"
60,468,1648,0,41.67,0000:00,1,0,0,"LINESTRING (-2.2370198 53.4856846, -2.2365685 53.485946)"
60,1648,1649,0,51.77,0000:00,2,0,0,"LINESTRING (-2.2365685 53.485946, -2.2364501 53.4860033)"
60,1649,1410,0,101.36,0000:00,2,0,0,"LINESTRING (-2.2364501 53.4860033, -2.2359501 53.4863355)"
61,1639,2534,0,83.52,0000:00,1,0,0,"LINESTRING (-2.2392227 53.4862592, -2.2385524 53.4860368, -2.2382631 53.4859408, -2.238205 53.4859215, -2.2381192 53.4858945)"
61,2534,1646,0,108.64,0000:00,2,0,0,"LINESTRING (-2.2381192 53.4858945, -2.2377872 53.4857848)"
61,1646,1637,0,152.74,0000:00,2,0,0,"LINESTRING (-2.2377872 53.4857848, -2.2372033 53.4855937)"
62,1071,233,0,36.51,0000:00,0,0,0,"LINESTRING (-2.2386558 53.4848406, -2.2385552 53.4848983, -2.2383998 53.4849891, -2.2383709 53.485006, -2.2382544 53.4850657)"
62,233,1336,0,40.03,0000:00,1,0,0,"LINESTRING (-2.2382544 53.4850657, -2.2382141 53.4850864)"
62,1336,1335,0,81.20,0000:00,1,0,0,"LINESTRING (-2.2382141 53.4850864, -2.2381463 53.4851211, -2.2377426 53.485328)"
62,1335,1637,0,127.53,0000:00,1,0,0,"LINESTRING (-2.2377426 53.485328, -2.2372033 53.4855937)"
62,1637,468,0,143.32,0000:00,1,0,0,"LINESTRING (-2.2372033 53.4855937, -2.2370198 53.4856846)"
63,88,2486,0,22.82,0000:00,0,0,0,"LINESTRING (-2.2447595 53.4868603, -2.2447669 53.4870393, -2.2447706 53.4870537, -2.2447747 53.487065)"
63,2486,1633,0,75.68,0000:00,1,0,0,"LINESTRING (-2.2447747 53.487065, -2.2448909 53.4872165, -2.2451208 53.4874935)"
63,1633,2476,0,112.59,0000:00,1,0,0,"LINESTRING (-2.2451208 53.4874935, -2.2452533 53.4877139, -2.2453148 53.4878046)"
63,2476,1635,0,159.25,0000:00,1,0,0,"LINESTRING (-2.2453148 53.4878046, -2.2456119 53.4881852)"
64,2517,1427,0,23.93,0000:00,0,0,0,"LINESTRING (-2.2405245 53.4872639, -2.2404059 53.4874672)"
64,1427,1430,0,64.95,0000:00,1,0,0,"LINESTRING (-2.2404059 53.4874672, -2.2402337 53.4876953, -2.2400957 53.4877812)"
64,1430,1432,0,73.92,0000:00,1,0,0,"LINESTRING (-2.2400957 53.4877812, -2.2399988 53.4878376)"
65,1426,315,0,21.18,0000:00,1,0,0,"LINESTRING (-2.232168 53.4852806, -2.2320839 53.4853141, -2.2319014 53.4853861)"
66,1811,1425,0,17.62,0000:00,0,0,0,"LINESTRING (-2.2319433 53.485231, -2.2321473 53.4851291)"
66,1425,2566,0,70.44,0000:00,1,0,0,"LINESTRING (-2.2321473 53.4851291, -2.2322282 53.4850522, -2.2325016 53.4849003, -2.2325431 53.4848783, -2.2325764 53.4848586, -2.2325987 53.4848386, -2.2326101 53.4848053, -2.2326077 53.4847626)"
67,1811,1425,0,17.62,0000:00,0,0,0,"LINESTRING (-2.2319433 53.485231, -2.2321473 53.4851291)"
67,1425,2566,0,70.44,0000:00,1,0,0,"LINESTRING (-2.2321473 53.4851291, -2.2322282 53.4850522, -2.2325016 53.4849003, -2.2325431 53.4848783, -2.2325764 53.4848586, -2.2325987 53.4848386, -2.2326101 53.4848053, -2.2326077 53.4847626)"
68,1124,1423,0,5.31,0000:00,1,0,0,"LINESTRING (-2.2331457 53.484872, -2.2332056 53.4849038)"
68,1423,2230,0,65.26,0000:00,1,0,0,"LINESTRING (-2.2332056 53.4849038, -2.2332506 53.4849262, -2.2333673 53.4849794, -2.2339113 53.4852419)"
68,2230,2095,0,88.02,0000:00,1,0,0,"LINESTRING (-2.2339113 53.4852419, -2.234166 53.4853795)"
68,2095,232,0,110.40,0000:00,1,0,0,"LINESTRING (-2.234166 53.4853795, -2.2344341 53.4855022)"
68,232,2094,0,137.26,0000:00,1,0,0,"LINESTRING (-2.2344341 53.4855022, -2.2347416 53.4856599)"
68,2094,2099,0,194.35,0000:00,1,0,0,"LINESTRING (-2.2347416 53.4856599, -2.2341852 53.4860523)"
68,2099,474,0,292.28,0000:00,1,0,0,"LINESTRING (-2.2341852 53.4860523, -2.2353216 53.4866166)"
68,474,1131,0,338.39,0000:00,1,0,0,"LINESTRING (-2.2353216 53.4866166, -2.2357962 53.4863129)"
69,2566,837,0,97.02,0000:00,2,0,0,"LINESTRING (-2.2326077 53.4847626, -2.2326071 53.4847526, -2.2325866 53.4847148, -2.2325408 53.4846775, -2.2322102 53.4845148, -2.2321231 53.4844688, -2.2315523 53.4841706)"
70,168,1421,0,56.77,0000:00,1,0,0,"LINESTRING (-2.2321704 53.4843693, -2.2325539 53.4845736, -2.2326878 53.4846425, -2.2327995 53.4847158)"
70,1421,1124,0,85.56,0000:00,1,0,0,"LINESTRING (-2.2327995 53.4847158, -2.2329428 53.4847719, -2.2331457 53.484872)"
