,utd,utd_long,utd_lat,order,piece,linkid,group,utd_citycode,detectors,detid,detectors_length,pos,fclass,road,limit,detectors_citycode,lanes,detectors_long,detectors_lat
146,89544,-2.241364,53.49066800000001,3,1,26,26.1,manchester,15334.0,N41111E,0.232551764953661,0.17956907498930802,primary,Cheetham Hill Road,48.0,manchester,1.0,-2.241684,53.490085
147,89545,-2.240806,53.491611,4,1,26,26.1,manchester,15334.0,N41111E,0.232551764953661,0.17956907498930802,primary,Cheetham Hill Road,48.0,manchester,1.0,-2.241684,53.490085
148,89546,-2.241452,53.489325,1,1,27,27.1,manchester,15269.0,N06321B,0.16995938344414302,0.164338308406007,trunk,Cheetham Hill Road,48.0,manchester,2.0,-2.241421,53.48927800000001
149,89547,-2.241421,53.48927800000001,2,1,27,27.1,manchester,15269.0,N06321B,0.16995938344414302,0.164338308406007,trunk,Cheetham Hill Road,48.0,manchester,2.0,-2.241421,53.48927800000001
150,89548,-2.240566,53.488388,3,1,27,27.1,manchester,15269.0,N06321B,0.16995938344414302,0.164338308406007,trunk,Cheetham Hill Road,48.0,manchester,2.0,-2.241421,53.48927800000001
151,89549,-2.240214,53.487989,4,1,27,27.1,manchester,15269.0,N06321B,0.16995938344414302,0.164338308406007,trunk,Cheetham Hill Road,48.0,manchester,2.0,-2.241421,53.48927800000001
152,89550,-2.240184,53.487832,1,1,28,28.1,manchester,15277.0,N06331Z,0.185860895040279,0.16568214518216,trunk,Cheetham Hill Road,48.0,manchester,2.0,-2.24031,53.487997
153,89551,-2.24031,53.487997,2,1,28,28.1,manchester,15277.0,N06331Z,0.185860895040279,0.16568214518216,trunk,Cheetham Hill Road,48.0,manchester,2.0,-2.24031,53.487997
154,89552,-2.240637,53.488366000000006,3,1,28,28.1,manchester,15277.0,N06331Z,0.185860895040279,0.16568214518216,trunk,Cheetham Hill Road,48.0,manchester,2.0,-2.24031,53.487997
155,89553,-2.241332,53.489084,4,1,28,28.1,manchester,15277.0,N06331Z,0.185860895040279,0.16568214518216,trunk,Cheetham Hill Road,48.0,manchester,2.0,-2.24031,53.487997
156,89554,-2.241566,53.489282,5,1,28,28.1,manchester,15277.0,N06331Z,0.185860895040279,0.16568214518216,trunk,Cheetham Hill Road,48.0,manchester,2.0,-2.24031,53.487997
157,89555,-2.24032,53.487738,1,1,29,29.1,manchester,15273.0,N06331A,0.183142291003683,0.15560044463496694,trunk,Cheetham Hill Road,48.0,manchester,2.0,-2.24037,53.48798000000001
158,89556,-2.240327,53.487922,2,1,29,29.1,manchester,15273.0,N06331A,0.183142291003683,0.15560044463496694,trunk,Cheetham Hill Road,48.0,manchester,2.0,-2.24037,53.48798000000001
159,89557,-2.24037,53.48798000000001,3,1,29,29.1,manchester,15273.0,N06331A,0.183142291003683,0.15560044463496694,trunk,Cheetham Hill Road,48.0,manchester,2.0,-2.24037,53.48798000000001
160,89558,-2.241391,53.489086,4,1,29,29.1,manchester,15273.0,N06331A,0.183142291003683,0.15560044463496694,trunk,Cheetham Hill Road,48.0,manchester,2.0,-2.24037,53.48798000000001
161,89559,-2.241568,53.489171,5,1,29,29.1,manchester,15273.0,N06331A,0.183142291003683,0.15560044463496694,trunk,Cheetham Hill Road,48.0,manchester,2.0,-2.24037,53.48798000000001
162,89560,-2.239978,53.487892,1,1,30,30.1,manchester,15350.0,N06471H,0.06243965251001099,0.050567062730744,trunk,Corporation Street,48.0,manchester,2.0,-2.23982,53.487942
163,89561,-2.23982,53.487942,2,1,30,30.1,manchester,15350.0,N06471H,0.06243965251001099,0.050567062730744,trunk,Corporation Street,48.0,manchester,2.0,-2.23982,53.487942
164,89562,-2.23958,53.488125,3,1,30,30.1,manchester,15350.0,N06471H,0.06243965251001099,0.050567062730744,trunk,Corporation Street,48.0,manchester,2.0,-2.23982,53.487942
165,89563,-2.239396,53.48831800000001,4,1,30,30.1,manchester,15350.0,N06471H,0.06243965251001099,0.050567062730744,trunk,Corporation Street,48.0,manchester,2.0,-2.23982,53.487942
166,89564,-2.239341,53.488356,1,1,31,31.1,manchester,15343.0,N06311J,0.101734760499682,0.06956718651172,trunk,Corporation Street,48.0,manchester,2.0,-2.23905,53.488587
167,89565,-2.239126,53.48853199999999,2,1,31,31.1,manchester,15343.0,N06311J,0.101734760499682,0.06956718651172,trunk,Corporation Street,48.0,manchester,2.0,-2.23905,53.488587
168,89566,-2.23905,53.488587,3,1,31,31.1,manchester,15343.0,N06311J,0.101734760499682,0.06956718651172,trunk,Corporation Street,48.0,manchester,2.0,-2.23905,53.488587
169,89567,-2.2388,53.488684,4,1,31,31.1,manchester,15343.0,N06311J,0.101734760499682,0.06956718651172,trunk,Corporation Street,48.0,manchester,2.0,-2.23905,53.488587
170,89568,-2.238416,53.48869300000001,5,1,31,31.1,manchester,15343.0,N06311J,0.101734760499682,0.06956718651172,trunk,Corporation Street,48.0,manchester,2.0,-2.23905,53.488587
171,89569,-2.238057,53.488652,6,1,31,31.1,manchester,15343.0,N06311J,0.101734760499682,0.06956718651172,trunk,Corporation Street,48.0,manchester,2.0,-2.23905,53.488587
172,89570,-2.23921,53.48833199999999,1,1,32,32.1,manchester,15341.0,N06311N,0.092354531971165,0.063412786536964,trunk,Corporation Street,48.0,manchester,1.0,-2.2389900000000003,53.488547
173,89571,-2.239105,53.48849300000001,2,1,32,32.1,manchester,15341.0,N06311N,0.092354531971165,0.063412786536964,trunk,Corporation Street,48.0,manchester,1.0,-2.2389900000000003,53.488547
174,89572,-2.2389900000000003,53.488547,3,1,32,32.1,manchester,15341.0,N06311N,0.092354531971165,0.063412786536964,trunk,Corporation Street,48.0,manchester,1.0,-2.2389900000000003,53.488547
175,89573,-2.238757,53.488637,4,1,32,32.1,manchester,15341.0,N06311N,0.092354531971165,0.063412786536964,trunk,Corporation Street,48.0,manchester,1.0,-2.2389900000000003,53.488547
176,89574,-2.238385,53.488636,5,1,32,32.1,manchester,15341.0,N06311N,0.092354531971165,0.063412786536964,trunk,Corporation Street,48.0,manchester,1.0,-2.2389900000000003,53.488547
177,89575,-2.238084,53.488604,6,1,32,32.1,manchester,15341.0,N06311N,0.092354531971165,0.063412786536964,trunk,Corporation Street,48.0,manchester,1.0,-2.2389900000000003,53.488547
178,89576,-2.239307,53.488239,1,1,33,33.1,manchester,15270.0,N06321C,0.045414978337985,0.037866914363625,trunk,Corporation Street,48.0,manchester,1.0,-2.23938,53.488187
179,89577,-2.23938,53.488187,2,1,33,33.1,manchester,15270.0,N06321C,0.045414978337985,0.037866914363625,trunk,Corporation Street,48.0,manchester,1.0,-2.23938,53.488187
180,89578,-2.23964,53.487971,3,1,33,33.1,manchester,15270.0,N06321C,0.045414978337985,0.037866914363625,trunk,Corporation Street,48.0,manchester,1.0,-2.23938,53.488187
181,89579,-2.239694,53.487904,4,1,33,33.1,manchester,15270.0,N06321C,0.045414978337985,0.037866914363625,trunk,Corporation Street,48.0,manchester,1.0,-2.23938,53.488187
182,89580,-2.237344,53.48935,1,1,34,34.1,manchester,15337.0,N06311K,0.071480224559443,0.051784318586159006,tertiary,Dantzic Street,0.0,manchester,1.0,-2.23733,53.48917700000001
183,89581,-2.237306,53.48925500000001,2,1,34,34.1,manchester,15337.0,N06311K,0.071480224559443,0.051784318586159006,tertiary,Dantzic Street,0.0,manchester,1.0,-2.23733,53.48917700000001
184,89582,-2.23733,53.48917700000001,3,1,34,34.1,manchester,15337.0,N06311K,0.071480224559443,0.051784318586159006,tertiary,Dantzic Street,0.0,manchester,1.0,-2.23733,53.48917700000001
185,89583,-2.237636,53.488749,4,1,34,34.1,manchester,15337.0,N06311K,0.071480224559443,0.051784318586159006,tertiary,Dantzic Street,0.0,manchester,1.0,-2.23733,53.48917700000001
186,89584,-2.237512,53.488582,1,1,35,35.1,manchester,15342.0,N06312M,0.093751463260555,0.089622588126493,trunk,St Michael's Square,48.0,manchester,2.0,-2.23745,53.488579
187,89585,-2.23745,53.488579,2,1,35,35.1,manchester,15342.0,N06312M,0.093751463260555,0.089622588126493,trunk,St Michael's Square,48.0,manchester,2.0,-2.23745,53.488579
188,89586,-2.237043,53.488476,3,1,35,35.1,manchester,15342.0,N06312M,0.093751463260555,0.089622588126493,trunk,St Michael's Square,48.0,manchester,2.0,-2.23745,53.488579
189,89587,-2.236753,53.488325,4,1,35,35.1,manchester,15342.0,N06312M,0.093751463260555,0.089622588126493,trunk,St Michael's Square,48.0,manchester,2.0,-2.23745,53.488579
190,89588,-2.236469,53.488063,5,1,35,35.1,manchester,15342.0,N06312M,0.093751463260555,0.089622588126493,trunk,St Michael's Square,48.0,manchester,2.0,-2.23745,53.488579
191,89589,-2.237518,53.488547,1,1,36,36.1,manchester,15344.0,N06312P,0.089804521304968,0.08655015887611799,trunk,St Michael's Square,48.0,manchester,1.0,-2.237469,53.488548
192,89590,-2.237469,53.488548,2,1,36,36.1,manchester,15344.0,N06312P,0.089804521304968,0.08655015887611799,trunk,St Michael's Square,48.0,manchester,1.0,-2.237469,53.488548
193,89591,-2.237064,53.488436,3,1,36,36.1,manchester,15344.0,N06312P,0.089804521304968,0.08655015887611799,trunk,St Michael's Square,48.0,manchester,1.0,-2.237469,53.488548
194,89592,-2.236785,53.488285,4,1,36,36.1,manchester,15344.0,N06312P,0.089804521304968,0.08655015887611799,trunk,St Michael's Square,48.0,manchester,1.0,-2.237469,53.488548
195,89593,-2.236512,53.488049,5,1,36,36.1,manchester,15344.0,N06312P,0.089804521304968,0.08655015887611799,trunk,St Michael's Square,48.0,manchester,1.0,-2.237469,53.488548
196,89594,-2.236469,53.488063,1,1,37,37.1,manchester,15339.0,N06171R,0.105175927375592,0.084676092550378,trunk,Angel Street,48.0,manchester,2.0,-2.236316,53.487903
197,89595,-2.236316,53.487903,2,1,37,37.1,manchester,15339.0,N06171R,0.105175927375592,0.084676092550378,trunk,Angel Street,48.0,manchester,2.0,-2.236316,53.487903
198,89596,-2.235565,53.487288,3,1,37,37.1,manchester,15339.0,N06171R,0.105175927375592,0.084676092550378,trunk,Angel Street,48.0,manchester,2.0,-2.236316,53.487903
199,89597,-2.236512,53.488049,1,1,38,38.1,manchester,15262.0,N06171Q,0.105017317651946,0.084226786677001,trunk,Angel Street,48.0,manchester,2.0,-2.236359,53.487886
200,89598,-2.236359,53.487886,2,1,38,38.1,manchester,15262.0,N06171Q,0.105017317651946,0.084226786677001,trunk,Angel Street,48.0,manchester,2.0,-2.236359,53.487886
201,89599,-2.235629,53.487267,3,1,38,38.1,manchester,15262.0,N06171Q,0.105017317651946,0.084226786677001,trunk,Angel Street,48.0,manchester,2.0,-2.236359,53.487886
202,89600,-2.234964,53.487008,1,1,39,39.1,manchester,15254.0,N06131T,0.139151856197422,0.13493247685510698,trunk,Rochdale Road,48.0,manchester,1.0,-2.23491,53.487028
203,89601,-2.23491,53.487028,2,1,39,39.1,manchester,15254.0,N06131T,0.139151856197422,0.13493247685510698,trunk,Rochdale Road,48.0,manchester,1.0,-2.23491,53.487028
204,89602,-2.233277,53.48775,3,1,39,39.1,manchester,15254.0,N06131T,0.139151856197422,0.13493247685510698,trunk,Rochdale Road,48.0,manchester,1.0,-2.23491,53.487028
205,89603,-2.232676,53.48798000000001,1,1,40,40.1,manchester,15349.0,N06391Y,0.4167530740156989,0.41205332053221294,trunk,Rochdale Road,48.0,manchester,1.0,-2.232623,53.488008
206,89604,-2.232623,53.488008,2,1,40,40.1,manchester,15349.0,N06391Y,0.4167530740156989,0.41205332053221294,trunk,Rochdale Road,48.0,manchester,1.0,-2.232623,53.488008
207,89605,-2.232287,53.48814,3,1,40,40.1,manchester,15349.0,N06391Y,0.4167530740156989,0.41205332053221294,trunk,Rochdale Road,48.0,manchester,1.0,-2.232623,53.488008
208,89606,-2.231636,53.488365,4,1,40,40.1,manchester,15349.0,N06391Y,0.4167530740156989,0.41205332053221294,trunk,Rochdale Road,48.0,manchester,1.0,-2.232623,53.488008
209,89607,-2.231461,53.488435,5,1,40,40.1,manchester,15349.0,N06391Y,0.4167530740156989,0.41205332053221294,trunk,Rochdale Road,48.0,manchester,1.0,-2.232623,53.488008
210,89608,-2.230968,53.488772,6,1,40,40.1,manchester,15349.0,N06391Y,0.4167530740156989,0.41205332053221294,trunk,Rochdale Road,48.0,manchester,1.0,-2.232623,53.488008
211,89609,-2.230073,53.489406,7,1,40,40.1,manchester,15349.0,N06391Y,0.4167530740156989,0.41205332053221294,trunk,Rochdale Road,48.0,manchester,1.0,-2.232623,53.488008
212,89610,-2.228334,53.49064,8,1,40,40.1,manchester,15349.0,N06391Y,0.4167530740156989,0.41205332053221294,trunk,Rochdale Road,48.0,manchester,1.0,-2.232623,53.488008
213,89611,-2.233095,53.48770699999999,1,1,41,41.1,manchester,15263.0,N06171S,0.136609023576361,0.132830410121153,trunk,Rochdale Road,48.0,manchester,1.0,-2.233141,53.487687
214,89612,-2.233141,53.487687,2,1,41,41.1,manchester,15263.0,N06171S,0.136609023576361,0.132830410121153,trunk,Rochdale Road,48.0,manchester,1.0,-2.233141,53.487687
215,89613,-2.234728,53.48696,3,1,41,41.1,manchester,15263.0,N06171S,0.136609023576361,0.132830410121153,trunk,Rochdale Road,48.0,manchester,1.0,-2.233141,53.487687
216,89614,-2.232802,53.487763,1,1,42,42.1,manchester,15208.0,N06141Y,0.256407028754985,0.249730336115997,other,Thompson Street,0.0,manchester,1.0,-2.232718,53.487730000000006
217,89615,-2.232718,53.487730000000006,2,1,42,42.1,manchester,15208.0,N06141Y,0.256407028754985,0.249730336115997,other,Thompson Street,0.0,manchester,1.0,-2.232718,53.487730000000006
218,89616,-2.229914,53.486234,3,1,42,42.1,manchester,15208.0,N06141Y,0.256407028754985,0.249730336115997,other,Thompson Street,0.0,manchester,1.0,-2.232718,53.487730000000006
219,89617,-2.229962,53.486185,1,1,43,43.1,manchester,15257.0,N06131X,0.249112570262814,0.236818486946495,other,Thompson Street,0.0,manchester,1.0,-2.230101,53.48625799999999
220,89618,-2.230101,53.48625799999999,2,1,43,43.1,manchester,15257.0,N06131X,0.249112570262814,0.236818486946495,other,Thompson Street,0.0,manchester,1.0,-2.230101,53.48625799999999
221,89619,-2.232758,53.487678,3,1,43,43.1,manchester,15257.0,N06131X,0.249112570262814,0.236818486946495,other,Thompson Street,0.0,manchester,1.0,-2.230101,53.48625799999999
222,89620,-2.231611,53.48550899999999,1,1,44,44.1,manchester,15207.0,N06141C,0.114765351786185,0.112883471388073,trunk,Oldham Road,48.0,manchester,2.0,-2.231587,53.485518000000006
223,89621,-2.231587,53.485518000000006,2,1,44,44.1,manchester,15207.0,N06141C,0.114765351786185,0.112883471388073,trunk,Oldham Road,48.0,manchester,2.0,-2.231587,53.485518000000006
224,89622,-2.230121,53.486032,3,1,44,44.1,manchester,15207.0,N06141C,0.114765351786185,0.112883471388073,trunk,Oldham Road,48.0,manchester,2.0,-2.231587,53.485518000000006
225,89623,-2.229993,53.485981,1,1,45,45.1,manchester,15209.0,N06151D,0.112808518921962,0.105378685327125,trunk,Oldham Road,48.0,manchester,2.0,-2.23008,53.485939
226,89624,-2.23008,53.485939,2,1,45,45.1,manchester,15209.0,N06151D,0.112808518921962,0.105378685327125,trunk,Oldham Road,48.0,manchester,2.0,-2.23008,53.485939
227,89625,-2.231474,53.485486,3,1,45,45.1,manchester,15209.0,N06151D,0.112808518921962,0.105378685327125,trunk,Oldham Road,48.0,manchester,2.0,-2.23008,53.485939
228,89626,-2.23481,53.490038,1,1,46,46.1,manchester,15347.0,N06391Z,0.467296495222375,0.116852018517373,residential,Bromley Street,0.0,manchester,1.0,-2.2299,53.49110200000001
229,89627,-2.234559,53.49019200000001,2,1,46,46.1,manchester,15347.0,N06391Z,0.467296495222375,0.116852018517373,residential,Bromley Street,0.0,manchester,1.0,-2.2299,53.49110200000001
230,89628,-2.234429,53.490246,3,1,46,46.1,manchester,15347.0,N06391Z,0.467296495222375,0.116852018517373,residential,Bromley Street,0.0,manchester,1.0,-2.2299,53.49110200000001
231,89629,-2.233546,53.490464,4,1,46,46.1,manchester,15347.0,N06391Z,0.467296495222375,0.116852018517373,residential,Bromley Street,0.0,manchester,1.0,-2.2299,53.49110200000001
232,89630,-2.232193,53.490765,5,1,46,46.1,manchester,15347.0,N06391Z,0.467296495222375,0.116852018517373,residential,Bromley Street,0.0,manchester,1.0,-2.2299,53.49110200000001
233,89631,-2.2299,53.49110200000001,6,1,46,46.1,manchester,15347.0,N06391Z,0.467296495222375,0.116852018517373,residential,Bromley Street,0.0,manchester,1.0,-2.2299,53.49110200000001
234,89632,-2.229114,53.491189,7,1,46,46.1,manchester,15347.0,N06391Z,0.467296495222375,0.116852018517373,residential,Bromley Street,0.0,manchester,1.0,-2.2299,53.49110200000001
235,89633,-2.228894,53.491157,8,1,46,46.1,manchester,15347.0,N06391Z,0.467296495222375,0.116852018517373,residential,Bromley Street,0.0,manchester,1.0,-2.2299,53.49110200000001
236,89634,-2.2282990000000003,53.4909,9,1,46,46.1,manchester,15347.0,N06391Z,0.467296495222375,0.116852018517373,residential,Bromley Street,0.0,manchester,1.0,-2.2299,53.49110200000001
237,89635,-2.224026,53.488425,1,1,47,47.1,manchester,15348.0,N06391B,0.360489360924412,0.15292872617958098,tertiary,Livesey Street,0.0,manchester,1.0,-2.226172,53.48978100000001
238,89636,-2.224951,53.489035,2,1,47,47.1,manchester,15348.0,N06391B,0.360489360924412,0.15292872617958098,tertiary,Livesey Street,0.0,manchester,1.0,-2.226172,53.48978100000001
239,89637,-2.226172,53.48978100000001,3,1,47,47.1,manchester,15348.0,N06391B,0.360489360924412,0.15292872617958098,tertiary,Livesey Street,0.0,manchester,1.0,-2.226172,53.48978100000001
240,89638,-2.22706,53.490352,4,1,47,47.1,manchester,15348.0,N06391B,0.360489360924412,0.15292872617958098,tertiary,Livesey Street,0.0,manchester,1.0,-2.226172,53.48978100000001
241,89639,-2.227736,53.49079,5,1,47,47.1,manchester,15348.0,N06391B,0.360489360924412,0.15292872617958098,tertiary,Livesey Street,0.0,manchester,1.0,-2.226172,53.48978100000001
242,89640,-2.224117,53.488136,1,1,48,48.1,manchester,15206.0,N06141A,0.4176020891827221,0.414577202350969,trunk,Oldham Road,48.0,manchester,2.0,-2.22416,53.488127
243,89641,-2.22416,53.488127,2,1,48,48.1,manchester,15206.0,N06141A,0.4176020891827221,0.414577202350969,trunk,Oldham Road,48.0,manchester,2.0,-2.22416,53.488127
244,89642,-2.226089,53.487366,3,1,48,48.1,manchester,15206.0,N06141A,0.4176020891827221,0.414577202350969,trunk,Oldham Road,48.0,manchester,2.0,-2.22416,53.488127
245,89643,-2.22756,53.48685500000001,4,1,48,48.1,manchester,15206.0,N06141A,0.4176020891827221,0.414577202350969,trunk,Oldham Road,48.0,manchester,2.0,-2.22416,53.488127
246,89644,-2.229468,53.486166,5,1,48,48.1,manchester,15206.0,N06141A,0.4176020891827221,0.414577202350969,trunk,Oldham Road,48.0,manchester,2.0,-2.22416,53.488127
247,89645,-2.234747,53.48684100000001,1,1,49,49.1,manchester,15211.0,N06151G,0.23288800570393695,0.196547960053218,trunk,Addington Street,48.0,manchester,2.0,-2.234344,53.48662
248,89646,-2.234344,53.48662,2,1,49,49.1,manchester,15211.0,N06151G,0.23288800570393695,0.196547960053218,trunk,Addington Street,48.0,manchester,2.0,-2.234344,53.48662
249,89647,-2.233187,53.48604,3,1,49,49.1,manchester,15211.0,N06151G,0.23288800570393695,0.196547960053218,trunk,Addington Street,48.0,manchester,2.0,-2.234344,53.48662
250,89648,-2.23207,53.485489,4,1,49,49.1,manchester,15211.0,N06151G,0.23288800570393695,0.196547960053218,trunk,Addington Street,48.0,manchester,2.0,-2.234344,53.48662
251,89649,-2.235144,53.486739,1,1,50,50.1,manchester,15338.0,N06121A,0.046172076685282,0.041100417089109005,trunk,Rochdale Road,48.0,manchester,1.0,-2.2352,53.48670799999999
252,89650,-2.2352,53.48670799999999,2,1,50,50.1,manchester,15338.0,N06121A,0.046172076685282,0.041100417089109005,trunk,Rochdale Road,48.0,manchester,1.0,-2.2352,53.48670799999999
253,89651,-2.235643,53.48645,3,1,50,50.1,manchester,15338.0,N06121A,0.046172076685282,0.041100417089109005,trunk,Rochdale Road,48.0,manchester,1.0,-2.2352,53.48670799999999
254,89652,-2.235109,53.486711,1,1,51,51.1,manchester,15251.0,N06121L,0.045002900234597,0.040585664786042,trunk,Rochdale Road,48.0,manchester,1.0,-2.235162,53.486687
255,89653,-2.235162,53.486687,2,1,51,51.1,manchester,15251.0,N06121L,0.045002900234597,0.040585664786042,trunk,Rochdale Road,48.0,manchester,1.0,-2.235162,53.486687
256,89654,-2.235589,53.486426,3,1,51,51.1,manchester,15251.0,N06121L,0.045002900234597,0.040585664786042,trunk,Rochdale Road,48.0,manchester,1.0,-2.235162,53.486687
257,89655,-2.235774,53.486521,1,1,52,52.1,manchester,15261.0,N06171P,0.039465334501306,0.036991912357939,trunk,Rochdale Road,48.0,manchester,1.0,-2.23575,53.486538
258,89656,-2.23575,53.486538,2,1,52,52.1,manchester,15261.0,N06171P,0.039465334501306,0.036991912357939,trunk,Rochdale Road,48.0,manchester,1.0,-2.23575,53.486538
259,89657,-2.235368,53.48678,3,1,52,52.1,manchester,15261.0,N06171P,0.039465334501306,0.036991912357939,trunk,Rochdale Road,48.0,manchester,1.0,-2.23575,53.486538
260,89658,-2.235719,53.486485,1,1,53,53.1,manchester,15336.0,N06171B,0.04002228691629,0.036819423844683,trunk,Rochdale Road,48.0,manchester,1.0,-2.23569,53.48650799999999
261,89659,-2.23569,53.48650799999999,2,1,53,53.1,manchester,15336.0,N06171B,0.04002228691629,0.036819423844683,trunk,Rochdale Road,48.0,manchester,1.0,-2.23569,53.48650799999999
262,89660,-2.235321,53.486755,3,1,53,53.1,manchester,15336.0,N06171B,0.04002228691629,0.036819423844683,trunk,Rochdale Road,48.0,manchester,1.0,-2.23569,53.48650799999999
263,89661,-2.234473,53.489236,1,1,54,54.1,manchester,15255.0,N06131V,0.169214497921051,0.030503365947847,other,Ludgate Hill,0.0,manchester,1.0,-2.233181,53.488257
264,89662,-2.234087,53.48893,2,1,54,54.1,manchester,15255.0,N06131V,0.169214497921051,0.030503365947847,other,Ludgate Hill,0.0,manchester,1.0,-2.233181,53.488257
265,89663,-2.233392,53.488398,3,1,54,54.1,manchester,15255.0,N06131V,0.169214497921051,0.030503365947847,other,Ludgate Hill,0.0,manchester,1.0,-2.233181,53.488257
266,89664,-2.233181,53.488257,4,1,54,54.1,manchester,15255.0,N06131V,0.169214497921051,0.030503365947847,other,Ludgate Hill,0.0,manchester,1.0,-2.233181,53.488257
267,89665,-2.232896,53.48804200000001,5,1,54,54.1,manchester,15255.0,N06131V,0.169214497921051,0.030503365947847,other,Ludgate Hill,0.0,manchester,1.0,-2.233181,53.488257
268,89666,-2.238593,53.487196,1,1,55,55.1,manchester,15345.0,N06321L,0.091177984233295,0.08615386510496,trunk,Miller Street,48.0,manchester,2.0,-2.23866,53.487217
269,89667,-2.23866,53.487217,2,1,55,55.1,manchester,15345.0,N06321L,0.091177984233295,0.08615386510496,trunk,Miller Street,48.0,manchester,2.0,-2.23866,53.487217
270,89668,-2.239516,53.487557,3,1,55,55.1,manchester,15345.0,N06321L,0.091177984233295,0.08615386510496,trunk,Miller Street,48.0,manchester,2.0,-2.23866,53.487217
271,89669,-2.23972,53.487662,4,1,55,55.1,manchester,15345.0,N06321L,0.091177984233295,0.08615386510496,trunk,Miller Street,48.0,manchester,2.0,-2.23866,53.487217
272,89670,-2.238604,53.48716500000001,1,1,56,56.1,manchester,15271.0,N06321D,0.09234801217908198,0.08674041457012899,trunk,Miller Street,48.0,manchester,2.0,-2.23868,53.487187
273,89671,-2.23868,53.487187,2,1,56,56.1,manchester,15271.0,N06321D,0.09234801217908198,0.08674041457012899,trunk,Miller Street,48.0,manchester,2.0,-2.23868,53.487187
274,89672,-2.239569,53.487532,3,1,56,56.1,manchester,15271.0,N06321D,0.09234801217908198,0.08674041457012899,trunk,Miller Street,48.0,manchester,2.0,-2.23868,53.487187
275,89673,-2.239746,53.487634,4,1,56,56.1,manchester,15271.0,N06321D,0.09234801217908198,0.08674041457012899,trunk,Miller Street,48.0,manchester,2.0,-2.23868,53.487187
276,89674,-2.236238,53.486427,1,1,57,57.1,manchester,15346.0,N06322G,0.166631452018016,0.161751043039226,trunk,Swan Street,48.0,manchester,2.0,-2.2362900000000003,53.486458
277,89675,-2.2362900000000003,53.486458,2,1,57,57.1,manchester,15346.0,N06322G,0.166631452018016,0.161751043039226,trunk,Swan Street,48.0,manchester,2.0,-2.2362900000000003,53.486458
278,89676,-2.238448,53.48713299999999,3,1,57,57.1,manchester,15346.0,N06322G,0.166631452018016,0.161751043039226,trunk,Swan Street,48.0,manchester,2.0,-2.2362900000000003,53.486458
279,89677,-2.235938,53.486172,1,1,58,58.1,manchester,15265.0,N06261V,0.08280754291551,0.06406882760631599,primary,Shudehill,48.0,manchester,1.0,-2.23616,53.486068
280,89678,-2.23616,53.486068,2,1,58,58.1,manchester,15265.0,N06261V,0.08280754291551,0.06406882760631599,primary,Shudehill,48.0,manchester,1.0,-2.23616,53.486068
281,89679,-2.236925,53.485717,3,1,58,58.1,manchester,15265.0,N06261V,0.08280754291551,0.06406882760631599,primary,Shudehill,48.0,manchester,1.0,-2.23616,53.486068
282,89680,-2.237166,53.485664,1,1,59,59.1,manchester,15253.0,N06121N,0.08405709089947501,0.07548435094678599,primary,Shudehill,32.0,manchester,1.0,-2.23706,53.485708
283,89681,-2.23706,53.485708,2,1,59,59.1,manchester,15253.0,N06121N,0.08405709089947501,0.07548435094678599,primary,Shudehill,32.0,manchester,1.0,-2.23706,53.485708
284,89682,-2.236321,53.486063,3,1,59,59.1,manchester,15253.0,N06121N,0.08405709089947501,0.07548435094678599,primary,Shudehill,32.0,manchester,1.0,-2.23706,53.485708
285,89683,-2.236198,53.486148,4,1,59,59.1,manchester,15253.0,N06121N,0.08405709089947501,0.07548435094678599,primary,Shudehill,32.0,manchester,1.0,-2.23706,53.485708
286,89684,-2.240471,53.486683,1,1,60,60.1,manchester,15267.0,N06261Z,0.223991560873629,0.027272971375204,other,Hanover Street,0.0,manchester,1.0,-2.237871,53.485835
287,89685,-2.239199,53.48625799999999,2,1,60,60.1,manchester,15267.0,N06261Z,0.223991560873629,0.027272971375204,other,Hanover Street,0.0,manchester,1.0,-2.237871,53.485835
288,89686,-2.237871,53.485835,3,1,60,60.1,manchester,15267.0,N06261Z,0.223991560873629,0.027272971375204,other,Hanover Street,0.0,manchester,1.0,-2.237871,53.485835
289,89687,-2.23751,53.48571800000001,4,1,60,60.1,manchester,15267.0,N06261Z,0.223991560873629,0.027272971375204,other,Hanover Street,0.0,manchester,1.0,-2.237871,53.485835
290,89688,-2.238486,53.484988,1,1,61,61.1,manchester,15266.0,N06261Y,0.097896818668045,0.06886335173767501,primary,Shudehill,32.0,manchester,1.0,-2.23815,53.485155000000006
291,89689,-2.23815,53.485155000000006,2,1,61,61.1,manchester,15266.0,N06261Y,0.097896818668045,0.06886335173767501,primary,Shudehill,32.0,manchester,1.0,-2.23815,53.485155000000006
292,89690,-2.237346,53.485546,3,1,61,61.1,manchester,15266.0,N06261Y,0.097896818668045,0.06886335173767501,primary,Shudehill,32.0,manchester,1.0,-2.23815,53.485155000000006
293,89691,-2.244794,53.486887,1,1,62,62.1,manchester,15284.0,N06351R,0.167026545636858,0.145861637512547,primary,Victoria Street,48.0,manchester,1.0,-2.244842,53.487075
294,89692,-2.244842,53.487075,2,1,62,62.1,manchester,15284.0,N06351R,0.167026545636858,0.145861637512547,primary,Victoria Street,48.0,manchester,1.0,-2.244842,53.487075
