link_id,name,corridor_id,corridor_link_order,from_node_id,to_node_id,directed,geometry_id,geometry,dir_flag,parent_link_id,length,grade,facility_type,capacity,free_speed,lanes
100000018,89417,St Simon Street,4,100000020,100000021,,,"LINESTRING (-2.256212 53.48931,-2.256164 53.489373)",,,,residential,,,0.0,1.0
100000019,89418,St Simon Street,5,100000021,100000022,,,"LINESTRING (-2.256164 53.489373,-2.256186 53.489707)",,,,residential,,,0.0,1.0
100000020,89419,St Simon Street,6,100000022,100000023,,,"LINESTRING (-2.256186 53.489707,-2.256333 53.489842)",,,,residential,,,0.0,1.0
100000021,89420,St Simon Street,7,100000023,100000024,,,"LINESTRING (-2.256333 53.489842,-2.256532 53.489897)",,,,residential,,,0.0,1.0
100000022,89421,St Simon Street,8,100000024,100000025,,,"LINESTRING (-2.256532 53.489897,-2.257865 53.48991899999999)",,,,residential,,,0.0,1.0
100000023,89422,St Simon Street,9,100000025,100000026,,,"LINESTRING (-2.257865 53.48991899999999,-2.258251 53.489922)",,,,residential,,,0.0,1.0
100000024,89423,St Simon Street,10,100000026,100000027,,,"LINESTRING (-2.258251 53.489922,-2.258384 53.489911)",,,,residential,,,0.0,1.0
100000025,89424,St Simon Street,11,100000027,100000028,,,"LINESTRING (-2.258384 53.489911,-2.258546 53.489856)",,,,residential,,,0.0,1.0
100000026,89425,St Simon Street,12,100000028,100000029,,,"LINESTRING (-2.258546 53.489856,-2.2587 53.489803)",,,,residential,,,0.0,1.0
100000027,89427,Blackfriars Road,1,100000030,100000031,,,"LINESTRING (-2.253664 53.486829,-2.254386 53.487227)",,,,primary,,,48.0,2.0
100000028,89428,Blackfriars Road,2,100000031,100000032,,,"LINESTRING (-2.254386 53.487227,-2.255174 53.487698)",,,,primary,,,48.0,2.0
100000029,89429,Blackfriars Road,3,100000032,100000033,,,"LINESTRING (-2.255174 53.487698,-2.2561560000000003 53.488339)",,,,primary,,,48.0,2.0
100000030,89430,Blackfriars Road,4,100000033,100000034,,,"LINESTRING (-2.2561560000000003 53.488339,-2.257531 53.488961)",,,,primary,,,48.0,2.0
100000031,89431,Blackfriars Road,5,100000034,100000035,,,"LINESTRING (-2.257531 53.488961,-2.25812 53.489246)",,,,primary,,,48.0,2.0
100000032,89432,Blackfriars Road,6,100000035,100000010,,,"LINESTRING (-2.25812 53.489246,-2.258739 53.48959)",,,,primary,,,48.0,2.0
100000033,89434,Blackfriars Road,1,100000037,100000038,,,"LINESTRING (-2.258999 53.48986800000001,-2.258436 53.489496)",,,,primary,,,48.0,1.0
100000034,89435,Blackfriars Road,2,100000038,100000039,,,"LINESTRING (-2.258436 53.489496,-2.257706 53.489105)",,,,primary,,,48.0,1.0
100000035,89436,Blackfriars Road,3,100000039,100000040,,,"LINESTRING (-2.257706 53.489105,-2.257074 53.488791000000006)",,,,primary,,,48.0,1.0
100000036,89437,Blackfriars Road,4,100000040,100000041,,,"LINESTRING (-2.257074 53.488791000000006,-2.256006 53.488314)",,,,primary,,,48.0,1.0
100000037,89438,Blackfriars Road,5,100000041,100000042,,,"LINESTRING (-2.256006 53.488314,-2.255248 53.487797)",,,,primary,,,48.0,1.0
100000038,89439,Blackfriars Road,6,100000042,100000043,,,"LINESTRING (-2.255248 53.487797,-2.2535380000000003 53.48686)",,,,primary,,,48.0,1.0
100000039,89441,Trinity Way,1,100000043,100000045,,,"LINESTRING (-2.2535380000000003 53.48686,-2.2533380000000003 53.487007)",,,,trunk,,,48.0,2.0
100000040,89442,Trinity Way,2,100000045,100000046,,,"LINESTRING (-2.2533380000000003 53.487007,-2.2526 53.487372)",,,,trunk,,,48.0,2.0
100000041,89443,Trinity Way,3,100000046,100000047,,,"LINESTRING (-2.2526 53.487372,-2.251857 53.487712)",,,,trunk,,,48.0,2.0
100000042,89444,Trinity Way,4,100000047,100000048,,,"LINESTRING (-2.251857 53.487712,-2.251307 53.48791)",,,,trunk,,,48.0,2.0
100000043,89446,Trinity Way,1,100000049,100000050,,,"LINESTRING (-2.251208 53.487846,-2.251292 53.487819)",,,,trunk,,,48.0,2.0
100000044,89447,Trinity Way,2,100000050,100000051,,,"LINESTRING (-2.251292 53.487819,-2.252377 53.48734)",,,,trunk,,,48.0,2.0
100000045,89448,Trinity Way,3,100000051,100000052,,,"LINESTRING (-2.252377 53.48734,-2.253273 53.486872)",,,,trunk,,,48.0,2.0
100000046,89449,Trinity Way,4,100000052,100000053,,,"LINESTRING (-2.253273 53.486872,-2.253434 53.486802)",,,,trunk,,,48.0,2.0
100000047,89451,Trinity Way,1,100000054,100000055,,,"LINESTRING (-2.251232 53.487864,-2.252605 53.487275)",,,,trunk,,,48.0,1.0
100000048,89452,Trinity Way,2,100000055,100000056,,,"LINESTRING (-2.252605 53.487275,-2.252798 53.487187)",,,,trunk,,,48.0,1.0
100000049,89453,Trinity Way,3,100000056,100000057,,,"LINESTRING (-2.252798 53.487187,-2.253575 53.486802)",,,,trunk,,,48.0,1.0
100000050,89455,Trinity Way,1,100000058,100000059,,,"LINESTRING (-2.2557810000000003 53.485393,-2.255578 53.485577)",,,,trunk,,,48.0,2.0
100000051,89456,Trinity Way,2,100000059,100000060,,,"LINESTRING (-2.255578 53.485577,-2.255067 53.486012)",,,,trunk,,,48.0,2.0
100000052,89457,Trinity Way,3,100000060,100000061,,,"LINESTRING (-2.255067 53.486012,-2.25463 53.486288)",,,,trunk,,,48.0,2.0
100000053,89458,Trinity Way,4,100000061,100000030,,,"LINESTRING (-2.25463 53.486288,-2.253664 53.486829)",,,,trunk,,,48.0,2.0
100000054,89460,Trinity Way,1,100000063,100000064,,,"LINESTRING (-2.254571 53.486319,-2.254314 53.486408)",,,,trunk,,,48.0,1.0
100000055,89461,Trinity Way,2,100000064,100000065,,,"LINESTRING (-2.254314 53.486408,-2.254263 53.486439)",,,,trunk,,,48.0,1.0
100000056,89462,Trinity Way,3,100000065,100000057,,,"LINESTRING (-2.254263 53.486439,-2.253575 53.486802)",,,,trunk,,,48.0,1.0
100000057,89464,Trinity Way,1,100000053,100000068,,,"LINESTRING (-2.253434 53.486802,-2.253718 53.486637)",,,,trunk,,,48.0,2.0
100000058,89465,Trinity Way,2,100000068,100000069,,,"LINESTRING (-2.253718 53.486637,-2.254173 53.486398)",,,,trunk,,,48.0,2.0
100000059,89466,Trinity Way,3,100000069,100000070,,,"LINESTRING (-2.254173 53.486398,-2.254802 53.48601899999999)",,,,trunk,,,48.0,2.0
100000060,89467,Trinity Way,4,100000070,100000071,,,"LINESTRING (-2.254802 53.48601899999999,-2.25533 53.48556899999999)",,,,trunk,,,48.0,2.0
100000061,89469,Springfield Lane,1,100000072,100000073,,,"LINESTRING (-2.25124 53.48979300000001,-2.251146 53.489597)",,,,other,,,0.0,1.0
100000062,89470,Springfield Lane,2,100000073,100000074,,,"LINESTRING (-2.251146 53.489597,-2.251114 53.489172)",,,,other,,,0.0,1.0
100000063,89471,Springfield Lane,3,100000074,100000075,,,"LINESTRING (-2.251114 53.489172,-2.251178 53.488517)",,,,other,,,0.0,1.0
100000064,89472,Springfield Lane,4,100000075,100000076,,,"LINESTRING (-2.251178 53.488517,-2.25117 53.48824200000001)",,,,other,,,0.0,1.0
100000065,89473,Springfield Lane,5,100000076,100000077,,,"LINESTRING (-2.25117 53.48824200000001,-2.2511 53.48810600000001)",,,,other,,,0.0,1.0
100000066,89475,Trinity Way,1,100000078,100000079,,,"LINESTRING (-2.250859 53.488026,-2.250818 53.488037)",,,,trunk,,,48.0,2.0
100000067,89476,Trinity Way,2,100000079,100000080,,,"LINESTRING (-2.250818 53.488037,-2.250035 53.488184)",,,,trunk,,,48.0,2.0
100000068,89477,Trinity Way,3,100000080,100000081,,,"LINESTRING (-2.250035 53.488184,-2.2495 53.488264)",,,,trunk,,,48.0,2.0
100000069,89478,Trinity Way,4,100000081,100000082,,,"LINESTRING (-2.2495 53.488264,-2.249089 53.48828100000001)",,,,trunk,,,48.0,2.0
100000070,89479,Trinity Way,5,100000082,100000083,,,"LINESTRING (-2.249089 53.48828100000001,-2.247739 53.488302)",,,,trunk,,,48.0,2.0
100000071,89480,Trinity Way,6,100000083,100000084,,,"LINESTRING (-2.247739 53.488302,-2.246801 53.488354)",,,,trunk,,,48.0,2.0
100000072,89481,Trinity Way,7,100000084,100000085,,,"LINESTRING (-2.246801 53.488354,-2.246194 53.48846)",,,,trunk,,,48.0,2.0
100000073,89483,New Bridge Street,1,100000086,100000087,,,"LINESTRING (-2.24591 53.48840600000001,-2.2459990000000003 53.488397)",,,,trunk,,,48.0,3.0
100000074,89484,New Bridge Street,2,100000087,100000088,,,"LINESTRING (-2.2459990000000003 53.488397,-2.247203 53.48824000000001)",,,,trunk,,,48.0,3.0
100000075,89485,New Bridge Street,3,100000088,100000089,,,"LINESTRING (-2.247203 53.48824000000001,-2.249142 53.488176)",,,,trunk,,,48.0,3.0
100000076,89486,New Bridge Street,4,100000089,100000090,,,"LINESTRING (-2.249142 53.488176,-2.249934 53.488122)",,,,trunk,,,48.0,3.0
100000077,89487,New Bridge Street,5,100000090,100000091,,,"LINESTRING (-2.249934 53.488122,-2.250754 53.48797)",,,,trunk,,,48.0,3.0
100000078,89489,Great Ducie Street,1,100000092,100000093,,,"LINESTRING (-2.248828 53.492199,-2.248419 53.491709)",,,,trunk,,,48.0,2.0
100000079,89490,Great Ducie Street,2,100000093,100000094,,,"LINESTRING (-2.248419 53.491709,-2.247566 53.490865)",,,,trunk,,,48.0,2.0
100000080,89491,Great Ducie Street,3,100000094,100000095,,,"LINESTRING (-2.247566 53.490865,-2.24731 53.490584)",,,,trunk,,,48.0,2.0
100000081,89492,Great Ducie Street,4,100000095,100000096,,,"LINESTRING (-2.24731 53.490584,-2.246935 53.490064)",,,,trunk,,,48.0,2.0
100000082,89493,Great Ducie Street,5,100000096,100000097,,,"LINESTRING (-2.246935 53.490064,-2.246581 53.489594)",,,,trunk,,,48.0,2.0
100000083,89494,Great Ducie Street,6,100000097,100000098,,,"LINESTRING (-2.246581 53.489594,-2.246514 53.489516)",,,,trunk,,,48.0,2.0
100000084,89495,Great Ducie Street,7,100000098,100000099,,,"LINESTRING (-2.246514 53.489516,-2.245912 53.488707)",,,,trunk,,,48.0,2.0
100000085,89497,Great Ducie Street,1,100000100,100000101,,,"LINESTRING (-2.245934 53.48854,-2.246318 53.488986)",,,,trunk,,,48.0,2.0
100000086,89498,Great Ducie Street,2,100000101,100000102,,,"LINESTRING (-2.246318 53.488986,-2.246591 53.489482)",,,,trunk,,,48.0,2.0
100000087,89499,Great Ducie Street,3,100000102,100000103,,,"LINESTRING (-2.246591 53.489482,-2.246795 53.489763)",,,,trunk,,,48.0,2.0
100000088,89500,Great Ducie Street,4,100000103,100000104,,,"LINESTRING (-2.246795 53.489763,-2.247367 53.490586)",,,,trunk,,,48.0,2.0
100000089,89501,Great Ducie Street,5,100000104,100000105,,,"LINESTRING (-2.247367 53.490586,-2.247739 53.490956)",,,,trunk,,,48.0,2.0
100000090,89502,Great Ducie Street,6,100000105,100000106,,,"LINESTRING (-2.247739 53.490956,-2.248873 53.49216)",,,,trunk,,,48.0,2.0
100000091,89503,Great Ducie Street,7,100000106,100000107,,,"LINESTRING (-2.248873 53.49216,-2.24893 53.492221)",,,,trunk,,,48.0,2.0
100000092,89505,New Bridge Street,1,100000108,100000109,,,"LINESTRING (-2.245602 53.488521,-2.245447 53.488546)",,,,trunk,,,48.0,2.0
100000093,89506,New Bridge Street,2,100000109,100000110,,,"LINESTRING (-2.245447 53.488546,-2.244089 53.488872)",,,,trunk,,,48.0,2.0
100000094,89507,New Bridge Street,3,100000110,100000111,,,"LINESTRING (-2.244089 53.488872,-2.243612 53.489013)",,,,trunk,,,48.0,2.0
100000095,89509,New Bridge Street,1,100000112,100000113,,,"LINESTRING (-2.243444 53.488938,-2.243529 53.488917)",,,,trunk,,,48.0,3.0
100000096,89510,New Bridge Street,2,100000113,100000114,,,"LINESTRING (-2.243529 53.488917,-2.244754 53.488606)",,,,trunk,,,48.0,3.0
100000097,89511,New Bridge Street,3,100000114,100000115,,,"LINESTRING (-2.244754 53.488606,-2.245358 53.48846999999999)",,,,trunk,,,48.0,3.0
100000098,89513,New Bridge Street,1,100000116,100000117,,,"LINESTRING (-2.244257 53.488733,-2.244577 53.488687)",,,,trunk,,,48.0,1.0
100000099,89514,New Bridge Street,2,100000117,100000118,,,"LINESTRING (-2.244577 53.488687,-2.244798 53.48863000000001)",,,,trunk,,,48.0,1.0
100000100,89515,New Bridge Street,3,100000118,100000119,,,"LINESTRING (-2.244798 53.48863000000001,-2.245372 53.48849300000001)",,,,trunk,,,48.0,1.0
100000101,89517,New Bridge Street,1,100000120,100000121,,,"LINESTRING (-2.24321 53.48910600000001,-2.24313 53.489123)",,,,trunk,,,48.0,2.0
100000102,89518,New Bridge Street,2,100000121,100000122,,,"LINESTRING (-2.24313 53.489123,-2.242085 53.489383)",,,,trunk,,,48.0,2.0
100000103,89520,New Bridge Street,1,100000123,100000124,,,"LINESTRING (-2.241821 53.48934000000001,-2.242232 53.48925600000001)",,,,trunk,,,48.0,3.0
100000104,89521,New Bridge Street,2,100000124,100000125,,,"LINESTRING (-2.242232 53.48925600000001,-2.243146 53.48904399999999)",,,,trunk,,,48.0,3.0
100000105,89523,Lord Street,1,100000126,100000127,,,"LINESTRING (-2.244741 53.492549,-2.2426060000000003 53.492116)",,,,other,,,0.0,1.0
100000106,89524,Lord Street,2,100000127,100000128,,,"LINESTRING (-2.2426060000000003 53.492116,-2.241535 53.491896)",,,,other,,,0.0,1.0
100000107,89525,Lord Street,3,100000128,100000129,,,"LINESTRING (-2.241535 53.491896,-2.240982 53.491787)",,,,other,,,0.0,1.0
100000108,89527,Cheetham Hill Road,1,100000130,100000131,,,"LINESTRING (-2.240806 53.491611,-2.24068 53.491807)",,,,primary,,,48.0,1.0
100000109,89528,Cheetham Hill Road,2,100000131,100000132,,,"LINESTRING (-2.24068 53.491807,-2.240275 53.492544)",,,,primary,,,48.0,1.0
100000110,89529,Cheetham Hill Road,3,100000132,100000133,,,"LINESTRING (-2.240275 53.492544,-2.239819 53.49332800000001)",,,,primary,,,48.0,1.0
100000111,89530,Cheetham Hill Road,4,100000133,100000134,,,"LINESTRING (-2.239819 53.49332800000001,-2.23939 53.494063)",,,,primary,,,48.0,1.0
100000112,89532,Lord Street,1,100000135,100000136,,,"LINESTRING (-2.238397 53.491126,-2.239729 53.491462)",,,,other,,,0.0,1.0
100000113,89533,Lord Street,2,100000136,100000137,,,"LINESTRING (-2.239729 53.491462,-2.240535 53.491647)",,,,other,,,0.0,1.0
100000114,89535,Cheetham Hill Road,1,100000138,100000139,,,"LINESTRING (-2.24061 53.491796,-2.24137 53.490487)",,,,primary,,,48.0,2.0
100000115,89536,Cheetham Hill Road,2,100000139,100000140,,,"LINESTRING (-2.24137 53.490487,-2.241557 53.490042)",,,,primary,,,48.0,2.0
100000116,89537,Cheetham Hill Road,3,100000140,100000141,,,"LINESTRING (-2.241557 53.490042,-2.2415700000000003 53.48966400000001)",,,,primary,,,48.0,2.0
100000117,89539,Cheetham Hill Road,1,100000142,100000143,,,"LINESTRING (-2.241391 53.490438,-2.24159 53.490107)",,,,primary,,,48.0,1.0
100000118,89540,Cheetham Hill Road,2,100000143,100000144,,,"LINESTRING (-2.24159 53.490107,-2.2416270000000003 53.489649)",,,,primary,,,48.0,1.0
100000119,89542,Cheetham Hill Road,1,100000145,100000146,,,"LINESTRING (-2.241737 53.48961,-2.241684 53.490085)",,,,primary,,,48.0,1.0
100000120,89543,Cheetham Hill Road,2,100000146,100000147,,,"LINESTRING (-2.241684 53.490085,-2.241364 53.49066800000001)",,,,primary,,,48.0,1.0
100000121,89544,Cheetham Hill Road,3,100000147,100000130,,,"LINESTRING (-2.241364 53.49066800000001,-2.240806 53.491611)",,,,primary,,,48.0,1.0
100000122,89546,Cheetham Hill Road,1,100000149,100000150,,,"LINESTRING (-2.241452 53.489325,-2.241421 53.48927800000001)",,,,trunk,,,48.0,2.0
100000123,89547,Cheetham Hill Road,2,100000150,100000151,,,"LINESTRING (-2.241421 53.48927800000001,-2.240566 53.488388)",,,,trunk,,,48.0,2.0
100000124,89548,Cheetham Hill Road,3,100000151,100000152,,,"LINESTRING (-2.240566 53.488388,-2.240214 53.487989)",,,,trunk,,,48.0,2.0
100000125,89550,Cheetham Hill Road,1,100000153,100000154,,,"LINESTRING (-2.240184 53.487832,-2.24031 53.487997)",,,,trunk,,,48.0,2.0
100000126,89551,Cheetham Hill Road,2,100000154,100000155,,,"LINESTRING (-2.24031 53.487997,-2.240637 53.488366000000006)",,,,trunk,,,48.0,2.0
100000127,89552,Cheetham Hill Road,3,100000155,100000156,,,"LINESTRING (-2.240637 53.488366000000006,-2.241332 53.489084)",,,,trunk,,,48.0,2.0
100000128,89553,Cheetham Hill Road,4,100000156,100000157,,,"LINESTRING (-2.241332 53.489084,-2.241566 53.489282)",,,,trunk,,,48.0,2.0
100000129,89555,Cheetham Hill Road,1,100000158,100000159,,,"LINESTRING (-2.24032 53.487738,-2.240327 53.487922)",,,,trunk,,,48.0,2.0
100000130,89556,Cheetham Hill Road,2,100000159,100000160,,,"LINESTRING (-2.240327 53.487922,-2.24037 53.48798000000001)",,,,trunk,,,48.0,2.0
100000131,89557,Cheetham Hill Road,3,100000160,100000161,,,"LINESTRING (-2.24037 53.48798000000001,-2.241391 53.489086)",,,,trunk,,,48.0,2.0
100000132,89558,Cheetham Hill Road,4,100000161,100000162,,,"LINESTRING (-2.241391 53.489086,-2.241568 53.489171)",,,,trunk,,,48.0,2.0
100000133,89560,Corporation Street,1,100000163,100000164,,,"LINESTRING (-2.239978 53.487892,-2.23982 53.487942)",,,,trunk,,,48.0,2.0
100000134,89561,Corporation Street,2,100000164,100000165,,,"LINESTRING (-2.23982 53.487942,-2.23958 53.488125)",,,,trunk,,,48.0,2.0
100000135,89562,Corporation Street,3,100000165,100000166,,,"LINESTRING (-2.23958 53.488125,-2.239396 53.48831800000001)",,,,trunk,,,48.0,2.0
100000136,89564,Corporation Street,1,100000167,100000168,,,"LINESTRING (-2.239341 53.488356,-2.239126 53.48853199999999)",,,,trunk,,,48.0,2.0
100000137,89565,Corporation Street,2,100000168,100000169,,,"LINESTRING (-2.239126 53.48853199999999,-2.23905 53.488587)",,,,trunk,,,48.0,2.0
100000138,89566,Corporation Street,3,100000169,100000170,,,"LINESTRING (-2.23905 53.488587,-2.2388 53.488684)",,,,trunk,,,48.0,2.0
100000139,89567,Corporation Street,4,100000170,100000171,,,"LINESTRING (-2.2388 53.488684,-2.238416 53.48869300000001)",,,,trunk,,,48.0,2.0
100000140,89568,Corporation Street,5,100000171,100000172,,,"LINESTRING (-2.238416 53.48869300000001,-2.238057 53.488652)",,,,trunk,,,48.0,2.0
100000141,89570,Corporation Street,1,100000173,100000174,,,"LINESTRING (-2.23921 53.48833199999999,-2.239105 53.48849300000001)",,,,trunk,,,48.0,1.0
100000142,89571,Corporation Street,2,100000174,100000175,,,"LINESTRING (-2.239105 53.48849300000001,-2.2389900000000003 53.488547)",,,,trunk,,,48.0,1.0
100000143,89572,Corporation Street,3,100000175,100000176,,,"LINESTRING (-2.2389900000000003 53.488547,-2.238757 53.488637)",,,,trunk,,,48.0,1.0
100000144,89573,Corporation Street,4,100000176,100000177,,,"LINESTRING (-2.238757 53.488637,-2.238385 53.488636)",,,,trunk,,,48.0,1.0
100000145,89574,Corporation Street,5,100000177,100000178,,,"LINESTRING (-2.238385 53.488636,-2.238084 53.488604)",,,,trunk,,,48.0,1.0
100000146,89576,Corporation Street,1,100000179,100000180,,,"LINESTRING (-2.239307 53.488239,-2.23938 53.488187)",,,,trunk,,,48.0,1.0
100000147,89577,Corporation Street,2,100000180,100000181,,,"LINESTRING (-2.23938 53.488187,-2.23964 53.487971)",,,,trunk,,,48.0,1.0
100000148,89578,Corporation Street,3,100000181,100000182,,,"LINESTRING (-2.23964 53.487971,-2.239694 53.487904)",,,,trunk,,,48.0,1.0
100000149,89580,Dantzic Street,1,100000183,100000184,,,"LINESTRING (-2.237344 53.48935,-2.237306 53.48925500000001)",,,,tertiary,,,0.0,1.0
100000150,89581,Dantzic Street,2,100000184,100000185,,,"LINESTRING (-2.237306 53.48925500000001,-2.23733 53.48917700000001)",,,,tertiary,,,0.0,1.0
100000151,89582,Dantzic Street,3,100000185,100000186,,,"LINESTRING (-2.23733 53.48917700000001,-2.237636 53.488749)",,,,tertiary,,,0.0,1.0
100000152,89584,St Michael's Square,1,100000187,100000188,,,"LINESTRING (-2.237512 53.488582,-2.23745 53.488579)",,,,trunk,,,48.0,2.0
100000153,89585,St Michael's Square,2,100000188,100000189,,,"LINESTRING (-2.23745 53.488579,-2.237043 53.488476)",,,,trunk,,,48.0,2.0
100000154,89586,St Michael's Square,3,100000189,100000190,,,"LINESTRING (-2.237043 53.488476,-2.236753 53.488325)",,,,trunk,,,48.0,2.0
100000155,89587,St Michael's Square,4,100000190,100000191,,,"LINESTRING (-2.236753 53.488325,-2.236469 53.488063)",,,,trunk,,,48.0,2.0
100000156,89589,St Michael's Square,1,100000192,100000193,,,"LINESTRING (-2.237518 53.488547,-2.237469 53.488548)",,,,trunk,,,48.0,1.0
100000157,89590,St Michael's Square,2,100000193,100000194,,,"LINESTRING (-2.237469 53.488548,-2.237064 53.488436)",,,,trunk,,,48.0,1.0
100000158,89591,St Michael's Square,3,100000194,100000195,,,"LINESTRING (-2.237064 53.488436,-2.236785 53.488285)",,,,trunk,,,48.0,1.0
100000159,89592,St Michael's Square,4,100000195,100000196,,,"LINESTRING (-2.236785 53.488285,-2.236512 53.488049)",,,,trunk,,,48.0,1.0
100000160,89594,Angel Street,1,100000191,100000198,,,"LINESTRING (-2.236469 53.488063,-2.236316 53.487903)",,,,trunk,,,48.0,2.0
100000161,89595,Angel Street,2,100000198,100000199,,,"LINESTRING (-2.236316 53.487903,-2.235565 53.487288)",,,,trunk,,,48.0,2.0
100000162,89597,Angel Street,1,100000196,100000201,,,"LINESTRING (-2.236512 53.488049,-2.236359 53.487886)",,,,trunk,,,48.0,2.0
100000163,89598,Angel Street,2,100000201,100000202,,,"LINESTRING (-2.236359 53.487886,-2.235629 53.487267)",,,,trunk,,,48.0,2.0
100000164,89600,Rochdale Road,1,100000203,100000204,,,"LINESTRING (-2.234964 53.487008,-2.23491 53.487028)",,,,trunk,,,48.0,1.0
100000165,89601,Rochdale Road,2,100000204,100000205,,,"LINESTRING (-2.23491 53.487028,-2.233277 53.48775)",,,,trunk,,,48.0,1.0
100000166,89603,Rochdale Road,1,100000206,100000207,,,"LINESTRING (-2.232676 53.48798000000001,-2.232623 53.488008)",,,,trunk,,,48.0,1.0
100000167,89604,Rochdale Road,2,100000207,100000208,,,"LINESTRING (-2.232623 53.488008,-2.232287 53.48814)",,,,trunk,,,48.0,1.0
100000168,89605,Rochdale Road,3,100000208,100000209,,,"LINESTRING (-2.232287 53.48814,-2.231636 53.488365)",,,,trunk,,,48.0,1.0
100000169,89606,Rochdale Road,4,100000209,100000210,,,"LINESTRING (-2.231636 53.488365,-2.231461 53.488435)",,,,trunk,,,48.0,1.0
100000170,89607,Rochdale Road,5,100000210,100000211,,,"LINESTRING (-2.231461 53.488435,-2.230968 53.488772)",,,,trunk,,,48.0,1.0
100000171,89608,Rochdale Road,6,100000211,100000212,,,"LINESTRING (-2.230968 53.488772,-2.230073 53.489406)",,,,trunk,,,48.0,1.0
100000172,89609,Rochdale Road,7,100000212,100000213,,,"LINESTRING (-2.230073 53.489406,-2.228334 53.49064)",,,,trunk,,,48.0,1.0
100000173,89611,Rochdale Road,1,100000214,100000215,,,"LINESTRING (-2.233095 53.48770699999999,-2.233141 53.487687)",,,,trunk,,,48.0,1.0
100000174,89612,Rochdale Road,2,100000215,100000216,,,"LINESTRING (-2.233141 53.487687,-2.234728 53.48696)",,,,trunk,,,48.0,1.0
100000175,89614,Thompson Street,1,100000217,100000218,,,"LINESTRING (-2.232802 53.487763,-2.232718 53.487730000000006)",,,,other,,,0.0,1.0
100000176,89615,Thompson Street,2,100000218,100000219,,,"LINESTRING (-2.232718 53.487730000000006,-2.229914 53.486234)",,,,other,,,0.0,1.0
100000177,89617,Thompson Street,1,100000220,100000221,,,"LINESTRING (-2.229962 53.486185,-2.230101 53.48625799999999)",,,,other,,,0.0,1.0
100000178,89618,Thompson Street,2,100000221,100000222,,,"LINESTRING (-2.230101 53.48625799999999,-2.232758 53.487678)",,,,other,,,0.0,1.0
100000179,89620,Oldham Road,1,100000223,100000224,,,"LINESTRING (-2.231611 53.48550899999999,-2.231587 53.485518000000006)",,,,trunk,,,48.0,2.0
100000180,89621,Oldham Road,2,100000224,100000225,,,"LINESTRING (-2.231587 53.485518000000006,-2.230121 53.486032)",,,,trunk,,,48.0,2.0
100000181,89623,Oldham Road,1,100000226,100000227,,,"LINESTRING (-2.229993 53.485981,-2.23008 53.485939)",,,,trunk,,,48.0,2.0
100000182,89624,Oldham Road,2,100000227,100000228,,,"LINESTRING (-2.23008 53.485939,-2.231474 53.485486)",,,,trunk,,,48.0,2.0
100000183,89626,Bromley Street,1,100000229,100000230,,,"LINESTRING (-2.23481 53.490038,-2.234559 53.49019200000001)",,,,residential,,,0.0,1.0
100000184,89627,Bromley Street,2,100000230,100000231,,,"LINESTRING (-2.234559 53.49019200000001,-2.234429 53.490246)",,,,residential,,,0.0,1.0
100000185,89628,Bromley Street,3,100000231,100000232,,,"LINESTRING (-2.234429 53.490246,-2.233546 53.490464)",,,,residential,,,0.0,1.0
100000186,89629,Bromley Street,4,100000232,100000233,,,"LINESTRING (-2.233546 53.490464,-2.232193 53.490765)",,,,residential,,,0.0,1.0
100000187,89630,Bromley Street,5,100000233,100000234,,,"LINESTRING (-2.232193 53.490765,-2.2299 53.49110200000001)",,,,residential,,,0.0,1.0
100000188,89631,Bromley Street,6,100000234,100000235,,,"LINESTRING (-2.2299 53.49110200000001,-2.229114 53.491189)",,,,residential,,,0.0,1.0
100000189,89632,Bromley Street,7,100000235,100000236,,,"LINESTRING (-2.229114 53.491189,-2.228894 53.491157)",,,,residential,,,0.0,1.0
100000190,89633,Bromley Street,8,100000236,100000237,,,"LINESTRING (-2.228894 53.491157,-2.2282990000000003 53.4909)",,,,residential,,,0.0,1.0
100000191,89635,Livesey Street,1,100000238,100000239,,,"LINESTRING (-2.224026 53.488425,-2.224951 53.489035)",,,,tertiary,,,0.0,1.0
100000192,89636,Livesey Street,2,100000239,100000240,,,"LINESTRING (-2.224951 53.489035,-2.226172 53.48978100000001)",,,,tertiary,,,0.0,1.0
100000193,89637,Livesey Street,3,100000240,100000241,,,"LINESTRING (-2.226172 53.48978100000001,-2.22706 53.490352)",,,,tertiary,,,0.0,1.0
100000194,89638,Livesey Street,4,100000241,100000242,,,"LINESTRING (-2.22706 53.490352,-2.227736 53.49079)",,,,tertiary,,,0.0,1.0
100000195,89640,Oldham Road,1,100000243,100000244,,,"LINESTRING (-2.224117 53.488136,-2.22416 53.488127)",,,,trunk,,,48.0,2.0
100000196,89641,Oldham Road,2,100000244,100000245,,,"LINESTRING (-2.22416 53.488127,-2.226089 53.487366)",,,,trunk,,,48.0,2.0
100000197,89642,Oldham Road,3,100000245,100000246,,,"LINESTRING (-2.226089 53.487366,-2.22756 53.48685500000001)",,,,trunk,,,48.0,2.0
100000198,89643,Oldham Road,4,100000246,100000247,,,"LINESTRING (-2.22756 53.48685500000001,-2.229468 53.486166)",,,,trunk,,,48.0,2.0
100000199,89645,Addington Street,1,100000248,100000249,,,"LINESTRING (-2.234747 53.48684100000001,-2.234344 53.48662)",,,,trunk,,,48.0,2.0
