,link_id,from_node_id,to_node_id,lanes,length,time_period,date,geometry,volume,speed
1,4940.0,2239.0,1784.0,,74.0,2325_2340,2017-09-29,"LINESTRING (-2.2388379 53.4886531, -2.2387314 53.4886696, -2.2386047 53.4886717, -2.2383435 53.4886664, -2.2379308 53.4886399, -2.2377405 53.4885988)",186.0,56.0
0,4742.0,2065.0,1629.0,,12.0,2310_2325,2017-09-29,"LINESTRING (-2.2374025 53.4893463, -2.2372221 53.4893792)",234.0,21.0
1,4742.0,2065.0,1629.0,,12.0,2325_2340,2017-09-29,"LINESTRING (-2.2374025 53.4893463, -2.2372221 53.4893792)",90.0,48.0
0,4740.0,1629.0,1794.0,,8.0,2310_2325,2017-09-29,"LINESTRING (-2.2372221 53.4893792, -2.2372318 53.4893055)",234.0,21.0
1,4740.0,1629.0,1794.0,,8.0,2325_2340,2017-09-29,"LINESTRING (-2.2372221 53.4893792, -2.2372318 53.4893055)",90.0,48.0
0,3760.0,1794.0,1798.0,,14.0,2310_2325,2017-09-29,"LINESTRING (-2.2372318 53.4893055, -2.2372656 53.4892673, -2.2373408 53.4891994)",234.0,21.0
1,3760.0,1794.0,1798.0,,14.0,2325_2340,2017-09-29,"LINESTRING (-2.2372318 53.4893055, -2.2372656 53.4892673, -2.2373408 53.4891994)",90.0,48.0
0,4150.0,1798.0,1784.0,,72.0,2310_2325,2017-09-29,"LINESTRING (-2.2373408 53.4891994, -2.2377301 53.4886214, -2.2377405 53.4885988)",234.0,21.0
1,4150.0,1798.0,1784.0,,72.0,2325_2340,2017-09-29,"LINESTRING (-2.2373408 53.4891994, -2.2377301 53.4886214, -2.2377405 53.4885988)",90.0,48.0
0,3255.0,1785.0,2660.0,,32.0,2310_2325,2017-09-29,"LINESTRING (-2.2371798 53.4884689, -2.2369858 53.4884089, -2.2367788 53.4883094)",1098.0,34.0
1,3255.0,1785.0,2660.0,,32.0,2325_2340,2017-09-29,"LINESTRING (-2.2371798 53.4884689, -2.2369858 53.4884089, -2.2367788 53.4883094)",810.0,39.0
0,3256.0,2660.0,2318.0,,45.0,2310_2325,2017-09-29,"LINESTRING (-2.2367788 53.4883094, -2.2364713 53.4880527, -2.2364425 53.4880287, -2.2363877 53.4879829)",1098.0,34.0
1,3256.0,2660.0,2318.0,,45.0,2325_2340,2017-09-29,"LINESTRING (-2.2367788 53.4883094, -2.2364713 53.4880527, -2.2364425 53.4880287, -2.2363877 53.4879829)",810.0,39.0
0,3255.0,1785.0,2660.0,,32.0,2310_2325,2017-09-29,"LINESTRING (-2.2371798 53.4884689, -2.2369858 53.4884089, -2.2367788 53.4883094)",864.0,39.0
1,3255.0,1785.0,2660.0,,32.0,2325_2340,2017-09-29,"LINESTRING (-2.2371798 53.4884689, -2.2369858 53.4884089, -2.2367788 53.4883094)",738.0,40.0
0,3256.0,2660.0,2318.0,,45.0,2310_2325,2017-09-29,"LINESTRING (-2.2367788 53.4883094, -2.2364713 53.4880527, -2.2364425 53.4880287, -2.2363877 53.4879829)",864.0,39.0
1,3256.0,2660.0,2318.0,,45.0,2325_2340,2017-09-29,"LINESTRING (-2.2367788 53.4883094, -2.2364713 53.4880527, -2.2364425 53.4880287, -2.2363877 53.4879829)",738.0,40.0
0,3256.0,2660.0,2318.0,,45.0,2310_2325,2017-09-29,"LINESTRING (-2.2367788 53.4883094, -2.2364713 53.4880527, -2.2364425 53.4880287, -2.2363877 53.4879829)",834.0,40.0
1,3256.0,2660.0,2318.0,,45.0,2325_2340,2017-09-29,"LINESTRING (-2.2367788 53.4883094, -2.2364713 53.4880527, -2.2364425 53.4880287, -2.2363877 53.4879829)",660.0,42.0
0,3257.0,2318.0,2661.0,,68.0,2310_2325,2017-09-29,"LINESTRING (-2.2363877 53.4879829, -2.2363616 53.4879612, -2.236027 53.4876819, -2.2357932 53.4874867)",834.0,40.0
1,3257.0,2318.0,2661.0,,68.0,2325_2340,2017-09-29,"LINESTRING (-2.2363877 53.4879829, -2.2363616 53.4879612, -2.236027 53.4876819, -2.2357932 53.4874867)",660.0,42.0
0,3258.0,2661.0,1783.0,,36.0,2310_2325,2017-09-29,"LINESTRING (-2.2357932 53.4874867, -2.2354797 53.487225)",834.0,40.0
1,3258.0,2661.0,1783.0,,36.0,2325_2340,2017-09-29,"LINESTRING (-2.2357932 53.4874867, -2.2354797 53.487225)",660.0,42.0
0,3259.0,1783.0,1412.0,,41.0,2310_2325,2017-09-29,"LINESTRING (-2.2354797 53.487225, -2.2351615 53.4869897, -2.2350863 53.4869421)",834.0,40.0
1,3259.0,1783.0,1412.0,,41.0,2325_2340,2017-09-29,"LINESTRING (-2.2354797 53.487225, -2.2351615 53.4869897, -2.2350863 53.4869421)",660.0,42.0
0,3256.0,2660.0,2318.0,,45.0,2310_2325,2017-09-29,"LINESTRING (-2.2367788 53.4883094, -2.2364713 53.4880527, -2.2364425 53.4880287, -2.2363877 53.4879829)",990.0,39.0
1,3256.0,2660.0,2318.0,,45.0,2325_2340,2017-09-29,"LINESTRING (-2.2367788 53.4883094, -2.2364713 53.4880527, -2.2364425 53.4880287, -2.2363877 53.4879829)",798.0,39.0
0,3257.0,2318.0,2661.0,,68.0,2310_2325,2017-09-29,"LINESTRING (-2.2363877 53.4879829, -2.2363616 53.4879612, -2.236027 53.4876819, -2.2357932 53.4874867)",990.0,39.0
1,3257.0,2318.0,2661.0,,68.0,2325_2340,2017-09-29,"LINESTRING (-2.2363877 53.4879829, -2.2363616 53.4879612, -2.236027 53.4876819, -2.2357932 53.4874867)",798.0,39.0
0,3258.0,2661.0,1783.0,,36.0,2310_2325,2017-09-29,"LINESTRING (-2.2357932 53.4874867, -2.2354797 53.487225)",990.0,39.0
1,3258.0,2661.0,1783.0,,36.0,2325_2340,2017-09-29,"LINESTRING (-2.2357932 53.4874867, -2.2354797 53.487225)",798.0,39.0
0,3259.0,1783.0,1412.0,,41.0,2310_2325,2017-09-29,"LINESTRING (-2.2354797 53.487225, -2.2351615 53.4869897, -2.2350863 53.4869421)",990.0,39.0
1,3259.0,1783.0,1412.0,,41.0,2325_2340,2017-09-29,"LINESTRING (-2.2354797 53.487225, -2.2351615 53.4869897, -2.2350863 53.4869421)",798.0,39.0
0,2519.0,1413.0,2680.0,,85.0,2310_2325,2017-09-29,"LINESTRING (-2.2346396 53.4871398, -2.2340162 53.4874077, -2.2339988 53.4874152, -2.2335943 53.4875891)",972.0,33.0
1,2519.0,1413.0,2680.0,,85.0,2325_2340,2017-09-29,"LINESTRING (-2.2346396 53.4871398, -2.2340162 53.4874077, -2.2339988 53.4874152, -2.2335943 53.4875891)",966.0,31.0
0,2520.0,2680.0,1414.0,,46.0,2310_2325,2017-09-29,"LINESTRING (-2.2335943 53.4875891, -2.2330238 53.487823)",972.0,33.0
1,2520.0,2680.0,1414.0,,46.0,2325_2340,2017-09-29,"LINESTRING (-2.2335943 53.4875891, -2.2330238 53.487823)",966.0,31.0
0,2521.0,1414.0,2673.0,,20.0,2310_2325,2017-09-29,"LINESTRING (-2.2330238 53.487823, -2.2327812 53.4879246)",972.0,33.0
1,2521.0,1414.0,2673.0,,20.0,2325_2340,2017-09-29,"LINESTRING (-2.2330238 53.487823, -2.2327812 53.4879246)",966.0,31.0
0,2522.0,2673.0,2672.0,,35.0,2310_2325,2017-09-29,"LINESTRING (-2.2327812 53.4879246, -2.2323443 53.4880963)",852.0,40.0
1,2522.0,2673.0,2672.0,,35.0,2325_2340,2017-09-29,"LINESTRING (-2.2327812 53.4879246, -2.2323443 53.4880963)",876.0,41.0
0,2523.0,2672.0,1415.0,,94.0,2310_2325,2017-09-29,"LINESTRING (-2.2323443 53.4880963, -2.2317261 53.4883089, -2.2313187 53.4885337, -2.2312053 53.4885963)",852.0,40.0
1,2523.0,2672.0,1415.0,,94.0,2325_2340,2017-09-29,"LINESTRING (-2.2323443 53.4880963, -2.2317261 53.4883089, -2.2313187 53.4885337, -2.2312053 53.4885963)",876.0,41.0
0,2524.0,1415.0,1416.0,,67.0,2310_2325,2017-09-29,"LINESTRING (-2.2312053 53.4885963, -2.2310491 53.4886739, -2.230537 53.4890451)",852.0,40.0
1,2524.0,1415.0,1416.0,,67.0,2325_2340,2017-09-29,"LINESTRING (-2.2312053 53.4885963, -2.2310491 53.4886739, -2.230537 53.4890451)",876.0,41.0
0,2525.0,1416.0,1417.0,,40.0,2310_2325,2017-09-29,"LINESTRING (-2.230537 53.4890451, -2.230154 53.4893286)",852.0,40.0
1,2525.0,1416.0,1417.0,,40.0,2325_2340,2017-09-29,"LINESTRING (-2.230537 53.4890451, -2.230154 53.4893286)",876.0,41.0
0,2526.0,1417.0,1418.0,,61.0,2310_2325,2017-09-29,"LINESTRING (-2.230154 53.4893286, -2.2295634 53.4897445)",852.0,40.0
1,2526.0,1417.0,1418.0,,61.0,2325_2340,2017-09-29,"LINESTRING (-2.230154 53.4893286, -2.2295634 53.4897445)",876.0,41.0
0,2527.0,1418.0,883.0,,142.0,2310_2325,2017-09-29,"LINESTRING (-2.2295634 53.4897445, -2.229117 53.4900742, -2.228274 53.4906638, -2.2281566 53.4906984)",852.0,40.0
1,2527.0,1418.0,883.0,,142.0,2325_2340,2017-09-29,"LINESTRING (-2.2295634 53.4897445, -2.229117 53.4900742, -2.228274 53.4906638, -2.2281566 53.4906984)",876.0,41.0
0,1989.0,883.0,460.0,,12.0,2310_2325,2017-09-29,"LINESTRING (-2.2281566 53.4906984, -2.2280512 53.4907872)",852.0,40.0
1,1989.0,883.0,460.0,,12.0,2325_2340,2017-09-29,"LINESTRING (-2.2281566 53.4906984, -2.2280512 53.4907872)",876.0,41.0
0,1997.0,1128.0,2677.0,,46.0,2310_2325,2017-09-29,"LINESTRING (-2.2329042 53.4877676, -2.2334801 53.4875318)",894.0,31.0
1,1997.0,1128.0,2677.0,,46.0,2325_2340,2017-09-29,"LINESTRING (-2.2329042 53.4877676, -2.2334801 53.4875318)",606.0,31.0
0,1998.0,2677.0,2674.0,,77.0,2310_2325,2017-09-29,"LINESTRING (-2.2334801 53.4875318, -2.2344318 53.4871277)",894.0,31.0
1,1998.0,2677.0,2674.0,,77.0,2325_2340,2017-09-29,"LINESTRING (-2.2334801 53.4875318, -2.2344318 53.4871277)",606.0,31.0
0,1999.0,2674.0,1133.0,,3.0,2310_2325,2017-09-29,"LINESTRING (-2.2344318 53.4871277, -2.234465 53.4871118)",894.0,31.0
1,1999.0,2674.0,1133.0,,3.0,2325_2340,2017-09-29,"LINESTRING (-2.2344318 53.4871277, -2.234465 53.4871118)",606.0,31.0
0,2000.0,1133.0,1125.0,,37.0,2310_2325,2017-09-29,"LINESTRING (-2.234465 53.4871118, -2.2348774 53.4868859)",894.0,31.0
1,2000.0,1133.0,1125.0,,37.0,2325_2340,2017-09-29,"LINESTRING (-2.234465 53.4871118, -2.2348774 53.4868859)",606.0,31.0
0,3275.0,692.0,1780.0,,37.0,2310_2325,2017-09-29,"LINESTRING (-2.2326757 53.4876449, -2.232242 53.4874369)",726.0,21.0
1,3275.0,692.0,1780.0,,37.0,2325_2340,2017-09-29,"LINESTRING (-2.2326757 53.4876449, -2.232242 53.4874369)",540.0,23.0
0,3273.0,1780.0,321.0,,52.0,2310_2325,2017-09-29,"LINESTRING (-2.232242 53.4874369, -2.2320222 53.4873182, -2.2317315 53.4871632, -2.2316637 53.4871268)",726.0,21.0
1,3273.0,1780.0,321.0,,52.0,2325_2340,2017-09-29,"LINESTRING (-2.232242 53.4874369, -2.2320222 53.4873182, -2.2317315 53.4871632, -2.2316637 53.4871268)",540.0,23.0
0,3271.0,321.0,693.0,,90.0,2310_2325,2017-09-29,"LINESTRING (-2.2316637 53.4871268, -2.2307865 53.4866577, -2.2306459 53.4865884)",726.0,21.0
1,3271.0,321.0,693.0,,90.0,2325_2340,2017-09-29,"LINESTRING (-2.2316637 53.4871268, -2.2307865 53.4866577, -2.2306459 53.4865884)",540.0,23.0
0,3269.0,693.0,244.0,,77.0,2310_2325,2017-09-29,"LINESTRING (-2.2306459 53.4865884, -2.2299463 53.4861988, -2.2298342 53.4861007)",726.0,21.0
1,3269.0,693.0,244.0,,77.0,2325_2340,2017-09-29,"LINESTRING (-2.2306459 53.4865884, -2.2299463 53.4861988, -2.2298342 53.4861007)",540.0,23.0
0,3270.0,693.0,321.0,,90.0,2310_2325,2017-09-29,"LINESTRING (-2.2306459 53.4865884, -2.2307865 53.4866577, -2.2316637 53.4871268)",636.0,26.0
1,3270.0,693.0,321.0,,90.0,2325_2340,2017-09-29,"LINESTRING (-2.2306459 53.4865884, -2.2307865 53.4866577, -2.2316637 53.4871268)",354.0,23.0
0,3272.0,321.0,1780.0,,52.0,2310_2325,2017-09-29,"LINESTRING (-2.2316637 53.4871268, -2.2317315 53.4871632, -2.2320222 53.4873182, -2.232242 53.4874369)",636.0,26.0
1,3272.0,321.0,1780.0,,52.0,2325_2340,2017-09-29,"LINESTRING (-2.2316637 53.4871268, -2.2317315 53.4871632, -2.2320222 53.4873182, -2.232242 53.4874369)",354.0,23.0
0,3274.0,1780.0,692.0,,37.0,2310_2325,2017-09-29,"LINESTRING (-2.232242 53.4874369, -2.2326757 53.4876449)",636.0,26.0
1,3274.0,1780.0,692.0,,37.0,2325_2340,2017-09-29,"LINESTRING (-2.232242 53.4874369, -2.2326757 53.4876449)",354.0,23.0
0,2532.0,319.0,1820.0,,42.0,2310_2325,2017-09-29,"LINESTRING (-2.2313704 53.4855747, -2.2308176 53.4857652)",1584.0,32.0
1,2532.0,319.0,1820.0,,42.0,2325_2340,2017-09-29,"LINESTRING (-2.2313704 53.4855747, -2.2308176 53.4857652)",1488.0,33.0
0,2533.0,1820.0,320.0,,39.0,2310_2325,2017-09-29,"LINESTRING (-2.2308176 53.4857652, -2.2303186 53.4859448)",1584.0,32.0
1,2533.0,1820.0,320.0,,39.0,2325_2340,2017-09-29,"LINESTRING (-2.2308176 53.4857652, -2.2303186 53.4859448)",1488.0,33.0
0,2976.0,848.0,859.0,,91.0,2310_2325,2017-09-29,"LINESTRING (-2.2298258 53.4860118, -2.229947 53.4859702, -2.2309976 53.4856095, -2.2310196 53.4856019)",1512.0,34.0
1,2976.0,848.0,859.0,,91.0,2325_2340,2017-09-29,"LINESTRING (-2.2298258 53.4860118, -2.229947 53.4859702, -2.2309976 53.4856095, -2.2310196 53.4856019)",1248.0,36.0
0,2977.0,859.0,447.0,,61.0,2310_2325,2017-09-29,"LINESTRING (-2.2310196 53.4856019, -2.231451 53.485458, -2.2316834 53.4853568, -2.231799 53.4853053)",1512.0,34.0
1,2977.0,859.0,447.0,,61.0,2325_2340,2017-09-29,"LINESTRING (-2.2310196 53.4856019, -2.231451 53.485458, -2.2316834 53.4853568, -2.231799 53.4853053)",1248.0,36.0
0,4672.0,2671.0,1778.0,,82.0,2310_2325,2017-09-29,"LINESTRING (-2.2339369 53.4895202, -2.2340135 53.4895661, -2.2348062 53.4900415)",0.0,0.0
1,4672.0,2671.0,1778.0,,82.0,2325_2340,2017-09-29,"LINESTRING (-2.2339369 53.4895202, -2.2340135 53.4895661, -2.2348062 53.4900415)",18.0,53.0
0,575.0,1778.0,1793.0,,82.0,2310_2325,2017-09-29,"LINESTRING (-2.2348062 53.4900415, -2.2345114 53.4902277, -2.2337657 53.4904062)",0.0,0.0
1,575.0,1778.0,1793.0,,82.0,2325_2340,2017-09-29,"LINESTRING (-2.2348062 53.4900415, -2.2345114 53.4902277, -2.2337657 53.4904062)",18.0,53.0
0,3578.0,1793.0,2059.0,,99.0,2310_2325,2017-09-29,"LINESTRING (-2.2337657 53.4904062, -2.2323517 53.4907042)",0.0,0.0
1,3578.0,1793.0,2059.0,,99.0,2325_2340,2017-09-29,"LINESTRING (-2.2337657 53.4904062, -2.2323517 53.4907042)",18.0,53.0
0,3580.0,2059.0,2064.0,,89.0,2310_2325,2017-09-29,"LINESTRING (-2.2323517 53.4907042, -2.2310438 53.4909045)",0.0,0.0
1,3580.0,2059.0,2064.0,,89.0,2325_2340,2017-09-29,"LINESTRING (-2.2323517 53.4907042, -2.2310438 53.4909045)",18.0,53.0
0,3582.0,2064.0,460.0,,215.0,2310_2325,2017-09-29,"LINESTRING (-2.2310438 53.4909045, -2.229757 53.4910957, -2.229286 53.4911657, -2.2290503 53.4911694, -2.2289381 53.4911497, -2.2288461 53.4911335, -2.2280512 53.4907872)",0.0,0.0
1,3582.0,2064.0,460.0,,215.0,2325_2340,2017-09-29,"LINESTRING (-2.2310438 53.4909045, -2.229757 53.4910957, -2.229286 53.4911657, -2.2290503 53.4911694, -2.2289381 53.4911497, -2.2288461 53.4911335, -2.2280512 53.4907872)",18.0,53.0
0,2970.0,641.0,445.0,,63.0,2310_2325,2017-09-29,"LINESTRING (-2.2228995 53.4885915, -2.2232378 53.4884401, -2.2236774 53.4882704)",216.0,35.0
1,2970.0,641.0,445.0,,63.0,2325_2340,2017-09-29,"LINESTRING (-2.2228995 53.4885915, -2.2232378 53.4884401, -2.2236774 53.4882704)",138.0,38.0
0,2971.0,445.0,849.0,,64.0,2310_2325,2017-09-29,"LINESTRING (-2.2236774 53.4882704, -2.2244938 53.4879652)",216.0,35.0
1,2971.0,445.0,849.0,,64.0,2325_2340,2017-09-29,"LINESTRING (-2.2236774 53.4882704, -2.2244938 53.4879652)",138.0,38.0
0,2972.0,849.0,850.0,,146.0,2310_2325,2017-09-29,"LINESTRING (-2.2244938 53.4879652, -2.2255341 53.4875692, -2.2257359 53.4874924, -2.2263557 53.4872565)",216.0,35.0
1,2972.0,849.0,850.0,,146.0,2325_2340,2017-09-29,"LINESTRING (-2.2244938 53.4879652, -2.2255341 53.4875692, -2.2257359 53.4874924, -2.2263557 53.4872565)",138.0,38.0
0,2973.0,850.0,465.0,,97.0,2310_2325,2017-09-29,"LINESTRING (-2.2263557 53.4872565, -2.2275976 53.4867919)",216.0,35.0
1,2973.0,850.0,465.0,,97.0,2325_2340,2017-09-29,"LINESTRING (-2.2263557 53.4872565, -2.2275976 53.4867919)",138.0,38.0
0,2974.0,465.0,446.0,,73.0,2310_2325,2017-09-29,"LINESTRING (-2.2275976 53.4867919, -2.2285408 53.4864515)",216.0,35.0
1,2974.0,465.0,446.0,,73.0,2325_2340,2017-09-29,"LINESTRING (-2.2275976 53.4867919, -2.2285408 53.4864515)",138.0,38.0
0,2975.0,446.0,848.0,,98.0,2310_2325,2017-09-29,"LINESTRING (-2.2285408 53.4864515, -2.2295737 53.4860981, -2.2298258 53.4860118)",216.0,35.0
1,2975.0,446.0,848.0,,98.0,2325_2340,2017-09-29,"LINESTRING (-2.2285408 53.4864515, -2.2295737 53.4860981, -2.2298258 53.4860118)",138.0,38.0
0,3266.0,848.0,244.0,,10.0,2310_2325,2017-09-29,"LINESTRING (-2.2298258 53.4860118, -2.2298342 53.4861007)",216.0,35.0
1,3266.0,848.0,244.0,,10.0,2325_2340,2017-09-29,"LINESTRING (-2.2298258 53.4860118, -2.2298342 53.4861007)",138.0,38.0
0,2535.0,244.0,851.0,,351.0,2310_2325,2017-09-29,"LINESTRING (-2.2298342 53.4861007, -2.2296418 53.4861713, -2.228626 53.4865442, -2.2258321 53.4875782, -2.2256296 53.4876578, -2.2253337 53.4877741)",216.0,35.0
1,2535.0,244.0,851.0,,351.0,2325_2340,2017-09-29,"LINESTRING (-2.2298342 53.4861007, -2.2296418 53.4861713, -2.228626 53.4865442, -2.2258321 53.4875782, -2.2256296 53.4876578, -2.2253337 53.4877741)",138.0,38.0
0,2536.0,851.0,1796.0,,115.0,2310_2325,2017-09-29,"LINESTRING (-2.2253337 53.4877741, -2.2246758 53.4880412, -2.2238935 53.4883606)",216.0,35.0
1,2536.0,851.0,1796.0,,115.0,2325_2340,2017-09-29,"LINESTRING (-2.2253337 53.4877741, -2.2246758 53.4880412, -2.2238935 53.4883606)",138.0,38.0
0,3298.0,1796.0,1802.0,,43.0,2310_2325,2017-09-29,"LINESTRING (-2.2238935 53.4883606, -2.2243207 53.4886575)",216.0,35.0
1,3298.0,1796.0,1802.0,,43.0,2325_2340,2017-09-29,"LINESTRING (-2.2238935 53.4883606, -2.2243207 53.4886575)",138.0,38.0
0,3296.0,1802.0,545.0,,61.0,2310_2325,2017-09-29,"LINESTRING (-2.2243207 53.4886575, -2.2249587 53.489059)",216.0,35.0
1,3296.0,1802.0,545.0,,61.0,2325_2340,2017-09-29,"LINESTRING (-2.2243207 53.4886575, -2.2249587 53.489059)",138.0,38.0
0,3294.0,545.0,364.0,,46.0,2310_2325,2017-09-29,"LINESTRING (-2.2249587 53.489059, -2.2254341 53.4893639)",216.0,35.0
1,3294.0,545.0,364.0,,46.0,2325_2340,2017-09-29,"LINESTRING (-2.2249587 53.489059, -2.2254341 53.4893639)",138.0,38.0
0,3292.0,364.0,1803.0,,143.0,2310_2325,2017-09-29,"LINESTRING (-2.2254341 53.4893639, -2.2257148 53.4895361, -2.2265943 53.4900884, -2.2269276 53.4902981)",216.0,35.0
1,3292.0,364.0,1803.0,,143.0,2325_2340,2017-09-29,"LINESTRING (-2.2254341 53.4893639, -2.2257148 53.4895361, -2.2265943 53.4900884, -2.2269276 53.4902981)",138.0,38.0
0,3290.0,1803.0,1792.0,,93.0,2310_2325,2017-09-29,"LINESTRING (-2.2269276 53.4902981, -2.2269463 53.4903384, -2.2277377 53.4908364, -2.2278812 53.4908983)",216.0,35.0
1,3290.0,1803.0,1792.0,,93.0,2325_2340,2017-09-29,"LINESTRING (-2.2269276 53.4902981, -2.2269463 53.4903384, -2.2277377 53.4908364, -2.2278812 53.4908983)",138.0,38.0
0,2971.0,445.0,849.0,,64.0,2310_2325,2017-09-29,"LINESTRING (-2.2236774 53.4882704, -2.2244938 53.4879652)",1266.0,38.0
1,2971.0,445.0,849.0,,64.0,2325_2340,2017-09-29,"LINESTRING (-2.2236774 53.4882704, -2.2244938 53.4879652)",984.0,39.0
0,2972.0,849.0,850.0,,146.0,2310_2325,2017-09-29,"LINESTRING (-2.2244938 53.4879652, -2.2255341 53.4875692, -2.2257359 53.4874924, -2.2263557 53.4872565)",1266.0,38.0
1,2972.0,849.0,850.0,,146.0,2325_2340,2017-09-29,"LINESTRING (-2.2244938 53.4879652, -2.2255341 53.4875692, -2.2257359 53.4874924, -2.2263557 53.4872565)",984.0,39.0
0,2973.0,850.0,465.0,,97.0,2310_2325,2017-09-29,"LINESTRING (-2.2263557 53.4872565, -2.2275976 53.4867919)",1266.0,38.0
1,2973.0,850.0,465.0,,97.0,2325_2340,2017-09-29,"LINESTRING (-2.2263557 53.4872565, -2.2275976 53.4867919)",984.0,39.0
0,2974.0,465.0,446.0,,73.0,2310_2325,2017-09-29,"LINESTRING (-2.2275976 53.4867919, -2.2285408 53.4864515)",1266.0,38.0
1,2974.0,465.0,446.0,,73.0,2325_2340,2017-09-29,"LINESTRING (-2.2275976 53.4867919, -2.2285408 53.4864515)",984.0,39.0
0,2975.0,446.0,848.0,,98.0,2310_2325,2017-09-29,"LINESTRING (-2.2285408 53.4864515, -2.2295737 53.4860981, -2.2298258 53.4860118)",1266.0,38.0
1,2975.0,446.0,848.0,,98.0,2325_2340,2017-09-29,"LINESTRING (-2.2285408 53.4864515, -2.2295737 53.4860981, -2.2298258 53.4860118)",984.0,39.0
0,2976.0,848.0,859.0,,91.0,2310_2325,2017-09-29,"LINESTRING (-2.2298258 53.4860118, -2.229947 53.4859702, -2.2309976 53.4856095, -2.2310196 53.4856019)",1266.0,38.0
1,2976.0,848.0,859.0,,91.0,2325_2340,2017-09-29,"LINESTRING (-2.2298258 53.4860118, -2.229947 53.4859702, -2.2309976 53.4856095, -2.2310196 53.4856019)",984.0,39.0
0,3214.0,1125.0,1132.0,,35.0,2310_2325,2017-09-29,"LINESTRING (-2.2348774 53.4868859, -2.2347176 53.4868118, -2.2344822 53.4866838)",1926.0,35.0
1,3214.0,1125.0,1132.0,,35.0,2325_2340,2017-09-29,"LINESTRING (-2.2348774 53.4868859, -2.2347176 53.4868118, -2.2344822 53.4866838)",1584.0,36.0
0,3215.0,1132.0,1141.0,,11.0,2310_2325,2017-09-29,"LINESTRING (-2.2344822 53.4866838, -2.2343584 53.4866204)",1926.0,35.0
1,3215.0,1132.0,1141.0,,11.0,2325_2340,2017-09-29,"LINESTRING (-2.2344822 53.4866838, -2.2343584 53.4866204)",1584.0,36.0
0,3216.0,1141.0,2515.0,,49.0,2310_2325,2017-09-29,"LINESTRING (-2.2343584 53.4866204, -2.233791 53.4863303)",1926.0,35.0
1,3216.0,1141.0,2515.0,,49.0,2325_2340,2017-09-29,"LINESTRING (-2.2343584 53.4866204, -2.233791 53.4863303)",1584.0,36.0
0,3217.0,2515.0,2715.0,,50.0,2310_2325,2017-09-29,"LINESTRING (-2.233791 53.4863303, -2.2332156 53.4860331)",1926.0,35.0
1,3217.0,2515.0,2715.0,,50.0,2325_2340,2017-09-29,"LINESTRING (-2.233791 53.4863303, -2.2332156 53.4860331)",1584.0,36.0
0,3218.0,2715.0,2514.0,,56.0,2310_2325,2017-09-29,"LINESTRING (-2.2332156 53.4860331, -2.2325432 53.4857214)",1926.0,35.0
1,3218.0,2715.0,2514.0,,56.0,2325_2340,2017-09-29,"LINESTRING (-2.2332156 53.4860331, -2.2325432 53.4857214)",1584.0,36.0
0,3219.0,2514.0,315.0,,57.0,2310_2325,2017-09-29,"LINESTRING (-2.2325432 53.4857214, -2.2320627 53.4854791, -2.2319014 53.4853861)",1926.0,35.0
1,3219.0,2514.0,315.0,,57.0,2325_2340,2017-09-29,"LINESTRING (-2.2325432 53.4857214, -2.2320627 53.4854791, -2.2319014 53.4853861)",1584.0,36.0
0,2531.0,315.0,319.0,,41.0,2310_2325,2017-09-29,"LINESTRING (-2.2319014 53.4853861, -2.2316392 53.4854859, -2.2313704 53.4855747)",1926.0,35.0
1,2531.0,315.0,319.0,,41.0,2325_2340,2017-09-29,"LINESTRING (-2.2319014 53.4853861, -2.2316392 53.4854859, -2.2313704 53.4855747)",1584.0,36.0
0,2002.0,474.0,1131.0,,46.0,2310_2325,2017-09-29,"LINESTRING (-2.2353216 53.4866166, -2.2357962 53.4863129)",426.0,27.0
1,2002.0,474.0,1131.0,,46.0,2325_2340,2017-09-29,"LINESTRING (-2.2353216 53.4866166, -2.2357962 53.4863129)",168.0,47.0
0,2003.0,1131.0,228.0,,5.0,2310_2325,2017-09-29,"LINESTRING (-2.2357962 53.4863129, -2.2358571 53.4862853)",426.0,27.0
1,2003.0,1131.0,228.0,,5.0,2325_2340,2017-09-29,"LINESTRING (-2.2357962 53.4863129, -2.2358571 53.4862853)",168.0,47.0
0,2002.0,474.0,1131.0,,46.0,2310_2325,2017-09-29,"LINESTRING (-2.2353216 53.4866166, -2.2357962 53.4863129)",726.0,31.0
1,2002.0,474.0,1131.0,,46.0,2325_2340,2017-09-29,"LINESTRING (-2.2353216 53.4866166, -2.2357962 53.4863129)",474.0,33.0
0,2003.0,1131.0,228.0,,5.0,2310_2325,2017-09-29,"LINESTRING (-2.2357962 53.4863129, -2.2358571 53.4862853)",726.0,31.0
1,2003.0,1131.0,228.0,,5.0,2325_2340,2017-09-29,"LINESTRING (-2.2357962 53.4863129, -2.2358571 53.4862853)",474.0,33.0
0,3235.0,1782.0,1787.0,,55.0,2310_2325,2017-09-29,"LINESTRING (-2.234018 53.4888621, -2.233514 53.4884637)",0.0,0.0
1,3235.0,1782.0,1787.0,,55.0,2325_2340,2017-09-29,"LINESTRING (-2.234018 53.4888621, -2.233514 53.4884637)",0.0,0.0
0,3237.0,1787.0,1791.0,,7.0,2310_2325,2017-09-29,"LINESTRING (-2.233514 53.4884637, -2.2334158 53.4884368)",0.0,0.0
1,3237.0,1787.0,1791.0,,7.0,2325_2340,2017-09-29,"LINESTRING (-2.233514 53.4884637, -2.2334158 53.4884368)",0.0,0.0
