utd_link_id,corridor_id,corridor_link_order,from_node_id,to_node_id,time_period,date,geometry,volume,travel_time,speed,reference_speed,density,queue,notes
100000219,Miller Street,3,100000275,100000276,2355_0010,2017-09-29,"LINESTRING (-2.239569 53.487532,-2.239746 53.487634)",1332.0,,37,,,,
100000219,Miller Street,3,100000275,100000276,0010_0025,2017-09-30,"LINESTRING (-2.239569 53.487532,-2.239746 53.487634)",1422.0,,37,,,,
100000219,Miller Street,3,100000275,100000276,,,"LINESTRING (-2.239569 53.487532,-2.239746 53.487634)",,,,,,,
100000220,Swan Street,1,100000277,100000278,2310_2325,2017-09-29,"LINESTRING (-2.236238 53.486427,-2.2362900000000003 53.486458)",2184.0,,37,,,,
100000220,Swan Street,1,100000277,100000278,2325_2340,2017-09-29,"LINESTRING (-2.236238 53.486427,-2.2362900000000003 53.486458)",1752.0,,36,,,,
100000220,Swan Street,1,100000277,100000278,2340_2355,2017-09-29,"LINESTRING (-2.236238 53.486427,-2.2362900000000003 53.486458)",1848.0,,33,,,,
100000220,Swan Street,1,100000277,100000278,2355_0010,2017-09-29,"LINESTRING (-2.236238 53.486427,-2.2362900000000003 53.486458)",1818.0,,40,,,,
100000220,Swan Street,1,100000277,100000278,0010_0025,2017-09-30,"LINESTRING (-2.236238 53.486427,-2.2362900000000003 53.486458)",2052.0,,36,,,,
100000220,Swan Street,1,100000277,100000278,,,"LINESTRING (-2.236238 53.486427,-2.2362900000000003 53.486458)",,,,,,,
100000221,Swan Street,2,100000278,100000279,2310_2325,2017-09-29,"LINESTRING (-2.2362900000000003 53.486458,-2.238448 53.48713299999999)",2184.0,,37,,,,
100000221,Swan Street,2,100000278,100000279,2325_2340,2017-09-29,"LINESTRING (-2.2362900000000003 53.486458,-2.238448 53.48713299999999)",1752.0,,36,,,,
100000221,Swan Street,2,100000278,100000279,2340_2355,2017-09-29,"LINESTRING (-2.2362900000000003 53.486458,-2.238448 53.48713299999999)",1848.0,,33,,,,
100000221,Swan Street,2,100000278,100000279,2355_0010,2017-09-29,"LINESTRING (-2.2362900000000003 53.486458,-2.238448 53.48713299999999)",1818.0,,40,,,,
100000221,Swan Street,2,100000278,100000279,0010_0025,2017-09-30,"LINESTRING (-2.2362900000000003 53.486458,-2.238448 53.48713299999999)",2052.0,,36,,,,
100000221,Swan Street,2,100000278,100000279,,,"LINESTRING (-2.2362900000000003 53.486458,-2.238448 53.48713299999999)",,,,,,,
100000222,Shudehill,1,100000280,100000281,2310_2325,2017-09-29,"LINESTRING (-2.235938 53.486172,-2.23616 53.486068)",1242.0,,27,,,,
100000222,Shudehill,1,100000280,100000281,2325_2340,2017-09-29,"LINESTRING (-2.235938 53.486172,-2.23616 53.486068)",1278.0,,25,,,,
100000222,Shudehill,1,100000280,100000281,2340_2355,2017-09-29,"LINESTRING (-2.235938 53.486172,-2.23616 53.486068)",1470.0,,23,,,,
100000222,Shudehill,1,100000280,100000281,2355_0010,2017-09-29,"LINESTRING (-2.235938 53.486172,-2.23616 53.486068)",1542.0,,24,,,,
100000222,Shudehill,1,100000280,100000281,0010_0025,2017-09-30,"LINESTRING (-2.235938 53.486172,-2.23616 53.486068)",1338.0,,25,,,,
100000222,Shudehill,1,100000280,100000281,,,"LINESTRING (-2.235938 53.486172,-2.23616 53.486068)",,,,,,,
100000223,Shudehill,2,100000281,100000282,2310_2325,2017-09-29,"LINESTRING (-2.23616 53.486068,-2.236925 53.485717)",1242.0,,27,,,,
100000223,Shudehill,2,100000281,100000282,2325_2340,2017-09-29,"LINESTRING (-2.23616 53.486068,-2.236925 53.485717)",1278.0,,25,,,,
100000223,Shudehill,2,100000281,100000282,2340_2355,2017-09-29,"LINESTRING (-2.23616 53.486068,-2.236925 53.485717)",1470.0,,23,,,,
100000223,Shudehill,2,100000281,100000282,2355_0010,2017-09-29,"LINESTRING (-2.23616 53.486068,-2.236925 53.485717)",1542.0,,24,,,,
100000223,Shudehill,2,100000281,100000282,0010_0025,2017-09-30,"LINESTRING (-2.23616 53.486068,-2.236925 53.485717)",1338.0,,25,,,,
100000223,Shudehill,2,100000281,100000282,,,"LINESTRING (-2.23616 53.486068,-2.236925 53.485717)",,,,,,,
100000224,Shudehill,1,100000283,100000284,2310_2325,2017-09-29,"LINESTRING (-2.237166 53.485664,-2.23706 53.485708)",522.0,,29,,,,
100000224,Shudehill,1,100000283,100000284,2325_2340,2017-09-29,"LINESTRING (-2.237166 53.485664,-2.23706 53.485708)",720.0,,31,,,,
100000224,Shudehill,1,100000283,100000284,2340_2355,2017-09-29,"LINESTRING (-2.237166 53.485664,-2.23706 53.485708)",786.0,,33,,,,
100000224,Shudehill,1,100000283,100000284,2355_0010,2017-09-29,"LINESTRING (-2.237166 53.485664,-2.23706 53.485708)",840.0,,31,,,,
100000224,Shudehill,1,100000283,100000284,0010_0025,2017-09-30,"LINESTRING (-2.237166 53.485664,-2.23706 53.485708)",804.0,,26,,,,
100000224,Shudehill,1,100000283,100000284,,,"LINESTRING (-2.237166 53.485664,-2.23706 53.485708)",,,,,,,
100000225,Shudehill,2,100000284,100000285,2310_2325,2017-09-29,"LINESTRING (-2.23706 53.485708,-2.236321 53.486063)",522.0,,29,,,,
100000225,Shudehill,2,100000284,100000285,2325_2340,2017-09-29,"LINESTRING (-2.23706 53.485708,-2.236321 53.486063)",720.0,,31,,,,
100000225,Shudehill,2,100000284,100000285,2340_2355,2017-09-29,"LINESTRING (-2.23706 53.485708,-2.236321 53.486063)",786.0,,33,,,,
100000225,Shudehill,2,100000284,100000285,2355_0010,2017-09-29,"LINESTRING (-2.23706 53.485708,-2.236321 53.486063)",840.0,,31,,,,
100000225,Shudehill,2,100000284,100000285,0010_0025,2017-09-30,"LINESTRING (-2.23706 53.485708,-2.236321 53.486063)",804.0,,26,,,,
100000225,Shudehill,2,100000284,100000285,,,"LINESTRING (-2.23706 53.485708,-2.236321 53.486063)",,,,,,,
100000226,Shudehill,3,100000285,100000286,2310_2325,2017-09-29,"LINESTRING (-2.236321 53.486063,-2.236198 53.486148)",522.0,,29,,,,
100000226,Shudehill,3,100000285,100000286,2325_2340,2017-09-29,"LINESTRING (-2.236321 53.486063,-2.236198 53.486148)",720.0,,31,,,,
100000226,Shudehill,3,100000285,100000286,2340_2355,2017-09-29,"LINESTRING (-2.236321 53.486063,-2.236198 53.486148)",786.0,,33,,,,
100000226,Shudehill,3,100000285,100000286,2355_0010,2017-09-29,"LINESTRING (-2.236321 53.486063,-2.236198 53.486148)",840.0,,31,,,,
100000226,Shudehill,3,100000285,100000286,0010_0025,2017-09-30,"LINESTRING (-2.236321 53.486063,-2.236198 53.486148)",804.0,,26,,,,
100000226,Shudehill,3,100000285,100000286,,,"LINESTRING (-2.236321 53.486063,-2.236198 53.486148)",,,,,,,
100000227,Hanover Street,1,100000287,100000288,2310_2325,2017-09-29,"LINESTRING (-2.240471 53.486683,-2.239199 53.48625799999999)",1092.0,,25,,,,
100000227,Hanover Street,1,100000287,100000288,2325_2340,2017-09-29,"LINESTRING (-2.240471 53.486683,-2.239199 53.48625799999999)",768.0,,27,,,,
100000227,Hanover Street,1,100000287,100000288,2340_2355,2017-09-29,"LINESTRING (-2.240471 53.486683,-2.239199 53.48625799999999)",1248.0,,24,,,,
100000227,Hanover Street,1,100000287,100000288,2355_0010,2017-09-29,"LINESTRING (-2.240471 53.486683,-2.239199 53.48625799999999)",1188.0,,22,,,,
100000227,Hanover Street,1,100000287,100000288,0010_0025,2017-09-30,"LINESTRING (-2.240471 53.486683,-2.239199 53.48625799999999)",996.0,,28,,,,
100000227,Hanover Street,1,100000287,100000288,,,"LINESTRING (-2.240471 53.486683,-2.239199 53.48625799999999)",,,,,,,
100000228,Hanover Street,2,100000288,100000289,2310_2325,2017-09-29,"LINESTRING (-2.239199 53.48625799999999,-2.237871 53.485835)",1092.0,,25,,,,
100000228,Hanover Street,2,100000288,100000289,2325_2340,2017-09-29,"LINESTRING (-2.239199 53.48625799999999,-2.237871 53.485835)",768.0,,27,,,,
100000228,Hanover Street,2,100000288,100000289,2340_2355,2017-09-29,"LINESTRING (-2.239199 53.48625799999999,-2.237871 53.485835)",1248.0,,24,,,,
100000228,Hanover Street,2,100000288,100000289,2355_0010,2017-09-29,"LINESTRING (-2.239199 53.48625799999999,-2.237871 53.485835)",1188.0,,22,,,,
100000228,Hanover Street,2,100000288,100000289,0010_0025,2017-09-30,"LINESTRING (-2.239199 53.48625799999999,-2.237871 53.485835)",996.0,,28,,,,
100000228,Hanover Street,2,100000288,100000289,,,"LINESTRING (-2.239199 53.48625799999999,-2.237871 53.485835)",,,,,,,
100000229,Hanover Street,3,100000289,100000290,2310_2325,2017-09-29,"LINESTRING (-2.237871 53.485835,-2.23751 53.48571800000001)",1092.0,,25,,,,
100000229,Hanover Street,3,100000289,100000290,2325_2340,2017-09-29,"LINESTRING (-2.237871 53.485835,-2.23751 53.48571800000001)",768.0,,27,,,,
100000229,Hanover Street,3,100000289,100000290,2340_2355,2017-09-29,"LINESTRING (-2.237871 53.485835,-2.23751 53.48571800000001)",1248.0,,24,,,,
100000229,Hanover Street,3,100000289,100000290,2355_0010,2017-09-29,"LINESTRING (-2.237871 53.485835,-2.23751 53.48571800000001)",1188.0,,22,,,,
100000229,Hanover Street,3,100000289,100000290,0010_0025,2017-09-30,"LINESTRING (-2.237871 53.485835,-2.23751 53.48571800000001)",996.0,,28,,,,
100000229,Hanover Street,3,100000289,100000290,,,"LINESTRING (-2.237871 53.485835,-2.23751 53.48571800000001)",,,,,,,
100000230,Shudehill,1,100000291,100000292,2310_2325,2017-09-29,"LINESTRING (-2.238486 53.484988,-2.23815 53.485155000000006)",0.0,,0,,,,
100000230,Shudehill,1,100000291,100000292,2325_2340,2017-09-29,"LINESTRING (-2.238486 53.484988,-2.23815 53.485155000000006)",0.0,,0,,,,
100000230,Shudehill,1,100000291,100000292,2340_2355,2017-09-29,"LINESTRING (-2.238486 53.484988,-2.23815 53.485155000000006)",0.0,,0,,,,
100000230,Shudehill,1,100000291,100000292,2355_0010,2017-09-29,"LINESTRING (-2.238486 53.484988,-2.23815 53.485155000000006)",0.0,,0,,,,
100000230,Shudehill,1,100000291,100000292,0010_0025,2017-09-30,"LINESTRING (-2.238486 53.484988,-2.23815 53.485155000000006)",0.0,,0,,,,
100000230,Shudehill,1,100000291,100000292,,,"LINESTRING (-2.238486 53.484988,-2.23815 53.485155000000006)",,,,,,,
100000231,Shudehill,2,100000292,100000293,2310_2325,2017-09-29,"LINESTRING (-2.23815 53.485155000000006,-2.237346 53.485546)",0.0,,0,,,,
100000231,Shudehill,2,100000292,100000293,2325_2340,2017-09-29,"LINESTRING (-2.23815 53.485155000000006,-2.237346 53.485546)",0.0,,0,,,,
100000231,Shudehill,2,100000292,100000293,2340_2355,2017-09-29,"LINESTRING (-2.23815 53.485155000000006,-2.237346 53.485546)",0.0,,0,,,,
100000231,Shudehill,2,100000292,100000293,2355_0010,2017-09-29,"LINESTRING (-2.23815 53.485155000000006,-2.237346 53.485546)",0.0,,0,,,,
100000231,Shudehill,2,100000292,100000293,0010_0025,2017-09-30,"LINESTRING (-2.23815 53.485155000000006,-2.237346 53.485546)",0.0,,0,,,,
100000231,Shudehill,2,100000292,100000293,,,"LINESTRING (-2.23815 53.485155000000006,-2.237346 53.485546)",,,,,,,
100000232,Victoria Street,1,100000294,100000295,2310_2325,2017-09-29,"LINESTRING (-2.244794 53.486887,-2.244842 53.487075)",534.0,,33,,,,
100000232,Victoria Street,1,100000294,100000295,2325_2340,2017-09-29,"LINESTRING (-2.244794 53.486887,-2.244842 53.487075)",510.0,,30,,,,
100000232,Victoria Street,1,100000294,100000295,2340_2355,2017-09-29,"LINESTRING (-2.244794 53.486887,-2.244842 53.487075)",594.0,,29,,,,
100000232,Victoria Street,1,100000294,100000295,2355_0010,2017-09-29,"LINESTRING (-2.244794 53.486887,-2.244842 53.487075)",624.0,,32,,,,
100000232,Victoria Street,1,100000294,100000295,0010_0025,2017-09-30,"LINESTRING (-2.244794 53.486887,-2.244842 53.487075)",870.0,,29,,,,
100000232,Victoria Street,1,100000294,100000295,,,"LINESTRING (-2.244794 53.486887,-2.244842 53.487075)",,,,,,,
100000233,Victoria Street,2,100000295,100000296,2310_2325,2017-09-29,"LINESTRING (-2.244842 53.487075,-2.245674 53.488288)",534.0,,33,,,,
100000233,Victoria Street,2,100000295,100000296,2325_2340,2017-09-29,"LINESTRING (-2.244842 53.487075,-2.245674 53.488288)",510.0,,30,,,,
100000233,Victoria Street,2,100000295,100000296,2340_2355,2017-09-29,"LINESTRING (-2.244842 53.487075,-2.245674 53.488288)",594.0,,29,,,,
100000233,Victoria Street,2,100000295,100000296,2355_0010,2017-09-29,"LINESTRING (-2.244842 53.487075,-2.245674 53.488288)",624.0,,32,,,,
100000233,Victoria Street,2,100000295,100000296,0010_0025,2017-09-30,"LINESTRING (-2.244842 53.487075,-2.245674 53.488288)",870.0,,29,,,,
100000233,Victoria Street,2,100000295,100000296,,,"LINESTRING (-2.244842 53.487075,-2.245674 53.488288)",,,,,,,
100000234,Long Millgate,1,100000297,100000298,2310_2325,2017-09-29,"LINESTRING (-2.240546 53.48731899999999,-2.24053 53.487347)",468.0,,35,,,,
100000234,Long Millgate,1,100000297,100000298,2325_2340,2017-09-29,"LINESTRING (-2.240546 53.48731899999999,-2.24053 53.487347)",372.0,,38,,,,
100000234,Long Millgate,1,100000297,100000298,2340_2355,2017-09-29,"LINESTRING (-2.240546 53.48731899999999,-2.24053 53.487347)",438.0,,40,,,,
100000234,Long Millgate,1,100000297,100000298,2355_0010,2017-09-29,"LINESTRING (-2.240546 53.48731899999999,-2.24053 53.487347)",540.0,,34,,,,
100000234,Long Millgate,1,100000297,100000298,0010_0025,2017-09-30,"LINESTRING (-2.240546 53.48731899999999,-2.24053 53.487347)",594.0,,44,,,,
100000234,Long Millgate,1,100000297,100000298,,,"LINESTRING (-2.240546 53.48731899999999,-2.24053 53.487347)",,,,,,,
100000235,Long Millgate,2,100000298,100000158,2310_2325,2017-09-29,"LINESTRING (-2.24053 53.487347,-2.24032 53.487738)",468.0,,35,,,,
100000235,Long Millgate,2,100000298,100000158,2325_2340,2017-09-29,"LINESTRING (-2.24053 53.487347,-2.24032 53.487738)",372.0,,38,,,,
100000235,Long Millgate,2,100000298,100000158,2340_2355,2017-09-29,"LINESTRING (-2.24053 53.487347,-2.24032 53.487738)",438.0,,40,,,,
100000235,Long Millgate,2,100000298,100000158,2355_0010,2017-09-29,"LINESTRING (-2.24053 53.487347,-2.24032 53.487738)",540.0,,34,,,,
100000235,Long Millgate,2,100000298,100000158,0010_0025,2017-09-30,"LINESTRING (-2.24053 53.487347,-2.24032 53.487738)",594.0,,44,,,,
100000235,Long Millgate,2,100000298,100000158,,,"LINESTRING (-2.24053 53.487347,-2.24032 53.487738)",,,,,,,
100000236,Oldham Road,1,100000300,100000301,2310_2325,2017-09-29,"LINESTRING (-2.232644 53.48505600000001,-2.2326200000000003 53.485079000000006)",558.0,,27,,,,
100000236,Oldham Road,1,100000300,100000301,2325_2340,2017-09-29,"LINESTRING (-2.232644 53.48505600000001,-2.2326200000000003 53.485079000000006)",372.0,,28,,,,
100000236,Oldham Road,1,100000300,100000301,2340_2355,2017-09-29,"LINESTRING (-2.232644 53.48505600000001,-2.2326200000000003 53.485079000000006)",354.0,,36,,,,
100000236,Oldham Road,1,100000300,100000301,2355_0010,2017-09-29,"LINESTRING (-2.232644 53.48505600000001,-2.2326200000000003 53.485079000000006)",504.0,,30,,,,
100000236,Oldham Road,1,100000300,100000301,0010_0025,2017-09-30,"LINESTRING (-2.232644 53.48505600000001,-2.2326200000000003 53.485079000000006)",408.0,,28,,,,
100000236,Oldham Road,1,100000300,100000301,,,"LINESTRING (-2.232644 53.48505600000001,-2.2326200000000003 53.485079000000006)",,,,,,,
100000237,Oldham Road,2,100000301,100000302,2310_2325,2017-09-29,"LINESTRING (-2.2326200000000003 53.485079000000006,-2.232097 53.485323)",558.0,,27,,,,
100000237,Oldham Road,2,100000301,100000302,2325_2340,2017-09-29,"LINESTRING (-2.2326200000000003 53.485079000000006,-2.232097 53.485323)",372.0,,28,,,,
100000237,Oldham Road,2,100000301,100000302,2340_2355,2017-09-29,"LINESTRING (-2.2326200000000003 53.485079000000006,-2.232097 53.485323)",354.0,,36,,,,
100000237,Oldham Road,2,100000301,100000302,2355_0010,2017-09-29,"LINESTRING (-2.2326200000000003 53.485079000000006,-2.232097 53.485323)",504.0,,30,,,,
100000237,Oldham Road,2,100000301,100000302,0010_0025,2017-09-30,"LINESTRING (-2.2326200000000003 53.485079000000006,-2.232097 53.485323)",408.0,,28,,,,
100000237,Oldham Road,2,100000301,100000302,,,"LINESTRING (-2.2326200000000003 53.485079000000006,-2.232097 53.485323)",,,,,,,
100000238,Oldham Road,1,100000303,100000304,2310_2325,2017-09-29,"LINESTRING (-2.231933 53.485237,-2.232019 53.485202)",2808.0,,26,,,,
100000238,Oldham Road,1,100000303,100000304,2325_2340,2017-09-29,"LINESTRING (-2.231933 53.485237,-2.232019 53.485202)",2244.0,,29,,,,
100000238,Oldham Road,1,100000303,100000304,2340_2355,2017-09-29,"LINESTRING (-2.231933 53.485237,-2.232019 53.485202)",2334.0,,28,,,,
100000238,Oldham Road,1,100000303,100000304,2355_0010,2017-09-29,"LINESTRING (-2.231933 53.485237,-2.232019 53.485202)",2484.0,,27,,,,
100000238,Oldham Road,1,100000303,100000304,0010_0025,2017-09-30,"LINESTRING (-2.231933 53.485237,-2.232019 53.485202)",2238.0,,26,,,,
100000238,Oldham Road,1,100000303,100000304,,,"LINESTRING (-2.231933 53.485237,-2.232019 53.485202)",,,,,,,
100000239,Oldham Road,2,100000304,100000305,2310_2325,2017-09-29,"LINESTRING (-2.232019 53.485202,-2.232504 53.484975)",2808.0,,26,,,,
100000239,Oldham Road,2,100000304,100000305,2325_2340,2017-09-29,"LINESTRING (-2.232019 53.485202,-2.232504 53.484975)",2244.0,,29,,,,
100000239,Oldham Road,2,100000304,100000305,2340_2355,2017-09-29,"LINESTRING (-2.232019 53.485202,-2.232504 53.484975)",2334.0,,28,,,,
100000239,Oldham Road,2,100000304,100000305,2355_0010,2017-09-29,"LINESTRING (-2.232019 53.485202,-2.232504 53.484975)",2484.0,,27,,,,
100000239,Oldham Road,2,100000304,100000305,0010_0025,2017-09-30,"LINESTRING (-2.232019 53.485202,-2.232504 53.484975)",2238.0,,26,,,,
100000239,Oldham Road,2,100000304,100000305,,,"LINESTRING (-2.232019 53.485202,-2.232504 53.484975)",,,,,,,
100000240,Oldham Road,1,100000306,100000307,2310_2325,2017-09-29,"LINESTRING (-2.231877 53.4852,-2.231986 53.485158)",1188.0,,13,,,,
100000240,Oldham Road,1,100000306,100000307,2325_2340,2017-09-29,"LINESTRING (-2.231877 53.4852,-2.231986 53.485158)",984.0,,16,,,,
100000240,Oldham Road,1,100000306,100000307,2340_2355,2017-09-29,"LINESTRING (-2.231877 53.4852,-2.231986 53.485158)",1008.0,,23,,,,
100000240,Oldham Road,1,100000306,100000307,2355_0010,2017-09-29,"LINESTRING (-2.231877 53.4852,-2.231986 53.485158)",1020.0,,20,,,,
100000240,Oldham Road,1,100000306,100000307,0010_0025,2017-09-30,"LINESTRING (-2.231877 53.4852,-2.231986 53.485158)",1206.0,,17,,,,
100000240,Oldham Road,1,100000306,100000307,,,"LINESTRING (-2.231877 53.4852,-2.231986 53.485158)",,,,,,,
100000241,Oldham Road,2,100000307,100000308,2310_2325,2017-09-29,"LINESTRING (-2.231986 53.485158,-2.232491 53.484922)",1188.0,,13,,,,
100000241,Oldham Road,2,100000307,100000308,2325_2340,2017-09-29,"LINESTRING (-2.231986 53.485158,-2.232491 53.484922)",984.0,,16,,,,
100000241,Oldham Road,2,100000307,100000308,2340_2355,2017-09-29,"LINESTRING (-2.231986 53.485158,-2.232491 53.484922)",1008.0,,23,,,,
100000241,Oldham Road,2,100000307,100000308,2355_0010,2017-09-29,"LINESTRING (-2.231986 53.485158,-2.232491 53.484922)",1020.0,,20,,,,
100000241,Oldham Road,2,100000307,100000308,0010_0025,2017-09-30,"LINESTRING (-2.231986 53.485158,-2.232491 53.484922)",1206.0,,17,,,,
100000241,Oldham Road,2,100000307,100000308,,,"LINESTRING (-2.231986 53.485158,-2.232491 53.484922)",,,,,,,
100000242,Swan Street,1,100000309,100000310,2310_2325,2017-09-29,"LINESTRING (-2.232928 53.484838,-2.233071 53.484848)",4200.0,,25,,,,
100000242,Swan Street,1,100000309,100000310,2325_2340,2017-09-29,"LINESTRING (-2.232928 53.484838,-2.233071 53.484848)",3690.0,,25,,,,
100000242,Swan Street,1,100000309,100000310,2340_2355,2017-09-29,"LINESTRING (-2.232928 53.484838,-2.233071 53.484848)",3288.0,,24,,,,
100000242,Swan Street,1,100000309,100000310,2355_0010,2017-09-29,"LINESTRING (-2.232928 53.484838,-2.233071 53.484848)",3294.0,,29,,,,
100000242,Swan Street,1,100000309,100000310,0010_0025,2017-09-30,"LINESTRING (-2.232928 53.484838,-2.233071 53.484848)",3366.0,,29,,,,
100000242,Swan Street,1,100000309,100000310,,,"LINESTRING (-2.232928 53.484838,-2.233071 53.484848)",,,,,,,
100000243,Swan Street,2,100000310,100000311,2310_2325,2017-09-29,"LINESTRING (-2.233071 53.484848,-2.235734 53.486188)",4200.0,,25,,,,
100000243,Swan Street,2,100000310,100000311,2325_2340,2017-09-29,"LINESTRING (-2.233071 53.484848,-2.235734 53.486188)",3690.0,,25,,,,
100000243,Swan Street,2,100000310,100000311,2340_2355,2017-09-29,"LINESTRING (-2.233071 53.484848,-2.235734 53.486188)",3288.0,,24,,,,
100000243,Swan Street,2,100000310,100000311,2355_0010,2017-09-29,"LINESTRING (-2.233071 53.484848,-2.235734 53.486188)",3294.0,,29,,,,
100000243,Swan Street,2,100000310,100000311,0010_0025,2017-09-30,"LINESTRING (-2.233071 53.484848,-2.235734 53.486188)",3366.0,,29,,,,
100000243,Swan Street,2,100000310,100000311,,,"LINESTRING (-2.233071 53.484848,-2.235734 53.486188)",,,,,,,
100000244,Great Ancoats Street,1,100000308,100000313,2310_2325,2017-09-29,"LINESTRING (-2.232491 53.484922,-2.232647 53.484818)",3162.0,,24,,,,
100000244,Great Ancoats Street,1,100000308,100000313,2325_2340,2017-09-29,"LINESTRING (-2.232491 53.484922,-2.232647 53.484818)",2580.0,,24,,,,
100000244,Great Ancoats Street,1,100000308,100000313,2340_2355,2017-09-29,"LINESTRING (-2.232491 53.484922,-2.232647 53.484818)",2760.0,,24,,,,
100000244,Great Ancoats Street,1,100000308,100000313,2355_0010,2017-09-29,"LINESTRING (-2.232491 53.484922,-2.232647 53.484818)",2862.0,,23,,,,
100000244,Great Ancoats Street,1,100000308,100000313,0010_0025,2017-09-30,"LINESTRING (-2.232491 53.484922,-2.232647 53.484818)",2610.0,,19,,,,
100000244,Great Ancoats Street,1,100000308,100000313,,,"LINESTRING (-2.232491 53.484922,-2.232647 53.484818)",,,,,,,
100000245,Great Ancoats Street,2,100000313,100000314,2310_2325,2017-09-29,"LINESTRING (-2.232647 53.484818,-2.232577 53.484704)",3162.0,,24,,,,
100000245,Great Ancoats Street,2,100000313,100000314,2325_2340,2017-09-29,"LINESTRING (-2.232647 53.484818,-2.232577 53.484704)",2580.0,,24,,,,
100000245,Great Ancoats Street,2,100000313,100000314,2340_2355,2017-09-29,"LINESTRING (-2.232647 53.484818,-2.232577 53.484704)",2760.0,,24,,,,
100000245,Great Ancoats Street,2,100000313,100000314,2355_0010,2017-09-29,"LINESTRING (-2.232647 53.484818,-2.232577 53.484704)",2862.0,,23,,,,
100000245,Great Ancoats Street,2,100000313,100000314,0010_0025,2017-09-30,"LINESTRING (-2.232647 53.484818,-2.232577 53.484704)",2610.0,,19,,,,
100000245,Great Ancoats Street,2,100000313,100000314,,,"LINESTRING (-2.232647 53.484818,-2.232577 53.484704)",,,,,,,
100000246,Great Ancoats Street,3,100000314,100000315,2310_2325,2017-09-29,"LINESTRING (-2.232577 53.484704,-2.231732 53.484271)",3162.0,,24,,,,
100000246,Great Ancoats Street,3,100000314,100000315,2325_2340,2017-09-29,"LINESTRING (-2.232577 53.484704,-2.231732 53.484271)",2580.0,,24,,,,
100000246,Great Ancoats Street,3,100000314,100000315,2340_2355,2017-09-29,"LINESTRING (-2.232577 53.484704,-2.231732 53.484271)",2760.0,,24,,,,
100000246,Great Ancoats Street,3,100000314,100000315,2355_0010,2017-09-29,"LINESTRING (-2.232577 53.484704,-2.231732 53.484271)",2862.0,,23,,,,
100000246,Great Ancoats Street,3,100000314,100000315,0010_0025,2017-09-30,"LINESTRING (-2.232577 53.484704,-2.231732 53.484271)",2610.0,,19,,,,
100000246,Great Ancoats Street,3,100000314,100000315,,,"LINESTRING (-2.232577 53.484704,-2.231732 53.484271)",,,,,,,
100000247,Great Ancoats Street,1,100000316,100000317,2310_2325,2017-09-29,"LINESTRING (-2.231869 53.484191,-2.231922 53.484212)",6162.0,,27,,,,
100000247,Great Ancoats Street,1,100000316,100000317,2325_2340,2017-09-29,"LINESTRING (-2.231869 53.484191,-2.231922 53.484212)",5244.0,,29,,,,
100000247,Great Ancoats Street,1,100000316,100000317,2340_2355,2017-09-29,"LINESTRING (-2.231869 53.484191,-2.231922 53.484212)",4884.0,,32,,,,
100000247,Great Ancoats Street,1,100000316,100000317,2355_0010,2017-09-29,"LINESTRING (-2.231869 53.484191,-2.231922 53.484212)",5622.0,,28,,,,
100000247,Great Ancoats Street,1,100000316,100000317,0010_0025,2017-09-30,"LINESTRING (-2.231869 53.484191,-2.231922 53.484212)",5166.0,,28,,,,
100000247,Great Ancoats Street,1,100000316,100000317,,,"LINESTRING (-2.231869 53.484191,-2.231922 53.484212)",,,,,,,
100000248,Great Ancoats Street,2,100000317,100000318,2310_2325,2017-09-29,"LINESTRING (-2.231922 53.484212,-2.232625 53.4846)",6162.0,,27,,,,
100000248,Great Ancoats Street,2,100000317,100000318,2325_2340,2017-09-29,"LINESTRING (-2.231922 53.484212,-2.232625 53.4846)",5244.0,,29,,,,
100000248,Great Ancoats Street,2,100000317,100000318,2340_2355,2017-09-29,"LINESTRING (-2.231922 53.484212,-2.232625 53.4846)",4884.0,,32,,,,
100000248,Great Ancoats Street,2,100000317,100000318,2355_0010,2017-09-29,"LINESTRING (-2.231922 53.484212,-2.232625 53.4846)",5622.0,,28,,,,
100000248,Great Ancoats Street,2,100000317,100000318,0010_0025,2017-09-30,"LINESTRING (-2.231922 53.484212,-2.232625 53.4846)",5166.0,,28,,,,
100000248,Great Ancoats Street,2,100000317,100000318,,,"LINESTRING (-2.231922 53.484212,-2.232625 53.4846)",,,,,,,
100000249,Great Ancoats Street,1,100000315,100000320,2310_2325,2017-09-29,"LINESTRING (-2.231732 53.484271,-2.231461 53.484108)",2616.0,,27,,,,
100000249,Great Ancoats Street,1,100000315,100000320,2325_2340,2017-09-29,"LINESTRING (-2.231732 53.484271,-2.231461 53.484108)",2160.0,,30,,,,
100000249,Great Ancoats Street,1,100000315,100000320,2340_2355,2017-09-29,"LINESTRING (-2.231732 53.484271,-2.231461 53.484108)",2262.0,,28,,,,
100000249,Great Ancoats Street,1,100000315,100000320,2355_0010,2017-09-29,"LINESTRING (-2.231732 53.484271,-2.231461 53.484108)",2466.0,,26,,,,
100000249,Great Ancoats Street,1,100000315,100000320,0010_0025,2017-09-30,"LINESTRING (-2.231732 53.484271,-2.231461 53.484108)",2718.0,,26,,,,
100000249,Great Ancoats Street,1,100000315,100000320,,,"LINESTRING (-2.231732 53.484271,-2.231461 53.484108)",,,,,,,
100000250,Great Ancoats Street,2,100000320,100000321,2310_2325,2017-09-29,"LINESTRING (-2.231461 53.484108,-2.230702 53.483748)",2616.0,,27,,,,
