node_id,name,x_coord,y_coord,node_type
0,,-77.26740579999999,38.8788355,
1,,-77.2651944,38.875828600000006,
2,,-77.19079520000001,38.996796100000005,
3,,-77.18471690000001,38.9738575,
4,,-77.18782490000001,38.9744185,
5,,-77.1869767,38.9755412,
6,,-77.194886,38.9751513,
7,,-77.1960675,38.975434299999996,
8,,-77.19701440000001,38.9756614,
9,,-77.221,38.991695,
10,,-77.19927159999999,38.9722073,
11,,-77.1982184,38.9707509,
12,,-77.1945517,38.975983500000005,
13,,-77.19411020000001,38.97653629999999,
14,,-77.193473,38.977329,
15,,-77.192886,38.978466,
16,,-77.2317522,39.018524400000004,
17,,-77.23076529999999,39.019572499999995,
18,,-77.1949129,38.975055700000006,
19,,-77.18487979999999,38.9737095,
20,,-77.19854559999999,38.9727999,
21,,-77.226837,39.019771,
22,,-77.224685,39.020645,
23,,-77.196434,39.009918,
24,,-77.208198,39.025875,
25,,-77.206199,39.025218,
26,,-77.1966788,38.973813299999996,
27,,-77.1914013,38.9742436,
28,,-77.19126949999999,38.974598799999995,
29,,-77.198814,39.017738,
30,,-77.20027900000001,39.017501,
31,,-77.20227,39.018848,
32,,-77.194458,38.977565000000006,
33,,-77.194427,38.977703000000005,
34,,-77.194419,38.978996,
35,,-77.194496,38.97937,
36,,-77.208526,39.019138,
37,,-77.207115,39.018745,
38,,-77.20545899999999,39.01863,
39,,-77.204536,39.018863,
40,,-77.200836,39.021141,
41,,-77.197311,38.983634,
42,,-77.197608,38.9833385,
43,,-77.24594559999998,39.0013977,
44,,-77.23111750000001,38.9959943,
45,,-77.2302105,38.995371500000005,
46,,-77.22932850000001,38.99382979999999,
47,,-77.2257404,38.9885887,
48,,-77.2262372,38.9860831,
49,,-77.2265297,38.9851336,
50,,-77.2192463,38.979772100000005,
51,,-77.21621259999999,38.9790473,
52,,-77.2136594,38.9785486,
53,,-77.2072828,38.9786794,
54,,-77.20321109999999,38.9782641,
55,,-77.19744190000002,38.978232299999995,
56,,-77.18740799999999,38.976055,
57,,-77.18262829999999,38.976132799999995,
58,,-77.228569,39.02135,
59,,-77.225402,39.018562,
60,,-77.22158,39.017005,
61,,-77.215171,39.013858,
62,,-77.1959324,38.9891704,
63,,-77.194926,38.98828029999999,
64,,-77.1945419,38.987513799999995,
65,,-77.188659,38.993553000000006,
66,,-77.187606,38.994453,
67,,-77.18897199999999,38.995635,
68,,-77.1900978,38.9961582,
69,,-77.201133,38.983146000000005,
70,,-77.198966,38.984714000000004,
71,,-77.196105,38.983352000000004,
72,,-77.194641,38.982044,
73,,-77.19410699999999,38.981730999999996,
74,,-77.1932917,38.9814145,
75,,-77.21239399999999,39.02032,
76,,-77.2088205,39.0243677,
77,,-77.202304,38.9805724,
78,,-77.188438,38.987884,
79,,-77.18860600000001,38.987541,
80,,-77.19564009999999,38.98709960000001,
81,,-77.1986319,39.0088003,
82,,-77.200721,39.008361,
83,,-77.20206400000001,39.008205,
84,,-77.208129,39.007366,
85,,-77.210174,39.007503,
86,,-77.213981,39.008007,
87,,-77.215728,39.00719,
88,,-77.18692,38.99485,
89,,-77.208587,39.014003,
90,,-77.1960172,38.983778,
91,,-77.219398,39.025718,
92,,-77.21566700000001,39.022617,
93,,-77.208946,39.018043,
94,,-77.207763,39.017284000000004,
95,,-77.205642,39.015895,
96,,-77.204193,39.014907,
97,,-77.203422,39.014354,
98,,-77.202537,39.013801,
99,,-77.20060699999999,39.012451,
100,,-77.193023,39.007831,
101,,-77.191101,39.006633,
102,,-77.187988,39.005084000000004,
103,,-77.184371,39.003543,
104,,-77.18710300000001,38.990103999999995,
105,,-77.183616,38.99105,
106,,-77.18961999999999,38.994422,
107,,-77.2148197,38.9876239,
108,,-77.21405,38.988182,
109,,-77.2313699,39.0234181,
110,,-77.2323867,39.022121899999995,
111,,-77.22191600000001,39.025707000000004,
112,,-77.2224705,38.9851727,
113,,-77.2232527,38.985167,
114,,-77.1871335,38.986472,
115,,-77.2019035,39.0067054,
116,,-77.2028549,39.000545,
117,,-77.2182898,39.02064420000001,
118,,-77.216964,38.992225,
119,,-77.220878,38.993896,
120,,-77.225212,38.997173,
121,,-77.226112,38.998458,
122,,-77.228218,38.999717,
123,,-77.192298,38.99718,
124,,-77.18417640000001,39.0137435,
125,,-77.2154479,38.9986635,
126,,-77.215393,38.997787,
127,,-77.206375,39.001083,
128,,-77.19600009999999,38.9903092,
129,,-77.18292199999999,38.982757,
130,,-77.191558,38.979541,
131,,-77.209129,39.013614000000004,
132,,-77.207717,39.012676,
133,,-77.204658,39.01448,
134,,-77.183052,39.023662,
135,,-77.1846907,39.0236169,
136,,-77.1915848,39.0250977,
137,,-77.21566,38.982593,
138,,-77.21615600000001,38.981528999999995,
139,,-77.20436,38.984325,
140,,-77.203956,38.980354,
141,,-77.1841947,39.0259034,
142,,-77.216514,38.982872,
143,,-77.214256,38.982376,
144,,-77.22842840000001,39.0240618,
145,,-77.2303577,39.014327,
146,,-77.23085,39.013317,
147,,-77.1836178,39.016952,
148,,-77.184692,39.017978,
149,,-77.209289,38.998233,
150,,-77.206176,38.999031,
151,,-77.20570909999999,39.0233766,
