,name,corridor_id,corridor_link_order,from_node_id,to_node_id,timestamp,volume,travel_time,speed,reference_speed,density,queue,notes
3529,110+05709,VA-7_WESTBOUND,45.0,100000059,100000060,2015-04-01T04:40,,0.005643388704318937,45.15,47.0,,,
3530,110+05710,VA-7_WESTBOUND,46.0,100000060,100000061,2015-04-01T04:40,,0.015289212765957448,47.0,48.0,,,
3531,110P05710,VA-7_WESTBOUND,47.0,100000061,100000062,2015-04-01T04:40,,0.007998464746019712,52.76,49.0,,,
3532,110+05711,VA-7_WESTBOUND,48.0,100000062,100000063,2015-04-01T04:40,,0.007254985192497532,30.39,41.0,,,
3533,110P05711,VA-7_WESTBOUND,48.1,100000063,100000064,,,,,,,,
3534,110N05711,VA-7_EASTBOUND,38.0,100000001,100000002,2015-04-01T04:45,,0.0008777272727272728,44.0,44.0,,,
3535,110-05710,VA-7_EASTBOUND,39.0,100000002,100000003,2015-04-01T04:45,,0.0037476136363636366,44.0,44.0,,,
3536,110N05710,VA-7_EASTBOUND,40.0,100000003,100000004,2015-04-01T04:45,,0.010452204081632653,49.0,49.0,,,
3537,110-05709,VA-7_EASTBOUND,41.0,100000004,100000005,2015-04-01T04:45,,0.014220604166666666,48.0,48.0,,,
3538,110-05708,VA-7_EASTBOUND,42.0,100000005,100000006,2015-04-01T04:45,,0.006181895833333333,48.0,48.0,,,
3539,110N05708,VA-7_EASTBOUND,42.1,100000006,100000007,,,,,,,,
3540,110-05707,VA-7_EASTBOUND,43.0,100000007,100000008,2015-04-01T04:45,,0.012603360000000001,50.0,50.0,,,
3541,110N05707,VA-7_EASTBOUND,43.1,100000008,100000009,2015-04-01T04:45,,0.00018082000000000002,50.0,50.0,,,
3542,110-05706,VA-7_EASTBOUND,44.0,100000009,100000010,2015-04-01T04:45,,0.03368395833333333,48.0,48.0,,,
3543,110N05706,VA-7_EASTBOUND,45.0,100000010,100000011,2015-04-01T04:45,,0.0016208048780487804,41.0,41.0,,,
3544,110-05705,VA-7_EASTBOUND,46.0,100000011,100000012,2015-04-01T04:45,,0.01259914,50.0,50.0,,,
3545,110-05704,VA-7_EASTBOUND,47.0,100000012,100000013,2015-04-01T04:45,,0.01623396,50.0,50.0,,,
3546,110-05703,VA-7_EASTBOUND,48.0,100000013,100000014,2015-04-01T04:45,,0.0190704,50.0,50.0,,,
3547,110-05702,VA-7_EASTBOUND,49.0,100000014,100000015,2015-04-01T04:45,,0.0034564166666666667,48.0,48.0,,,
3548,110-05701,VA-7_EASTBOUND,50.0,100000015,100000016,2015-04-01T04:45,,0.01525959574468085,47.0,47.0,,,
3549,110-05700,VA-7_EASTBOUND,51.0,100000016,100000017,2015-04-01T04:45,,0.018043720930232557,43.0,43.0,,,
3550,110-05699,VA-7_EASTBOUND,52.0,100000017,100000018,2015-04-01T04:45,,0.01665415,40.0,40.0,,,
3551,110N05699,VA-7_EASTBOUND,53.0,100000018,100000019,2015-04-01T04:45,,0.010462305555555556,36.0,36.0,,,
3552,110-05698,VA-7_EASTBOUND,54.0,100000019,100000020,2015-04-01T04:45,,0.016244048913043478,36.8,30.0,,,
3553,110N05698,VA-7_EASTBOUND,55.0,100000020,100000021,2015-04-01T04:45,,0.00030199999999999997,30.0,30.0,,,
3554,110-05697,VA-7_EASTBOUND,56.0,100000021,100000022,2015-04-01T04:45,,0.009054794520547945,40.15,30.0,,,
3555,110N05697,VA-7_EASTBOUND,57.0,100000022,100000023,2015-04-01T04:45,,0.0048083311293308645,37.81,32.0,,,
3556,110-05696,VA-7_EASTBOUND,58.0,100000023,100000024,2015-04-01T04:45,,0.006671205758848229,33.34,29.0,,,
3557,110N05696,VA-7_EASTBOUND,59.0,100000024,100000025,2015-04-01T04:45,,0.001338325581395349,43.0,25.0,,,
3558,110-05695,VA-7_EASTBOUND,60.0,100000025,100000026,2015-04-01T04:45,,0.009586623889437314,40.52,31.0,,,
3559,110N05695,VA-7_EASTBOUND,61.0,100000026,100000027,2015-04-01T04:45,,0.007234520833333334,48.0,33.0,,,
3560,110-05694,VA-7_EASTBOUND,62.0,100000027,100000028,2015-04-01T04:45,,0.00033802083333333335,48.0,31.0,,,
3561,110N05694,VA-7_EASTBOUND,62.1,100000028,100000029,2015-04-01T04:45,,0.0004330416666666667,48.0,30.0,,,
3562,110-05693,VA-7_EASTBOUND,63.0,100000029,100000030,2015-04-01T04:45,,0.03334366666666667,30.0,30.0,,,
3563,110-05692,VA-7_EASTBOUND,64.0,100000030,100000031,,,,,,,,
3564,110N05692,VA-7_EASTBOUND,65.0,100000031,100000032,2015-04-01T04:45,,0.011170333333333332,33.0,33.0,,,
3565,110P05692,VA-7_WESTBOUND,22.0,100000033,100000034,2015-04-01T04:45,,0.011818379310344828,29.0,29.0,,,
3566,110+05693,VA-7_WESTBOUND,23.0,100000034,100000035,2015-04-01T04:45,,0.0008879999999999999,31.0,31.0,,,
3567,110+05694,VA-7_WESTBOUND,24.0,100000035,100000036,2015-04-01T04:45,,0.03237161290322581,31.0,31.0,,,
3568,110P05694,VA-7_WESTBOUND,24.1,100000036,100000037,2015-04-01T04:45,,0.0006328387096774193,31.0,31.0,,,
3569,110+05695,VA-7_WESTBOUND,25.0,100000037,100000038,2015-04-01T04:45,,0.0009722564102564102,39.0,31.0,,,
3570,110P05695,VA-7_WESTBOUND,26.0,100000038,100000039,2015-04-01T04:45,,0.010037051282051282,39.0,35.0,,,
3571,110+05696,VA-7_WESTBOUND,27.0,100000039,100000040,2015-04-01T04:45,,0.00792639303482587,40.2,32.0,,,
3572,110P05696,VA-7_WESTBOUND,28.0,100000040,100000041,2015-04-01T04:45,,0.0012788684719535785,41.36,31.0,,,
3573,110+05697,VA-7_WESTBOUND,29.0,100000041,100000042,2015-04-01T04:45,,0.00635835120324041,41.97,36.0,,,
3574,110P05697,VA-7_WESTBOUND,30.0,100000042,100000043,2015-04-01T04:45,,0.002875781066478741,42.57,35.0,,,
3575,110+05698,VA-7_WESTBOUND,31.0,100000043,100000044,2015-04-01T04:45,,0.009166844660194172,41.2,35.0,,,
3576,110P05698,VA-7_WESTBOUND,32.0,100000044,100000045,2015-04-01T04:45,,0.0001976,45.0,35.0,,,
3577,110+05699,VA-7_WESTBOUND,33.0,100000045,100000046,2015-04-01T04:45,,0.020421278409090908,35.2,35.0,,,
3578,110P05699,VA-7_WESTBOUND,34.0,100000046,100000047,2015-04-01T04:45,,0.010052194444444445,36.0,36.0,,,
3579,110+05700,VA-7_WESTBOUND,35.0,100000047,100000048,2015-04-01T04:45,,0.014045825000000001,40.0,40.0,,,
3580,110+05701,VA-7_WESTBOUND,36.0,100000048,100000049,2015-04-01T04:45,,0.0162194375,48.0,42.0,,,
3581,110+05702,VA-7_WESTBOUND,37.0,100000049,100000050,2015-04-01T04:45,,0.013474188679245283,53.0,47.0,,,
3582,110+05703,VA-7_WESTBOUND,38.0,100000050,100000051,2015-04-01T04:45,,0.0032104807692307693,52.0,48.0,,,
3583,110+05704,VA-7_WESTBOUND,39.0,100000051,100000052,2015-04-01T04:45,,0.01804018867924528,53.0,50.0,,,
3584,110+05705,VA-7_WESTBOUND,40.0,100000052,100000053,2015-04-01T04:45,,0.015371905660377359,53.0,48.0,,,
3585,110+05706,VA-7_WESTBOUND,41.0,100000053,100000054,2015-04-01T04:45,,0.011847396226415095,53.0,48.0,,,
3586,110P05706,VA-7_WESTBOUND,41.1,100000054,100000055,2015-04-01T04:45,,0.0012826603773584905,53.0,48.0,,,
3587,110+05707,VA-7_WESTBOUND,42.0,100000055,100000056,2015-04-01T04:45,,0.031610980392156866,51.0,48.0,,,
3588,110P05707,VA-7_WESTBOUND,42.1,100000056,100000057,2015-04-01T04:45,,0.00017984313725490195,51.0,45.0,,,
3589,110+05708,VA-7_WESTBOUND,43.0,100000057,100000058,2015-04-01T04:45,,0.011857901960784314,51.0,45.0,,,
3590,110P05708,VA-7_WESTBOUND,44.0,100000058,100000059,2015-04-01T04:45,,0.0014254038461538462,52.0,43.0,,,
3591,110+05709,VA-7_WESTBOUND,45.0,100000059,100000060,2015-04-01T04:45,,0.005421255319148936,47.0,47.0,,,
3592,110+05710,VA-7_WESTBOUND,46.0,100000060,100000061,2015-04-01T04:45,,0.014970687500000001,48.0,48.0,,,
3593,110P05710,VA-7_WESTBOUND,47.0,100000061,100000062,2015-04-01T04:45,,0.008791645833333332,48.0,49.0,,,
3594,110+05711,VA-7_WESTBOUND,48.0,100000062,100000063,2015-04-01T04:45,,0.0047930217391304345,46.0,41.0,,,
3595,110P05711,VA-7_WESTBOUND,48.1,100000063,100000064,,,,,,,,
3596,110N05711,VA-7_EASTBOUND,38.0,100000001,100000002,2015-04-01T04:50,,0.0008045833333333334,48.0,44.0,,,
3597,110-05710,VA-7_EASTBOUND,39.0,100000002,100000003,2015-04-01T04:50,,0.003569928555964495,46.19,44.0,,,
3598,110N05710,VA-7_EASTBOUND,40.0,100000003,100000004,2015-04-01T04:50,,0.009964163424124513,51.4,49.0,,,
3599,110-05709,VA-7_EASTBOUND,41.0,100000004,100000005,2015-04-01T04:50,,0.014495413038861753,47.09,48.0,,,
3600,110-05708,VA-7_EASTBOUND,42.0,100000005,100000006,2015-04-01T04:50,,0.005992144588045234,49.52,48.0,,,
3601,110N05708,VA-7_EASTBOUND,42.1,100000006,100000007,,,,,,,,
3602,110-05707,VA-7_EASTBOUND,43.0,100000007,100000008,2015-04-01T04:50,,0.012603360000000001,50.0,50.0,,,
3603,110N05707,VA-7_EASTBOUND,43.1,100000008,100000009,2015-04-01T04:50,,0.0001730666156202144,52.24,50.0,,,
3604,110-05706,VA-7_EASTBOUND,44.0,100000009,100000010,2015-04-01T04:50,,0.031170811644495856,51.87,48.0,,,
3605,110N05706,VA-7_EASTBOUND,45.0,100000010,100000011,2015-04-01T04:50,,0.0016208048780487804,41.0,41.0,,,
3606,110-05705,VA-7_EASTBOUND,46.0,100000011,100000012,2015-04-01T04:50,,0.01259914,50.0,50.0,,,
3607,110-05704,VA-7_EASTBOUND,47.0,100000012,100000013,2015-04-01T04:50,,0.01623396,50.0,50.0,,,
3608,110-05703,VA-7_EASTBOUND,48.0,100000013,100000014,2015-04-01T04:50,,0.0190704,50.0,50.0,,,
3609,110-05702,VA-7_EASTBOUND,49.0,100000014,100000015,2015-04-01T04:50,,0.0034564166666666667,48.0,48.0,,,
3610,110-05701,VA-7_EASTBOUND,50.0,100000015,100000016,2015-04-01T04:50,,0.01525959574468085,47.0,47.0,,,
3611,110-05700,VA-7_EASTBOUND,51.0,100000016,100000017,2015-04-01T04:50,,0.018043720930232557,43.0,43.0,,,
3612,110-05699,VA-7_EASTBOUND,52.0,100000017,100000018,2015-04-01T04:50,,0.01665415,40.0,40.0,,,
3613,110N05699,VA-7_EASTBOUND,53.0,100000018,100000019,2015-04-01T04:50,,0.010462305555555556,36.0,36.0,,,
3614,110-05698,VA-7_EASTBOUND,54.0,100000019,100000020,2015-04-01T04:50,,0.015175958365067277,39.39,30.0,,,
3615,110N05698,VA-7_EASTBOUND,55.0,100000020,100000021,2015-04-01T04:50,,0.00030199999999999997,30.0,30.0,,,
3616,110-05697,VA-7_EASTBOUND,56.0,100000021,100000022,2015-04-01T04:50,,0.00862719506407214,42.14,30.0,,,
3617,110N05697,VA-7_EASTBOUND,57.0,100000022,100000023,2015-04-01T04:50,,0.00439243778690505,41.39,32.0,,,
3618,110-05696,VA-7_EASTBOUND,58.0,100000023,100000024,2015-04-01T04:50,,0.005672481509818923,39.21,29.0,,,
3619,110N05696,VA-7_EASTBOUND,59.0,100000024,100000025,2015-04-01T04:50,,0.001338325581395349,43.0,25.0,,,
3620,110-05695,VA-7_EASTBOUND,60.0,100000025,100000026,2015-04-01T04:50,,0.008800407793384686,44.14,31.0,,,
3621,110N05695,VA-7_EASTBOUND,61.0,100000026,100000027,2015-04-01T04:50,,0.007234520833333334,48.0,33.0,,,
3622,110-05694,VA-7_EASTBOUND,62.0,100000027,100000028,2015-04-01T04:50,,0.00033802083333333335,48.0,31.0,,,
3623,110N05694,VA-7_EASTBOUND,62.1,100000028,100000029,2015-04-01T04:50,,0.0004330416666666667,48.0,30.0,,,
3624,110-05693,VA-7_EASTBOUND,63.0,100000029,100000030,2015-04-01T04:50,,0.03334366666666667,30.0,30.0,,,
3625,110-05692,VA-7_EASTBOUND,64.0,100000030,100000031,,,,,,,,
3626,110N05692,VA-7_EASTBOUND,65.0,100000031,100000032,2015-04-01T04:50,,0.011170333333333332,33.0,33.0,,,
3627,110P05692,VA-7_WESTBOUND,22.0,100000033,100000034,2015-04-01T04:50,,0.011818379310344828,29.0,29.0,,,
3628,110+05693,VA-7_WESTBOUND,23.0,100000034,100000035,2015-04-01T04:50,,0.0008879999999999999,31.0,31.0,,,
3629,110+05694,VA-7_WESTBOUND,24.0,100000035,100000036,2015-04-01T04:50,,0.03237161290322581,31.0,31.0,,,
3630,110P05694,VA-7_WESTBOUND,24.1,100000036,100000037,2015-04-01T04:50,,0.0006328387096774193,31.0,31.0,,,
3631,110+05695,VA-7_WESTBOUND,25.0,100000037,100000038,2015-04-01T04:50,,0.0009722564102564102,39.0,31.0,,,
3632,110P05695,VA-7_WESTBOUND,26.0,100000038,100000039,2015-04-01T04:50,,0.010037051282051282,39.0,35.0,,,
3633,110+05696,VA-7_WESTBOUND,27.0,100000039,100000040,2015-04-01T04:50,,0.007966025,40.0,32.0,,,
3634,110P05696,VA-7_WESTBOUND,28.0,100000040,100000041,2015-04-01T04:50,,0.0012654066985645935,41.8,31.0,,,
3635,110+05697,VA-7_WESTBOUND,29.0,100000041,100000042,2015-04-01T04:50,,0.006353809523809524,42.0,36.0,,,
3636,110P05697,VA-7_WESTBOUND,30.0,100000042,100000043,2015-04-01T04:50,,0.0029728508984944147,41.18,35.0,,,
3637,110+05698,VA-7_WESTBOUND,31.0,100000043,100000044,2015-04-01T04:50,,0.008992238095238095,42.0,35.0,,,
3638,110P05698,VA-7_WESTBOUND,32.0,100000044,100000045,2015-04-01T04:50,,0.0001976,45.0,35.0,,,
3639,110+05699,VA-7_WESTBOUND,33.0,100000045,100000046,2015-04-01T04:50,,0.02053797142857143,35.0,35.0,,,
3640,110P05699,VA-7_WESTBOUND,34.0,100000046,100000047,2015-04-01T04:50,,0.010052194444444445,36.0,36.0,,,
3641,110+05700,VA-7_WESTBOUND,35.0,100000047,100000048,2015-04-01T04:50,,0.014045825000000001,40.0,40.0,,,
3642,110+05701,VA-7_WESTBOUND,36.0,100000048,100000049,2015-04-01T04:50,,0.0162194375,48.0,42.0,,,
3643,110+05702,VA-7_WESTBOUND,37.0,100000049,100000050,2015-04-01T04:50,,0.013474188679245283,53.0,47.0,,,
3644,110+05703,VA-7_WESTBOUND,38.0,100000050,100000051,2015-04-01T04:50,,0.0032104807692307693,52.0,48.0,,,
3645,110+05704,VA-7_WESTBOUND,39.0,100000051,100000052,2015-04-01T04:50,,0.018387115384615384,52.0,50.0,,,
3646,110+05705,VA-7_WESTBOUND,40.0,100000052,100000053,2015-04-01T04:50,,0.015371905660377359,53.0,48.0,,,
3647,110+05706,VA-7_WESTBOUND,41.0,100000053,100000054,2015-04-01T04:50,,0.011847396226415095,53.0,48.0,,,
3648,110P05706,VA-7_WESTBOUND,41.1,100000054,100000055,2015-04-01T04:50,,0.0012826603773584905,53.0,48.0,,,
3649,110+05707,VA-7_WESTBOUND,42.0,100000055,100000056,2015-04-01T04:50,,0.031610980392156866,51.0,48.0,,,
3650,110P05707,VA-7_WESTBOUND,42.1,100000056,100000057,2015-04-01T04:50,,0.00017706563706563707,51.8,45.0,,,
3651,110+05708,VA-7_WESTBOUND,43.0,100000057,100000058,2015-04-01T04:50,,0.011765622568093385,51.4,45.0,,,
3652,110P05708,VA-7_WESTBOUND,44.0,100000058,100000059,2015-04-01T04:50,,0.0014254038461538462,52.0,43.0,,,
3653,110+05709,VA-7_WESTBOUND,45.0,100000059,100000060,2015-04-01T04:50,,0.005421255319148936,47.0,47.0,,,
3654,110+05710,VA-7_WESTBOUND,46.0,100000060,100000061,2015-04-01T04:50,,0.014970687500000001,48.0,48.0,,,
3655,110P05710,VA-7_WESTBOUND,47.0,100000061,100000062,2015-04-01T04:50,,0.008791645833333332,48.0,49.0,,,
3656,110+05711,VA-7_WESTBOUND,48.0,100000062,100000063,2015-04-01T04:50,,0.0047930217391304345,46.0,41.0,,,
3657,110P05711,VA-7_WESTBOUND,48.1,100000063,100000064,,,,,,,,
3658,110N05711,VA-7_EASTBOUND,38.0,100000001,100000002,2015-04-01T04:55,,0.0008045833333333334,48.0,44.0,,,
3659,110-05710,VA-7_EASTBOUND,39.0,100000002,100000003,2015-04-01T04:55,,0.003508404255319149,47.0,44.0,,,
3660,110N05710,VA-7_EASTBOUND,40.0,100000003,100000004,2015-04-01T04:55,,0.009849192307692307,52.0,49.0,,,
3661,110-05709,VA-7_EASTBOUND,41.0,100000004,100000005,2015-04-01T04:55,,0.014838891304347826,46.0,48.0,,,
3662,110-05708,VA-7_EASTBOUND,42.0,100000005,100000006,2015-04-01T04:55,,0.006181895833333333,48.0,48.0,,,
3663,110N05708,VA-7_EASTBOUND,42.1,100000006,100000007,,,,,,,,
3664,110-05707,VA-7_EASTBOUND,43.0,100000007,100000008,2015-04-01T04:55,,0.012603360000000001,50.0,50.0,,,
3665,110N05707,VA-7_EASTBOUND,43.1,100000008,100000009,2015-04-01T04:55,,0.00015973498233215548,56.6,50.0,,,
3666,110-05706,VA-7_EASTBOUND,44.0,100000009,100000010,2015-04-01T04:55,,0.02778058419243986,58.2,48.0,,,
3667,110N05706,VA-7_EASTBOUND,45.0,100000010,100000011,2015-04-01T04:55,,0.001723366182572614,38.56,41.0,,,
3668,110-05705,VA-7_EASTBOUND,46.0,100000011,100000012,2015-04-01T04:55,,0.013718575783972125,45.92,50.0,,,
3669,110-05704,VA-7_EASTBOUND,47.0,100000012,100000013,2015-04-01T04:55,,0.015203184116875818,53.39,50.0,,,
3670,110-05703,VA-7_EASTBOUND,48.0,100000013,100000014,2015-04-01T04:55,,0.017550524572059637,54.33,50.0,,,
3671,110-05702,VA-7_EASTBOUND,49.0,100000014,100000015,2015-04-01T04:55,,0.0032146483239682234,51.61,48.0,,,
3672,110-05701,VA-7_EASTBOUND,50.0,100000015,100000016,2015-04-01T04:55,,0.014221713265913146,50.43,47.0,,,
3673,110-05700,VA-7_EASTBOUND,51.0,100000016,100000017,2015-04-01T04:55,,0.018043720930232557,43.0,43.0,,,
3674,110-05699,VA-7_EASTBOUND,52.0,100000017,100000018,2015-04-01T04:55,,0.01665415,40.0,40.0,,,
3675,110N05699,VA-7_EASTBOUND,53.0,100000018,100000019,2015-04-01T04:55,,0.010462305555555556,36.0,36.0,,,
3676,110-05698,VA-7_EASTBOUND,54.0,100000019,100000020,2015-04-01T04:55,,0.011886677271823425,50.29,30.0,,,
3677,110N05698,VA-7_EASTBOUND,55.0,100000020,100000021,2015-04-01T04:55,,0.00019525862068965516,46.4,30.0,,,
3678,110-05697,VA-7_EASTBOUND,56.0,100000021,100000022,2015-04-01T04:55,,0.0058514405279253175,62.13,30.0,,,
3679,110N05697,VA-7_EASTBOUND,57.0,100000022,100000023,2015-04-01T04:55,,0.0049959604286892,36.39,32.0,,,
3680,110-05696,VA-7_EASTBOUND,58.0,100000023,100000024,2015-04-01T04:55,,0.005172511627906976,43.0,29.0,,,
3681,110N05696,VA-7_EASTBOUND,59.0,100000024,100000025,2015-04-01T04:55,,0.001338325581395349,43.0,25.0,,,
3682,110-05695,VA-7_EASTBOUND,60.0,100000025,100000026,2015-04-01T04:55,,0.0095115083251714,40.84,31.0,,,
3683,110N05695,VA-7_EASTBOUND,61.0,100000026,100000027,2015-04-01T04:55,,0.007234520833333334,48.0,33.0,,,
3684,110-05694,VA-7_EASTBOUND,62.0,100000027,100000028,2015-04-01T04:55,,0.00033802083333333335,48.0,31.0,,,
3685,110N05694,VA-7_EASTBOUND,62.1,100000028,100000029,2015-04-01T04:55,,0.0004330416666666667,48.0,30.0,,,
3686,110-05693,VA-7_EASTBOUND,63.0,100000029,100000030,2015-04-01T04:55,,0.03334366666666667,30.0,30.0,,,
3687,110-05692,VA-7_EASTBOUND,64.0,100000030,100000031,,,,,,,,
3688,110N05692,VA-7_EASTBOUND,65.0,100000031,100000032,2015-04-01T04:55,,0.011170333333333332,33.0,33.0,,,
3689,110P05692,VA-7_WESTBOUND,22.0,100000033,100000034,2015-04-01T04:55,,0.011818379310344828,29.0,29.0,,,
3690,110+05693,VA-7_WESTBOUND,23.0,100000034,100000035,2015-04-01T04:55,,0.0008879999999999999,31.0,31.0,,,
3691,110+05694,VA-7_WESTBOUND,24.0,100000035,100000036,2015-04-01T04:55,,0.03237161290322581,31.0,31.0,,,
3692,110P05694,VA-7_WESTBOUND,24.1,100000036,100000037,2015-04-01T04:55,,0.0006147916013788781,31.91,31.0,,,
3693,110+05695,VA-7_WESTBOUND,25.0,100000037,100000038,2015-04-01T04:55,,0.0010720384506644049,35.37,31.0,,,
3694,110P05695,VA-7_WESTBOUND,26.0,100000038,100000039,2015-04-01T04:55,,0.010724520547945204,36.5,35.0,,,
3695,110+05696,VA-7_WESTBOUND,27.0,100000039,100000040,2015-04-01T04:55,,0.007813658656204021,40.78,32.0,,,
3696,110P05696,VA-7_WESTBOUND,28.0,100000040,100000041,2015-04-01T04:55,,0.0012654066985645935,41.8,31.0,,,
3697,110+05697,VA-7_WESTBOUND,29.0,100000041,100000042,2015-04-01T04:55,,0.00648820812059324,41.13,36.0,,,
3698,110P05697,VA-7_WESTBOUND,30.0,100000042,100000043,2015-04-01T04:55,,0.00306055,40.0,35.0,,,
3699,110+05698,VA-7_WESTBOUND,31.0,100000043,100000044,2015-04-01T04:55,,0.010430102181717756,36.21,35.0,,,
3700,110P05698,VA-7_WESTBOUND,32.0,100000044,100000045,2015-04-01T04:55,,0.00024275184275184274,36.63,35.0,,,
3701,110+05699,VA-7_WESTBOUND,33.0,100000045,100000046,2015-04-01T04:55,,0.02053797142857143,35.0,35.0,,,
3702,110P05699,VA-7_WESTBOUND,34.0,100000046,100000047,2015-04-01T04:55,,0.010052194444444445,36.0,36.0,,,
3703,110+05700,VA-7_WESTBOUND,35.0,100000047,100000048,2015-04-01T04:55,,0.014045825000000001,40.0,40.0,,,
3704,110+05701,VA-7_WESTBOUND,36.0,100000048,100000049,2015-04-01T04:55,,0.018071796657381616,43.08,42.0,,,
3705,110+05702,VA-7_WESTBOUND,37.0,100000049,100000050,2015-04-01T04:55,,0.014849906425452275,48.09,47.0,,,
3706,110+05703,VA-7_WESTBOUND,38.0,100000050,100000051,2015-04-01T04:55,,0.0034245128205128207,48.75,48.0,,,
3707,110+05704,VA-7_WESTBOUND,39.0,100000051,100000052,2015-04-01T04:55,,0.018387115384615384,52.0,50.0,,,
3708,110+05705,VA-7_WESTBOUND,40.0,100000052,100000053,2015-04-01T04:55,,0.015371905660377359,53.0,48.0,,,
3709,110+05706,VA-7_WESTBOUND,41.0,100000053,100000054,2015-04-01T04:55,,0.012835486508585446,48.92,48.0,,,
3710,110P05706,VA-7_WESTBOUND,41.1,100000054,100000055,2015-04-01T04:55,,0.0012826603773584905,53.0,48.0,,,
3711,110+05707,VA-7_WESTBOUND,42.0,100000055,100000056,2015-04-01T04:55,,0.033192505661931236,48.57,48.0,,,
3712,110P05707,VA-7_WESTBOUND,42.1,100000056,100000057,2015-04-01T04:55,,0.0001763846153846154,52.0,45.0,,,
3713,110+05708,VA-7_WESTBOUND,43.0,100000057,100000058,2015-04-01T04:55,,0.011629865384615384,52.0,45.0,,,
3714,110P05708,VA-7_WESTBOUND,44.0,100000058,100000059,2015-04-01T04:55,,0.0014254038461538462,52.0,43.0,,,
3715,110+05709,VA-7_WESTBOUND,45.0,100000059,100000060,2015-04-01T04:55,,0.005421255319148936,47.0,47.0,,,
3716,110+05710,VA-7_WESTBOUND,46.0,100000060,100000061,2015-04-01T04:55,,0.014970687500000001,48.0,48.0,,,
3717,110P05710,VA-7_WESTBOUND,47.0,100000061,100000062,2015-04-01T04:55,,0.008791645833333332,48.0,49.0,,,
3718,110+05711,VA-7_WESTBOUND,48.0,100000062,100000063,2015-04-01T04:55,,0.0047930217391304345,46.0,41.0,,,
3719,110P05711,VA-7_WESTBOUND,48.1,100000063,100000064,,,,,,,,
3720,110N05711,VA-7_EASTBOUND,38.0,100000001,100000002,2015-04-01T05:00,,0.0008222269533744944,46.97,44.0,,,
3721,110-05710,VA-7_EASTBOUND,39.0,100000002,100000003,2015-04-01T05:00,,0.003479531546739819,47.39,44.0,,,
3722,110N05710,VA-7_EASTBOUND,40.0,100000003,100000004,2015-04-01T05:00,,0.010269861640264688,49.87,49.0,,,
3723,110-05709,VA-7_EASTBOUND,41.0,100000004,100000005,2015-04-01T05:00,,0.015464182147711825,44.14,48.0,,,
3724,110-05708,VA-7_EASTBOUND,42.0,100000005,100000006,2015-04-01T05:00,,0.007414567716141927,40.02,48.0,,,
3725,110N05708,VA-7_EASTBOUND,42.1,100000006,100000007,,,,,,,,
3726,110-05707,VA-7_EASTBOUND,43.0,100000007,100000008,2015-04-01T05:00,,0.014199369085173502,44.38,50.0,,,
3727,110N05707,VA-7_EASTBOUND,43.1,100000008,100000009,2015-04-01T05:00,,0.00015641868512110727,57.8,50.0,,,
3728,110-05706,VA-7_EASTBOUND,44.0,100000009,100000010,2015-04-01T05:00,,0.027790134066689585,58.18,48.0,,,
3729,110N05706,VA-7_EASTBOUND,45.0,100000010,100000011,2015-04-01T05:00,,0.00150755444646098,44.08,41.0,,,
3730,110-05705,VA-7_EASTBOUND,46.0,100000011,100000012,2015-04-01T05:00,,0.013281825848619018,47.43,50.0,,,
3731,110-05704,VA-7_EASTBOUND,47.0,100000012,100000013,2015-04-01T05:00,,0.014313137012872507,56.71,50.0,,,
3732,110-05703,VA-7_EASTBOUND,48.0,100000013,100000014,2015-04-01T05:00,,0.01636663233779609,58.26,50.0,,,
3733,110-05702,VA-7_EASTBOUND,49.0,100000014,100000015,2015-04-01T05:00,,0.002893407743285664,57.34,48.0,,,
3734,110-05701,VA-7_EASTBOUND,50.0,100000015,100000016,2015-04-01T05:00,,0.013051883530482256,54.95,47.0,,,
3735,110-05700,VA-7_EASTBOUND,51.0,100000016,100000017,2015-04-01T05:00,,0.014611676082862523,53.1,43.0,,,
3736,110-05699,VA-7_EASTBOUND,52.0,100000017,100000018,2015-04-01T05:00,,0.013939443398200461,47.79,40.0,,,
3737,110N05699,VA-7_EASTBOUND,53.0,100000018,100000019,2015-04-01T05:00,,0.008885185185185185,42.39,36.0,,,
3738,110-05698,VA-7_EASTBOUND,54.0,100000019,100000020,2015-04-01T05:00,,0.01336420746702437,44.73,30.0,,,
3739,110N05698,VA-7_EASTBOUND,55.0,100000020,100000021,2015-04-01T05:00,,0.0001933831376734258,46.85,30.0,,,
3740,110-05697,VA-7_EASTBOUND,56.0,100000021,100000022,2015-04-01T05:00,,0.007605648535564853,47.8,30.0,,,
3741,110N05697,VA-7_EASTBOUND,57.0,100000022,100000023,2015-04-01T05:00,,0.004642568947906027,39.16,32.0,,,
3742,110-05696,VA-7_EASTBOUND,58.0,100000023,100000024,2015-04-01T05:00,,0.005264331360946745,42.25,29.0,,,
3743,110N05696,VA-7_EASTBOUND,59.0,100000024,100000025,2015-04-01T05:00,,0.001583599339570721,36.34,25.0,,,
3744,110-05695,VA-7_EASTBOUND,60.0,100000025,100000026,2015-04-01T05:00,,0.010645382296519594,36.49,31.0,,,
3745,110N05695,VA-7_EASTBOUND,61.0,100000026,100000027,2015-04-01T05:00,,0.007814063906390641,44.44,33.0,,,
3746,110-05694,VA-7_EASTBOUND,62.0,100000027,100000028,2015-04-01T05:00,,0.00033802083333333335,48.0,31.0,,,
