name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway
,29588,23811118,13299,13422,1,130.58932568460438,2,45,,motorway,1,"LINESTRING (-112.0329103 33.6722658, -112.0332283 33.6721414, -112.0337865 33.6719826, -112.0342237 33.6718393)",auto,0
,29589,23811121,13049,13423,1,362.4486683209879,1,45,,motorway,1,"LINESTRING (-112.037877 33.6700135, -112.037489 33.6701083, -112.0369773 33.6702649, -112.0364927 33.6704126, -112.0354641 33.6707133, -112.0341895 33.6711099)",auto,0
,29590,23811122,13424,17313,1,107.5146160201047,2,45,,motorway,1,"LINESTRING (-112.0320498 33.6716541, -112.0314901 33.6718419, -112.0313388 33.6719391, -112.0311947 33.6720514, -112.0310962 33.6721665)",auto,0
,29591,23811122,17313,24400,1,14.509896990932925,2,45,,motorway,1,"LINESTRING (-112.0310962 33.6721665, -112.0310324 33.6722857)",auto,0
,29592,23811125,17311,24400,1,27.13828231532025,2,45,,motorway,1,"LINESTRING (-112.030899 33.6720015, -112.030994 33.6722324)",auto,0
,29594,23811125,24400,17318,1,8.3037857739174,2,45,,motorway,1,"LINESTRING (-112.0310324 33.6722857, -112.0310919 33.6723416)",auto,0
,29595,23811125,17318,13425,1,69.4874094842778,2,45,,motorway,1,"LINESTRING (-112.0310919 33.6723416, -112.0311652 33.6724026, -112.0312119 33.6724268, -112.0313597 33.6724836, -112.03144 33.6725066, -112.0317842 33.6725187)",auto,0
,29596,23811128,13058,23093,1,315.2778630648106,1,59,,motorway,1,"LINESTRING (-112.0584324 33.6692061, -112.0598963 33.6692787, -112.0618348 33.6693494)",auto,0
,29597,23811132,13419,23091,1,116.77714514560098,2,59,,motorway,1,"LINESTRING (-112.0641401 33.6684274, -112.0636795 33.6685209, -112.0630837 33.6686044, -112.062902 33.6686262)",auto,0
,29598,23811133,13429,23095,1,155.14555823390057,2,59,,motorway,1,"LINESTRING (-112.0681481 33.6693843, -112.0686806 33.6692989, -112.0698109 33.6692208)",auto,0
,29599,23811135,13432,13846,1,249.2458570241436,1,59,,motorway,1,"LINESTRING (-112.0735419 33.6687291, -112.0732927 33.6686777, -112.0715302 33.6686417, -112.07086 33.668586)",auto,0
,29600,23811137,13416,23098,1,147.27104372128468,2,59,,motorway,1,"LINESTRING (-112.0814844 33.6681114, -112.0804995 33.6682631, -112.0799159 33.6683338)",auto,0
,29601,23811140,13060,23097,1,201.82524101687432,1,59,,motorway,1,"LINESTRING (-112.0766328 33.6689366, -112.0768602 33.6690061, -112.077976 33.6690418, -112.078797 33.6690759)",auto,0
,29602,23811143,13435,13436,1,150.32366663218832,2,59,,motorway,1,"LINESTRING (-112.084263 33.6691702, -112.0853317 33.6691275, -112.0858853 33.669153)",auto,0
,29603,23811153,13438,13439,1,395.9323811052412,1,59,,motorway,1,"LINESTRING (-112.0897502 33.6691673, -112.0895362 33.6690561, -112.0886276 33.6689203, -112.0872458 33.668706, -112.0855801 33.6684344)",auto,0
,29604,23811162,13440,13441,1,450.0155861401702,1,59,,motorway,1,"LINESTRING (-112.0927112 33.6696934, -112.0929729 33.6697833, -112.0932701 33.6698064, -112.0941863 33.6698785, -112.0960241 33.6700167, -112.0966727 33.6700393, -112.0970189 33.6700463, -112.0973341 33.6700461, -112.0975391 33.6700459)",auto,0
,29605,23811164,13413,13443,1,134.4975190679267,2,59,,motorway,1,"LINESTRING (-112.0980609 33.6691524, -112.0980056 33.6691667, -112.0979455 33.6691762, -112.0978838 33.6691814, -112.097304 33.6692271, -112.0969683 33.6692539, -112.0966169 33.6692784)",auto,0
,29606,23811165,13412,19205,1,92.31602351695057,2,59,,motorway,1,"LINESTRING (-112.1137104 33.6679408, -112.113353 33.668077, -112.1130603 33.6681296, -112.1127648 33.6681925)",auto,0
,29607,23811166,13374,19207,1,255.6417003259642,2,45,,motorway,1,"LINESTRING (-112.1187711 33.6695744, -112.1190261 33.6694859, -112.1197241 33.6693918, -112.1209056 33.6692294, -112.1214815 33.6691621)",auto,0
,29608,23811167,13362,13411,1,487.92582978475656,1,45,,motorway,1,"LINESTRING (-112.1238626 33.6684138, -112.1230182 33.6683362, -112.1226525 33.6683117, -112.1218987 33.668247, -112.1208406 33.6681593, -112.1189647 33.6679951, -112.1186295 33.6679154)",auto,0
,29609,23811168,13378,13447,1,72.31658822480388,2,59,,motorway,1,"LINESTRING (-112.1365353 33.6700088, -112.1367317 33.6699855, -112.1373147 33.6699928)",auto,0
,29610,23811169,19210,13451,1,310.22465550793163,1,59,,motorway,1,"LINESTRING (-112.1407083 33.6694403, -112.1401868 33.6694433, -112.1400336 33.6694436, -112.1398894 33.6694386, -112.1396887 33.6694292, -112.1392642 33.66941, -112.1388958 33.6693939, -112.1386972 33.6693845, -112.1385048 33.6693741, -112.1383525 33.6693627, -112.1382188 33.6693494, -112.1380608 33.669332, -112.1379388 33.6693153, -112.1378263 33.6692984, -112.1377235 33.6692807, -112.1375792 33.6692531, -112.1374546 33.6692276, -112.1373769 33.6692111)",auto,0
,29611,23811170,21,13452,1,249.17353178877582,1,59,,motorway,1,"LINESTRING (-112.1624334 33.6695704, -112.163354 33.6695285, -112.1636243 33.6694928, -112.1638228 33.6694668, -112.1640594 33.6694409, -112.164317 33.6694146, -112.1651099 33.6693413)",auto,0
,29612,23811171,21981,13345,1,372.48791185097724,1,59,,motorway,1,"LINESTRING (-112.1651839 33.6686889, -112.1643131 33.6688918, -112.1637972 33.6690003, -112.1634001 33.6690712, -112.162648 33.6691704, -112.1619011 33.6692374, -112.1612416 33.6693348)",auto,0
,29613,23811172,21983,19,1,385.874335062533,1,59,,motorway,1,"LINESTRING (-112.1733217 33.6687101, -112.1741563 33.6686438, -112.175108 33.668584, -112.1761336 33.6685355, -112.1770213 33.6685261, -112.1774773 33.6684651)",auto,0
