link_id,name,corridor_id,corridor_link_order,from_node_id,to_node_id,directed,geometry_id,geometry,dir_flag,length,grade,facility_type,capacity,free_speed,lanes
100000180,115-05164,AZ-101-LOOP_CLOCKWISE,59.0,100000009,100000053,1,,"LINESTRING (-111.91911999999999 33.65682,-111.91423 33.6558)",1,0.289879,,,,,
100000181,115P04139,AZ-101-LOOP_COUNTERCLOCKWISE,73.0,100000038,100000031,1,,"LINESTRING (-112.11696 33.66883,-112.12678000000001 33.668859999999995)",1,0.5646260000000001,,,,,
100000182,115P04136,AZ-101-LOOP_COUNTERCLOCKWISE,79.0,100000012,100000023,1,,"LINESTRING (-112.18048 33.668440000000004,-112.19294 33.66837)",1,0.716601,,,,,
100000183,115P04378,AZ-101-LOOP_COUNTERCLOCKWISE,59.0,100000056,100000081,1,,"LINESTRING (-111.97089 33.67259,-111.98378999999998 33.67306)",1,0.744653,,,,,
100000184,115P04377,AZ-101-LOOP_COUNTERCLOCKWISE,63.0,100000059,100000018,1,,"LINESTRING (-112.02378999999999 33.67283,-112.03833 33.67009)",1,0.867985,,,,,
100000185,115P04135,AZ-101-LOOP_COUNTERCLOCKWISE,81.0,100000024,100000019,1,,"LINESTRING (-112.19671000000001 33.66832,-112.20983000000001 33.66778)",1,0.755233,,,,,
100000186,115P04138,AZ-101-LOOP_COUNTERCLOCKWISE,75.0,100000032,100000014,1,,"LINESTRING (-112.13467 33.66928,-112.1401 33.669740000000004)",1,0.315343,,,,,
100000187,115P04137,AZ-101-LOOP_COUNTERCLOCKWISE,77.0,100000065,100000011,1,,"LINESTRING (-112.16288 33.669509999999995,-112.1766 33.66845)",1,0.795986,,,,,
100000188,115P04379,AZ-101-LOOP_COUNTERCLOCKWISE,57.0,100000064,100000013,1,,"LINESTRING (-111.95401000000001 33.66519,-111.96457 33.67013)",1,0.696492,,,,,
100000189,115-04380,AZ-101-LOOP_CLOCKWISE,57.0,100000043,100000008,1,,"LINESTRING (-111.95459 33.665209999999995,-111.93121000000001 33.65932)",1,1.408415,,,,,
100000190,115P04374,AZ-101-LOOP_COUNTERCLOCKWISE,69.0,100000046,100000002,1,,"LINESTRING (-112.09245 33.66966,-112.0943 33.66976)",1,0.106601,,,,,
100000191,115P04373,AZ-101-LOOP_COUNTERCLOCKWISE,51.0,100000050,100000070,1,,"LINESTRING (-111.89029 33.640609999999995,-111.89636000000002 33.65036)",1,0.774745,,,,,
100000192,115P04376,AZ-101-LOOP_COUNTERCLOCKWISE,65.0,100000073,100000047,1,,"LINESTRING (-112.05912 33.66917,-112.07266000000001 33.66897)",1,0.778597,,,,,
100000193,115P04134,AZ-101-LOOP_COUNTERCLOCKWISE,83.0,100000071,100000072,1,,"LINESTRING (-112.21383999999999 33.667790000000004,-112.21455 33.6678)",1,0.040826,,,,,
100000194,115P04375,AZ-101-LOOP_COUNTERCLOCKWISE,67.0,100000074,100000045,1,,"LINESTRING (-112.07623000000001 33.66892,-112.08968 33.66937)",1,0.77615,,,,,
100000195,115-04140,AZ-101-LOOP_CLOCKWISE,41.0,100000040,100000001,1,,"LINESTRING (-112.11697 33.66865,-112.11639 33.66864)",1,0.033353,,,,,
100000196,115P04372,AZ-101-LOOP_COUNTERCLOCKWISE,49.0,100000075,100000049,1,,"LINESTRING (-111.89023999999999 33.6296,-111.8902 33.63686)",1,0.501552,,,,,
100000197,115N05163,AZ-101-LOOP_CLOCKWISE,52.0,100000078,100000106,1,,"LINESTRING (-112.00683000000001 33.67265,-111.98856 33.6728)",1,1.0632629999999998,,,,,
100000198,115N05164,AZ-101-LOOP_CLOCKWISE,60.0,100000053,100000080,1,,"LINESTRING (-111.91423 33.6558,-111.90167 33.65295)",1,0.749265,,,,,
100000199,115+05163,AZ-101-LOOP_COUNTERCLOCKWISE,60.0,100000081,100000005,1,,"LINESTRING (-111.98378999999998 33.67306,-111.98857 33.67302)",1,0.274825,,,,,
100000200,115+05164,AZ-101-LOOP_COUNTERCLOCKWISE,52.0,100000070,100000007,1,,"LINESTRING (-111.89636000000002 33.65036,-111.9015 33.65314)",1,0.353865,,,,,
100000201,115-04374,AZ-101-LOOP_CLOCKWISE,43.0,100000084,100000010,1,,"LINESTRING (-112.09772 33.66952,-112.09523999999999 33.66959)",1,0.142708,,,,,
100000202,115-04375,AZ-101-LOOP_CLOCKWISE,45.0,100000087,100000036,1,,"LINESTRING (-112.09151000000001 33.66939,-112.09007 33.66921)",1,0.083723,,,,,
100000203,115P04380,AZ-101-LOOP_COUNTERCLOCKWISE,55.0,100000086,100000017,1,,"LINESTRING (-111.919 33.65699,-111.93113999999998 33.65951)",1,0.719428,,,,,
100000204,115-04376,AZ-101-LOOP_CLOCKWISE,47.0,100000088,100000034,1,,"LINESTRING (-112.07713000000001 33.66871,-112.07275 33.66876)",1,0.251848,,,,,
100000205,115P04140,AZ-101-LOOP_COUNTERCLOCKWISE,71.0,100000003,100000037,1,,"LINESTRING (-112.1003 33.66944,-112.1164 33.66883)",1,0.92891,,,,,
100000206,115-04377,AZ-101-LOOP_CLOCKWISE,49.0,100000035,100000030,1,,"LINESTRING (-112.05848999999999 33.66898,-112.03737 33.6702)",1,1.227586,,,,,
100000207,115-04135,AZ-101-LOOP_CLOCKWISE,31.0,100000092,100000029,1,,"LINESTRING (-112.21385 33.6676,-112.2095 33.667609999999996)",1,0.25012,,,,,
100000208,115-04134,AZ-101-LOOP_CLOCKWISE,29.0,100000094,100000033,1,,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1,0.699116,,,,,
100000209,115-04372,AZ-101-LOOP_CLOCKWISE,63.0,100000016,100000020,1,,"LINESTRING (-111.89072 33.6413,-111.89045 33.63808)",1,0.223356,,,,,
100000210,115-04373,AZ-101-LOOP_CLOCKWISE,61.0,100000080,100000015,1,,"LINESTRING (-111.90167 33.65295,-111.89787 33.6511)",1,0.253711,,,,,
100000211,115-04139,AZ-101-LOOP_CLOCKWISE,39.0,100000099,100000039,1,,"LINESTRING (-112.13467 33.669090000000004,-112.12732 33.66864)",1,0.42547399999999996,,,,,
100000212,115-04138,AZ-101-LOOP_CLOCKWISE,37.0,100000101,100000041,1,,"LINESTRING (-112.161 33.66935,-112.14013999999999 33.669540000000005)",1,1.199391,,,,,
100000213,115-04137,AZ-101-LOOP_CLOCKWISE,35.0,100000028,100000044,1,,"LINESTRING (-112.18051000000001 33.66826,-112.1766 33.668279999999996)",1,0.22480300000000003,,,,,
100000214,115-04136,AZ-101-LOOP_CLOCKWISE,33.0,100000105,100000027,1,,"LINESTRING (-112.19649 33.66815,-112.19323 33.66819)",1,0.18746,,,,,
100000215,115-04378,AZ-101-LOOP_CLOCKWISE,53.0,100000106,100000025,1,,"LINESTRING (-111.98856 33.6728,-111.98383999999999 33.67283)",1,0.271362,,,,,
100000216,115-04379,AZ-101-LOOP_CLOCKWISE,55.0,100000026,100000042,1,,"LINESTRING (-111.97086999999999 33.67237,-111.96503999999999 33.67009)",1,0.371393,,,,,
