name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes
,19035,3910187485,,,0,,,,-112.194144,33.6677815,,,
,19036,3910187498,,,0,,,,-112.1952612,33.6677485,,,
,19037,3910187505,,,0,,,,-112.1952241,33.6661151,,,
,19038,3911914310,,,0,,,,-112.2083701,33.6612763,,,
,19039,3911914312,,,0,,,,-112.2082936,33.6613579,,,
,19040,3911914315,,,0,,,,-112.2083705,33.6613577,,,
,19041,3911914320,,,0,,,,-112.2082923,33.661276,,,
,19042,3911917865,,,0,,,,-112.2061398,33.6611973,,,
,19043,3911917883,,,0,,,,-112.2064656,33.6612992,,,
,19044,3911917912,,,0,,,,-112.2079888,33.6612752,,,
,19045,3911917915,,,0,,,,-112.2036225,33.6600364,,,
,19046,3911917922,,,0,,,,-112.2036225,33.6601112,,,
,19047,3911917931,,,0,,,,-112.206499,33.6612182,,,
,19048,3911944534,,,0,,,,-112.2118526,33.6603155,,,
,19049,3911944535,,,0,,,,-112.2120434,33.6607605,,,
,19050,3911944541,,,0,,,,-112.2118681,33.6602128,,,
,19051,3911944546,,,0,,,,-112.2119162,33.6602817,,,
,19052,3911944551,,,0,,,,-112.2115733,33.6603721,,,
,19053,3911944555,,,0,,,,-112.2118029,33.660248,,,
,19055,3911954937,,,0,,,,-112.2177864,33.6598306,,,
,19056,3911954939,,,0,,,,-112.2146475,33.6589622,,,
,19057,3911954944,,,0,,,,-112.2197743,33.6599761,,,
,19058,3911964866,,,0,,,,-112.2178167,33.6597459,,,
,19061,3911964870,,,0,,,,-112.2197717,33.6600556,,,
,19063,3911964880,,,0,,,,-112.2210325,33.6599806,,,
,19064,3911964882,,,0,,,,-112.2227059,33.6601882,,,
,19065,3911964887,,,0,,,,-112.2162934,33.6592095,,,
,19066,3911964895,,,0,,,,-112.2210321,33.660061,,,
,19067,3911964905,,,0,,,,-112.2227195,33.660108,,,
,19068,3911964914,,,0,,,,-112.2219001,33.6600132,,,
,19069,3911964921,,,0,,,,-112.2213519,33.6599795,,,
,19070,3911964922,,,0,,,,-112.2162564,33.6590964,,,
,19071,3911964932,,,0,,,,-112.2161651,33.6593926,,,
,19072,3911964938,,,0,,,,-112.2218862,33.6600966,,,
,19073,3911964943,,,0,,,,-112.2143058,33.6590362,,,
,19074,3911964948,,,0,,,,-112.2163339,33.6591335,,,
,19075,3911964951,,,0,,,,-112.216216,33.6591737,,,
,19076,3911979717,,,0,,,,-112.2262572,33.6599338,,,
,19077,3911979720,,,0,,,,-112.2282303,33.6605752,,,
,19078,3911979734,,,0,,,,-112.2244496,33.6600482,,,
,19079,3911979745,,,0,,,,-112.2294989,33.6571812,,,
,19080,3911979751,,,0,,,,-112.2291286,33.6607419,,,
,19081,3911982676,,,0,,,,-112.2306709,33.6584873,,,
,19082,3911982718,,,0,,,,-112.2304728,33.6582839,,,
,19083,3911982722,,,0,,,,-112.2253385,33.6600345,,,
,19084,3911982725,,,0,,,,-112.2305799,33.6585122,,,
,19085,3911982738,,,0,,,,-112.2235601,33.6602185,,,
,19086,3911982742,,,0,,,,-112.2293791,33.6606688,,,
,19087,3911982749,,,0,,,,-112.2291566,33.6608164,,,
,19088,3911982770,,,0,,,,-112.2262494,33.6598523,,,
,19089,3911982803,,,0,,,,-112.2294245,33.6572301,,,
,19090,3914171925,,,0,,,,-112.2330512,33.6520686,,,
,19092,3929509697,,,0,,,,-112.2423656,33.609789,,,
,19093,3929889083,,,0,,,,-112.2291079,33.6247856,,,
,19094,3929889084,,,0,,,,-112.2311143,33.6248286,,,
,19095,3929889086,,,0,,,,-112.2311493,33.6245919,,,
,19096,3929889088,,,0,,,,-112.2312075,33.624835,,,
,19097,3936309062,,,0,,,,-112.065433,33.6367332,,,
,19098,3937735867,,,0,,,,-112.0722058,33.6423002,,,
,19099,3937735868,,,0,,,,-112.0724189,33.6423003,,,
,19100,3937735874,,,0,,,,-112.0721979,33.6427782,,,
,19101,3937735875,,,0,,,,-112.0720684,33.6427794,,,
,19102,3937735878,,,0,,,,-112.0749068,33.6428512,,,
,19103,3937735881,,,0,,,,-112.074969,33.642944,,,
,19104,3937735886,,,0,,,,-112.0720595,33.6432394,,,
,19105,3937735887,,,0,,,,-112.0718796,33.6432415,,,
,19106,3937735899,,,0,,,,-112.0720884,33.6436774,,,
,19107,3937735900,,,0,,,,-112.0717269,33.6436786,,,
,19108,3940929774,,,0,,,,-112.0664719,33.6403725,,,
,19109,3940929845,,,0,,,,-112.0698691,33.640898,,,
,19110,3940929873,,,0,,,,-112.0656319,33.6411363,,,
,19111,3942080821,,,0,,,,-112.2314072,33.610111,,,
,19112,3943646582,,,0,,,,-112.0367414,33.6441485,,,
,19113,3943646583,,,0,,,,-112.0373638,33.6441446,,,
,19114,3943646632,,,0,,,,-112.035455,33.6477121,,,
,19115,3943647261,,,0,,,,-112.0466524,33.6543667,,,
,19116,3943647263,,,0,,,,-112.0357059,33.6547929,,,
,19117,3943647264,,,0,,,,-112.0466703,33.6549397,,,
,19118,3943647265,,,0,,,,-112.0357112,33.6550054,,,
,19119,3945202359,,,0,,,,-112.0147286,33.6696652,,,
,19120,3948869492,,,0,,,,-112.2302895,33.6660716,,,
,19121,3949400521,,,0,,,,-112.2329202,33.6540917,,,
,19122,3949400522,,,0,,,,-112.2378125,33.6563162,,,
,19123,3949400553,,,0,,,,-112.2388582,33.6704673,,,
,19124,3949400554,,,0,,,,-112.2382823,33.6696032,,,
,19125,3954204739,,,0,,,,-112.0726756,33.6278524,,,
,19126,3954204740,turning_circle,,0,,,,-112.0725491,33.6280816,,,
,19127,3954451486,,,0,,,,-111.9906389,33.6135991,,,
,19128,3954451490,,,0,,,,-111.9906209,33.6140486,,,
,19129,3954613251,,,0,,,,-112.0491744,33.6180409,,,
,19130,3956143669,,,0,,,,-111.9822623,33.6430433,,,
,19131,3956143679,,,0,,,,-111.9840149,33.6447626,,,
,19132,3956143680,,,0,,,,-111.9857145,33.6447633,,,
,19133,3956143683,,,0,,,,-111.9860854,33.645422,,,
,19134,3956143684,,,0,,,,-111.9857577,33.6454225,,,
,19135,3956143685,,,0,,,,-111.9839725,33.6454254,,,
,19136,3956143688,,,0,,,,-111.9839837,33.6461254,,,
,19137,3956143689,,,0,,,,-111.9857243,33.6461457,,,
,19138,3956143691,,,0,,,,-111.9857628,33.6468116,,,
,19139,3956143692,,,0,,,,-111.9839759,33.6468141,,,
,19140,3956143695,,,0,,,,-111.9857293,33.6474647,,,
,19141,3956143696,,,0,,,,-111.9840035,33.6474688,,,
,19142,3956143699,,,0,,,,-111.9848744,33.6474931,,,
,19143,3956143704,,,0,,,,-111.9849604,33.6479523,,,
,19144,3973101732,,,0,,,,-112.1427827,33.6107292,,,
,19145,3973101733,,,0,,,,-112.1563724,33.6106457,,,
,19146,3973101741,,,0,,,,-112.1526675,33.6106469,,,
,19147,3973101742,,,0,,,,-112.1449105,33.6109585,,,
,19148,3987440769,turning_circle,,0,,,,-112.1771477,33.6575898,,,
,19149,3987440770,,,0,,,,-112.1772846,33.6590875,,,
,19150,3987440771,,,0,,,,-112.1772603,33.6583351,,,
,19151,3987440773,turning_circle,,0,,,,-112.1762813,33.6583132,,,
,19152,3987464505,,,0,,,,-112.2116163,33.673105,,,
,19153,4028351252,,,0,,,,-112.0132823,33.6110713,,,
,19154,4028501563,,,0,,,,-112.1524343,33.625143,,,
,19155,4035993954,,,0,,,,-111.9257175,33.6098205,,,
,19156,4041187277,,,0,,,,-111.8703431,33.6438183,,,
,19157,4041187803,,,0,,,,-111.8722019,33.6451007,,,
,19158,4041187805,,,0,,,,-111.8722442,33.6451625,,,
,19159,4041187812,,,0,,,,-111.8715038,33.6454251,,,
,19160,4041187813,,,0,,,,-111.8716908,33.6454295,,,
,19161,4041187814,,,0,,,,-111.8715513,33.6454919,,,
,19162,4041187825,,,0,,,,-111.8708853,33.6458051,,,
,19163,4041187879,,,0,,,,-111.87226,33.6480177,,,
,19164,4041187881,,,0,,,,-111.8729812,33.6480726,,,
,19165,4041187884,,,0,,,,-111.8729539,33.6481474,,,
,19166,4041187885,,,0,,,,-111.87312,33.6481784,,,
,19167,4041187896,,,0,,,,-111.871663,33.6493857,,,
,19168,4041187897,,,0,,,,-111.8715683,33.6494357,,,
,19169,4041187899,,,0,,,,-111.871752,33.649505,,,
,19170,4041187905,,,0,,,,-111.8721224,33.6500268,,,
,19171,4052239906,,,0,,,,-111.9227675,33.6112536,,,
,19172,4052239907,,,0,,,,-111.9226389,33.6113055,,,
,19173,4052239908,,,0,,,,-111.9225601,33.6113508,,,
,19174,4066181078,,,0,,,,-112.1239613,33.6209609,,,
,19175,4066181086,,,0,,,,-112.124413,33.6211844,,,
,19176,4066181088,,,0,,,,-112.1243828,33.6211855,,,
,19177,4066181296,,,0,,,,-112.1244885,33.6212393,,,
,19178,4066181298,,,0,,,,-112.12431,33.6212571,,,
,19179,4066181299,,,0,,,,-112.1244921,33.6212609,,,
,19180,4066181301,,,0,,,,-112.1243137,33.621282,,,
,19181,4066181308,,,0,,,,-112.124435,33.6213314,,,
,19182,4066181310,,,0,,,,-112.1244054,33.6213365,,,
,19183,4066181316,,,0,,,,-112.1247455,33.6214951,,,
,19184,4066181317,,,0,,,,-112.1241136,33.6215563,,,
,19185,4072838815,motorway_junction,,0,,,,-111.9994909,33.6680148,,,
,19186,4072838818,,,0,,,,-112.0006524,33.6680433,,,
,19187,4072838826,,,0,,,,-111.9995044,33.6689788,,,
,19188,4072838843,,,0,,,,-112.0000642,33.6704073,,,
,19189,4072838850,,,0,,,,-112.0003094,33.6708395,,,
,19190,4072838872,,,0,,,,-112.0029791,33.6728271,,,
,19191,4072838888,,,0,,,,-112.0051401,33.6739529,,,
,19192,4072839390,,,0,,,,-112.0049452,33.6748948,,,
