name_tmc,corridor_id_tmc,link_id_tmc,from_node_id_tmc,to_node_id_tmc,category_id_tmc,geometry_tmc,name_base,link_id_base,from_node_id_base,to_node_id_base,category_id_base,geometry_base,geometry_tmc_base,distance
115-04379,AZ-101-LOOP_CLOCKWISE,26,100000027,100000028,27,"LINESTRING (-111.97086999999999 33.67237,-111.96503999999999 33.67009)",Pima Freeway,47277,13146,13262,27,"LINESTRING (-111.9730942 33.6727346, -111.9726606 33.6726787, -111.9722773 33.6726212, -111.9718226 33.6725428, -111.9713519 33.6724489, -111.9705029 33.6722555)","MULTILINESTRING ((-111.97086999999999 33.67237,-111.96503999999999 33.67009), (-111.9730942 33.6727346, -111.9726606 33.6726787, -111.9722773 33.6726212, -111.9718226 33.6725428, -111.9713519 33.6724489, -111.9705029 33.6722555))",3.010436673358752e-05
115-04379,AZ-101-LOOP_CLOCKWISE,26,100000027,100000028,27,"LINESTRING (-111.97086999999999 33.67237,-111.96503999999999 33.67009)",Pima Freeway,29707,13262,13147,27,"LINESTRING (-111.9705029 33.6722555, -111.9699763 33.6721177, -111.9695349 33.6719881, -111.9690636 33.6718327, -111.9686704 33.671694, -111.9683135 33.671556, -111.9678005 33.6713562, -111.967215 33.6710966, -111.9660184 33.6705401)","MULTILINESTRING ((-111.97086999999999 33.67237,-111.96503999999999 33.67009), (-111.9705029 33.6722555, -111.9699763 33.6721177, -111.9695349 33.6719881, -111.9690636 33.6718327, -111.9686704 33.671694, -111.9683135 33.671556, -111.9678005 33.6713562, -111.967215 33.6710966, -111.9660184 33.6705401))",4.0549948373914564e-05
115-04379,AZ-101-LOOP_CLOCKWISE,26,100000027,100000028,27,"LINESTRING (-111.97086999999999 33.67237,-111.96503999999999 33.67009)",Pima Freeway,47280,13147,13866,27,"LINESTRING (-111.9660184 33.6705401, -111.9637339 33.6694741, -111.9607163 33.6680471)","MULTILINESTRING ((-111.97086999999999 33.67237,-111.96503999999999 33.67009), (-111.9660184 33.6705401, -111.9637339 33.6694741, -111.9607163 33.6680471))",5.8016626569314866e-05
115N04379,AZ-101-LOOP_CLOCKWISE,27,100000028,100000029,28,"LINESTRING (-111.96503999999999 33.67009,-111.95459 33.665209999999995)",Pima Freeway,47280,13147,13866,28,"LINESTRING (-111.9660184 33.6705401, -111.9637339 33.6694741, -111.9607163 33.6680471)","MULTILINESTRING ((-111.96503999999999 33.67009,-111.95459 33.665209999999995), (-111.9660184 33.6705401, -111.9637339 33.6694741, -111.9607163 33.6680471))",5.839396135517835e-06
115N04379,AZ-101-LOOP_CLOCKWISE,27,100000028,100000029,28,"LINESTRING (-111.96503999999999 33.67009,-111.95459 33.665209999999995)",Pima Freeway,31839,13866,13867,28,"LINESTRING (-111.9607163 33.6680471, -111.9595168 33.6674795)","MULTILINESTRING ((-111.96503999999999 33.67009,-111.95459 33.665209999999995), (-111.9607163 33.6680471, -111.9595168 33.6674795))",2.187437226613602e-05
115N04379,AZ-101-LOOP_CLOCKWISE,27,100000028,100000029,28,"LINESTRING (-111.96503999999999 33.67009,-111.95459 33.665209999999995)",Pima Freeway,47279,13867,13270,28,"LINESTRING (-111.9595168 33.6674795, -111.9553196 33.6655496, -111.9543938 33.6651081)","MULTILINESTRING ((-111.96503999999999 33.67009,-111.95459 33.665209999999995), (-111.9595168 33.6674795, -111.9553196 33.6655496, -111.9543938 33.6651081))",2.7606349152026047e-05
115-04380,AZ-101-LOOP_CLOCKWISE,28,100000029,100000030,29,"LINESTRING (-111.95459 33.665209999999995,-111.93121000000001 33.65932)",Pima Freeway,47279,13867,13270,29,"LINESTRING (-111.9595168 33.6674795, -111.9553196 33.6655496, -111.9543938 33.6651081)","MULTILINESTRING ((-111.95459 33.665209999999995,-111.93121000000001 33.65932), (-111.9595168 33.6674795, -111.9553196 33.6655496, -111.9543938 33.6651081))",7.523485971922113e-06
115-04380,AZ-101-LOOP_CLOCKWISE,28,100000029,100000030,29,"LINESTRING (-111.95459 33.665209999999995,-111.93121000000001 33.65932)",Pima Freeway,47282,13270,13148,29,"LINESTRING (-111.9543938 33.6651081, -111.9537855 33.6648408, -111.953082 33.6645484)","MULTILINESTRING ((-111.95459 33.665209999999995,-111.93121000000001 33.65932), (-111.9543938 33.6651081, -111.9537855 33.6648408, -111.953082 33.6645484))",9.462617567923816e-05
115-04380,AZ-101-LOOP_CLOCKWISE,28,100000029,100000030,29,"LINESTRING (-111.95459 33.665209999999995,-111.93121000000001 33.65932)",Pima Freeway,31939,13148,14051,29,"LINESTRING (-111.953082 33.6645484, -111.951944 33.6641, -111.9513865 33.6639005, -111.950637 33.6636429, -111.9501045 33.6634666, -111.9493228 33.6632235, -111.9482246 33.6629134)","MULTILINESTRING ((-111.95459 33.665209999999995,-111.93121000000001 33.65932), (-111.953082 33.6645484, -111.951944 33.6641, -111.9513865 33.6639005, -111.950637 33.6636429, -111.9501045 33.6634666, -111.9493228 33.6632235, -111.9482246 33.6629134))",0.0003099979659079914
115-04380,AZ-101-LOOP_CLOCKWISE,28,100000029,100000030,29,"LINESTRING (-111.95459 33.665209999999995,-111.93121000000001 33.65932)",Pima Freeway,52768,14051,21994,29,"LINESTRING (-111.9482246 33.6629134, -111.9466885 33.6625566, -111.943995 33.6619736)","MULTILINESTRING ((-111.95459 33.665209999999995,-111.93121000000001 33.65932), (-111.9482246 33.6629134, -111.9466885 33.6625566, -111.943995 33.6619736))",0.0006715637937084028
115-04380,AZ-101-LOOP_CLOCKWISE,28,100000029,100000030,29,"LINESTRING (-111.95459 33.665209999999995,-111.93121000000001 33.65932)",Pima Freeway,47263,21994,14687,29,"LINESTRING (-111.943995 33.6619736, -111.9432166 33.6618051, -111.9368368 33.6604681)","MULTILINESTRING ((-111.95459 33.665209999999995,-111.93121000000001 33.65932), (-111.943995 33.6619736, -111.9432166 33.6618051, -111.9368368 33.6604681))",0.0005488790813206752
115-04380,AZ-101-LOOP_CLOCKWISE,28,100000029,100000030,29,"LINESTRING (-111.95459 33.665209999999995,-111.93121000000001 33.65932)",Pima Freeway,47262,14687,13274,29,"LINESTRING (-111.9368368 33.6604681, -111.9320555 33.6594632)","MULTILINESTRING ((-111.95459 33.665209999999995,-111.93121000000001 33.65932), (-111.9368368 33.6604681, -111.9320555 33.6594632))",0.0002439263527146735
115-04380,AZ-101-LOOP_CLOCKWISE,28,100000029,100000030,29,"LINESTRING (-111.95459 33.665209999999995,-111.93121000000001 33.65932)",Pima Freeway,47265,13274,0,29,"LINESTRING (-111.9320555 33.6594632, -111.9259305 33.6582103)","MULTILINESTRING ((-111.95459 33.665209999999995,-111.93121000000001 33.65932), (-111.9320555 33.6594632, -111.9259305 33.6582103))",5.084845388178068e-05
115N04380,AZ-101-LOOP_CLOCKWISE,29,100000030,100000031,30,"LINESTRING (-111.93121000000001 33.65932,-111.91911999999999 33.65682)",Pima Freeway,47265,13274,0,30,"LINESTRING (-111.9320555 33.6594632, -111.9259305 33.6582103)","MULTILINESTRING ((-111.93121000000001 33.65932,-111.91911999999999 33.65682), (-111.9320555 33.6594632, -111.9259305 33.6582103))",2.914777564604317e-05
115N04380,AZ-101-LOOP_CLOCKWISE,29,100000030,100000031,30,"LINESTRING (-111.93121000000001 33.65932,-111.91911999999999 33.65682)",Pima Freeway,30620,0,13868,30,"LINESTRING (-111.9259305 33.6582103, -111.9248763 33.6579951)","MULTILINESTRING ((-111.93121000000001 33.65932,-111.91911999999999 33.65682), (-111.9259305 33.6582103, -111.9248763 33.6579951))",1.7524439440404635e-05
115N04380,AZ-101-LOOP_CLOCKWISE,29,100000030,100000031,30,"LINESTRING (-111.93121000000001 33.65932,-111.91911999999999 33.65682)",Pima Freeway,47264,13868,13276,30,"LINESTRING (-111.9248763 33.6579951, -111.9183937 33.6566425)","MULTILINESTRING ((-111.93121000000001 33.65932,-111.91911999999999 33.65682), (-111.9248763 33.6579951, -111.9183937 33.6566425))",1.5237892052753144e-05
115-05164,AZ-101-LOOP_CLOCKWISE,30,100000031,100000032,31,"LINESTRING (-111.91911999999999 33.65682,-111.91423 33.6558)",Pima Freeway,47264,13868,13276,31,"LINESTRING (-111.9248763 33.6579951, -111.9183937 33.6566425)","MULTILINESTRING ((-111.91911999999999 33.65682,-111.91423 33.6558), (-111.9248763 33.6579951, -111.9183937 33.6566425))",2.5409672701135695e-05
115-05164,AZ-101-LOOP_CLOCKWISE,30,100000031,100000032,31,"LINESTRING (-111.91911999999999 33.65682,-111.91423 33.6558)",Pima Freeway,30619,13276,13149,31,"LINESTRING (-111.9183937 33.6566425, -111.9150459 33.6559498)","MULTILINESTRING ((-111.91911999999999 33.65682,-111.91423 33.6558), (-111.9183937 33.6566425, -111.9150459 33.6559498))",2.5370369394774835e-05
115-05164,AZ-101-LOOP_CLOCKWISE,30,100000031,100000032,31,"LINESTRING (-111.91911999999999 33.65682,-111.91423 33.6558)",Pima Freeway,47269,13149,14014,31,"LINESTRING (-111.9150459 33.6559498, -111.9084369 33.6545697)","MULTILINESTRING ((-111.91911999999999 33.65682,-111.91423 33.6558), (-111.9150459 33.6559498, -111.9084369 33.6545697))",1.996486116123218e-05
115N05164,AZ-101-LOOP_CLOCKWISE,31,100000032,100000033,32,"LINESTRING (-111.91423 33.6558,-111.90167 33.65295)",Pima Freeway,47269,13149,14014,32,"LINESTRING (-111.9150459 33.6559498, -111.9084369 33.6545697)","MULTILINESTRING ((-111.91423 33.6558,-111.90167 33.65295), (-111.9150459 33.6559498, -111.9084369 33.6545697))",2.0142811152007916e-05
115N05164,AZ-101-LOOP_CLOCKWISE,31,100000032,100000033,32,"LINESTRING (-111.91423 33.6558,-111.90167 33.65295)",Pima Freeway,30635,14014,14015,32,"LINESTRING (-111.9084369 33.6545697, -111.9075397 33.654392)","MULTILINESTRING ((-111.91423 33.6558,-111.90167 33.65295), (-111.9084369 33.6545697, -111.9075397 33.654392))",8.217368836425062e-05
115N05164,AZ-101-LOOP_CLOCKWISE,31,100000032,100000033,32,"LINESTRING (-111.91423 33.6558,-111.90167 33.65295)",Pima Freeway,30623,14015,13150,32,"LINESTRING (-111.9075397 33.654392, -111.9043578 33.6537037, -111.9039811 33.6536173, -111.903682 33.6535434, -111.9033844 33.6534689, -111.9026459 33.6532525, -111.9019967 33.6530382, -111.90161 33.6528916)","MULTILINESTRING ((-111.91423 33.6558,-111.90167 33.65295), (-111.9075397 33.654392, -111.9043578 33.6537037, -111.9039811 33.6536173, -111.903682 33.6535434, -111.9033844 33.6534689, -111.9026459 33.6532525, -111.9019967 33.6530382, -111.90161 33.6528916))",0.00010856613918396096
115-04373,AZ-101-LOOP_CLOCKWISE,32,100000033,100000034,33,"LINESTRING (-111.90167 33.65295,-111.89787 33.6511)",Pima Freeway,30623,14015,13150,33,"LINESTRING (-111.9075397 33.654392, -111.9043578 33.6537037, -111.9039811 33.6536173, -111.903682 33.6535434, -111.9033844 33.6534689, -111.9026459 33.6532525, -111.9019967 33.6530382, -111.90161 33.6528916)","MULTILINESTRING ((-111.90167 33.65295,-111.89787 33.6511), (-111.9075397 33.654392, -111.9043578 33.6537037, -111.9039811 33.6536173, -111.903682 33.6535434, -111.9033844 33.6534689, -111.9026459 33.6532525, -111.9019967 33.6530382, -111.90161 33.6528916))",3.333837410663188e-05
115-04373,AZ-101-LOOP_CLOCKWISE,32,100000033,100000034,33,"LINESTRING (-111.90167 33.65295,-111.89787 33.6511)",Pima Freeway,47268,13150,13241,33,"LINESTRING (-111.90161 33.6528916, -111.9008571 33.6526032, -111.9003013 33.6523619, -111.8997858 33.6521237, -111.8991762 33.6518318)","MULTILINESTRING ((-111.90167 33.65295,-111.89787 33.6511), (-111.90161 33.6528916, -111.9008571 33.6526032, -111.9003013 33.6523619, -111.8997858 33.6521237, -111.8991762 33.6518318))",2.570735768797914e-05
115-04373,AZ-101-LOOP_CLOCKWISE,32,100000033,100000034,33,"LINESTRING (-111.90167 33.65295,-111.89787 33.6511)",Pima Freeway,39012,13241,13151,33,"LINESTRING (-111.8991762 33.6518318, -111.8982221 33.6513058, -111.8966743 33.6502574)","MULTILINESTRING ((-111.90167 33.65295,-111.89787 33.6511), (-111.8991762 33.6518318, -111.8982221 33.6513058, -111.8966743 33.6502574))",8.316964419604125e-05
115N04373,AZ-101-LOOP_CLOCKWISE,33,100000034,100000035,34,"LINESTRING (-111.89787 33.6511,-111.89072 33.6413)",Pima Freeway,39012,13241,13151,34,"LINESTRING (-111.8991762 33.6518318, -111.8982221 33.6513058, -111.8966743 33.6502574)","MULTILINESTRING ((-111.89787 33.6511,-111.89072 33.6413), (-111.8991762 33.6518318, -111.8982221 33.6513058, -111.8966743 33.6502574))",2.7069199566234677e-05
115N04373,AZ-101-LOOP_CLOCKWISE,33,100000034,100000035,34,"LINESTRING (-111.89787 33.6511,-111.89072 33.6413)",Pima Freeway,37802,13151,14689,34,"LINESTRING (-111.8966743 33.6502574, -111.8954605 33.6492529, -111.8947076 33.6485479, -111.8940416 33.6477937, -111.8934626 33.6470953)","MULTILINESTRING ((-111.89787 33.6511,-111.89072 33.6413), (-111.8966743 33.6502574, -111.8954605 33.6492529, -111.8947076 33.6485479, -111.8940416 33.6477937, -111.8934626 33.6470953))",0.0005319834008842238
115N04373,AZ-101-LOOP_CLOCKWISE,33,100000034,100000035,34,"LINESTRING (-111.89787 33.6511,-111.89072 33.6413)",Pima Freeway,31948,14689,14691,34,"LINESTRING (-111.8934626 33.6470953, -111.8930053 33.6464831)","MULTILINESTRING ((-111.89787 33.6511,-111.89072 33.6413), (-111.8934626 33.6470953, -111.8930053 33.6464831))",0.001202677842103423
115N04373,AZ-101-LOOP_CLOCKWISE,33,100000034,100000035,34,"LINESTRING (-111.89787 33.6511,-111.89072 33.6413)",Pima Freeway,31949,14691,13239,34,"LINESTRING (-111.8930053 33.6464831, -111.892717 33.646046, -111.8923727 33.6455014, -111.8920723 33.6449465, -111.8916734 33.6441043, -111.8913082 33.6432897, -111.8910907 33.6426342, -111.8909516 33.6421988, -111.8907845 33.6415389, -111.8906956 33.6411144)","MULTILINESTRING ((-111.89787 33.6511,-111.89072 33.6413), (-111.8930053 33.6464831, -111.892717 33.646046, -111.8923727 33.6455014, -111.8920723 33.6449465, -111.8916734 33.6441043, -111.8913082 33.6432897, -111.8910907 33.6426342, -111.8909516 33.6421988, -111.8907845 33.6415389, -111.8906956 33.6411144))",0.0011981119280406695
115-04372,AZ-101-LOOP_CLOCKWISE,34,100000035,100000036,35,"LINESTRING (-111.89072 33.6413,-111.89045 33.63808)",Pima Freeway,31949,14691,13239,35,"LINESTRING (-111.8930053 33.6464831, -111.892717 33.646046, -111.8923727 33.6455014, -111.8920723 33.6449465, -111.8916734 33.6441043, -111.8913082 33.6432897, -111.8910907 33.6426342, -111.8909516 33.6421988, -111.8907845 33.6415389, -111.8906956 33.6411144)","MULTILINESTRING ((-111.89072 33.6413,-111.89045 33.63808), (-111.8930053 33.6464831, -111.892717 33.646046, -111.8923727 33.6455014, -111.8920723 33.6449465, -111.8916734 33.6441043, -111.8913082 33.6432897, -111.8910907 33.6426342, -111.8909516 33.6421988, -111.8907845 33.6415389, -111.8906956 33.6411144))",1.4161662768263269e-05
115-04372,AZ-101-LOOP_CLOCKWISE,34,100000035,100000036,35,"LINESTRING (-111.89072 33.6413,-111.89045 33.63808)",Pima Freeway,47286,13239,13152,35,"LINESTRING (-111.8906956 33.6411144, -111.890601 33.6404838)","MULTILINESTRING ((-111.89072 33.6413,-111.89045 33.63808), (-111.8906956 33.6411144, -111.890601 33.6404838))",9.236763229368272e-06
115-04372,AZ-101-LOOP_CLOCKWISE,34,100000035,100000036,35,"LINESTRING (-111.89072 33.6413,-111.89045 33.63808)",Pima Freeway,30627,13152,14016,35,"LINESTRING (-111.890601 33.6404838, -111.8905426 33.6400751, -111.8905004 33.639662)","MULTILINESTRING ((-111.89072 33.6413,-111.89045 33.63808), (-111.890601 33.6404838, -111.8905426 33.6400751, -111.8905004 33.639662))",5.127985945893268e-05
115-04372,AZ-101-LOOP_CLOCKWISE,34,100000035,100000036,35,"LINESTRING (-111.89072 33.6413,-111.89045 33.63808)",Pima Freeway,30626,14016,23673,35,"LINESTRING (-111.8905004 33.639662, -111.8904642 33.6390118, -111.8904569 33.6388298, -111.890458 33.6385499, -111.8904751 33.6379648)","MULTILINESTRING ((-111.89072 33.6413,-111.89045 33.63808), (-111.8905004 33.639662, -111.8904642 33.6390118, -111.8904569 33.6388298, -111.890458 33.6385499, -111.8904751 33.6379648))",8.110097831628865e-05
115N04372,AZ-101-LOOP_CLOCKWISE,35,100000036,100000037,36,"LINESTRING (-111.89045 33.63808,-111.89056000000001 33.6296)",Pima Freeway,30626,14016,23673,36,"LINESTRING (-111.8905004 33.639662, -111.8904642 33.6390118, -111.8904569 33.6388298, -111.890458 33.6385499, -111.8904751 33.6379648)","MULTILINESTRING ((-111.89045 33.63808,-111.89056000000001 33.6296), (-111.8905004 33.639662, -111.8904642 33.6390118, -111.8904569 33.6388298, -111.890458 33.6385499, -111.8904751 33.6379648))",2.172391519237312e-05
115N04372,AZ-101-LOOP_CLOCKWISE,35,100000036,100000037,36,"LINESTRING (-111.89045 33.63808,-111.89056000000001 33.6296)",Pima Freeway,52757,23673,13217,36,"LINESTRING (-111.8904751 33.6379648, -111.8904859 33.6375938)","MULTILINESTRING ((-111.89045 33.63808,-111.89056000000001 33.6296), (-111.8904751 33.6379648, -111.8904859 33.6375938))",2.4473244478243894e-05
115N04372,AZ-101-LOOP_CLOCKWISE,35,100000036,100000037,36,"LINESTRING (-111.89045 33.63808,-111.89056000000001 33.6296)",Pima Freeway,52758,13217,14692,36,"LINESTRING (-111.8904859 33.6375938, -111.8904622 33.6374449, -111.8905 33.6355809, -111.8904923 33.6350006, -111.8905308 33.6317685)","MULTILINESTRING ((-111.89045 33.63808,-111.89056000000001 33.6296), (-111.8904859 33.6375938, -111.8904622 33.6374449, -111.8905 33.6355809, -111.8904923 33.6350006, -111.8905308 33.6317685))",2.5383298870151244e-05
115N04372,AZ-101-LOOP_CLOCKWISE,35,100000036,100000037,36,"LINESTRING (-111.89045 33.63808,-111.89056000000001 33.6296)",Pima Freeway,31947,14692,19265,36,"LINESTRING (-111.8905308 33.6317685, -111.8905391 33.6310027)","MULTILINESTRING ((-111.89045 33.63808,-111.89056000000001 33.6296), (-111.8905308 33.6317685, -111.8905391 33.6310027))",1.355169836849936e-06
115N04372,AZ-101-LOOP_CLOCKWISE,35,100000036,100000037,36,"LINESTRING (-111.89045 33.63808,-111.89056000000001 33.6296)",Pima Freeway,40468,19265,19263,36,"LINESTRING (-111.8905391 33.6310027, -111.8905475 33.6299829)","MULTILINESTRING ((-111.89045 33.63808,-111.89056000000001 33.6296), (-111.8905391 33.6310027, -111.8905475 33.6299829))",2.9218267544540092e-06
115N04372,AZ-101-LOOP_CLOCKWISE,35,100000036,100000037,36,"LINESTRING (-111.89045 33.63808,-111.89056000000001 33.6296)",Pima Freeway,40470,19263,14698,36,"LINESTRING (-111.8905475 33.6299829, -111.8905549 33.6293877)","MULTILINESTRING ((-111.89045 33.63808,-111.89056000000001 33.6296), (-111.8905475 33.6299829, -111.8905549 33.6293877))",7.556102876874079e-06
115+04372,AZ-101-LOOP_COUNTERCLOCKWISE,36,100000038,100000039,1,"LINESTRING (-111.89128999999998 33.61779,-111.89023999999999 33.6296)",Pima Freeway,47293,13191,14695,1,"LINESTRING (-111.8912767 33.6170565, -111.89125 33.617889, -111.8912006 33.6186691, -111.8911541 33.6191344, -111.8910312 33.6201491, -111.8908946 33.6212254, -111.8906077 33.6234601, -111.8904585 33.6246576, -111.8904109 33.6252721, -111.890368 33.625732, -111.8903294 33.6263864, -111.8902834 33.6293859)","MULTILINESTRING ((-111.89128999999998 33.61779,-111.89023999999999 33.6296), (-111.8912767 33.6170565, -111.89125 33.617889, -111.8912006 33.6186691, -111.8911541 33.6191344, -111.8910312 33.6201491, -111.8908946 33.6212254, -111.8906077 33.6234601, -111.8904585 33.6246576, -111.8904109 33.6252721, -111.890368 33.625732, -111.8903294 33.6263864, -111.8902834 33.6293859))",3.680594009104925e-05
115P04372,AZ-101-LOOP_COUNTERCLOCKWISE,37,100000039,100000040,2,"LINESTRING (-111.89023999999999 33.6296,-111.8902 33.63686)",Pima Freeway,31944,14695,19262,2,"LINESTRING (-111.8902834 33.6293859, -111.8902765 33.6299821)","MULTILINESTRING ((-111.89023999999999 33.6296,-111.8902 33.63686), (-111.8902834 33.6293859, -111.8902765 33.6299821))",4.0919416696717454e-05
115P04372,AZ-101-LOOP_COUNTERCLOCKWISE,37,100000039,100000040,2,"LINESTRING (-111.89023999999999 33.6296,-111.8902 33.63686)",Pima Freeway,40466,19262,22001,2,"LINESTRING (-111.8902765 33.6299821, -111.8902781 33.6302585)","MULTILINESTRING ((-111.89023999999999 33.6296,-111.8902 33.63686), (-111.8902765 33.6299821, -111.8902781 33.6302585))",3.920903917447062e-05
115P04372,AZ-101-LOOP_COUNTERCLOCKWISE,37,100000039,100000040,2,"LINESTRING (-111.89023999999999 33.6296,-111.8902 33.63686)",Pima Freeway,47297,22001,13195,2,"LINESTRING (-111.8902781 33.6302585, -111.890271 33.6308427)","MULTILINESTRING ((-111.89023999999999 33.6296,-111.8902 33.63686), (-111.8902781 33.6302585, -111.890271 33.6308427))",4.127659914009793e-05
115P04372,AZ-101-LOOP_COUNTERCLOCKWISE,37,100000039,100000040,2,"LINESTRING (-111.89023999999999 33.6296,-111.8902 33.63686)",Pima Freeway,40469,13195,14697,2,"LINESTRING (-111.890271 33.6308427, -111.8902654 33.6317656)","MULTILINESTRING ((-111.89023999999999 33.6296,-111.8902 33.63686), (-111.890271 33.6308427, -111.8902654 33.6317656))",3.7810356069601855e-05
115P04372,AZ-101-LOOP_COUNTERCLOCKWISE,37,100000039,100000040,2,"LINESTRING (-111.89023999999999 33.6296,-111.8902 33.63686)",Pima Freeway,31951,14697,13216,2,"LINESTRING (-111.8902654 33.6317656, -111.8902522 33.6327182, -111.8902246 33.6349622, -111.8902068 33.636856)","MULTILINESTRING ((-111.89023999999999 33.6296,-111.8902 33.63686), (-111.8902654 33.6317656, -111.8902522 33.6327182, -111.8902246 33.6349622, -111.8902068 33.636856))",3.722460193044174e-05
115+04373,AZ-101-LOOP_COUNTERCLOCKWISE,38,100000040,100000041,3,"LINESTRING (-111.8902 33.63686,-111.89029 33.640609999999995)",Pima Freeway,52767,13216,22004,3,"LINESTRING (-111.8902068 33.636856, -111.8901806 33.6387209, -111.8901714 33.6390046)","MULTILINESTRING ((-111.8902 33.63686,-111.89029 33.640609999999995), (-111.8902068 33.636856, -111.8901806 33.6387209, -111.8901714 33.6390046))",6.743138536110533e-06
115+04373,AZ-101-LOOP_COUNTERCLOCKWISE,38,100000040,100000041,3,"LINESTRING (-111.8902 33.63686,-111.89029 33.640609999999995)",Pima Freeway,47295,22004,13235,3,"LINESTRING (-111.8901714 33.6390046, -111.8901953 33.6396732)","MULTILINESTRING ((-111.8902 33.63686,-111.89029 33.640609999999995), (-111.8901714 33.6390046, -111.8901953 33.6396732))",7.966243128971641e-05
115+04373,AZ-101-LOOP_COUNTERCLOCKWISE,38,100000040,100000041,3,"LINESTRING (-111.8902 33.63686,-111.89029 33.640609999999995)",Pima Freeway,30629,13235,13153,3,"LINESTRING (-111.8901953 33.6396732, -111.8903065 33.6405254)","MULTILINESTRING ((-111.8902 33.63686,-111.89029 33.640609999999995), (-111.8901953 33.6396732, -111.8903065 33.6405254))",6.772400313176127e-05
115+04373,AZ-101-LOOP_COUNTERCLOCKWISE,38,100000040,100000041,3,"LINESTRING (-111.8902 33.63686,-111.89029 33.640609999999995)",Pima Freeway,30628,13153,14693,3,"LINESTRING (-111.8903065 33.6405254, -111.8903818 33.6410173, -111.8905241 33.6416866, -111.8907153 33.6424306, -111.8910194 33.6433236, -111.891365 33.6441483, -111.8917506 33.6449701, -111.8921024 33.6456148, -111.8924241 33.6461403, -111.8927537 33.6465969)","MULTILINESTRING ((-111.8902 33.63686,-111.89029 33.640609999999995), (-111.8903065 33.6405254, -111.8903818 33.6410173, -111.8905241 33.6416866, -111.8907153 33.6424306, -111.8910194 33.6433236, -111.891365 33.6441483, -111.8917506 33.6449701, -111.8921024 33.6456148, -111.8924241 33.6461403, -111.8927537 33.6465969))",1.954192546984641e-05
115P04373,AZ-101-LOOP_COUNTERCLOCKWISE,39,100000041,100000042,4,"LINESTRING (-111.89029 33.640609999999995,-111.89636000000002 33.65036)",Pima Freeway,30628,13153,14693,4,"LINESTRING (-111.8903065 33.6405254, -111.8903818 33.6410173, -111.8905241 33.6416866, -111.8907153 33.6424306, -111.8910194 33.6433236, -111.891365 33.6441483, -111.8917506 33.6449701, -111.8921024 33.6456148, -111.8924241 33.6461403, -111.8927537 33.6465969)","MULTILINESTRING ((-111.89029 33.640609999999995,-111.89636000000002 33.65036), (-111.8903065 33.6405254, -111.8903818 33.6410173, -111.8905241 33.6416866, -111.8907153 33.6424306, -111.8910194 33.6433236, -111.891365 33.6441483, -111.8917506 33.6449701, -111.8921024 33.6456148, -111.8924241 33.6461403, -111.8927537 33.6465969))",2.91114433812592e-05
115P04373,AZ-101-LOOP_COUNTERCLOCKWISE,39,100000041,100000042,4,"LINESTRING (-111.89029 33.640609999999995,-111.89636000000002 33.65036)",Pima Freeway,31950,14693,14694,4,"LINESTRING (-111.8927537 33.6465969, -111.893223 33.6472245)","MULTILINESTRING ((-111.89029 33.640609999999995,-111.89636000000002 33.65036), (-111.8927537 33.6465969, -111.893223 33.6472245))",0.0010647386849506142
115P04373,AZ-101-LOOP_COUNTERCLOCKWISE,39,100000041,100000042,4,"LINESTRING (-111.89029 33.640609999999995,-111.89636000000002 33.65036)",Pima Freeway,31946,14694,13154,4,"LINESTRING (-111.893223 33.6472245, -111.8937675 33.6479232, -111.8943798 33.6486053, -111.8951917 33.6493922, -111.8958119 33.6499264, -111.8965193 33.6504966)","MULTILINESTRING ((-111.89029 33.640609999999995,-111.89636000000002 33.65036), (-111.893223 33.6472245, -111.8937675 33.6479232, -111.8943798 33.6486053, -111.8951917 33.6493922, -111.8958119 33.6499264, -111.8965193 33.6504966))",0.0010050595095201325
115+05164,AZ-101-LOOP_COUNTERCLOCKWISE,40,100000042,100000043,5,"LINESTRING (-111.89636000000002 33.65036,-111.9015 33.65314)",Pima Freeway,31946,14694,13154,5,"LINESTRING (-111.893223 33.6472245, -111.8937675 33.6479232, -111.8943798 33.6486053, -111.8951917 33.6493922, -111.8958119 33.6499264, -111.8965193 33.6504966)","MULTILINESTRING ((-111.89636000000002 33.65036,-111.9015 33.65314), (-111.893223 33.6472245, -111.8937675 33.6479232, -111.8943798 33.6486053, -111.8951917 33.6493922, -111.8958119 33.6499264, -111.8965193 33.6504966))",6.3812670038541515e-06
115+05164,AZ-101-LOOP_COUNTERCLOCKWISE,40,100000042,100000043,5,"LINESTRING (-111.89636000000002 33.65036,-111.9015 33.65314)",Pima Freeway,47256,13154,15961,5,"LINESTRING (-111.8965193 33.6504966, -111.8973454 33.6510559, -111.8977587 33.6513339, -111.8982428 33.6516143, -111.8988648 33.6519686, -111.9000855 33.6525857)","MULTILINESTRING ((-111.89636000000002 33.65036,-111.9015 33.65314), (-111.8965193 33.6504966, -111.8973454 33.6510559, -111.8977587 33.6513339, -111.8982428 33.6516143, -111.8988648 33.6519686, -111.9000855 33.6525857))",4.699008295791282e-05
