name_tmc,corridor_id_tmc,link_id_tmc,from_node_id_tmc,to_node_id_tmc,category_id_tmc,geometry_tmc,name_base,link_id_base,from_node_id_base,to_node_id_base,category_id_base,geometry_base,geometry_tmc_base,distance
115N04140,AZ-101-LOOP_CLOCKWISE,13,100000014,100000015,14,"LINESTRING (-112.11639 33.66864,-112.09772 33.66952)",Pima Freeway,31575,13068,13840,14,"LINESTRING (-112.1058222 33.6686277, -112.1051874 33.6686287, -112.1046722 33.668655, -112.1041526 33.6687072, -112.1036736 33.6687596, -112.1029644 33.668861, -112.1017168 33.66904, -112.1010875 33.6691291, -112.10028 33.669248)","MULTILINESTRING ((-112.11639 33.66864,-112.09772 33.66952), (-112.1058222 33.6686277, -112.1051874 33.6686287, -112.1046722 33.668655, -112.1041526 33.6687072, -112.1036736 33.6687596, -112.1029644 33.668861, -112.1017168 33.66904, -112.1010875 33.6691291, -112.10028 33.669248))",0.0005222885138926497
115N04140,AZ-101-LOOP_CLOCKWISE,13,100000014,100000015,14,"LINESTRING (-112.11639 33.66864,-112.09772 33.66952)",Pima Freeway,30211,13840,13067,14,"LINESTRING (-112.10028 33.669248, -112.0994393 33.6693641)","MULTILINESTRING ((-112.11639 33.66864,-112.09772 33.66952), (-112.10028 33.669248, -112.0994393 33.6693641))",0.00012111404266935138
115N04140,AZ-101-LOOP_CLOCKWISE,13,100000014,100000015,14,"LINESTRING (-112.11639 33.66864,-112.09772 33.66952)",Pima Freeway,47376,13054,13445,14,"LINESTRING (-112.0992502 33.6693517, -112.0984073 33.6694356, -112.097314 33.6694999, -112.0969851 33.6695168, -112.0966358 33.669536, -112.0959956 33.6695492, -112.0949685 33.6695705, -112.0941881 33.6695618, -112.0937487 33.6695393, -112.0932805 33.6695214, -112.0924291 33.6694604, -112.091967 33.669416, -112.0918513 33.669405)","MULTILINESTRING ((-112.11639 33.66864,-112.09772 33.66952), (-112.0992502 33.6693517, -112.0984073 33.6694356, -112.097314 33.6694999, -112.0969851 33.6695168, -112.0966358 33.669536, -112.0959956 33.6695492, -112.0949685 33.6695705, -112.0941881 33.6695618, -112.0937487 33.6695393, -112.0932805 33.6695214, -112.0924291 33.6694604, -112.091967 33.669416, -112.0918513 33.669405))",9.379344205973997e-05
115-04374,AZ-101-LOOP_CLOCKWISE,14,100000015,100000016,15,"LINESTRING (-112.09772 33.66952,-112.09523999999999 33.66959)",Pima Freeway,47376,13054,13445,15,"LINESTRING (-112.0992502 33.6693517, -112.0984073 33.6694356, -112.097314 33.6694999, -112.0969851 33.6695168, -112.0966358 33.669536, -112.0959956 33.6695492, -112.0949685 33.6695705, -112.0941881 33.6695618, -112.0937487 33.6695393, -112.0932805 33.6695214, -112.0924291 33.6694604, -112.091967 33.669416, -112.0918513 33.669405)","MULTILINESTRING ((-112.09772 33.66952,-112.09523999999999 33.66959), (-112.0992502 33.6693517, -112.0984073 33.6694356, -112.097314 33.6694999, -112.0969851 33.6695168, -112.0966358 33.669536, -112.0959956 33.6695492, -112.0949685 33.6695705, -112.0941881 33.6695618, -112.0937487 33.6695393, -112.0932805 33.6695214, -112.0924291 33.6694604, -112.091967 33.669416, -112.0918513 33.669405))",4.390212218631064e-05
115N04374,AZ-101-LOOP_CLOCKWISE,15,100000016,100000017,16,"LINESTRING (-112.09523999999999 33.66959,-112.09151000000001 33.66939)",Pima Freeway,47376,13054,13445,16,"LINESTRING (-112.0992502 33.6693517, -112.0984073 33.6694356, -112.097314 33.6694999, -112.0969851 33.6695168, -112.0966358 33.669536, -112.0959956 33.6695492, -112.0949685 33.6695705, -112.0941881 33.6695618, -112.0937487 33.6695393, -112.0932805 33.6695214, -112.0924291 33.6694604, -112.091967 33.669416, -112.0918513 33.669405)","MULTILINESTRING ((-112.09523999999999 33.66959,-112.09151000000001 33.66939), (-112.0992502 33.6693517, -112.0984073 33.6694356, -112.097314 33.6694999, -112.0969851 33.6695168, -112.0966358 33.669536, -112.0959956 33.6695492, -112.0949685 33.6695705, -112.0941881 33.6695618, -112.0937487 33.6695393, -112.0932805 33.6695214, -112.0924291 33.6694604, -112.091967 33.669416, -112.0918513 33.669405))",2.5124964954447407e-05
115N04374,AZ-101-LOOP_CLOCKWISE,15,100000016,100000017,16,"LINESTRING (-112.09523999999999 33.66959,-112.09151000000001 33.66939)",Pima Freeway,47375,13445,13438,16,"LINESTRING (-112.0918513 33.669405, -112.0897502 33.6691673)","MULTILINESTRING ((-112.09523999999999 33.66959,-112.09151000000001 33.66939), (-112.0918513 33.669405, -112.0897502 33.6691673))",5.8162275531706795e-06
115-04375,AZ-101-LOOP_CLOCKWISE,16,100000017,100000018,17,"LINESTRING (-112.09151000000001 33.66939,-112.09007 33.66921)",Pima Freeway,47375,13445,13438,17,"LINESTRING (-112.0918513 33.669405, -112.0897502 33.6691673)","MULTILINESTRING ((-112.09151000000001 33.66939,-112.09007 33.66921), (-112.0918513 33.669405, -112.0897502 33.6691673))",2.3462020354786016e-05
115N04375,AZ-101-LOOP_CLOCKWISE,17,100000018,100000019,18,"LINESTRING (-112.09007 33.66921,-112.07713000000001 33.66871)",Pima Freeway,47375,13445,13438,18,"LINESTRING (-112.0918513 33.669405, -112.0897502 33.6691673)","MULTILINESTRING ((-112.09007 33.66921,-112.07713000000001 33.66871), (-112.0918513 33.669405, -112.0897502 33.6691673))",6.479305384432921e-06
115N04375,AZ-101-LOOP_CLOCKWISE,17,100000018,100000019,18,"LINESTRING (-112.09007 33.66921,-112.07713000000001 33.66871)",Pima Freeway,47372,13438,22024,18,"LINESTRING (-112.0897502 33.6691673, -112.088762 33.6690607, -112.0870082 33.6688619)","MULTILINESTRING ((-112.09007 33.66921,-112.07713000000001 33.66871), (-112.0897502 33.6691673, -112.088762 33.6690607, -112.0870082 33.6688619))",4.378325318505227e-05
115N04375,AZ-101-LOOP_CLOCKWISE,17,100000018,100000019,18,"LINESTRING (-112.09007 33.66921,-112.07713000000001 33.66871)",Pima Freeway,47371,22024,13053,18,"LINESTRING (-112.0870082 33.6688619, -112.0855004 33.6686964, -112.0847053 33.66862, -112.0838353 33.6685749)","MULTILINESTRING ((-112.09007 33.66921,-112.07713000000001 33.66871), (-112.0870082 33.6688619, -112.0855004 33.6686964, -112.0847053 33.66862, -112.0838353 33.6685749))",0.00023151713739250475
115N04375,AZ-101-LOOP_CLOCKWISE,17,100000018,100000019,18,"LINESTRING (-112.09007 33.66921,-112.07713000000001 33.66871)",Pima Freeway,32546,13053,13052,18,"LINESTRING (-112.0838353 33.6685749, -112.0828653 33.6685307, -112.082361 33.6685351, -112.0818784 33.6685535, -112.0797583 33.6686107, -112.0766193 33.66872)","MULTILINESTRING ((-112.09007 33.66921,-112.07713000000001 33.66871), (-112.0838353 33.6685749, -112.0828653 33.6685307, -112.082361 33.6685351, -112.0818784 33.6685535, -112.0797583 33.6686107, -112.0766193 33.66872))",0.0003954116234482814
115-04376,AZ-101-LOOP_CLOCKWISE,18,100000019,100000020,19,"LINESTRING (-112.07713000000001 33.66871,-112.07275 33.66876)",Pima Freeway,32546,13053,13052,19,"LINESTRING (-112.0838353 33.6685749, -112.0828653 33.6685307, -112.082361 33.6685351, -112.0818784 33.6685535, -112.0797583 33.6686107, -112.0766193 33.66872)","MULTILINESTRING ((-112.07713000000001 33.66871,-112.07275 33.66876), (-112.0838353 33.6685749, -112.0828653 33.6685307, -112.082361 33.6685351, -112.0818784 33.6685535, -112.0797583 33.6686107, -112.0766193 33.66872))",7.777863610403239e-06
115-04376,AZ-101-LOOP_CLOCKWISE,18,100000019,100000020,19,"LINESTRING (-112.07713000000001 33.66871,-112.07275 33.66876)",Pima Freeway,47370,13052,13432,19,"LINESTRING (-112.0766193 33.66872, -112.0735419 33.6687291)","MULTILINESTRING ((-112.07713000000001 33.66871,-112.07275 33.66876), (-112.0766193 33.66872, -112.0735419 33.6687291))",4.0440422441055616e-06
115-04376,AZ-101-LOOP_CLOCKWISE,18,100000019,100000020,19,"LINESTRING (-112.07713000000001 33.66871,-112.07275 33.66876)",Pima Freeway,47373,13432,13847,19,"LINESTRING (-112.0735419 33.6687291, -112.0719477 33.6687607, -112.0710731 33.6687761)","MULTILINESTRING ((-112.07713000000001 33.66871,-112.07275 33.66876), (-112.0735419 33.6687291, -112.0719477 33.6687607, -112.0710731 33.6687761))",2.1826336083464384e-05
115N04376,AZ-101-LOOP_CLOCKWISE,19,100000020,100000021,20,"LINESTRING (-112.07275 33.66876,-112.05848999999999 33.66898)",Pima Freeway,47373,13432,13847,20,"LINESTRING (-112.0735419 33.6687291, -112.0719477 33.6687607, -112.0710731 33.6687761)","MULTILINESTRING ((-112.07275 33.66876,-112.05848999999999 33.66898), (-112.0735419 33.6687291, -112.0719477 33.6687607, -112.0710731 33.6687761))",1.5200087831979154e-05
115N04376,AZ-101-LOOP_CLOCKWISE,19,100000020,100000021,20,"LINESTRING (-112.07275 33.66876,-112.05848999999999 33.66898)",Pima Freeway,30223,13847,13841,20,"LINESTRING (-112.0710731 33.6687761, -112.0701662 33.6687785)","MULTILINESTRING ((-112.07275 33.66876,-112.05848999999999 33.66898), (-112.0710731 33.6687761, -112.0701662 33.6687785))",1.0209193492999013e-05
115N04376,AZ-101-LOOP_CLOCKWISE,19,100000020,100000021,20,"LINESTRING (-112.07275 33.66876,-112.05848999999999 33.66898)",Pima Freeway,30213,13841,13855,20,"LINESTRING (-112.0701662 33.6687785, -112.0679603 33.668792, -112.0661553 33.6688224)","MULTILINESTRING ((-112.07275 33.66876,-112.05848999999999 33.66898), (-112.0701662 33.6687785, -112.0679603 33.668792, -112.0661553 33.6688224))",2.385818234469595e-05
115N04376,AZ-101-LOOP_CLOCKWISE,19,100000020,100000021,20,"LINESTRING (-112.07275 33.66876,-112.05848999999999 33.66898)",Pima Freeway,30274,13855,13051,20,"LINESTRING (-112.0661553 33.6688224, -112.0650443 33.6688437)","MULTILINESTRING ((-112.07275 33.66876,-112.05848999999999 33.66898), (-112.0661553 33.6688224, -112.0650443 33.6688437))",3.839804731382947e-05
115N04376,AZ-101-LOOP_CLOCKWISE,19,100000020,100000021,20,"LINESTRING (-112.07275 33.66876,-112.05848999999999 33.66898)",Pima Freeway,47317,13051,13428,20,"LINESTRING (-112.0650443 33.6688437, -112.0632035 33.6688798, -112.0611726 33.6689231, -112.0589215 33.6689604, -112.0584165 33.6689666, -112.0577204 33.6689822)","MULTILINESTRING ((-112.07275 33.66876,-112.05848999999999 33.66898), (-112.0650443 33.6688437, -112.0632035 33.6688798, -112.0611726 33.6689231, -112.0589215 33.6689604, -112.0584165 33.6689666, -112.0577204 33.6689822))",3.400433199053e-05
115-04377,AZ-101-LOOP_CLOCKWISE,20,100000021,100000022,21,"LINESTRING (-112.05848999999999 33.66898,-112.03737 33.6702)",Pima Freeway,47317,13051,13428,21,"LINESTRING (-112.0650443 33.6688437, -112.0632035 33.6688798, -112.0611726 33.6689231, -112.0589215 33.6689604, -112.0584165 33.6689666, -112.0577204 33.6689822)","MULTILINESTRING ((-112.05848999999999 33.66898,-112.03737 33.6702), (-112.0650443 33.6688437, -112.0632035 33.6688798, -112.0611726 33.6689231, -112.0589215 33.6689604, -112.0584165 33.6689666, -112.0577204 33.6689822))",1.4301298457864687e-05
115-04377,AZ-101-LOOP_CLOCKWISE,20,100000021,100000022,21,"LINESTRING (-112.05848999999999 33.66898,-112.03737 33.6702)",Pima Freeway,30275,13428,13050,21,"LINESTRING (-112.0577204 33.6689822, -112.0560093 33.6689971, -112.0544385 33.6689791, -112.053499 33.6689682, -112.0516833 33.6689449, -112.0505742 33.6689279, -112.0487034 33.6689131)","MULTILINESTRING ((-112.05848999999999 33.66898,-112.03737 33.6702), (-112.0577204 33.6689822, -112.0560093 33.6689971, -112.0544385 33.6689791, -112.053499 33.6689682, -112.0516833 33.6689449, -112.0505742 33.6689279, -112.0487034 33.6689131))",4.5943427936822436e-05
115-04377,AZ-101-LOOP_CLOCKWISE,20,100000021,100000022,21,"LINESTRING (-112.05848999999999 33.66898,-112.03737 33.6702)",Pima Freeway,30278,13050,13857,21,"LINESTRING (-112.0487034 33.6689131, -112.0481236 33.6688999)","MULTILINESTRING ((-112.05848999999999 33.66898,-112.03737 33.6702), (-112.0487034 33.6689131, -112.0481236 33.6688999))",0.0006603199276175915
115-04377,AZ-101-LOOP_CLOCKWISE,20,100000021,100000022,21,"LINESTRING (-112.05848999999999 33.66898,-112.03737 33.6702)",Pima Freeway,30279,13857,13049,21,"LINESTRING (-112.0481236 33.6688999, -112.0455374 33.6688767, -112.0440356 33.6688678, -112.0434477 33.6688968, -112.0427926 33.6689471, -112.0422957 33.6690023, -112.0418986 33.669052, -112.0410897 33.6691725, -112.0404838 33.6692893, -112.0395831 33.669488, -112.0390745 33.6696322, -112.0384985 33.6698122, -112.037877 33.6700135)","MULTILINESTRING ((-112.05848999999999 33.66898,-112.03737 33.6702), (-112.0481236 33.6688999, -112.0455374 33.6688767, -112.0440356 33.6688678, -112.0434477 33.6688968, -112.0427926 33.6689471, -112.0422957 33.6690023, -112.0418986 33.669052, -112.0410897 33.6691725, -112.0404838 33.6692893, -112.0395831 33.669488, -112.0390745 33.6696322, -112.0384985 33.6698122, -112.037877 33.6700135))",0.0006918088901893564
115-04377,AZ-101-LOOP_CLOCKWISE,20,100000021,100000022,21,"LINESTRING (-112.05848999999999 33.66898,-112.03737 33.6702)",Pima Freeway,30280,13049,13859,21,"LINESTRING (-112.037877 33.6700135, -112.0370131 33.6703365, -112.0365188 33.6705149, -112.0355806 33.6708667, -112.0347666 33.6711603, -112.0339315 33.6714352, -112.0334151 33.6715963, -112.032744 33.6717716, -112.0322451 33.6718956, -112.0315392 33.6720638)","MULTILINESTRING ((-112.05848999999999 33.66898,-112.03737 33.6702), (-112.037877 33.6700135, -112.0370131 33.6703365, -112.0365188 33.6705149, -112.0355806 33.6708667, -112.0347666 33.6711603, -112.0339315 33.6714352, -112.0334151 33.6715963, -112.032744 33.6717716, -112.0322451 33.6718956, -112.0315392 33.6720638))",0.00012220687578587156
115N04377,AZ-101-LOOP_CLOCKWISE,21,100000022,100000023,22,"LINESTRING (-112.03737 33.6702,-112.02306000000002 33.67265)",Pima Freeway,30280,13049,13859,22,"LINESTRING (-112.037877 33.6700135, -112.0370131 33.6703365, -112.0365188 33.6705149, -112.0355806 33.6708667, -112.0347666 33.6711603, -112.0339315 33.6714352, -112.0334151 33.6715963, -112.032744 33.6717716, -112.0322451 33.6718956, -112.0315392 33.6720638)","MULTILINESTRING ((-112.03737 33.6702,-112.02306000000002 33.67265), (-112.037877 33.6700135, -112.0370131 33.6703365, -112.0365188 33.6705149, -112.0355806 33.6708667, -112.0347666 33.6711603, -112.0339315 33.6714352, -112.0334151 33.6715963, -112.032744 33.6717716, -112.0322451 33.6718956, -112.0315392 33.6720638))",2.866341553211578e-06
115N04377,AZ-101-LOOP_CLOCKWISE,21,100000022,100000023,22,"LINESTRING (-112.03737 33.6702,-112.02306000000002 33.67265)",Pima Freeway,30284,13859,13048,22,"LINESTRING (-112.0315392 33.6720638, -112.0310414 33.6721704, -112.0304706 33.6722622)","MULTILINESTRING ((-112.03737 33.6702,-112.02306000000002 33.67265), (-112.0315392 33.6720638, -112.0310414 33.6721704, -112.0304706 33.6722622))",0.0008658740019382844
115N04377,AZ-101-LOOP_CLOCKWISE,21,100000022,100000023,22,"LINESTRING (-112.03737 33.6702,-112.02306000000002 33.67265)",Pima Freeway,30285,13048,13296,22,"LINESTRING (-112.0304706 33.6722622, -112.0294433 33.6724184, -112.0287808 33.6724941, -112.027926 33.6725657, -112.0270781 33.6726124, -112.0264496 33.6726309, -112.0254743 33.672637, -112.0244624 33.6726433, -112.0237124 33.6726348)","MULTILINESTRING ((-112.03737 33.6702,-112.02306000000002 33.67265), (-112.0304706 33.6722622, -112.0294433 33.6724184, -112.0287808 33.6724941, -112.027926 33.6725657, -112.0270781 33.6726124, -112.0264496 33.6726309, -112.0254743 33.672637, -112.0244624 33.6726433, -112.0237124 33.6726348))",0.0008661091925438145
115N04377,AZ-101-LOOP_CLOCKWISE,21,100000022,100000023,22,"LINESTRING (-112.03737 33.6702,-112.02306000000002 33.67265)",Pima Freeway,47311,13296,13863,22,"LINESTRING (-112.0237124 33.6726348, -112.0213323 33.6726585, -112.0177927 33.6726743, -112.0169296 33.672679, -112.0156116 33.6726852, -112.0142456 33.6726962)","MULTILINESTRING ((-112.03737 33.6702,-112.02306000000002 33.67265), (-112.0237124 33.6726348, -112.0213323 33.6726585, -112.0177927 33.6726743, -112.0169296 33.672679, -112.0156116 33.6726852, -112.0142456 33.6726962))",8.359246106277813e-05
115-05163,AZ-101-LOOP_CLOCKWISE,22,100000023,100000024,23,"LINESTRING (-112.02306000000002 33.67265,-112.00683000000001 33.67265)",Pima Freeway,47311,13296,13863,23,"LINESTRING (-112.0237124 33.6726348, -112.0213323 33.6726585, -112.0177927 33.6726743, -112.0169296 33.672679, -112.0156116 33.6726852, -112.0142456 33.6726962)","MULTILINESTRING ((-112.02306000000002 33.67265,-112.00683000000001 33.67265), (-112.0237124 33.6726348, -112.0213323 33.6726585, -112.0177927 33.6726743, -112.0169296 33.672679, -112.0156116 33.6726852, -112.0142456 33.6726962))",8.703253252805707e-06
115-05163,AZ-101-LOOP_CLOCKWISE,22,100000023,100000024,23,"LINESTRING (-112.02306000000002 33.67265,-112.00683000000001 33.67265)",Pima Freeway,30289,13863,13860,23,"LINESTRING (-112.0142456 33.6726962, -112.0132198 33.6727061)","MULTILINESTRING ((-112.02306000000002 33.67265,-112.00683000000001 33.67265), (-112.0142456 33.6726962, -112.0132198 33.6727061))",4.884596077440393e-05
115-05163,AZ-101-LOOP_CLOCKWISE,22,100000023,100000024,23,"LINESTRING (-112.02306000000002 33.67265,-112.00683000000001 33.67265)",Pima Freeway,30286,13860,13047,23,"LINESTRING (-112.0132198 33.6727061, -112.0108353 33.6727217)","MULTILINESTRING ((-112.02306000000002 33.67265,-112.00683000000001 33.67265), (-112.0132198 33.6727061, -112.0108353 33.6727217))",5.7553765188292045e-05
115-05163,AZ-101-LOOP_CLOCKWISE,22,100000023,100000024,23,"LINESTRING (-112.02306000000002 33.67265,-112.00683000000001 33.67265)",Pima Freeway,29695,13047,13510,23,"LINESTRING (-112.0108353 33.6727217, -112.0090006 33.6727329)","MULTILINESTRING ((-112.02306000000002 33.67265,-112.00683000000001 33.67265), (-112.0108353 33.6727217, -112.0090006 33.6727329))",7.237076143072434e-05
115-05163,AZ-101-LOOP_CLOCKWISE,22,100000023,100000024,23,"LINESTRING (-112.02306000000002 33.67265,-112.00683000000001 33.67265)",Pima Freeway,29699,13510,13515,23,"LINESTRING (-112.0090006 33.6727329, -112.0085822 33.6727351)","MULTILINESTRING ((-112.02306000000002 33.67265,-112.00683000000001 33.67265), (-112.0090006 33.6727329, -112.0085822 33.6727351))",8.407139995205733e-05
115-05163,AZ-101-LOOP_CLOCKWISE,22,100000023,100000024,23,"LINESTRING (-112.02306000000002 33.67265,-112.00683000000001 33.67265)",Pima Freeway,29702,13515,13503,23,"LINESTRING (-112.0085822 33.6727351, -112.0080377 33.6727233, -112.0076436 33.6727058)","MULTILINESTRING ((-112.02306000000002 33.67265,-112.00683000000001 33.67265), (-112.0085822 33.6727351, -112.0080377 33.6727233, -112.0076436 33.6727058))",8.228075442292272e-05
115-05163,AZ-101-LOOP_CLOCKWISE,22,100000023,100000024,23,"LINESTRING (-112.02306000000002 33.67265,-112.00683000000001 33.67265)",Pima Freeway,29703,13503,17322,23,"LINESTRING (-112.0076436 33.6727058, -112.0070678 33.6726804, -112.0064204 33.6726257, -112.0058249 33.6725476, -112.0050953 33.6724315, -112.0043858 33.6722996, -112.0027144 33.672006, -112.001902 33.6718554, -112.0010393 33.6717436, -112.000616 33.6717116, -112.0002898 33.6716869, -111.9998529 33.6716679, -111.999529 33.6716539, -111.9989081 33.6716515, -111.9985092 33.6716573, -111.9972597 33.6717099, -111.9966822 33.671778, -111.9961729 33.6718418, -111.995892 33.6718855, -111.9943731 33.672143)","MULTILINESTRING ((-112.02306000000002 33.67265,-112.00683000000001 33.67265), (-112.0076436 33.6727058, -112.0070678 33.6726804, -112.0064204 33.6726257, -112.0058249 33.6725476, -112.0050953 33.6724315, -112.0043858 33.6722996, -112.0027144 33.672006, -112.001902 33.6718554, -112.0010393 33.6717436, -112.000616 33.6717116, -112.0002898 33.6716869, -111.9998529 33.6716679, -111.999529 33.6716539, -111.9989081 33.6716515, -111.9985092 33.6716573, -111.9972597 33.6717099, -111.9966822 33.671778, -111.9961729 33.6718418, -111.995892 33.6718855, -111.9943731 33.672143))",4.850073233639728e-05
115N05163,AZ-101-LOOP_CLOCKWISE,23,100000024,100000025,24,"LINESTRING (-112.00683000000001 33.67265,-111.98856 33.6728)",Pima Freeway,29703,13503,17322,24,"LINESTRING (-112.0076436 33.6727058, -112.0070678 33.6726804, -112.0064204 33.6726257, -112.0058249 33.6725476, -112.0050953 33.6724315, -112.0043858 33.6722996, -112.0027144 33.672006, -112.001902 33.6718554, -112.0010393 33.6717436, -112.000616 33.6717116, -112.0002898 33.6716869, -111.9998529 33.6716679, -111.999529 33.6716539, -111.9989081 33.6716515, -111.9985092 33.6716573, -111.9972597 33.6717099, -111.9966822 33.671778, -111.9961729 33.6718418, -111.995892 33.6718855, -111.9943731 33.672143)","MULTILINESTRING ((-112.00683000000001 33.67265,-111.98856 33.6728), (-112.0076436 33.6727058, -112.0070678 33.6726804, -112.0064204 33.6726257, -112.0058249 33.6725476, -112.0050953 33.6724315, -112.0043858 33.6722996, -112.0027144 33.672006, -112.001902 33.6718554, -112.0010393 33.6717436, -112.000616 33.6717116, -112.0002898 33.6716869, -111.9998529 33.6716679, -111.999529 33.6716539, -111.9989081 33.6716515, -111.9985092 33.6716573, -111.9972597 33.6717099, -111.9966822 33.671778, -111.9961729 33.6718418, -111.995892 33.6718855, -111.9943731 33.672143))",1.0271249432801918e-05
115N05163,AZ-101-LOOP_CLOCKWISE,23,100000024,100000025,24,"LINESTRING (-112.00683000000001 33.67265,-111.98856 33.6728)",Pima Freeway,50856,17322,21027,24,"LINESTRING (-111.9943731 33.672143, -111.9938334 33.6722985, -111.9930636 33.6724369, -111.9925325 33.6725239, -111.9921543 33.6725931, -111.9917896 33.6726489, -111.9914865 33.6726869, -111.9910466 33.6727315, -111.9907435 33.6727628, -111.9905113 33.6728006)","MULTILINESTRING ((-112.00683000000001 33.67265,-111.98856 33.6728), (-111.9943731 33.672143, -111.9938334 33.6722985, -111.9930636 33.6724369, -111.9925325 33.6725239, -111.9921543 33.6725931, -111.9917896 33.6726489, -111.9914865 33.6726869, -111.9910466 33.6727315, -111.9907435 33.6727628, -111.9905113 33.6728006))",0.0005944137406175253
115N05163,AZ-101-LOOP_CLOCKWISE,23,100000024,100000025,24,"LINESTRING (-112.00683000000001 33.67265,-111.98856 33.6728)",Pima Freeway,38764,13254,13145,24,"LINESTRING (-111.9907061 33.6726334, -111.9900719 33.6726829, -111.9894976 33.6727194, -111.9887679 33.6727603, -111.9880137 33.6727844, -111.9874218 33.6727959)","MULTILINESTRING ((-112.00683000000001 33.67265,-111.98856 33.6728), (-111.9907061 33.6726334, -111.9900719 33.6726829, -111.9894976 33.6727194, -111.9887679 33.6727603, -111.9880137 33.6727844, -111.9874218 33.6727959))",0.00010169796343390144
115-04378,AZ-101-LOOP_CLOCKWISE,24,100000025,100000026,25,"LINESTRING (-111.98856 33.6728,-111.98383999999999 33.67283)",Pima Freeway,38764,13254,13145,25,"LINESTRING (-111.9907061 33.6726334, -111.9900719 33.6726829, -111.9894976 33.6727194, -111.9887679 33.6727603, -111.9880137 33.6727844, -111.9874218 33.6727959)","MULTILINESTRING ((-111.98856 33.6728,-111.98383999999999 33.67283), (-111.9907061 33.6726334, -111.9900719 33.6726829, -111.9894976 33.6727194, -111.9887679 33.6727603, -111.9880137 33.6727844, -111.9874218 33.6727959))",3.303981868645203e-05
115-04378,AZ-101-LOOP_CLOCKWISE,24,100000025,100000026,25,"LINESTRING (-111.98856 33.6728,-111.98383999999999 33.67283)",Pima Freeway,32548,13145,13255,25,"LINESTRING (-111.9874218 33.6727959, -111.9854526 33.6728101)","MULTILINESTRING ((-111.98856 33.6728,-111.98383999999999 33.67283), (-111.9874218 33.6727959, -111.9854526 33.6728101))",1.1257923840600509e-05
115-04378,AZ-101-LOOP_CLOCKWISE,24,100000025,100000026,25,"LINESTRING (-111.98856 33.6728,-111.98383999999999 33.67283)",Pima Freeway,34422,13255,21029,25,"LINESTRING (-111.9854526 33.6728101, -111.9800294 33.6728502)","MULTILINESTRING ((-111.98856 33.6728,-111.98383999999999 33.67283), (-111.9854526 33.6728101, -111.9800294 33.6728502))",9.642061984452102e-06
115N04378,AZ-101-LOOP_CLOCKWISE,25,100000026,100000027,26,"LINESTRING (-111.98383999999999 33.67283,-111.97086999999999 33.67237)",Pima Freeway,34422,13255,21029,26,"LINESTRING (-111.9854526 33.6728101, -111.9800294 33.6728502)","MULTILINESTRING ((-111.98383999999999 33.67283,-111.97086999999999 33.67237), (-111.9854526 33.6728101, -111.9800294 33.6728502))",7.97596207889731e-06
115N04378,AZ-101-LOOP_CLOCKWISE,25,100000026,100000027,26,"LINESTRING (-111.98383999999999 33.67283,-111.97086999999999 33.67237)",Pima Freeway,44915,21029,21030,26,"LINESTRING (-111.9800294 33.6728502, -111.9787071 33.6728575)","MULTILINESTRING ((-111.98383999999999 33.67283,-111.97086999999999 33.67237), (-111.9800294 33.6728502, -111.9787071 33.6728575))",0.00015864144545301356
115N04378,AZ-101-LOOP_CLOCKWISE,25,100000026,100000027,26,"LINESTRING (-111.98383999999999 33.67283,-111.97086999999999 33.67237)",Pima Freeway,44914,21030,13517,26,"LINESTRING (-111.9787071 33.6728575, -111.9781863 33.6728604)","MULTILINESTRING ((-111.98383999999999 33.67283,-111.97086999999999 33.67237), (-111.9787071 33.6728575, -111.9781863 33.6728604))",0.00021180353280758784
115N04378,AZ-101-LOOP_CLOCKWISE,25,100000026,100000027,26,"LINESTRING (-111.98383999999999 33.67283,-111.97086999999999 33.67237)",Pima Freeway,29706,13517,13518,26,"LINESTRING (-111.9781863 33.6728604, -111.9767175 33.6728633)","MULTILINESTRING ((-111.98383999999999 33.67283,-111.97086999999999 33.67237), (-111.9781863 33.6728604, -111.9767175 33.6728633))",0.00023290438672530288
115N04378,AZ-101-LOOP_CLOCKWISE,25,100000026,100000027,26,"LINESTRING (-111.98383999999999 33.67283,-111.97086999999999 33.67237)",Pima Freeway,47278,13518,13146,26,"LINESTRING (-111.9767175 33.6728633, -111.9748736 33.6728663, -111.9740178 33.6728219, -111.9730942 33.6727346)","MULTILINESTRING ((-111.98383999999999 33.67283,-111.97086999999999 33.67237), (-111.9767175 33.6728633, -111.9748736 33.6728663, -111.9740178 33.6728219, -111.9730942 33.6727346))",0.00029112853165191377
115N04378,AZ-101-LOOP_CLOCKWISE,25,100000026,100000027,26,"LINESTRING (-111.98383999999999 33.67283,-111.97086999999999 33.67237)",Pima Freeway,47277,13146,13262,26,"LINESTRING (-111.9730942 33.6727346, -111.9726606 33.6726787, -111.9722773 33.6726212, -111.9718226 33.6725428, -111.9713519 33.6724489, -111.9705029 33.6722555)","MULTILINESTRING ((-111.98383999999999 33.67283,-111.97086999999999 33.67237), (-111.9730942 33.6727346, -111.9726606 33.6726787, -111.9722773 33.6726212, -111.9718226 33.6725428, -111.9713519 33.6724489, -111.9705029 33.6722555))",0.00026955993691037746
